연번,기업명,전화번호,주요상품,주소,산업분류
188,주식회사태광단열,031-358-1213,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 버들로1217-,육상 금속 골조 구조재 제조업
189,티타늄TTI(주),데이터미집계,1차 금속 제조업,경기도 화성시 송산면 화성로314-,"도금, 착색 및 기타 표면처리강재 제조업"
190,장한,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 비봉면 하저자안로187-,기타 기계장비 조립용 플라스틱 제품 제조업
191,풍년떡집,데이터미집계,식료품 제조업,경기도 화성시 남양읍 남양시장로55번길 11,떡류 제조업
192,다인광고기획,데이터미집계,기타 제품 제조업,경기도 화성시 팔탄면 시청로839-,간판 및 광고물 제조업
193,주식회사 성원펜스,031-357-7616,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 비봉면 양노남길100-,구조용 금속 판제품 및 공작물 제조업
194,피투엠,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 금곡로163번길 42-14 (금곡동),기타 반도체소자 제조업
195,신화기연,031-366-2752,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 신양1길 153,그 외 기타 일반목적용 기계 제조업
196,경희섬유,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 효행로205번길 81-10 (기안동),그 외 기타 분류 안된 섬유제품 제조업
197,남산커넥터,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 와우안길109-,절삭가공 및 유사처리업
198,대영티앤에스,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 비봉면 푸른들판로1125번길 71,절삭가공 및 유사처리업
199,지원중공업,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 지월길26-,건설 및 채광용 기계장비 제조업
200,태양ENG,031-357-8571,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 송산면 송산서로393번길00057-00051,구조용 금속 판제품 및 공작물 제조업
201,한국포스텍(주),데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 장안면 방축말길35번길 72-6,합성수지 및 기타 플라스틱 물질 제조업
202,길광하이텍,데이터 미집계,고무 및 플라스틱제품 제조업,경기도 화성시 우정읍 사기말길27번길 87-7,설치용 및 위생용 플라스틱제품 제조업
203,JIGPIA,031-273-2083,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 진안동 기산말길53-,"물질 검사, 측정 및 분석기구 제조업"
204,선진테크,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 시청로 1585-10,절삭가공 및 유사처리업
205,아벡 누(AVEC NOUS),데이터미집계,"의복, 의복 액세서리 및 모피제품 제조업","경기도 화성시 영통로27번길 20 (반월동, 신영통 현대타운)",그 외 기타 의복액세서리 제조업
206,한국SMT,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 마도면 청원산단3길 140-41,그 외 기타 전자부품 제조업
207,（주）동보하이테크,데이터미집계,비금속 광물제품 제조업,경기도 화성시 정남면 서봉로765번길 38,기타 산업용 유리제품 제조업
208,대유라디에터공업(주),데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 마도면 마도공단로5길 46-17,그 외 자동차용 신품 부품 제조업
209,경기자바라,031-354-5953,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 9-,육상 금속 골조 구조재 제조업
210,일진포장산업,031-355-6869,"펄프, 종이 및 종이제품 제조업",경기도 화성시 남양읍 주석로184번길 21-25,판지 상자 및 용기 제조업
211,엠티코리아,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 서봉로 724-46,금속 단조제품 제조업
212,명지금속공업사,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 비봉면 화성로1616번길 46,볼트 및 너트류 제조업
213,대흥금속,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 남양읍 온석길157-,"금속 문, 창, 셔터 및 관련제품 제조업"
214,광선이엔지,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 매송면 화성로2359-,절삭가공 및 유사처리업
215,다원,데이터 미집계,"가죽, 가방 및 신발 제조업",경기도 화성시 정남면 여의동길 38-80,기타 가죽제품 제조업
216,남선알미늄,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 안념길185-,절삭가공 및 유사처리업
217,덕우정밀,031-373-7707,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 진안북길94번길 1 (반정동),절삭가공 및 유사처리업
218,현진테크,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 여의동길17번길 5-12,절삭가공 및 유사처리업
219,청명상사,데이터미집계,목재 및 나무제품 제조업; 가구 제외,경기도 화성시 화산서길5번길 1 (안녕동),"목재 포장용 상자, 드럼 및 유사용기 제조업"
220,벤포스,데이터미집계,1차 금속 제조업,경기도 화성시 향남읍 발안공단로3길 13,"알루미늄 압연, 압출 및 연신제품 제조업"
221,기공테크놀로지,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 괘랑3길13번길8-,절삭가공 및 유사처리업
222,성광플랜트,031-355-2164,기타 기계 및 장비 제조업,경기도 화성시 서신면 전곡산단6길 6,액체 여과기 제조업
223,우리테크필터,데이터미집계,"펄프, 종이 및 종이제품 제조업",경기도 화성시 향남읍 발안로 440-14,그 외 기타 종이 및 판지 제품 제조업
224,지앤피파렛트,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 장안면 수정로 385-61,혼성 및 재생 플라스틱 소재 물질 제조업
225,부성정밀,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 기산로87번길 19 (기산동),그 외 기타 금속가공업
226,해성,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 정남동로253-,기타 플라스틱 발포 성형제품 제조업
227,베스트원,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 송산면 삼존로 266-7,기기용 자동측정 및 제어장치 제조업
228,이엔푸드,데이터미집계,식료품 제조업,경기도 화성시 장안면 진개골길 83-12,기타 과실ㆍ채소 가공 및 저장 처리업
229,엘지레이저로봇 주식회사,데이터미집계,전기장비 제조업,경기도 화성시 팔탄면 푸른들판로 617-7,그 외 기타 전기장비 제조업
230,플레이콘,데이터 미집계,기타 제품 제조업,경기도 화성시 봉담읍 주석로1152-,인형 및 장난감 제조업
231,주식회사 한국위스코*,031-898-6244,섬유제품 제조업; 의복제외,경기도 화성시 안녕남로96번길 25 (안녕동),"천막, 텐트 및 유사 제품 제조업"
232,(주)투윈테크,031-262-6887,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 동탄산단2길 66 (방교동),산업처리공정 제어장비 제조업
233,태산 ENG,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 양감면 초록로121-,육상 금속 골조 구조재 제조업
234,성진정공,031-352-4306,기타 기계 및 장비 제조업,경기도 화성시 송산면 송산서로116-,금속 절삭기계 제조업
235,제이에스테크,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 동탄5동 동탄기흥로590-,전기전자 및 정밀기기 수리업
236,화성철망,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 양감면 독줄길 140-6,금속선 가공제품 제조업
237,제이에스테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 내향로 240-50,반도체 제조용 기계 제조업
238,(주)대호도장,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 토성로359번길 25-2,도장 및 기타 피막처리업
239,와이낫솔루션,데이터미집계,전기장비 제조업,경기도 화성시 동탄기흥로 570-6 (영천동),배전반 및 전기 자동제어반 제조업
240,큰손NCT,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 온천로243-,금속 절삭기계 제조업
241,(주)미림,031-298-2190,고무 및 플라스틱제품 제조업,경기도 화성시 봉담읍 전원길 6-30,산업용 그 외 비경화 고무제품 제조업
242,다온테크,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 세자로258-,절삭가공 및 유사처리업
243,정인산업,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 석포로 348-14,자동차용 금속 압형제품 제조업
244,(주)배터리파워솔루션,031-366-1803,전기장비 제조업,경기도 화성시 팔탄면 노하길 347-27,전기용 탄소제품 및 절연제품 제조업
245,(주)태경공조,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 창작마을길 28-25,절삭가공 및 유사처리업
246,엔알아이,데이터 미집계,기타 제품 제조업,경기도 화성시 장안면 수정로 215-19,간판 및 광고물 제조업
247,(주)동일 기계,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 남양읍 현대기아로183번길 11-14,음ㆍ식료품 및 담배 가공기계 제조업
248,에스떠블유테크,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 석포공단길 23-12,도장 및 기타 피막처리업
249,기호정밀,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 동탄지성로412번길 30-6 (반월동),기타 가공 공작기계 제조업
250,에이티원(AT-1),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 발안로 576-39,절삭가공 및 유사처리업
251,선테크,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 괘랑2길17번길42-,절삭가공 및 유사처리업
252,쓰리케이코리아,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 마도면 마도로504-,감광재료 및 관련 화학제품 제조업
253,(주)CEK,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 정남면 만년로610-,산업처리공정 제어장비 제조업
254,극동 C&H,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 장안면 수촌길121-,컨베이어장치 제조업
255,(주) 에프씨센추리,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 장안면 장안로227번길 115,산업용 냉장 및 냉동 장비 제조업
256,아스토,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 동탄1동 메타폴리스로42-,기타 반도체소자 제조업
257,주식회사 가인씨엔에스,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 남양읍 매바위로535-,기타 물품 취급장비 제조업
258,(주)모던 오토텍,031-351-7831,자동차 및 트레일러 제조업,경기도 화성시 우정읍 기아자동차로299번길 11-7,자동차 차체용 신품 부품 제조업
259,태현프라텍,031-352-6844,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 사릅재길 138-53,포장용 플라스틱 성형용기 제조업
260,유진산전,데이터미집계,전기장비 제조업,경기도 화성시 봉담읍 청궁안뜰길153-,배전반 및 전기 자동제어반 제조업
261,보성이엔씨정남공장,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 시청로 1799-16,산업용 송풍기 및 배기장치 제조업
262,진성테크,031-355-3135,기타 기계 및 장비 제조업,경기도 화성시 송산면 화성로 316-18,주형 및 금형 제조업
