순번,회사명,전화번호,팩스번호,공장대표주소(도로명),업종번호,업종명,종업원수,데이터기준일자
723,(주)영원무역,02-390-6000,02-390-6000,경기도 성남시 중원구 사기막골로 169 (상대원동),14300,편조의복 제조업,60,2026-03-09
822,(주)유림어패럴,,031-758-6445,"경기도 성남시 중원구 둔촌대로 388, 14층 1411 (상대원동) 외 1필지",14300,편조의복 제조업,22,2026-03-09
919,(주)제이앤제이유에스에이,031-743-3322,031-743-3314,경기도 성남시 중원구 둔촌대로 540 (상대원동),14300,편조의복 제조업,5,2026-03-09
977,(주)진흥통상,070-4617-2282,,"경기도 성남시 중원구 둔촌대로 545, 12층 1211호(상대원동, 한라시그마밸리) 12층 1211호",14300,편조의복 제조업,4,2026-03-09
1267,(주)휠텍스,031-778-7990,031-745-7990,"경기도 성남시 중원구 둔촌대로 540, 2층 (상대원동)",14300,편조의복 제조업,16,2026-03-09
1307,SKN통합물류,,0504-056-2816,"경기도 성남시 중원구 사기막골로 124, (상대원동, SKn테크노파크) 비즈동 B4층 B401-1호",14300,편조의복 제조업,3,2026-03-09
1330,경인,031-776-2456,,"경기도 성남시 중원구 사기막골로 124, 테크동 7층 709 (상대원동, SKⓝ테크노파크)",14300,편조의복 제조업,3,2026-03-09
1331,경인니트,031-776-2456,031-776-2457,"경기도 성남시 중원구 사기막골로 124, 테크동 B1층 B104호 (상대원동)",14300,편조의복 제조업,6,2026-03-09
1351,구정섬유,031-758-7023,031-758-7027,"경기도 성남시 중원구 둔촌대로 531, 1층 106 (상대원동, 쌍용IT트윈타워 B동)",14300,편조의복 제조업,4,2026-03-09
1383,나르다니트,,031-777-8729,"경기도 성남시 중원구 둔촌대로 388, 4층 416호(상대원동, 크란츠 테크노) 4층 416호",14300,편조의복 제조업,2,2026-03-09
1406,뉴딜모드,031-776-3845,031-776-3844,"경기도 성남시 중원구 사기막골로 124, 테크동 8층 805 (상대원동, SKⓝ테크노파크) 테크동 8층 805호",14300,편조의복 제조업,22,2026-03-09
1428,대명,031-747-7314,031-747-7315,경기도 성남시 중원구 둔촌대로 537 (상대원동) 1층 105호,14300,편조의복 제조업,2,2026-03-09
1461,덕원섬유,031-777-8720,031-777-8729,"경기도 성남시 중원구 둔촌대로 388, 4층 415호(상대원동, 크란츠 테크노) 4층 415호",14300,편조의복 제조업,7,2026-03-09
1474,동경모드,031-776-3261,031-776-3262,"경기도 성남시 중원구 사기막골로 124, 테크동 5층 501호 (상대원동)",14300,편조의복 제조업,4,2026-03-09
1484,동오,031-743-6246,031-745-6393,"경기도 성남시 중원구 둔촌대로 449, 6층 606 (상대원동, 중앙인더스피아)",14300,편조의복 제조업,2,2026-03-09
1494,동현니트,031-737-4011,031-737-4010,경기도 성남시 중원구 사기막골로 159 (상대원동) 6층 602호,14300,편조의복 제조업,4,2026-03-09
1501,두산산업,031-743-3223,031-743-3225,"경기도 성남시 중원구 갈마치로 215, B동 1층 103호 (상대원동, 금강펜테리움IT타워)",14300,편조의복 제조업,7,2026-03-09
1670,삼손닛트,,031-735-0705,"경기도 성남시 중원구 둔촌대로 537, 4층 408 (상대원동, 쌍용IT트윈타워 A동) 4층 408호",14300,편조의복 제조업,1,2026-03-09
1716,성안섬유,031-758-9121,031-758-9121,"경기도 성남시 중원구 사기막골로 52, B1층 B105 (상대원동, 선텍시티Ⅱ 아파트형공장)",14300,편조의복 제조업,1,2026-03-09
1720,성우섬유,031-737-4144,,경기도 성남시 중원구 사기막골로 159 (상대원동) 금강하이테크밸리2차 4층 403호,14300,편조의복 제조업,4,2026-03-09
1779,시영섬유,031-753-1556,031-757-1580,"경기도 성남시 중원구 사기막골로 124, 테크동 10층 1001호 (상대원동)",14300,편조의복 제조업,3,2026-03-09
1782,시하,031-737-4144,,경기도 성남시 중원구 사기막골로 159 (상대원동) 4층 402호,14300,편조의복 제조업,1,2026-03-09
1857,아이작컴퍼니,070-7574-8053,,경기도 성남시 중원구 사기막골로 159 (상대원동) 5층 508호,14300,편조의복 제조업,2,2026-03-09
1975,영우,031-737-4080,,"경기도 성남시 중원구 사기막골로 159, 3층 302호 (상대원동, 금강하이테크2 아파트형공장)",14300,편조의복 제조업,3,2026-03-09
1984,영진어패럴,031-722-5097,,"경기도 성남시 중원구 사기막골로 148, 1층 101 (상대원동), 102 외 1필지",14300,편조의복 제조업,4,2026-03-09
1986,영화섬유,031-722-5352,031-722-5351,"경기도 성남시 중원구 둔촌대로 540, 지하1층 (상대원동)",14300,편조의복 제조업,1,2026-03-09
2017,우경,,031-747-3519,"경기도 성남시 중원구 사기막골로 159, B1층 B102호(상대원동, 금강하이테크밸리2차) B1층 B102호 외 1필지",14300,편조의복 제조업,5,2026-03-09
2028,우성니트,031-751-0425,031-751-0426,"경기도 성남시 중원구 둔촌대로 537, 4층 407 (상대원동, 쌍용IT트윈타워 A동)",14300,편조의복 제조업,4,2026-03-09
2076,은진니트,031-737-2356,031-737-2356,"경기도 성남시 중원구 둔촌대로457번길 27, B1층 116 (상대원동, 성남 우림 라이온스밸리 1차) 외 1필지",14300,편조의복 제조업,3,2026-03-09
2109,일신섬유산업,031-776-3360,,"경기도 성남시 중원구 사기막골로 124, 테크동 4층 408호 (상대원동)",14300,편조의복 제조업,4,2026-03-09
2111,일우산업사제2공장,031-745-0272,031-745-0273,경기도 성남시 중원구 갈마치로 314 (상대원동) 5층 519호,14300,편조의복 제조업,8,2026-03-09
2112,일청섬유,031-739-5115,031-739-5116,"경기도 성남시 중원구 사기막골로 137, 5층 514 (상대원동, 중앙인더스피아5차) 외 1필지",14300,편조의복 제조업,5,2026-03-09
2116,장니트,031-731-5688,031-731-5689,"경기도 성남시 중원구 둔촌대로 531, 4층 405 (상대원동, 쌍용IT트윈타워 B동) 외 1필지",14300,편조의복 제조업,5,2026-03-09
2125,정진섬유,031-737-2705,031-737-2706,"경기도 성남시 중원구 둔촌대로457번길 27, 우림라이온스밸리1차 B2층 B218 (상대원동)",14300,편조의복 제조업,1,2026-03-09
2151,조이,,031-737-4055,경기도 성남시 중원구 사기막골로 159 (상대원동) 4층 408호,14300,편조의복 제조업,4,2026-03-09
2195,진용,031-748-0532,031-748-0532,"경기도 성남시 중원구 둔촌대로457번길 27, 1층 112 (상대원동, 성남 우림 라이온스밸리 1차)",14300,편조의복 제조업,7,2026-03-09
2225,케이아이,031-776-2456,031-776-2457,"경기도 성남시 중원구 사기막골로 124, (상대원동, SKn테크노파크) 테크동 13층 1304호",14300,편조의복 제조업,1,2026-03-09
2277,태신니트,031-737-4316,031-737-4317,경기도 성남시 중원구 사기막골로 159 (상대원동) 5층 501호,14300,편조의복 제조업,4,2026-03-09
2286,테마니트,031-776-3833,031-776-3835,"경기도 성남시 중원구 사기막골로 124, 테크동 4층 407호 (상대원동)",14300,편조의복 제조업,4,2026-03-09
2302,티엔케이,031-740-9595,031-740-9596,"경기도 성남시 중원구 둔촌대로 449, 1층 103 (상대원동, 중앙인더스피아)",14300,편조의복 제조업,4,2026-03-09
2353,하루,,031-624-4346,"경기도 성남시 중원구 둔촌대로 560, 6층 605호(상대원동, 벽산테크노피아아파트형공장) 6층 605호 외 3필지",14300,편조의복 제조업,10,2026-03-09
2401,한승니트,031-776-0531,031-776-0534,"경기도 성남시 중원구 사기막골로 124, 메가동 B1층 B106호 (상대원동)",14300,편조의복 제조업,10,2026-03-09
2437,홍신섬유,031-777-8831,,"경기도 성남시 중원구 둔촌대로 388, 609호 (상대원동)",14300,편조의복 제조업,3,2026-03-09
2438,홍한섬유산업,031-737-4056,031-737-4055,경기도 성남시 중원구 사기막골로 159 (상대원동) 4층 407호,14300,편조의복 제조업,3,2026-03-09
2442,화신물산,,,"경기도 성남시 중원구 둔촌대로 560, 4층 401 (상대원동)",14300,편조의복 제조업,10,2026-03-09
2456,희망,031-752-3048,031-752-3048,"경기도 성남시 중원구 둔촌대로 449, 6층 601 (상대원동, 중앙인더스피아) 외 1필지",14300,편조의복 제조업,3,2026-03-09
2457,희승섬유,031-747-1046,031-747-1047,"경기도 성남시 중원구 둔촌대로 449, 7층 708 (상대원동, 중앙인더스피아) 7층 708호",14300,편조의복 제조업,1,2026-03-09
2692,경성산업,031-741-2835,,경기도 성남시 수정구 공원로339번길 30 (신흥동),14300,편조의복 제조업,13,2026-03-09
2696,광림실업,031-746-3330,,경기도 성남시수정구 신흥동 2562번지,14300,편조의복 제조업,5,2026-03-09
2698,금광 인타콤,031-735-6456,,"경기도 성남시 중원구 희망로400번길 21-2, (삼부길 47) 1층 (금광동)",14300,편조의복 제조업,1,2026-03-09
2711,대광섬유,031-758-3370,,경기도 성남시 수정구 수정로135번길 5-8 (태평동),14300,편조의복 제조업,17,2026-03-09
2712,대동섬유,031-756-0832,,경기도 성남시 수정구 태평로124번길 20 (태평동),14300,편조의복 제조업,25,2026-03-09
2807,은광산업,031-755-7664,,경기도 성남시 수정구 남문로78번길 4 (태평동),14300,편조의복 제조업,12,2026-03-09
2816,일광편직,031-744-8622,,경기도 성남시 중원구 희망로400번길 50-1 (금광동),14300,편조의복 제조업,2,2026-03-09
2900,하나섬유,031-742-1930,,경기도 성남시중원구 성남동 6026번지,14300,편조의복 제조업,10,2026-03-09
2908,현영섬유,031-745-1489,,경기도 성남시 중원구 박석로15번길 1 (상대원동),14300,편조의복 제조업,4,2026-03-09
1732,세경산업,031-754-7552,031-721-7021,"경기도 성남시 중원구 둔촌대로457번길 27, B1층 123 (상대원동, 성남 우림 라이온스밸리 1차) 외 2필지",13300+14300,편조원단 제조업 외 1 종,7,2026-03-09
366,(주)서울니트디자인,031-730-0525,031-730-0526,"경기도 성남시 중원구 갈마치로 215, A동 3층 309 (상대원동) A동 3층 309호",13300,편조원단 제조업,19,2026-03-09
1460,덕우산업,031-8018-5454,031-8018-5959,"경기도 성남시 중원구 사기막골로62번길 37, B1층 B104 (상대원동, 스타타워 아파트형공장)",13300,편조원단 제조업,6,2026-03-09
2391,한보트리코트,031-731-7990,031-731-7991,경기도 성남시 중원구 사기막골로 159 (상대원동) 5층 502호,13300,편조원단 제조업,6,2026-03-09
1485,동원디엔피,02-388-8092,031-747-8095,"경기도 성남시 중원구 둔촌대로 545, 13층 1311 (상대원동, 한라시그마밸리)",17222,판지 상자 및 용기 제조업,6,2026-03-09
1478,동성유리,031-750-9225,031-750-9220,"경기도 성남시 중원구 갈마치로 186, B1층 B105,B106,B107 (상대원동, 반포테크노피아)",23111,판유리 제조업,12,2026-03-09
1758,수정유리,031-747-0874,031-748-0874,경기도 성남시 중원구 사기막골로90번길 36 (상대원동),23111,판유리 제조업,4,2026-03-09
2424,현대아트도어,031-741-7804,031-741-7806,경기도 성남시 중원구 사기막골로90번길 36 (상대원동),23111,판유리 제조업,2,2026-03-09
847,(주)이엠텍,031-334-8813,031-334-8814,"경기도 성남시 중원구 사기막골로62번길 33, 6층 619호(상대원동) 6층 619호 외 1필지",13993,특수사 및 코드직물 제조업,3,2026-03-09
2848,주식회사 엄지,070-4045-4163,070-4009-2206,"경기도 성남시 중원구 광명로94번길 14-1, 지층 (성남동)",13219+13221+13222+13224+13225+13229+13409+13921+13991+13999+14111+14112+14120+14130+14191+14192+14194+14199+14300+14419+14491+14499+15121+15129+18119+25995+25999+26421,특수 직물 및 기타 직물 직조업 외 27 종,4,2026-03-09
2157,종석산업,031-8018-5533,031-8018-5534,"경기도 성남시 중원구 사기막골로62번길 37, 스타타워 B1층 B114 (상대원동)",25934,톱 및 호환성 공구 제조업,1,2026-03-09
2252,코스텔(주),031-777-4500,031-732-2016,경기도 성남시 중원구 사기막골로90번길 13 (상대원동),26511+26410+26429+26521+27199+28113+28119,텔레비전 제조업 외 6 종,56,2026-03-09
2155,존슨콘트롤즈인터내셔널코리아(주),031-737-3742,031-749-7354,경기도 성남시 중원구 사기막골로 149 (상대원동),29133+28422+28423+28901+29192,탭+밸브 및 유사장치 제조업 외 4 종,96,2026-03-09
130,(주)더에스엘,02-739-9077,02-466-9077,"경기도 성남시 중원구 갈마치로244번길 31, 3층 303호 (상대원동, 현대아이밸리) 3층 303호",29133+28519,탭+밸브 및 유사장치 제조업 외 1 종,2,2026-03-09
1809,쓰리에스이엔씨,031-749-0366,031-8035-3190,"경기도 성남시 중원구 갈마치로288번길 14, A동 9층 915 (상대원동) A동 9층 915호 외 1필지",29133+29120,탭+밸브 및 유사장치 제조업 외 1 종,4,2026-03-09
2771,아래스 주식회사,031-708-2484,031-708-2483,"경기도 성남시 분당구 판교로 744, (야탑동, 분당테크노파크C동) C동 3층 307호",29133+27215,탭+밸브 및 유사장치 제조업 외 1 종,13,2026-03-09
332,(주)비엔비인스트루먼트,031-8018-2185,031-8018-2187,"경기도 성남시 중원구 사기막골로45번길 14, A동 14층 1414 (상대원동, 우림라이온스밸리2차) 외 1필지",29133,탭+밸브 및 유사장치 제조업,5,2026-03-09
624,(주)에이스중공업,02-855-9610,02-855-9614,"경기도 성남시 중원구 둔촌대로 545, 15층 1505 (상대원동)",29133,탭+밸브 및 유사장치 제조업,4,2026-03-09
970,(주)지텍이엔지,02-416-2671,02-416-2674,경기도 성남시 중원구 둔촌대로 537 (상대원동) 6층 607호,29133,탭+밸브 및 유사장치 제조업,4,2026-03-09
1650,비엔비인스트루먼트,031-8018-2185,031-8018-2187,"경기도 성남시 중원구 사기막골로45번길 14, (상대원동, 성남 우림 라이온스밸리) A동 14층 1416호",29133,탭+밸브 및 유사장치 제조업,1,2026-03-09
1810,쓰리에스이엔씨,,,"경기도 성남시 중원구 사기막골로 99, 7층 B714호(상대원동) 7층 B714호 외 1필지",29133,탭+밸브 및 유사장치 제조업,2,2026-03-09
2138,제이에스테크,031-765-6981,031-765-6982,"경기도 성남시 중원구 갈마치로288번길 14, 2층 215 (상대원동)",29133,탭+밸브 및 유사장치 제조업,1,2026-03-09
2210,천일금속,031-731-4571,031-731-4570,경기도 성남시 중원구 둔촌대로 536 (상대원동),29133,탭+밸브 및 유사장치 제조업,5,2026-03-09
1088,(주)토와세라믹,1800-3318,02-488-0138,"경기도 성남시 중원구 둔촌대로 560, 8층 806호(상대원동, 벽산테크노피아아파트형공장) 8층 806호",23232,타일 및 유사 비내화 요업제품 제조업,3,2026-03-09
1357,그린테크인터내셔날,031-776-3143,031-776-3144,"경기도 성남시 중원구 사기막골로 124, 비즈동 11층 1107호 (상대원동)",30013,컴퓨터입·출력장치및기타주변기기제조업,1,2026-03-09
1487,동원씨앤에스에듀(주),031-733-5274,031-732-8501,"경기도 성남시 중원구 둔촌대로 555, 8층 806호(상대원동, 선일테크노피아) 8층 806호",26323+26329+26410+26421+26519+26529+27309+28121,컴퓨터 프린터 제조업 외 7 종,4,2026-03-09
1205,(주)하이비젼시스템 제3공장,031-735-1573,031-735-1574,경기도 성남시 중원구 둔촌대로 527 (상대원동),26323+26329+27219+27309,컴퓨터 프린터 제조업 외 3 종,300,2026-03-09
1726,성일OA시스템,031-721-5007,031-751-5007,"경기도 성남시 중원구 갈마치로 314, 4층 409 (상대원동)",26323+26310,컴퓨터 프린터 제조업 외 1 종,1,2026-03-09
1507,드림OA,031-709-5557,,"경기도 성남시 중원구 사기막골로62번길 33, 11층 1107호(상대원동) 11층 1107호",26323,컴퓨터 프린터 제조업,1,2026-03-09
1697,선두OA,02-594-7105,02-594-7107,"경기도 성남시 중원구 사기막골로 99, 2층 207호(상대원동) 2층 207호",26323,컴퓨터 프린터 제조업,2,2026-03-09
