회사명,대표자명,산업단지명,지식산업센터명,도로명주소,지번주소,위도,경도,업종번호,업종명,종업원수,생산품명,주원자재명,관리기관명,관리부서전화번호,데이터기준일자
(주)그랜드침대,정경숙,,,경기도 파주시 광탄면 샘우골길 234,경기도 파주시 광탄면 마장리 180-18,37.78668075,126.8823867,32011+13221,매트리스 및 침대 제조업 외 1 종,10,침대,,경기도 파주시청,031-940-4543,2026-02-05
(주)그레이스에너지,이현우,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유3로 25,경기도 파주시 문산읍 선유리 1373-4,37.86197825,126.8095942,17221,종이 포대 및 가방 제조업,3,포장자재,,경기도 파주시청,031-940-4543,2026-02-05
(주)그리다,이가은,,,경기도 파주시 조리읍 솔바위골길 75,경기도 파주시 조리읍 봉일천리 79-183,37.74158737,126.8182036,33932+23119+23329+23919+26519+32029+32091+33302+33910+33999,전시용 모형 제조업 외 9 종,4,조형물+실물모형+조형물+실물모형+조형물+실물모형+조형물+실물모형+조형물+실물모형+조형물+실물모형+조형물+실물모형+조형물+실물모형+조형물+실물모형+조형물+실물모형,목재+합판+포맥스+아크릴+각파이프+철판,경기도 파주시청,031-940-4543,2026-02-05
(주)그리몬,김경식,,운정한강듀클래스 ,경기도 파주시 가람로116번길 107,경기도 파주시 와동동 1484,37.73269428,126.7667257,29175+29176,기체 여과기 제조업 외 1 종,3,필터 및 관련기기,컴프레셔+드라이어+필터 외,경기도 파주시청,031-940-4543,2026-02-05
(주)그린맥스,신동욱,,,경기도 파주시 월롱면 용상골길 186-24,경기도 파주시 월롱면 덕은리 245-17,37.79002185,126.771895,17109+17103+17106+18113+18119,기타 종이 및 판지 제조업 외 4 종,20,종이판지(후가공),,경기도 파주시청,031-940-4543,2026-02-05
(주)그린바이오텍,이재호,,,경기도 파주시 솔아래길 121-49,경기도 파주시 상지석동 737-28,37.73521375,126.777683,20312+20313+20321+20322,복합비료 및 기타 화학비료 제조업 외 3 종,10,미생물농약,,경기도 파주시청,031-940-4543,2026-02-05
(주)그린솔루션 ,이형정,,,경기도 파주시 동패샘길 241,경기도 파주시 동패동 276-8,37.7068291,126.7314373,26519,비디오 및 기타 영상기기 제조업,8,홈CCTV 카메라 ,케이스+보드+어댑터+케이블+박스 ,경기도 파주시청,031-940-4543,2026-02-05
(주)그린식품,박준영,,,경기도 파주시 탄현면 새오리로 471-35,경기도 파주시 탄현면 만우리 48,37.81864637,126.7029137,10121,가금류 가공 및 저장 처리업,5,양념닭발 등,,경기도 파주시청,031-940-4543,2026-02-05
(주)그린에코,김동열,,,경기도 파주시 평화로342번길 96,경기도 파주시 검산동 117-14,37.77464215,126.7489267,38311+38312,금속류 해체 및 선별업 외 1 종,4,비금속 재생품,,경기도 파주시청,031-940-4543,2026-02-05
(주)그린에코텍,이정구,,,경기도 파주시 파평면 파산서원길 307-47,경기도 파주시 파평면 덕천리 505-3,37.93902999,126.8552606,23325+23326,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,20,콘트리트 맨홀 ,레미콘,경기도 파주시청,031-940-4543,2026-02-05
(주)그린탑조경,박재민,,,경기도 파주시 조리읍 매봉재길 141,경기도 파주시 조리읍 오산리 48-4,37.77682945,126.8283639,33302+25112+32029+33301,놀이터용 장비 제조업 외 3 종,3,조경시설물+놀이터용장비,,경기도 파주시청,031-940-4543,2026-02-05
(주)그린피엔에프,이유성,파주법원2일반산업단지,,경기도 파주시 법원읍 법원2산단로 17,경기도 파주시 법원읍 대능리 578-3,37.84052633,126.8554594,29176+29175,액체 여과기 제조업 외 1 종,7,공기청정기 필터,부직포류,경기도 파주시청,031-940-4543,2026-02-05
(주)그린환경,이홍식,,,경기도 파주시 하우고개길 420-3,경기도 파주시 상지석동 554-81,37.71852735,126.7763568,29176,액체 여과기 제조업,10,,,경기도 파주시청,031-940-4543,2026-02-05
(주)그린휀스,조나단,,,경기도 파주시 탄현면 동오리길 159,경기도 파주시 탄현면 낙하리 221-3,37.8372046,126.7374371,25111+25112,금속 문+창+셔터 및 관련제품 제조업 외 1 종,0,가설자재 및 안전시설물,금속,경기도 파주시청,031-940-4543,2026-02-05
(주)극동화학,정순옥,파주적성일반산업단지,,경기도 파주시 적성면 적성산단로 77-36,경기도 파주시 적성면 가월리 1849-6,37.97119488,126.912653,20132+20495+20499+21301,염료+조제 무기안료+유연제 및 기타 착색제 제조업 외 3 종,8,에어쇼염료,합성아조 염료,경기도 파주시청,031-940-4543,2026-02-05
(주)글로벌스테이지그룹,김현준,,,,경기도 파주시 조리읍 뇌조리 559-11,37.77494532,126.8141451,25113,육상 금속 골조 구조재 제조업,15,트러스+공연장비,알미늄+철,경기도 파주시청,031-940-4543,2026-02-05
(주)글로벌신우,정윤서+김신학,,,경기도 파주시 탄현면 새오리로 77,경기도 파주시 탄현면 성동리 82-1,37.79114489,126.6850282,10513+10602+10603,곡물 혼합분말 및 반죽 제조업 외 2 종,5,빵+과자,,경기도 파주시청,031-940-4543,2026-02-05
(주)글로벌코어,이석,,,경기도 파주시 광탄면 장지산로368번길 4,경기도 파주시 광탄면 분수리 233-8,37.76025657,126.8670542,20119,기타 기초 유기화학 물질 제조업,12,탄소나노금속복합체,,경기도 파주시청,031-940-4543,2026-02-05
(주)글로벌트러스,이광석,,,경기도 파주시 조리읍 정문로 114-25,경기도 파주시 조리읍 뇌조리 555-1,37.77503773,126.8154464,25113+25114,육상 금속 골조 구조재 제조업 외 1 종,7,알루미늄 트러스+철 트러스,알루미늄+철,경기도 파주시청,031-940-4543,2026-02-05
(주)금강물산,이주원,,,경기도 파주시 월롱면 엘지로386번길 68,경기도 파주시 월롱면 덕은리 821-4,37.81855379,126.7621715,29171,산업용 냉장 및 냉동 장비 제조업,17,산업용 냉동장 쇼케이스 및 제빙기,철,경기도 파주시청,031-940-4543,2026-02-05
(주)금강엠이씨,권호길,,,경기도 파주시 파평면 파평산로 292,경기도 파주시 파평면 마산리 255-1,37.89337632,126.8503672,24133,강관 가공품 및 관 연결구류 제조업,4,배관자재 ,파이프+금속 ,경기도 파주시청,031-940-4543,2026-02-05
(주)금강자동차,유소란,파주적성일반산업단지,,경기도 파주시 적성면 적성산단3로 34,경기도 파주시 적성면 가월리 1859-12,37.97000304,126.9141277,30201+24191+24212+24229+24321+25111+25112+25113+25119+30121+30122+30123+30124+30202+30203,차체 및 특장차 제조업 외 14 종,5,특장차+윙바디+트레일러+이동부스+푸드트럭 등,알루미늄+철자재+금속류 등,경기도 파주시청,031-940-4543,2026-02-05
(주)금강화스너,윤우인,,,경기도 파주시 탄현면 새오리로339번길 79-45,경기도 파주시 탄현면 대동리 338-7,37.81749472,126.6899232,25942+25914,그 외 금속파스너 및 나사제품 제조업 외 1 종,21,창호용 금속 파스너+금속압형제품(브라켓+앙카),HG강판,경기도 파주시청,031-940-4543,2026-02-05
(주)금릉과동화,임주채 ,,,경기도 파주시 법원읍 화합로548번길 50,경기도 파주시 법원읍 갈곡리 43,37.84723841,126.9237817,20202,합성수지 및 기타 플라스틱 물질 제조업,13,아크릴,mma,경기도 파주시청,031-940-4543,2026-02-05
(주)금산,유오식,,,경기도 파주시 탄현면 방촌로955번길 252,경기도 파주시 탄현면 문지리 279-2,37.83315571,126.7262746,13229,기타 직물제품 제조업,13,마스크,원단,경기도 파주시청,031-940-4543,2026-02-05
(주)금성티케이,김철규,,,경기도 파주시 법원읍 술이홀로1584번길 132-6,경기도 파주시 법원읍 웅담리 264,37.89855301,126.8877492,10220,수산식물 가공 및 저장 처리업,0,조미김,김,경기도 파주시청,031-940-4543,2026-02-05
(주)금양,김희선,,,경기도 파주시 조리읍 등원로353번길 15-9,경기도 파주시 조리읍 오산리 127-1,37.77404598,126.8313331,33999+31991,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,6,핫팩,,경기도 파주시청,031-940-4543,2026-02-05
(주)금영제너럴,이금기,파주첨단일반산업단지(선유지구),,경기도 파주시 파주읍 돈유1로 60,경기도 파주시 파주읍 향양리 700-1,37.85344349,126.8080018,29162,승강기 제조업,73,엘리베이이터 완제품 및 부품,강판재+스테인레스판재+형강재,경기도 파주시청,031-940-4543,2026-02-05
(주)금오디앤아이,김흥철,,,경기도 파주시 광탄면 양천말길 43-66,경기도 파주시 광탄면 용미리 400-10,37.74434181,126.8789414,22221,벽 및 바닥 피복용 플라스틱제품 제조업,23,프라임코리아 열반사단열재,,경기도 파주시청,031-940-4543,2026-02-05
(주)금우글로벌 스포츠,김종우,,,경기도 파주시 조리읍 등원로 365,경기도 파주시 조리읍 오산리 138-1,37.77443507,126.8328921,33301,체조+육상 및 체력단련용 장비 제조업,5,운동기구,,경기도 파주시청,031-940-4543,2026-02-05
(주)금원마이닝코리아,박봉균,,,경기도 파주시 파주읍 정문로588번길 67-10,경기도 파주시 파주읍 부곡리 403,37.81096218,126.8218963,32029,기타 목재가구 제조업,11,싱크대+붙박이장,,경기도 파주시청,031-940-4543,2026-02-05
(주)금원하이텍,김동수,,,경기도 파주시 법원읍 술이홀로 960,경기도 파주시 법원읍 법원리 491-17,37.85461686,126.8792938,29171+28511+28519,산업용 냉장 및 냉동 장비 제조업 외 2 종,38,쇼케이스,,경기도 파주시청,031-940-4543,2026-02-05
(주)금창산업,이관우,,,경기도 파주시 하우고개길 384,경기도 파주시 상지석동 554-32,37.71863024,126.7739469,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,10,에어크리나,,경기도 파주시청,031-940-4543,2026-02-05
(주)금촌베이커리,황진순,,,경기도 파주시 평화로348번길 180,경기도 파주시 검산동 87-4,37.77827778,126.7494673,10602+10519+10601+10603+10832,빵류 제조업 외 4 종,5,빵+떡+양념,밀가루+계란+설탕,경기도 파주시청,031-940-4543,2026-02-05
(주)금촌베이커리,황진순,,,경기도 파주시 평화로348번길 166,경기도 파주시 검산동 91-1,37.77779637,126.7493154,10602+10519+10601+10603+10832,빵류 제조업 외 4 종,15,빵+떡+양념,곡물,경기도 파주시청,031-940-4543,2026-02-05
(주)금촌베이커리,황진순,,,경기도 파주시 평화로348번길 177,경기도 파주시 검산동 87-1,37.77910519,126.7490303,10602+10519+10601+10603+10832,빵류 제조업 외 4 종,40,빵+떡+양념,밀가루+설탕+계란,경기도 파주시청,031-940-4543,2026-02-05
(주)금탑중전기,김계한,,,,경기도 파주시 광탄면 분수리 산 20-4,,,13224+13229,천막+텐트 및 유사 제품 제조업 외 1 종,0,캔버스,,경기도 파주시청,031-940-4543,2026-02-05
(주)금토,김남규,,,,경기도 파주시 야당동 636-72,,,20312+20313,복합비료 및 기타 화학비료 제조업 외 1 종,3,토질안정제,금속,경기도 파주시청,031-940-4543,2026-02-05
(주)금호레이저,김형섭,,,경기도 파주시 광탄면 장지산로 246,경기도 파주시 광탄면 분수리 94-7,37.75505927,126.8783266,25913+25914,자동차용 금속 압형제품 제조업 외 1 종,1,휀스+벤치+계단+퍼걸러 자재,철판+각관+각철,경기도 파주시청,031-940-4543,2026-02-05
(주)금호방재산업,최일훈,,,경기도 파주시 조리읍 등원로91번길 31-2,경기도 파주시 조리읍 등원리 135-3,37.76260709,126.8082579,28901,전기경보 및 신호장치 제조업,3,화재수신기(경보기),반도체소자+회로기판+전자부품+수신기 외함,경기도 파주시청,031-940-4543,2026-02-05
(주)금호엘리베이터,이근희+이재복,,,경기도 파주시 산남로 146-3,경기도 파주시 산남동 198,37.69705832,126.6983532,29162,승강기 제조업,6,엘리베이터+덤웨이터,,경기도 파주시청,031-940-4543,2026-02-05
(주)금호이동식주택,이미연,,,경기도 파주시 광탄면 장지산로 220,경기도 파주시 광탄면 분수리 63,37.75364799,126.8806938,25119,기타 구조용 금속제품 제조업,7,이동식 조립주택+그 외 기타 금속가공,철판+각관+SS철판+환봉,경기도 파주시청,031-940-4543,2026-02-05
(주)금호조명,양평섭,,,경기도 파주시 조리읍 문원길 217-42,경기도 파주시 조리읍 대원리 263-6,37.72549601,126.8115196,28422,일반용 전기 조명장치 제조업,3,조명기구,STEEL+AL,경기도 파주시청,031-940-4543,2026-02-05
(주)금호펌프,김선학,,,경기도 파주시 탄현면 방촌로955번길 34-35,경기도 파주시 탄현면 문지리 613,37.82573819,126.7263259,29131,액체 펌프 제조업,18,펌프,,경기도 파주시청,031-940-4543,2026-02-05
(주)기능성문구,박종두환,,,경기도 파주시 파주읍 정문로 690,경기도 파주시 파주읍 부곡리 343-3,37.81788697,126.8191989,17901,문구용 종이제품 제조업,1,문구사무용품,,경기도 파주시청,031-940-4543,2026-02-05
(주)기산하이텍,정준호+성덕기,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유2로 147-21,경기도 파주시 문산읍 선유리 1375,37.86007243,126.8149894,29271+25923,반도체 제조용 기계 제조업 외 1 종,29,D/E의 상부전극 생산공정중 열처리와 피막 공정+OLED용 CVD 장비의 상부전극,Aluminium. Steel+공업용수+전기,경기도 파주시청,031-940-4543,2026-02-05
(주)기연,김해순,,,경기도 파주시 파평면 사임당로201번길 159,경기도 파주시 파평면 율곡리 403,37.87553743,126.816803,25112,구조용 금속 판제품 및 공작물 제조업,6,닥트,닥트,경기도 파주시청,031-940-4543,2026-02-05
(주)기조,최승희,,,경기도 파주시 파주읍 광탄천로51번길 87,경기도 파주시 파주읍 백석리 432-10,37.79970379,126.8015887,14491+13221+13222+13223+13224+13225+13229+13300+13922+13991+13999+14111+14112+14120+14130+14191+14192+14193+14194+14199+14200+14300+14411+14419+14499+15121+15129+15219+21301+21309+22251+25999+33120+33209,모자 제조업 외 33 종,19,봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대+봉제제품+요대,각종원단,경기도 파주시청,031-940-4543,2026-02-05
(주)까꿍놀이터,이혜정,,,경기도 파주시 조리읍 능안로 168,경기도 파주시 조리읍 능안리 49-1,37.73950083,126.7908779,14194,유아용 의복 제조업,16,유아용의복,,경기도 파주시청,031-940-4543,2026-02-05
