연번,회사명,공장대표주소,전화번호,생산품,데이터기준일자
236,(주)동진이앤티,"경기도 광주시 곤지암읍 광여로849번길 63-21, 1층",02-585-3565,LED전광판등+통신장비,2026-01-30
237,(주)동진이앤티,경기도 광주시 곤지암읍 신만로 360-39,02-585-3565,LED전광판등,2026-01-30
238,(주)동진판지,경기도 광주시 곤지암읍 신만로 275-25 외 1필지,031-799-5603,골판지,2026-01-30
239,(주)동진포장,경기도 광주시 곤지암읍 신만로 275-50,031-797-2071,골판지 상자,2026-01-30
240,(주)동천씨앤씨,경기도 광주시 초월읍 선장동길 31-3,031-765-2242,도자기소성,2026-01-30
241,(주)동해식품,경기도 광주시 광남안로 29-10(태전동),031-746-5300,반찬류,2026-01-30
242,(주)동현하이테크,경기도 광주시 광남안로431번길 48 (직동),031-769-7176,볼트+너트,2026-01-30
243,(주)두고테크,경기도 광주시 머루숯길 11 3층,031-719-0625,CCTV카메라설비및영상감시장치,2026-01-30
244,(주)두레이엔씨,경기도 광주시 초월읍 두월길55번길 16,054-541-0486,스톤네트 등,2026-01-30
245,(주)두문,경기도 광주시 장지9길 28 (장지동),031-761-7733,화이트보드+게시판,2026-01-30
246,(주)두미나,경기도 광주시 도척면 도척로 694-41,031-766-8151,골프 샤프트,2026-01-30
247,(주)두성엔지니어링,경기도 광주시 염소골길35번길 43 (목동),,닥트,2026-01-30
248,(주)두성플랜트,경기도 광주시 곤지암읍 건업길 46,031-798-2961,금속탱크,2026-01-30
249,(주)두영이엔티,경기도 광주시 도척면 도척로803번길 68-20,031-765-6003,금속탱크,2026-01-30
250,(주)두일,경기도 광주시 곤지암읍 만삼로 357 외 1필지,031-767-2121,포장용기 캔,2026-01-30
251,(주)두일,경기도 광주시 곤지암읍 삼합리 64-9번지 외 2필지,031-767-2121,병뚜껑,2026-01-30
252,(주)두일,경기도 광주시 곤지암읍 만삼로 357 외 2필지,031-767-2121,금속포장용기(병뚜경),2026-01-30
253,(주)드라이어코리아,경기도 광주시 광남안로 50-16 (태전동),031-765-2162,공기조화장치,2026-01-30
254,(주)드라이어텍,경기도 광주시 도척면 도척로 337-16,031-797-3521,어류건조기+열풍건조기+농산물건조기 등,2026-01-30
255,(주)드래곤스포츠,"경기도 광주시 도척면 도척로 376-63, 2호동",02-2274-8829,야구배트,2026-01-30
256,(주)드림레저,"경기도 광주시 오포로456번길 33-22, (1호동)",031-767-5364,파라솔,2026-01-30
257,(주)드림엘푸드,경기도 광주시 곤지암읍 신만로436번길 5-1,031-797-8211,김치류외,2026-01-30
258,(주)드림월드,경기도 광주시 초월읍 경충대로 1342-16,031-766-4111,놀이터시설물+체육시설물,2026-01-30
259,(주)드림텍,경기도 광주시 초월읍 두월길55번길 25-12,031-797-6111,자동화기계(필터 생산용),2026-01-30
260,(주)드림팩,경기도 광주시 도척면 궁뜰길 45-4,031-797-0475,식품포장지,2026-01-30
261,(주)드림하이텍,경기도 광주시 오포로 593-20,031-768-7006,플래쉬메모리카드,2026-01-30
262,(주)디씨팩,경기도 광주시 매자리길 196-23,031-767-3461,미장포리 합판,2026-01-30
263,(주)디아스아트,경기도 광주시 초월읍 신월길 56,031-764-7631,기타인쇄업,2026-01-30
264,(주)디아이디,경기도 광주시 마루들길172번길 34(양벌동),031-868-2108,어린이 놀이터 시설,2026-01-30
265,(주)디아이이앤티,경기도 광주시 도척면 도척로584번길 56,031-764-4061,물탱크,2026-01-30
266,(주)디알앤에스,"경기도 광주시 도척면 다람로36번길 93-15, 2동",02-473-1482,방화성형슬리브,2026-01-30
267,(주)디앤뉴,경기도 광주시 도척면 도척로 694-43 외 2필지,031-798-4740,주방용 와이어 선반+인출망,2026-01-30
268,(주)디앤뉴,경기도 광주시 곤지암읍 광여로 137,031-798-4740,수동식 주방용품,2026-01-30
269,(주)디에스과학,경기도 광주시 곤지암읍 광여로 187,031-798-6618,측정장비,2026-01-30
270,(주)디에스글로벌,경기도 광주시 고불로186번길 33 (태전동),031-764-9952,골판지박스,2026-01-30
271,(주)디에스엘,경기도 광주시 초월읍 용수길32번길 20-51,02-462-5100,조명기구,2026-01-30
272,(주)디에스푸드시스템,경기도 광주시 곤지암읍 가마을길 6,031-746-7276,고기만두속,2026-01-30
273,(주)디에이치씨,"경기도 광주시 도척면 다람로36번길 93-15, 1동",031-764-5590,내화충진재,2026-01-30
274,(주)디엑스지,경기도 광주시 회안대로 102-8 (매산동),031-765-0300,CC카메라+연돌배기가스분석기+광발광신호측정장치 등,2026-01-30
275,(주)디엘피,경기도 광주시 광남안로 289 (목동),031-797-2051,그라비아인쇄,2026-01-30
276,(주)디엠코리아,경기도 광주시 초월읍 무들로8번길 39-9,,마스크,2026-01-30
277,(주)디와이엘텍,경기도 광주시 오포안로 183,031-767-5411,전자부품,2026-01-30
278,(주)디자인도담,경기도 광주시 초월읍 두월길 155-22,02-2293-9970,장식장 외,2026-01-30
279,(주)디자인멘토,경기도 광주시 고불로 265 (태전동),031-798-8940,간판,2026-01-30
280,(주)디자인알에스,경기도 광주시 곤지암읍 신대길 107 외 2필지,031-762-3925,,2026-01-30
281,(주)디자인에피소드,경기도 광주시 초월읍 무들로270번길 33-19 (총 2 필지) 외 1필지,031-797-3578,목재가구,2026-01-30
282,(주)디자인유소,경기도 광주시 마루들길 163-22,031-769-2388,목재가구,2026-01-30
283,(주)디자인이삭,경기도 광주시 초월읍 현산로361번길 13-11,031-765-7565,목재가구,2026-01-30
284,(주)디자인하디,경기도 광주시 초월읍 산수로 169-38,031-798-6588,기타목재가구,2026-01-30
285,(주)디케이엠엔이,경기도 광주시 도척면 도척로 443-52 다동 외 1필지,02-462-0041,정수장비+하수처리장비+모터펌프+이송장비 등,2026-01-30
286,(주)딜라이트,경기도 광주시 곤지암읍 신만로 285,031-764-3528,조명장치,2026-01-30
287,(주)똑똑똑,경기도 광주시 초월읍 용수길127번길 16-3,031-764-1406,간판등,2026-01-30
288,(주)라이트엔,경기도 광주시 오포로 589-23,031-766-7500,조명기구,2026-01-30
289,(주)라이프파트너,경기도 광주시 옥토골길 35-1 (태전동),031-769-1289,매트리스커버,2026-01-30
290,(주)라인업,경기도 광주시 고불로211번길 17-1 (태전동),031-765-1834,구두,2026-01-30
291,(주)라임정공,경기도 광주시 매자리길27번길 24,031-764-7057,철도차량부품,2026-01-30
292,(주)레스타,경기도 광주시 광남안로 275 (목동),031-768-0300,후레임 등,2026-01-30
293,(주)레파엔지니어링,경기도 광주시 곤지암읍 독고개길 163-14,031-768-9512,방축열기기,2026-01-30
294,(주)로뎀하이텍,경기도 광주시 초월읍 양지길 34-7,031-797-8880,소화기+자동표적기+세탁망+전투복등,2026-01-30
295,(주)로보틱케어,경기도 광주시 초월읍 두월길 89,02-457-8859,전기매트+온수매트,2026-01-30
296,(주)로얄보드,경기도 광주시 도척면 다람로40번길 30,031-762-3157,내화보드,2026-01-30
297,(주)루마인홈,경기도 광주시 초월읍 설월길 36,1577-5961,이불,2026-01-30
298,(주)루미큐브,경기도 광주시 곤지암읍 가마을길 41,031-762-7806,전기조명장치 등,2026-01-30
299,(주)리노이엔지,경기도 광주시 초월읍 경충대로 1049-11,031-735-0196,교량 물받이,2026-01-30
300,(주)리더스에스아이,경기도 광주시 초월읍 무들로270번길 33-12,031-762-9802,간판+실사출력+금속구조+어닝+롤스크린+금속창 등,2026-01-30
301,(주)리더스플랜,경기도 광주시 초월읍 용수길 18-138,031-767-4685,간판+안내판+실사출력+금소구조물+어닝+롤스크린+금속제창+인쇄 기타,2026-01-30
302,(주)리드앤코,경기도 광주시 양벌로 47-8,031-767-1638,탈취제,2026-01-30
303,(주)리빈코리아,경기도 광주시 곤지암읍 가마을길 11,031-763-0482,원두커피,2026-01-30
304,(주)리빙라이프,경기도 광주시 곤지암읍 신만로 275-43 외 1필지,031-769-8763,볶음쌀가루+둥글레등,2026-01-30
305,(주)리스코시스템,경기도 광주시 도척면 국사봉로 97-59,02-400-9050,수배전반,2026-01-30
306,(주)리쏠,경기도 광주시 초월읍 신월길 30,031-8039-7505,태양광용 구조물,2026-01-30
307,(주)리온디자인,경기도 광주시 곤지암읍 신만로 119-8,070-4131-0328,가구도장,2026-01-30
308,(주)리코블라인드,경기도 광주시 매자리길 80-10 (매산동) 외 2필지,070-4618-3509,블라인드,2026-01-30
309,(주)리트컴,경기도 광주시 이배재로 97-1 (탄벌동),031-762-9167,리본,2026-01-30
310,(주)릴코,경기도 광주시 곤지암읍 연곡길42번길 35,031-762-0852,릴 제작,2026-01-30
311,(주)마루마루,경기도 광주시 곤지암읍 광여로 82-8,031-762-3443,칼라합판,2026-01-30
312,(주)마이더스트랜드,경기도 광주시 곤지암읍 내선길 210 외 1필지,031-763-4972,장식장+식탁,2026-01-30
313,(주)마이셰프,경기도 광주시 초월읍 경충대로 1313-8,02-407-5255,즉석조리식품,2026-01-30
314,(주)마이크로디지탈,경기도 광주시 염소골길35번길 20 (목동),031-701-2225,광촉매건조기,2026-01-30
315,(주)마크스톤,경기도 광주시 곤지암읍 광여로 704 외 1필지,031-762-4587,씽크대판,2026-01-30
316,(주)맛템,"경기도 광주시 문형동림길 29, 2호동",031-797-3739,농산물,2026-01-30
317,(주)매트프라자,경기도 광주시 도척면 다람로36번길 65-25 (총 4 필지) 외 3필지,02-3708-5500,목재문,2026-01-30
318,(주)맥솔,경기도 광주시 마루들길35번길 3 (총 4 필지) 외 3필지,031-761-7193,커피,2026-01-30
319,(주)맨컴,경기도 광주시 광남안로 224 (목동),031-768-3412,프로세스제어반+계장제어장치,2026-01-30
320,(주)머슈빌,경기도 광주시 곤지암읍 하열미길 44,031-769-7991,헤어슈트+버섯추출액,2026-01-30
321,(주)메리스랩,경기도 광주시 초월읍 도평길110번길 28,070-4353-6762,골판지 조립 완구,2026-01-30
322,(주)메인마스터,"경기도 광주시 초월읍 선장동길16번길 8-8, 1층",,인조잔디,2026-01-30
323,(주)멜로우스페이스,경기도 광주시 초월읍 선동길 77,02-1544-2715,실리콘주방용품+매트,2026-01-30
324,(주)멤피스,경기도 광주시 도척면 도척로 694-42,031-765-5857,의자+쇼파,2026-01-30
325,(주)명보엘엔피,경기도 광주시 오포로 585,02-479-2511,클린룸용 안전화,2026-01-30
326,(주)명사기공,경기도 광주시 도척면 다람로36번길 65-95,02-742-7161,금속제탱크+저장용기,2026-01-30
327,(주)명성테크놀로지,경기도 광주시 순암로264번길 22-11 (중대동),031-763-8344,자동개찰기+도난방지기+출입통제시스템,2026-01-30
328,(주)명인식품,경기도 광주시 곤지암읍 내선길 176-4,031-769-7745,단무지,2026-01-30
329,(주)명인에프엔비,경기도 광주시 초월읍 무갑리 585-4번지 외 1필지 외 1필지,031-762-2299,만두속 만두피 야채기름,2026-01-30
330,(주)명일테크,경기도 광주시 도척면 옛진말길 14-9,031-762-0118,도장,2026-01-30
331,(주)모성,경기도 광주시 도척면 도척윗로 344,031-797-1045,각동 비닐 가공기기,2026-01-30
332,(주)모스트비티,경기도 광주시 곤지암읍 신만로 59,02-6409-8880,보온일체형 알류미늄피복덕트,2026-01-30
333,(주)목산,경기도 광주시 초월읍 산수로226번길 61-11,031-764-3890,목재가구(싱크대 등),2026-01-30
334,(주)목양산업,경기도 광주시 장지9길 42-12 (장지동),031-744-9995,식품포장지,2026-01-30
335,(주)무한기업,경기도 광주시 회덕길 79 (회덕동) 외 5필지,031-769-8811,약물조절주입기 등,2026-01-30
336,(주)문아이앤시,"경기도 광주시 보뚱치길 41-6, 1동 (문형동)",031-896-8816,산업제어장비+계측기+수도계+자동제어반,2026-01-30
337,(주)미다지,경기도 광주시 오포로520번길 45,031-714-2543,반자동 슬라이딩 도어 프레임,2026-01-30
338,(주)미도화학,경기도 광주시 도척면 다람로57번길 20 외 1필지,031-763-0547,플라스틱 의자 부품 금형,2026-01-30
339,(주)미드키스,경기도 광주시 보뚱치길130번길 49-4 1호동,02-3446-5957,전시용 모형,2026-01-30
340,(주)미디어테크,경기도 광주시 도척면 도척로584번길 100-1,031-768-2939,마스크,2026-01-30
341,(주)미라클큐리,"경기도 광주시 초월읍 도평길110번길 37-23, 1동",1644-1258,KF94 마스크,2026-01-30
342,(주)미랑에프앤비,경기도 광주시 초월읍 신월리 134-1번지,031-762-6560,커피원두,2026-01-30
343,(주)미래,경기도 광주시 곤지암읍 신만로436번길 28 외 3필지,031-763-8885,판지상자. 종이상자,2026-01-30
344,(주)미래세움,경기도 광주시 오포안로 20,02-3218-1320,전시용모형물,2026-01-30
345,(주)미래엘케이시스템,경기도 광주시 도척면 고녹길66번길 4-6,070-8749-3230,전광판,2026-01-30
346,(주)미래푸드,경기도 광주시 진토길 35-4 (목동),031-765-3747,조미식품(소스류),2026-01-30
347,(주)미러로이드,"경기도 광주시 양촌길 174-5, 2동",1661-5710,스마트미러 디스플레이,2026-01-30
348,(주)미륭이엔씨,경기도 광주시 곤지암읍 독고개길 136,031-762-7565,수도꼭지,2026-01-30
349,(주)미르,"경기도 광주시 초월읍 설월길36번길 9, 나동",031-8028-4177,LED거울,2026-01-30
350,(주)미식담,경기도 광주시 곤지암읍 가마을길 228-21,031-763-3513,냉동수신삭품,2026-01-30
351,(주)미팩,경기도 광주시 고불로211번길 11 (태전동),031-761-1773,그라비아인쇄+포장지,2026-01-30
352,(주)민경,경기도 광주시 초월읍 산수로622번길 34,031-764-6385,플라스틱 서랍장,2026-01-30
353,(주)민성에스엔티,경기도 광주시 도척면 도척로256번길 111,031-767-1393,건축용 판재,2026-01-30
354,(주)민철내,경기도 광주시 초월읍 경충대로 1049-11,031-798-0862,충격방지장치,2026-01-30
355,(주)바로에프앤비,경기도 광주시 곤지암읍 오향길15번길 37,031-769-7103,해조국수,2026-01-30
356,(주)바요,경기도 광주시 절골길 103-5 (장지동),031-8026-9311,LED조명 광고판,2026-01-30
357,(주)바이오덴,경기도 광주시 양벌로 379-10 외 1필지,02-6292-2840,치과재료(레진+지그겔),2026-01-30
358,(주)바이트플랜,경기도 광주시 옥토골길 84 (태전동),070-8972-9909,실사인쇄물+안내판,2026-01-30
359,(주)바프,경기도 광주시 봉골길 176(문형동) 외 4필지,031-768-3443,아몬드+호두 외,2026-01-30
360,(주)발트코리아,경기도 광주시 고불로279번길 40 (태전동),031-781-6200,산업용버너,2026-01-30
361,(주)밝은세상,경기도 광주시 곤지암읍 광여로 721-3,031-776-3291,컨버터 내장형 LED램프+가로등+휀스+태양광발전장치등,2026-01-30
362,(주)밴,경기도 광주시 매자리길 11-29(매산동),031-766-7305,씽크대,2026-01-30
363,(주)베가에너지,경기도 광주시 오포로 589-3,031-8027-8760,UPS+ESS,2026-01-30
364,(주)베노홀딩스,경기도 광주시 회안대로71번길 24(매산동),031-766-7942,커튼+버티칼,2026-01-30
365,(주)베드라인,경기도 광주시 보뚱치길130번길 49-16,031-765-8927,침대후레임,2026-01-30
366,(주)베베부아,경기도 광주시 광남안로 278 (목동),031-768-0350,쇼파+침대프레임,2026-01-30
