회사명,설립구분명,용지면적,건축면적,종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,대기오염등급,수질오염등급,소음진동여부,생활용수사용량(톤_일),산업용수사용량(톤_일),자기자본액(백만),타인자본액(백만),전화번호,팩스번호,소재지우편번호,소재지도로명주소,소재지지번주소,(WGS84)위도,(WGS84)경도
해성태프론(주),일반,0,300.94,21,소기업,2002-03-22,도시지역/주거지역/준주거지역,대,컴퓨터 프린터 제조업 외 1 종,"26323, 20491",재생카트리지,해당없음,해당없음,무,0,0,0,0,031-906-5411,031-906-5433,10442,"경기도 고양시 일산동구 일산로 142, 1028호 (백석동)",경기도 고양시 일산동구 백석동 1141-2번지,37.64990508,126.7936807
(주)솔포스텍,일반,99,99,3,소기업,2023-06-09,관리지역/계획관리지역,대,컴퓨터 프린터 제조업,"26323, ",토너 카트리지,해당없음,해당없음,무,0,0,30,0,02-1588-0349,02-517-6498,10252,"경기도 고양시 일산동구 고봉로814번길 42, 다동 (일부) (설문동)",경기도 고양시 일산동구 설문동 546-4 다동 (일부),37.72463387,126.7982595
COMBUY-SELL INC,일반,0,327.6,5,소기업,2008-03-24,관리지역/계획관리지역,창고용지,컴퓨터 프린터 제조업,"26323, ",재생 카트리지,해당없음,해당없음,무,0,0,0,0,031-977-6696,031-977-6626,10252,"경기도 고양시 일산동구 은마길63번길 25-43, 가 (성석동)",경기도 고양시일산동구 성석동 517-4번지 가동,37.71278388,126.8047361
주식회사 포유디지탈,일반,4420,432.44,71,중기업,2023-01-19,관리지역/계획관리지역,대,컴퓨터 제조업 외 2 종,"26310, 26329, 28423","컴퓨터(노트북,태블릿PC,데스크탑), 인터랙티브화이트보드, 전광판",해당없음,해당없음,무,0,0,1000,3000,070-5126-7303,0505-357-5505,10320,"경기도 고양시 일산동구 동국로 81-11, 1,2층(식사동) 외 1필지","경기도 고양시 일산동구 식사동 1007 1,2층 외 1필지",37.67962744,126.8022106
(주)레드스톤시스템,일반,1428.2,334.65,39,소기업,2021-10-25,도시지역/상업지역/일반상업지역/지구단위계획구역,대,컴퓨터 제조업 외 1 종,"26310, 26322","데스크탑컴퓨터, 데스크탑컴퓨터 모니터",해당없음,해당없음,무,0,0,500,0,02-713-0863,02-713-0199,10571,"경기도 고양시 덕양구 신원1로 24, 4층 일부 (신원동)",경기도 고양시 덕양구 신원동 633-2 4층 일부,37.66134382,126.8908274
(주)레드스톤시스템,일반,0,126.07,20,소기업,2016-01-14,도시지역/주거지역/준주거지역,대,컴퓨터 제조업 외 1 종,"26310, 26322","액정모니터, 데스크탑컴퓨터",해당없음,해당없음,무,0,0,392,0,02-713-0863,02-713-0199,10594,"경기도 고양시 덕양구 통일로 140, (동산동, 삼송테크노밸리) A동 3층 306호",경기도 고양시 덕양구 동산동 376번지 삼송테크노밸리 A동 3층 306호,37.64907029,126.9019009
(주)아이티스토리글로벌,일반,0,361,7,소기업,2024-08-06,관리지역/계획관리지역,대,컴퓨터 제조업 외 1 종,"26310, 26511","컴퓨터 영상공급장치, 영상정보디스플레이장치",해당없음,해당없음,무,0,0,200,0,02-1644-5657,031-923-5657,10205,"경기도 고양시 일산서구 덕산로121번길 63-2, 1층 공장동 (가좌동)",경기도 고양시 일산서구 가좌동 664-1 1층 공장동,37.69660163,126.7178407
(주)주연테크 일산센터,일반,0,1497.32,45,소기업,2018-09-21,관리지역/계획관리지역,공장용지,컴퓨터 제조업 외 1 종,"26310, 26322","컴퓨터, 노트북, 모니터",해당없음,해당없음,무,0,0,0,0,02-2122-1000,02-2122-1006,10260,경기도 고양시 일산동구 공릉천로71번길 38 -19(사리현동) A동,경기도 고양시 일산동구 사리현동 252-23 A동,37.70118534,126.8426987
위메이드 보호작업장,일반,0,377.3,15,소기업,2024-06-03,도시지역/주거지역/준주거지역,대,컴퓨터 제조업 외 1 종,"26310, 26322","데스크톱 컴퓨터, 액정 모니터",해당없음,해당없음,무,0,0,0,0,02-8150-0434,070-7610-7577,412040,경기도 고양시 덕양구 삼원로 55 5층 501호,경기도 고양시 덕양구 원흥동 703번지 5층 501호,37.64066012,126.8756606
주식회사 이지웍스뉴미디어,일반,3925.4,208.25,12,소기업,2022-12-16,도시지역/주거지역/제3종일반주거지역/지구단위계획구역,대,컴퓨터 제조업 외 1 종,"26310, 26529","PC 조립 제작, 스피커 제작",해당없음,해당없음,무,0,0,150,0,02-6401-5668,031-970-7890,10355,"경기도 고양시 일산동구 하늘마을로 170,(중산동, 대방 트리플라온 비즈니스 타워) A동 4층 402호",경기도 고양시 일산동구 중산동 1681 대방 트리플라온 비즈니스 타워 A동 4층 402호,37.67917694,126.7782752
(주)월드와이드메모리,일반,497.86,497.86,53,중기업,2025-01-21,관리지역/계획관리지역,창고용지,컴퓨터 제조업,"26310, ",개인용컴퓨터,해당없음,해당없음,무,0,0,100,0,02-334-3989,02-334-3912,10431,"경기도 고양시 일산동구 장대길 64-47, 다동(일부) (장항동)",경기도 고양시 일산동구 장항동 584-5 다동(일부),37.63961938,126.7697378
(주)티원엘에스,일반,0,268.77,12,소기업,2019-06-25,도시지역/주거지역/준주거지역,대,컴퓨터 제조업,"26310, ",컴퓨터 등,해당없음,해당없음,무,0,0,400,0,02-704-0187,02-2624-1888,10442,경기도 고양시 일산동구 일산로 142 (백석동) 3층 313호,경기도 고양시 일산동구 백석동 1141-2 3층 313호,37.64990508,126.7936807
주식회사 넷아스,일반,176.36,176.36,4,소기업,2022-08-18,도시지역/주거지역/준주거지역,대,컴퓨터 제조업,"26310, ",서버컴퓨터,해당없음,해당없음,무,0,0,0,0,02-6949-3883,,10442,"경기도 고양시 일산동구 일산로 138, 공장동 6층 602-1호(백석동, 일산테크노타운)",경기도 고양시 일산동구 백석동 1141-1 일산테크노타운 공장동 6층 602-1호,37.65011136,126.7950164
주식회사 젠시스,창업,162.25,162.25,17,중기업,2025-04-25,도시지역/주거지역/준주거지역/지구단위계획구역,대,컴퓨터 제조업,"26310, ",컴퓨터서버,,,무,0,0,,,070-4700-0410,,10545,"경기도 고양시 덕양구 향동로 201, 8층 812호  (향동동) 8층 812호",경기도 고양시 덕양구 향동동 394 8층 812호 8층 812호,37.60741278,126.8917434
(주)알엔디플러스,일반,0,304.56,7,소기업,2015-03-26,도시지역/주거지역/준주거지역,대,컴퓨터 모니터 제조업,"26322, ",터치스크린제품,해당없음,해당없음,무,0,0,0,0,031-914-3665,,10442,"경기도 고양시 일산동구 일산로 138, 6층 602(관리호수 610호) (백석동, 일산테크노타운)",경기도 고양시 일산동구 백석동 1141-1번지 일산테크노타운 6층 602(관리호수 610호),37.65078501,126.7946246
주식회사 빈스힐,일반,494.52,494.52,5,소기업,2025-06-09,관리지역/계획관리지역,공장용지,커피 가공업 외 2 종,"10891, 10897, 11209","커피가공, 건강기능식품제조, 과실주스제조",해당없음,해당없음,무,0,0,,,031-969-2428,031-969-2429,10313,"경기도 고양시 일산동구 견달산로 359, 나 동 (문봉동)",경기도 고양시 일산동구 문봉동 105-6 나 동,37.69790426,126.8203927
(주)구구빈스,일반,0,161.76,1,소기업,2019-01-14,도시지역/녹지지역/자연녹지지역,대,커피 가공업,"10891, ",커피원두,해당없음,해당없음,무,0,0,96,0,031-969-2502,,10271,경기도 고양시 덕양구 혜음로 254 -16(벽제동) 지상1층,경기도 고양시 덕양구 벽제동 495-1 지상1층,37.72225286,126.8973641
(주)마나에프앤비,일반,0,246.4,4,소기업,2018-12-31,도시지역/녹지지역/자연녹지지역,공장용지,커피 가공업,"10891, ",커피음료. 커피원두,해당없음,해당없음,무,0.1,0.5,100,0,02-6348-1400,02-351-9906,10548,경기도 고양시 덕양구 서오릉로532번길 13 (용두동) 2층,경기도 고양시 덕양구 용두동 438-1 2층,37.63071023,126.8826684
(주)비엔씨코퍼레이션,일반,0,262.4,3,소기업,2019-01-14,관리지역/생산관리지역,공장용지,커피 가공업,"10891, ",커피원두,해당없음,해당없음,무,0,0,100,100,031-964-1559,031-964-1558,10212,경기도 고양시 일산서구 덕산로244번길 59 -4(덕이동) 나동,경기도 고양시 일산서구 덕이동 1317-1 나동,37.69231367,126.7305211
주식회사 디카커피랩,일반,198,198,4,소기업,2025-04-08,관리지역/계획관리지역,공장용지,커피 가공업,"10891, ",볶은 커피 제조,,,무,0,0,,,02-2616-1217,02-6442-2616,10252,"경기도 고양시 일산동구 은마길79번길 42, 가동 (설문동)",경기도 고양시 일산동구 설문동 500-25 가동,37.71721693,126.8060222
성진아트,일반,873,498.68,7,소기업,2013-10-18,관리지역/계획관리지역,공장용지,커튼 및 유사제품 제조업 외 5 종,"13223, 22259, 25112, 25932, 25995, 25999","커텐트랙, 커튼, 계단 미끄럼방지 제품, 그레이팅 안전덮개(폴리우레탄) 등",해당없음,해당없음,무,1,0,50,0,,031-963-7716,10320,"경기도 고양시 일산동구 동국로 137-12 (식사동) 1층, 3층","경기도 고양시 일산동구 식사동 736-4 1층, 3층",37.68507805,126.8048587
시즌창,창업,234.12,234.12,4,소기업,2025-07-08,도시지역/주거지역/준주거지역/지구단위계획구역,대,커튼 및 유사제품 제조업 외 1 종,"13223, 25932","커튼,블라인드,버티칼, 커튼봉",,,무,0,0,50,,031-968-0802,02-624-8948,10546,"경기도 고양시 덕양구 향기로 180, 5층 512,513호  (향동동) 5층 512,513호","경기도 고양시 덕양구 향동동 411 5층 512,513호 5층 512,513호",37.60487174,126.8971568
주식회사한울아이디,일반,0,485.38,15,소기업,2008-12-29,관리지역/계획관리지역,공장용지,커튼 및 유사제품 제조업 외 1 종,"13223, 13221","커튼, 침구",해당없음,해당없음,무,0,0,0,0,031-977-6936,031-977-6038,10252,"경기도 고양시 일산동구 은마길63번길 25-65, A (성석동)",경기도 고양시일산동구 성석동 517-16번지 A동,37.71194048,126.8038591
포토인테리어,일반,447.04,447.04,8,소기업,2022-01-28,관리지역/계획관리지역,대,커튼 및 유사제품 제조업 외 1 종,"13223, 32029","블라인드 제조(섬유제품), 커튼 유사제품 제조, 목재 가구 제조",해당없음,해당없음,무,0.09,0,50,0,02-869-4355,02-6008-4351,10212,경기도 고양시 일산서구 송포백송길 86-29(덕이동),경기도 고양시 일산서구 덕이동 946-19,37.69261541,126.7353385
(주)빛과창테크놀로지,일반,0,370.74,7,소기업,2021-12-08,도시지역/주거지역/준주거지역/지구단위계획구역,대,커튼 및 유사제품 제조업,"13223, ",전동롤스크린,해당없음,해당없음,유,0,0,221,644,031-905-8366,031-904-8366,10550,"경기도 고양시 덕양구 삼원로 83, 405호406호(원흥동)",경기도 고양시 덕양구 원흥동 706 405호406호,37.63817785,126.8749787
(주)인아트비앤씨,일반,0,198,3,소기업,2017-01-20,관리지역/계획관리지역,대,커튼 및 유사제품 제조업,"13223, ","블라인드류(롤스크린,콤비,트리플,버티컬)",해당없음,해당없음,무,0,0,0,0,031-903-7984,,10428,"경기도 고양시 일산동구 장대길 106-43, 가동 (장항동)",경기도 고양시 일산동구 장항동 561-13번지 가동,37.64056327,126.7664303
명진산업,일반,0,198,9,소기업,2006-07-04,관리지역/관리지역기타,잡종지,커튼 및 유사제품 제조업,"13223, ","브라인드,커튼",해당없음,해당없음,무,0,0,0,0,031-904-4982,031-964-4983,10279,"경기도 고양시 덕양구 동헌로225번길 22, 가동 (대자동)",경기도 고양시 덕양구 대자동 794-2번지 가동,37.71142853,126.880082
스페이스컨트롤주식회사,일반,926,359,3,소기업,2014-02-28,관리지역/계획관리지역,대,커튼 및 유사제품 제조업,"13223, ","블라인드,롤스크린",해당없음,해당없음,무,0,0,100,0,031-748-9231,02-6442-8325,10428,경기도 고양시 일산동구 장대길 135 -10(장항동) 1층,경기도 고양시 일산동구 장항동 549-14 1층,37.6402109,126.7619566
윈아트,일반,0,158.4,6,소기업,2006-03-07,관리지역/관리지역기타,잡종지,커튼 및 유사제품 제조업,"13223, ",블라인드.커튼,해당없음,해당없음,무,0,0,0,0,031-919-1222,031-919-1221,10212,경기도 고양시 일산서구 송산로515번길 36-1 (덕이동),경기도 고양시 일산서구 덕이동 944-9번지,37.69179306,126.7350067
초가,일반,38,38,1,소기업,2024-08-13,도시지역/주거지역/제1종일반주거지역/지구단위계획구역,대,커튼 및 유사제품 제조업,"13223, ","커튼, 롤스크린, 콤비셰이드",해당없음,해당없음,무,0,0,0,0,031-918-8167,031-913-4722,10359,"경기도 고양시 일산동구 일산로463번길 54, 1층 (일부) (정발산동)",경기도 고양시 일산동구 정발산동 1166-6 1층 (일부),37.67212955,126.7740231
하나블라인드,일반,0,201,1,소기업,2022-01-24,관리지역/계획관리지역,잡종지,커튼 및 유사제품 제조업,"13223, ",블라인드 제조(섬유제품),해당없음,해당없음,무,0,0,60,0,031-917-2003,0504-075-0452,10426,"경기도 고양시 일산서구 멱절길86번길 61-18, 다동(대화동)",경기도 고양시 일산서구 대화동 1932-142 다동,37.65549401,126.7317855
(주)감쪽가치,일반,0,27.8,4,소기업,2020-03-18,관리지역/계획관리지역,대,침구 및 관련제품 제조업 외 7 종,"13221, 13229, 14130, 14191, 14194, 14199, 14499, 33401",각종 봉제 제품,해당없음,해당없음,무,0.01,0,5.2,0,031-907-2928,050-4180-0786,10304,경기도 고양시 일산동구 은행마을로 38 (풍동 849-4) 일부(101호),경기도 고양시 일산동구 풍동 850-2 일부(101호),37.66632996,126.8047615
그린하우스,일반,91.77,91.77,0,소기업,2024-11-13,도시지역/녹지지역/자연녹지지역/지구단위계획구역,대,침구 및 관련제품 제조업 외 1 종,"13221, 13223","이불 등, 커튼",해당없음,해당없음,무,0,0,50,0,031-8076-1979,0504-142-0979,10311,"경기도 고양시 일산동구 애현1길 16, B101호 (일부) (풍동)",경기도 고양시 일산동구 풍동 1392-4 B101호 (일부),37.67441334,126.7908857
(주)알레르망,일반,3378,3376.76,24,소기업,2008-01-29,관리지역/계획관리지역,공장용지,침구 및 관련제품 제조업,"13221, ",침구류,해당없음,해당없음,무,0,0,0,0,02-2146-0960,02-2146-0957,10252,"경기도 고양시 일산동구 은마길151번길 76 (설문동, (주)이덕상사)",경기도 고양시 일산동구 설문동 530-76번지,37.7181416,126.8038691
(주)엘드,일반,2112,483,12,소기업,2013-08-22,관리지역/계획관리지역,공장용지,침구 및 관련제품 제조업,"13221, ","방석, 등받이쿠션",해당없음,해당없음,무,0,0,0,0,070-7780-2651,031-907-5527,10312,경기도 고양시 일산동구 진밭로 99 (성석동),경기도 고양시 일산동구 성석동 418-11,37.7040279,126.8055553
씨엠오(주),일반,0,396,3,소기업,2020-03-11,관리지역/계획관리지역,대,침구 및 관련제품 제조업,"13221, ",베개,해당없음,해당없음,무,0,0,5,0,070-7762-1854,031-962-1854,10262,경기도 고양시 덕양구 통일로 1283 -18(내유동) 나동,경기도 고양시 덕양구 내유동 305-12 나동,37.7262258,126.8414108
주식회사 베니굿,일반,0,115.52,1,소기업,2017-04-19,도시지역/주거지역/제1종일반주거지역,대,침구 및 관련제품 제조업,"13221, ",기능성 베개(7조각 베개),해당없음,해당없음,무,0,0,111,310,031-922-9006,,10368,"경기도 고양시 일산서구 성저로38번길 35, 1층 (대화동)",경기도 고양시 일산서구 대화동 2045-5번지 1층,37.68289228,126.7539581
