업체명,업종명,도로명주소,지번주소,생산품목,위도,경도,전화번호,팩스번호,데이터기준일
(주)유비정보기술,전시 및 광고용 조명장치 제조업 외 5 종,"경기도 수원시 영통구 삼성로 274, 9층 911 (원천동, 수원팩토리월드) 9층 911호",경기도 수원시 영통구 원천동 332-2번지 수원팩토리월드 9층 911 9층 911호,태양광도로표지병,37.2655388,127.0643859,031-222-3162,031-202-2594,2025-02-14
(주)유샘인스트루먼트,기기용 자동측정 및 제어장치 제조업 외 2 종,"경기도 수원시 팔달구 수성로 92, 2층212호 (화서동, 농민회관)",경기도 수원시 팔달구 화서동 436-2번지 농민회관 2층212호,"환경측정장비, 센서류",37.281793,126.988869,031-292-4222,031-292-4226,2025-02-14
(주)유엔아이텍,기타 가정용 전기기기 제조업,"경기도 수원시 영통구 중부대로448번길 97, 1동 6층 601 (원천동, 삼성테크노파크) 1동 6층 601호",경기도 수원시 영통구 원천동 471번지 삼성테크노파크 1동 6층 601 1동 6층 601호,"피부관리 미용기기, 휴대용 피부 마사지기",37.266501,127.0594225,031-212-1788,0505-877-1788,2025-02-14
(주)유은산업,주방용 및 음식점용 목재가구 제조업,"경기도 수원시 장안구 장안로419번길 17 (이목동, 유은산업)",경기도 수원시 장안구 이목동  253번지,싱크대,37.3167079,126.9808433,031-245-7195,031-245-7198,2025-02-14
(주)유인프라웨이,"전기회로 개폐, 보호장치 제조업 외 11 종","경기도 수원시 영통구 영통로241번길 12-35, 6층 (신동)",경기도 수원시 영통구 신동  341-6번지,다채널제어기기 외,37.2494296,127.0579011,031-206-8453,031-624-3407,2025-02-14
(주)유텍,간판 및 광고물 제조업,"경기도 수원시 팔달구 경수대로 599-12,  1층 (지동)",경기도 수원시 팔달구 지동  482-21번지,"광과물, 간판, 현수막",37.2790899,127.0298017,031-255-0922,031-254-6719,2025-02-14
(주)윤우아이에스,비디오 및 기타 영상기기 제조업 외 2 종,"경기도 수원시 팔달구 장다리로271번길 12, 201호 (인계동)",경기도 수원시 팔달구 인계동 956-5 201호,"CCTV, 라디오, 녹음 및 재생 기기, 전광판, 조명기기",37.2744531,127.0272155,031-5171-3145,031-5171-3145,2025-02-14
(주)윤우아이에스,"라디오, 녹음 및 재생 기기 제조업 외 3 종","경기도 수원시 팔달구 장다리로271번길 12, 202호(인계동)",경기도 수원시 팔달구 인계동 956-5 202호,"CCTV, 라디오, 녹음 및 재생 기기, 전광판",37.2744531,127.0272155,031-238-9104,,2025-02-14
(주)이노디스플레이,컴퓨터 모니터 제조업,"경기도 수원시 영통구 신원로 88,(신동, 디지털엠파이어2) 101동 2층 203호 외 5필지",경기도 수원시 영통구 신동 486 디지털엠파이어2 101동 2층 203호 외 5필지,LCD모니터,37.2474698,127.0503626,031-695-6095,031-695-6085,2025-02-14
(주)이알씨,"물질 검사, 측정 및 분석기구 제조업 외 2 종","경기도 수원시 영통구 신원로 88, 103동 10층 1007 (망포동, 디지털엠파이어2) 103동 10층 1007호",경기도 수원시 영통구 망포동 12-13번지 디지털엠파이어2 103동 10층 1007 103동 10층 1007호,"승강기 검사장비, 바이오가스플랜트 통합제어장치",37.2474698,127.0503626,031-695-7090,031-695-7093,2025-02-14
(주)인성전자,전시 및 광고용 조명장치 제조업 외 3 종,경기도 수원시 영통구 매영로269번길 61 (원천동),경기도 수원시영통구 원천동 421 번지,"일반용조명장치제조업, 전자부품실장기판",37.2604671,127.0676288,031-241-8211,031-243-3089,2025-02-14
(주)인트루텍,그 외 기타 특수목적용 기계 제조업 외 1 종,경기도 수원시 권선구 입북로59번길 38 (입북동),경기도 수원시 권선구 입북동 149-3번지,SMT장비 제조,37.2976415,126.9565569,070-4007-1212,02-6280-9237,2025-02-14
(주)임빌,절삭가공 및 유사처리업,"경기도 수원시 영통구 매영로248번길 26,  1층 (원천동)",경기도 수원시 영통구 원천동  395번지,"선반 밀링 가공, 모터축",37.2590484,127.0634129,031-205-0154,031-214-0159,2025-02-14
(주)자연환경기술,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 2 종","경기도 수원시 영통구 신원로 88, (신동, 디지털엠파이어2) 102동 8층 802호",경기도 수원시영통구 신동 486번지 디지털엠파이어2 102동 8층 802호,변퇴색시험기,37.2474698,127.0503626,031-695-5505,031-695-5506,2025-02-14
(주)장수로365,액체 여과기 제조업,"경기도 수원시 권선구 세권로 152, 에이동 202호 (세류동)",경기도 수원시 권선구 세류동 1077-2번지 에이동 202호,자화육각수생성기,37.2563616,127.0207977,,031-296-6365,2025-02-14
(주)제노스,의료용품 및 기타 의약 관련제품 제조업,"경기도 수원시 영통구 광교로 105, 1층(이의동)",경기도 수원시 영통구 이의동 906-5 1층,"인공뼈, 치주조직, 재생유도제, 필러 외",37.2915809,127.0446939,070-7078-8987,031-8019-9125,2025-02-14
(주)제노스,의료용품 및 기타 의약 관련제품 제조업 외 1 종,"경기도 수원시 영통구 창룡대로256번길 76, B1층(이의동, 덴티움 지식산업센터) B1층 외 1필지",경기도 수원시 영통구 이의동 1287 덴티움 지식산업센터 B1층 B1층 외 1필지,"필러(보충재), PDRN주사제",37.2952776,127.0406481,070-7098-8987,031-8019-9125,2025-02-14
(주)제로테크윈,기타 전기 변환장치 제조업 외 1 종,"경기도 수원시 영통구 매영로 169(원천동, 제로테크윈)",경기도 수원시 영통구 원천동 500 제로테크윈,전기차충전기 계량기,37.2654216,127.0606984,070-8244-7800,031-212-3241,2025-02-14
(주)제이티,유선 통신장비 제조업 외 2 종,경기도 수원시 영통구 덕영대로1499번길 21 (망포동) 외 3필지,경기도 수원시 영통구 망포동 3-1번지 외 3필지,"통신부품, 통신부품 및 통신장치, 통신장비 커넥터",37.2467863,127.0552223,031-234-1656,031-273-1657,2025-02-14
(주)제이하라,반도체 제조용 기계 제조업,"경기도 수원시 영통구 신원로 88, (신동, 디지털엠파이어2) 102동 4층 409호",경기도 수원시영통구 신동 486번지 디지털엠파이어2 102동 4층 409호,"플라즈마소스모듈, 반도체장비",37.2474698,127.0503626,031-695-7875,031-695-7877,2025-02-14
(주)지비유데이터링크스,방송장비 제조업,"경기도 수원시 영통구 창룡대로 260, (광교센트럴비즈타워) 609, 610호 (이의동)","경기도 수원시 영통구 이의동 1283번지 (광교센트럴비즈타워) 609, 610호",cctv 영상저장장치,37.2955408,127.0376141,070-4354-2136,031-8066-7447,2025-02-14
(주)케이지,"플라스틱 포대, 봉투 및 유사제품 제조업","경기도 수원시 영통구 신원로 88, 101동 309호(신동) 101동 309호",경기도 수원시 영통구 신동 486 101동 309호 101동 309호,식품용 포장지,37.2474698,127.0503626,031-204-7135,031-204-7132,2025-02-14
(주)코모스,"물질 검사, 측정 및 분석기구 제조업","경기도 수원시 영통구 신원로 55, 1313호(신동, 테크트리 영통 지식산업센터) 1313호",경기도 수원시 영통구 신동 478-6 테크트리 영통 지식산업센터 1313호 1313호,유량계,37.2487709,127.0478348,031-293-5529,031-293-5539,2025-02-14
(주)코위드원,그 외 기타 플라스틱 제품 제조업 외 3 종,"경기도 수원시 영통구 대학4로 17, 207호(에이스광교타워1) (이의동)",경기도 수원시 영통구 이의동 1248-3번지 207호(에이스광교타워1),파손 예방 및 누수  감지 시스템,37.3001653,127.0467106,031-212-5565,031-8014-5929,2025-02-14
(주)큐아이티,기타 전기 변환장치 제조업 외 2 종,"경기도 수원시 영통구 대학4로 17,(이의동) 1동 4층 401, B110, B114호","경기도 수원시 영통구 이의동 1248-3 1동 4층 401, B110, B114호","전기변환장치, 전기전자부품",37.3001653,127.0467106,031-8009-0010,031-8009-0013,2025-02-14
(주)킁킁펫,단미 사료 및 기타 사료 제조업,"경기도 수원시 영통구 영통로331번길 13, 1층(매탄동, (주)이디스콤)",경기도 수원시 영통구 매탄동 512-3 (주)이디스콤 1층,"사료, 수제간식",37.2554407,127.0628828,070-4107-9687,,2025-02-14
(주)태창이앤아이,산업처리공정 제어장비 제조업 외 1 종,"경기도 수원시 영통구 신원로 306, 1동 B2층 202,203 (원천동, 영통 이노플렉스-1단지) 1동 B2층 202,203호","경기도 수원시 영통구 원천동 552번지 영통 이노플렉스-1단지 1동 B2층 202,203 1동 B2층 202,203호",자동제어반,37.2623064,127.0619174,031-273-9330,031-273-9329,2025-02-14
(주)테크원,기타 주변기기 제조업,"경기도 수원시 영통구 신원로 219 (매탄동, 테크원(주)) (총 2 필지)",경기도 수원시 영통구 매탄동  489-6번지,"TFT LCD용 하네스, CD-ROM 픽업 부품",37.2555047,127.0598998,031-212-0670,031-212-0673,2025-02-14
(주)테크원,메모리용 전자집적회로 제조업 외 1 종,"경기도 수원시 영통구 덕영대로1556번길 16, A동 3층 306, 307 (영통동, 영통 디지털엠파이어) A동 3층 306, 307호","경기도 수원시 영통구 영통동 1104-2번지 영통 디지털엠파이어 A동 3층 306, 307 A동 3층 306, 307호","전자집적회로, 모션보드",37.2452904,127.0591706,031-303-8900,031-303-8901,2025-02-14
(주)티앤디테크,절삭가공 및 유사처리업,"경기도 수원시 영통구 신원로 55, (신동, 테크트리 영통 지식산업센터) 공장동 B1층 102호 외 1필지",경기도 수원시 영통구 신동 478-6 테크트리 영통 지식산업센터 공장동 B1층 102호 외 1필지,"메탈시트, 에어벤트 등",37.2487709,127.0478348,031-213-7771,0303-3137-0213,2025-02-14
(주)티지웨이브,기타 주변기기 제조업 외 2 종,"경기도 수원시 영통구 대학1로8번길 62-3, 1층 (이의동)",경기도 수원시 영통구 이의동 1269-6번지 1층,"공기질측정기, 반도체장비,바이오장비",37.2976218,127.0446153,070-5208-3210,070-8230-3211,2025-02-14
(주)페타셀,"물질 검사, 측정 및 분석기구 제조업","경기도 수원시 영통구 신원로 306,(원천동, 영통 이노플렉스-1단지) 1동 B층 B305호",경기도 수원시 영통구 원천동 552 영통 이노플렉스-1단지 1동 B층 B305호,"자동핵산 추출기 , 혈당측정기",37.2623064,127.0619174,070-4237-8971,031-601-6239,2025-02-14
(주)포엠아이텍,유선 통신장비 제조업 외 3 종,"경기도 수원시 영통구 삼성로 274,(원천동, 수원팩토리월드) 공장동 7층 711-A호",경기도 수원시 영통구 원천동 332-2 수원팩토리월드 공장동 7층 711-A호,"광전송장비, 네트워크장비(CCTV)",37.2655388,127.0643859,031-211-6561,0505-210-6561,2025-02-14
(주)프라임엘이디,일반용 전기 조명장치 제조업,"경기도 수원시 영통구 덕영대로1556번길 16, A동 12층 1204 (영통동, 영통 디지털엠파이어) A동 12층 1204호",경기도 수원시 영통구 영통동 1104-2번지 영통 디지털엠파이어 A동 12층 1204 A동 12층 1204호,LED 조명,37.2452904,127.0591706,070-8223-4165,031-204-4165,2025-02-14
(주)프라즈마 사이언스,그 외 기타 의료용 기기 제조업 외 2 종,"경기도 수원시 영통구 창룡대로256번길 77, 2층 203호(이의동, 에이스 광교타워3) 2층 203호",경기도 수원시 영통구 이의동 1286 에이스 광교타워3 2층 203호 2층 203호,"살균수, 손소독기, 전력변환장치",37.2961352,127.0408421,031-5186-6123,031-5186-6124,2025-02-14
(주)픽넘버,사무용 기계 및 장비 제조업,"경기도 수원시 영통구 창룡대로256번길 77, (에이스광교3)405호 (이의동)",경기도 수원시 영통구 이의동 1286번지 (에이스광교3)405호,순번대기시스템,37.2961352,127.0408421,031-5186-6455,02-885-6452,2025-02-14
(주)하남,표면광택제 및 실내가향제 제조업 외 2 종,"경기도 수원시 영통구 삼성로 274, 상가동 3층 314,315 (원천동, 수원팩토리월드) 상가동 3층 314,315호","경기도 수원시 영통구 원천동 332-2번지 수원팩토리월드 상가동 3층 314,315 상가동 3층 314,315호","방향제,세정제,화장품",37.2655388,127.0643859,031-213-1461,031-213-1463,2025-02-14
(주)하이온코리아,농업 및 임업용 기계 제조업,경기도 수원시 장안구 창룡대로 205 (연무동),경기도 수원시 장안구 연무동 245-17번지,"고주파 온풍기,보일러",37.2927482,127.032708,031-216-2268,031-236-2268,2025-02-14
(주)한고연,유기질 비료 및 상토 제조업,"경기도 수원시 영통구 신원로250번길 13, (원천동, 현대 테라타워 영통) A동 1층 137호",경기도 수원시 영통구 원천동 627 현대 테라타워 영통 A동 1층 137호,"탄소포집 인공토양, 토양개량제",37.2579006,127.0612644,031-203-0460,,2025-02-14
(주)한국전해수시스템,그 외 기타 전기장비 제조업 외 4 종,"경기도 수원시 영통구 삼성로 274, 1동 9층 904 (원천동) 1동 9층 904호 외 1필지",경기도 수원시 영통구 원천동 332-2번지 1동 9층 904 1동 9층 904호 외 1필지,"전해수생성장치,전해수이용세정제,소독수,주방세제,산업용세제",37.2655388,127.0643859,031-212-9287,02-6008-3663,2025-02-14
(주)한별휴스템,기타 무선 통신장비 제조업 외 6 종,"경기도 수원시 팔달구 팔달로107번길 52, 3층 (화서동, 동우빌딩)",경기도 수원시 팔달구 화서동  108-3번지,"무선마이크,앰프,영상기기,스피커, 전광판, 출입통제시스템",37.2784375,127.0006746,02-929-2483,070-8230-5048,2025-02-14
(주)한세,전구 및 램프 제조업 외 2 종,"경기도 수원시 영통구 영통로 237,(신동, 에이스 하이엔드 타워 영통) 공장동 10층 1014호",경기도 수원시 영통구 신동 338 에이스 하이엔드 타워 영통 공장동 10층 1014호,LED조명,37.2486678,127.0570044,031-206-2851,031-206-2850,2025-02-14
(주)한진이엔씨,교통 신호장치 제조업,경기도 수원시 권선구 경수대로54번길 49 (곡반정동),경기도 수원시 권선구 곡반정동  603-6번지,교통신호제어기,37.234373,127.0238471,031-225-8406,031-225-8407,2025-02-14
(주)한창,자동차용 금속 압형제품 제조업 외 3 종,"경기도 수원시 영통구 신원로 22 (신동, (주)한창)",경기도 수원시영통구 신동 555-2번지,에어컨 캐비닛 외 다수,37.2502771,127.0445522,031-201-8800,031-205-3349,2025-02-14
(주)현대산기,건설.광업용 기계 및 장비 수리업,경기도 수원시 권선구 정조로 201 (대황교동),경기도 수원시 권선구 대황교동 104-4,크러셔,37.2289207,127.0221936,031-221-5607,031-221-7292,2025-02-14
(주)휴민텍,그 외 기타 의료용 기기 제조업,"경기도 수원시 영통구 창룡대로256번길 50, (이의동) 공장동 12층 1204, 1205, 1206호","경기도 수원시 영통구 이의동 1285-1 공장동 12층 1204, 1205, 1206호",DGPS II 외 관련 S/W,37.2953842,127.0389645,031-216-0098,031-216-0987,2025-02-14
