연번,지역,사업체명,대표자 성명,본사소재지,주생산품,주소,홈페이지
267,전주,(유)하이하우징,민형선,전북,"탄소발열침대, 탄소발열반려동물하우스","전주시덕진구원망성로106,탄소융합부품소재창업보육센터205호",
268,전주,(유)동아테크놀로지,김한승,전북,"cctv, 음향기기, 영상기기",전주시덕진구인교4길6,www.dongasound.co.kr
269,전주,한국농업기술지주주식회사,임대만,전북,농업용드론,"전주시덕진구반룡로109,테크노파크벤처지원동내308호",www.kath.co.kr
270,전주,(주)투웨이,정선용,전북,구조용금속판제품,전주시전미월평1길35-1,
271,전주,태광실업 ,고미숙,전북,봉제의복제조,"전주시완산구송정2길5,2층",
272,전주,우드카운티,김형선,전북,목재가구,전주시완산구용머리로9-35,http://mokims10.com
273,전주,(유)네온,양정렬,전북,신재생에너지구조물금속구조물,전주시덕진구팔과정로1647층,www.태양광에너지.com
274,전주,디클래스,김갑수,전북,"드론,드론부품","전주시덕진구유상로67,전주혁신창업허브511호",
275,전주,㈜케이홀릭컴퍼니,이용곤,전북,안경테,"전주시완산구천잠로235,4201호",
276,전주,㈜베이글무역,허인,전북,편조의복제조,전주시덕진구추천로217-16,
277,전주,(유)도서출판새길,김종국,전북,인쇄,전주시덕진구장재길4-1,
278,전주,㈜레인보우포켓,이문순,전북,전광판,전주시덕진구팔과정로20501-1호,
279,전주,㈜두산,김주원,전북,"근무복,작업복","전주시덕진구초포다리로51,2층",
280,전주,㈜이큐에너지,김형일,전북,태양광,"전주시완산구천잠로303,본관102호",
281,전주,㈜오투엔비글로벌,반승현,전북,환경설비,"전주시덕진구오공로123,216호",
282,전주,다온인더스트리,문요한,전북,운동기구,"전주시완산구용리로8,1동401호",
283,전주,떡고을,최가람,전북,떡류,전주시덕진구진버들1길9,alla8203.modoo.at
284,전주,농업회사법인 유한회사 밀가온,정용기,전북,빵류,전주시완산구전룡로134,
285,전주,성원피씨엠㈜,이재민,전북,건강기능식품,"전주시덕진구원장동길111-18,204호",www.heblis.com
286,전주,(유)청지기산업,박용선,전북,"우산,지팡이",전주시완산구하거마1길6,
287,전주,대산정공,최이주,전북,금속공작물,전주시덕진구감수실30-20,
288,전주,조운포장기계,박청운,전북,랩핑기,전주시덕진구원화전1길57-86,
289,전주,새이치과기공소,신형준,전북,치아보철,전주시완산구아중로672층,
290,전주,씨앤제이인터내셔널㈜,박철진,전북,화장품,전주시덕진구콩쥐팥쥐로1515,
291,전주,㈜코지모텍,이영신,전북,이동식화장실,전주시완산구인정3길7-3,
292,전주,시에스템,조재명,전북,가로등 자동점멸기,"전주시덕진구유상로67,혁신창업허브301-14",
293,전주,㈜테크위텍,우종인,전북,탄소프리롬,전주시덕진구원만성로106,
294,전주,(유)하경상사,정대봉,전북,셔츠,전주시덕진구추천로19-16,
295,전주,유한회사 에스비,김형태,전북,"커튼, 블라인드","전주시덕진구오신2길2,1층",
296,전주,㈜리원업,황선경,전북,플라스틱원료제조,전주시덕진구팔과정로194,
297,전주,㈜우진산업,박은영,전북,"금속제울타리, 수처리기계, 차양",전주시덕진구동부대로375,
298,전주,미트빌(유),강기훈,전북,한우한돈가공,전주시덕진구석소2길31,
299,전주,유한회사 청정나라,장영희,전북,"석면무기질, 안정화제","전주시덕진구상리1길34,105호",
300,전주,(유)서희산업개발,이문희,전북,복층유리,전주시덕진구구렛들3길51,
301,전주,㈜네모에너지,주현,전북,태양광발전기,"전주시완산구홍산남로27,502호",
302,전주,(주)현대창호산업 ,이승주,전북,알류미늄샷시,전주시완산구석산마을길26,
303,전주,클린쿡,이영희,전북,"물탈취 프라이팬, 그릴",전주시완산구전주객사4길46,www.kleencook.com
304,전주,대한주방,이현주,전북,주방기구,전주시덕진구정여립로1108,
305,전주,성광어페럴,윤오중,전북,의류,전주시덕진구우아8길9,
306,전주,브라스커피,이민규,전북,커피가공,전주시완산구서신천변7길10,
307,전주,㈜누이단팥빵,이형약,전북,"단팥빵, 쌍화차, 빙수얼음, 커피",전주시덕진구과학로202,nuibread.modoo.at/
308,전주,농업회사법인 한국오가닉㈜,조춘식,전북,"들기름, 참기름",전주시완산구완전들로220-116,www.wickedspoon.co.kr
309,전주,이가산업,이기우,전북,금속구조물,전주시덕진구전미중앙로22-7,
310,전주,전북에너지관리기술,안상원,전북,중앙난방보일러,전주시완산구반촌로5-11,
311,전주,(유)데코블라인드,정철민,전북,"블라인드, 커튼","전주시완산구거마평로104,106호",
312,전주,㈜엘림엘이디조명,오승덕,전북,LED조명,전주시완산구맏내로157-5,
313,전주,와이비테크,윤대훈,전북,"금속구조물,산업기계","전주시덕진구팔복로247,1동",
314,전주,대진산업,구영오,전북,"건축용금속,가공제품",전주시덕진구서당길6,
315,전주,진보테크,"배석환, 오성일",전북,철판가공,전주시덕진구구렛들3길36,
316,전주,나눔정밀,이경민,전북,자동차부품,전주시덕진구상리1길51,
317,전주,엘펙,최유화,전북,"LED조명,광센서모듈","전주시덕진구만성북로51-25스페이스온지식산업센터3028,3029,3030,3031호",lpec.co.kr
318,전주,명품버스인테리어,김현수,전북,버스의자,전주시덕진구원동로264,
319,전주,㈜전일특수금속,권종주,전북,자동차 부품(버스),전주시덕진구유제로45-3,jeonil21.com/
320,전주,(주)에이피에스,김정훈,전북,선박용전자장비,전주시덕진구전주천동로479,www.apskorea.com
321,전주,(유)세미,김형진,전북,조명LED제작,"전주시덕진구유상로67611호,612호",semikorea.kr
322,전주,㈜인비텍,김성우,전북,방초시트,"전주시완산구홍산로276,3층304호",invitec.co.kr
323,전주,토탈테크,권대식,전북,"자판회로, 개발",전주시덕진구팔달로345,
324,전주,대우목재,정윤한,전북,목재창호,전주시완산구용산마을길21-17,
325,전주,에코상사,한성은,전북,목재문,전주시완산구삼례로133,
326,전주,수도종합광고,임채욱,전북,"간판,광고물",전주시덕진구기린대로264-1,
327,전주,반오디오,반덕준,전북,전압안전화징치,전주시완산구따박골6길41-12,
328,전주,대원,박현배,전북,자동차부품,전주시덕진구원망성로83-1,
329,전주,모던칼라기획,김철곤,전북,인쇄업,전주시완산구석소4길8,
330,전주,삼강컨벤션시스템,한영엽,전북,"블라인드, 버터칼, 이브자리",전주시덕진구온고을로286,
331,전주,삼선알미늄전북총판,이기남,전북,알루미늄 창호조립,전주시완산구콩쥐팥쥐로1704,
332,전주,주나광고,진준아,전북,"간판, 광고물",전주시덕진구팽나무1길53,
333,전주,대지광고,공인규,전북,"간판,광고물",전주시완산구안행2길6-6,
334,전주,모드양복점,정병선,전북,남성양복,전주시완산구전주객사3길4,
335,전주,고궁한지,서정철,전북,한지,전주시완산구흑석1길48,
336,전주,지사랑,김선주,전북,판지,전주시완산구한지길106-2,
337,전주,탑,문영희,전북,"인쇄물, 간판, 출력",전주시덕진구인후4길6,
338,전주,미르기계,김강석,전북,"공구거치대, 만능면취기","전주시덕진구여산로88-22,3동",www.mirmachine.co.kr
339,전주,가가부엌가구,한철복,전북,주방용목재가구,전주시완산구인정2길11-4,
340,전주,광림특장 전북,김대익,전북,기계장비수리,전주시덕진구서귀로17,
341,전주,현성테크,김현권,전북,금속표면코팅,전주시덕진구추천로47-8,h-s-tech.co.kr
342,전주,코리아생동기상사,김광준,전북,산업용 냉동기 유니트,전주시완산구메너머3길17,
343,전주,21세기산업개발,김창길,전북,광고물,전주시덕진구반암3길24,
344,전주,사슴의상실,김말녀,전북,여성의류,전주시완산구전라감영4길15,
345,전주,컨티뉴,김병철,전북,산업디자인,"전주시완산구후곡길10,4층",continew.co.kr
346,전주,진보식품,허진숙,전북,면,전주시완산구인정3길12,www.jinbofood.kr
347,전주,무송섬유,류희봉,전북,유아복,"전주시완산구성지산3길35-3,2층",
348,전주,명식품,박명식,전북,구운김,전주시덕진구용신길60,
349,전주,종로떡집,김순희,전북,떡,전주시완산구풍삼문1길13-6,
350,전주,양지떡집,신양우,전북,떡,전주시완산구태평5길29-1,
351,전주,대경특수인쇄,이정진,전북,인쇄,전주시완산구풍남동2가48-2,
352,전주,제일액자,박현,전북,액자,전주시완산구충경로26-5,jeilaf.co.kr
353,전주,아이사랑안전솔루션,임경자,전북,어린이교통안전솔루션,전주시완산구거마중앙로25-1,kidthink.co.kr
354,전주,전주한지공예,김희자,전북,한지공예품,전주시완산구객원길27,
355,전주,"긱스키친프라자, 좋은부엌",김창두,전북,주방가구,전주시덕진구아중로109,
356,전주,만인양복점,한상갑,전북,남성정장,전주시완산구전주객사3길12-13,
357,전주,태양샤링,정성호,전북,철판절단가공,전주시덕진구한배미3길30,
358,전주,싸인아트,박공현,전북,현수막,전주시완산구고사평7길4-3,
359,전주,코사라인,진월섭,전북,의복,전주시덕진구진북동361-16,
360,전주,떡사랑컴,조철주,전북,떡,전주시완산구팔달로43,www.instagram.com/.rice.cake/
361,전주,예전표구사,박영숙,전북,표구,전주시완산구전라감영4길11,
362,전주,현대피복,김명선,전북,"근무복,작업복",전주시완산구풍남문2길48-20,
363,전주,그린버티칼,김철식,전북,"롤스크린,블라인드,커튼",전주시덕진구두간3길8-9,
364,전주,케이에스산업,김광선,전북,"기계제작, 금속기공",전주시덕진구팔과정로99,
365,전주,장수방앗간,임청실,전북,"떡, 곡물도정",전주시덕진구호성2길17-3,
366,전주,백제민속한과,백선자,전북,"한과,강정,유과",전주시덕진구구총목로8,
367,전주,자원인쇄,김연화,전북,인쇄,전주시완산구평화3길13-8,
368,전주,믿음떡방앗간,박종숙,전북,떡,전주시덕진구인후4길28,
369,전주,우리화학,이은숙,전북,비닐봉투,전주시덕진구용정길61,
370,전주,1급 삼보자동차공업사,김종수,전북,집게차수리,전주시덕진구팔복로123,
371,전주,진안마이홍삼,강광식,전북,"홍삼엑기스, 홍삼음료",전주시덕진구가리내로376,jymyhong3.com/
372,전주,파피루스,송병화,전북,인쇄,"전주시완산구현무3길13,2층",
373,전주,동원기업사,신현삼,전북,교구,전주시덕진구매봉12길21,
374,전주,서부목인테리어,김영신,전북,목재문,전주시완산구중앙반길33,
375,전주,대창종합인쇄사,김성은,전북,인쇄,전주시완산구전주객사4길43-19,
376,전주,두산특장차,박민석,전북,차량탱크로리,전주시덕진구원동로258,
377,전주,월드미디어,이완석,전북,"광고,각종표지판",전주시덕진구아중천2길45-4,
378,전주,디자인북스,윤성식,전북,인쇄,전주시완산구서신천변5길8,
379,전주,새롬기업,고광민,전북,씽크대,전주시덕진구덕용2길58,
380,전주,현대설비기공,김현주,전북,"금속탱크, 저장소",전주시덕진구팔과정로209,
381,전주,세종인쇄,임영철,전북,인쇄,전주시완산구기린대로167,
382,전주,대명,조학섭,전북,유아복,전주시덕진구동부대로757,
383,전주,홍디자인,홍기선,전북,"포스터,프로슈어,소식지출판",전주시덕진구홍산남로281층,
384,전주,(유)미진광고산업,한재천,전북,광고물,전주시완산구맏내2길6-7,mijinled.com
385,전주,청솔인쇄,최호,전북,상업인쇄,전주시덕진구서가재미2길11,
386,전주,유토피아,노수오,전북,"간판,현수막",전주시덕진구덕촌길21,utopia.hanarosolution.com
387,전주,푸름인쇄사,임동섭,전북,경인쇄,전주시완산구기린대로167,
388,전주,온고을 D.M,김석원,전북,제책업,전주시덕진구아중7길9-3,
389,전주,대광출판사,정승균(정병태),전북,"옵셋인쇄,경인쇄",전주시완산구메너머1길22,
390,전주,인문사,김인창,전북,인쇄물,전주시완산구현무1길12,
391,전주,태문사,우응상,전북,"인쇄, 옵셋, 경스크린",전주시덕진구삼송5길14-21,
392,전주,학예사,이세민,전북,"경인쇄,옵션인쇄,스크린인쇄",전주시완산구세원로2001층,
393,전주,하나사,이현경,전북,인쇄,전주시완산구동문길47,
394,전주,홍문사,홍경의,전북,인쇄,전주시완산구산월2길9-8,
395,전주,동부금박,윤병구,전북,인쇄관련서비스,전주시완산구견훤왕궁로67,
396,전주,플러스기획,권영철,전북,인쇄,전주시완산구현무2길10,
397,전주,오감기획,김수한,전북,"인쇄물, 간판, 출력",전주시완산구배학4길3-3,
398,전주,일오삼광고공사,안원배,전북,"간판, 현수막, 십자가",전주시완산구화산천변3길19-6,
399,전주,원일,정광모,전북,동력전달장치,전주시덕진구신복천변2길10,
