연번,업종,사업체명,주생산품,도로명주소,위도,경도,전화번호,팩스번호,홈페이지
161,식료품 제조업,손수담음,차.음료,"전북특별자치도 전주시 덕진구 동가재미2길 24, 1층(인후동1가)",35.83353531,127.1633165,,,
162,식료품 제조업,형제식품,수산물 가공,"전북특별자치도 전주시 완산구 산월2길 19-8, 1층 (중화산동2가)",35.81382643,127.12071,063-224-4525,,
163,식료품 제조업,(주)하일럿코리아,구연산철 및 미네랄혼합제,"전북특별자치도 전주시 덕진구 원장동길 111-18, 101호(장동, 바오융합산업진흥원바이오식품산업화센터)",35.85165807,127.0592154,042-864-0860,042-864-0086,
164,식료품 제조업,(주)아우라,건강기능식품,"전북특별자치도 전주시 덕진구 원장동길 111-18, 201호 (장동,바이오플렉스창업보육센터)",35.85165807,127.0592154,1522-9974,070-8624-0021,http://aurahealth.co.kr
165,식료품 제조업,땅스부대찌개삼천점,기타 식료품,"전북특별자치도 전주시 완산구 거마평로 32, 1층 (삼천동1가)",35.79525965,127.1170533,063-222-8599,,
166,식료품 제조업,제이랩,과자류 및 코코아 제품,"전북특별자치도 전주시 완산구 중화산로 68, 2층 201호A-11호 (중화산동2가,강석빌딩)",35.81628849,127.1184476,,,
167,식료품 제조업,오뚜기떡집,기타 식료품,전북특별자치도 전주시 완산구 팔달로 255 (서노송동),35.82481077,127.1441068,063-252-5209,,
168,식료품 제조업,마카롱꽃이피었습니다,마카롱,전북특별자치도 전주시 완산구 천경로 37 (동서학동),35.80982255,127.1531194,,,
169,식료품 제조업,진안꽃뱅이영농조합법인,과실ㆍ채소 가공,전북특별자치도 전주시 덕진구 인봉로 69-4 (인후동1가),35.82962844,127.1575468,,,
170,식료품 제조업,제례당,기타 식료품,"전북특별자치도 전주시 덕진구 떡전로 17, 1층 (덕진동1가)",35.83639968,127.1275122,063-255-9801,,
171,식료품 제조업,(유한)명인푸드,식자재 제조,"전북특별자치도 전주시 덕진구 하가로 21, 1층",35.84423248,127.1115524,063-714-2313,,
172,식료품 제조업,농업회사법인 유한회사 토다,과실ㆍ채소 가공,전북특별자치도 전주시 완산구 전라감영로 15 (다가동2가),35.81441443,127.140987,,,
173,식료품 제조업,성원피씨엠(주),건강기능식품,"전북특별자치도 전주시 덕진구 원장동길 111-18, 204호 (장동)",35.85165807,127.0592154,02-780-0149,030-33447-0150,http://heblis.com
174,식료품 제조업,떡고을,떡류,전북특별자치도 전주시 덕진구 진버들1길 9 (인후동1가),35.83608237,127.1576226,063-241-7047,,
175,식료품 제조업,(주)와이엠푸드,"농,축산물 가공",전북특별자치도 전주시 덕진구 번영로 202-8,35.87555286,127.0298749,063-213-8607,,
176,식료품 제조업,농업회사법인더누리,과실ㆍ채소 가공,"전북특별자치도 전주시 완산구 백제대로 10, 1층 (평화동1가,전주롯데시네마 평화점)",35.79642816,127.1327391,063-237-3835,,
177,식료품 제조업,떡하니,떡류 제조,전북특별자치도 전주시 덕진구 두간5길 4-17,35.86491428,127.1172459,,,
178,식료품 제조업,청정수산,수산동물 가공,전북특별자치도 전주시 덕진구 송천중앙로 233-7 (송천동2가),35.8676052,127.1203941,063-271-6111,063-274-6111,
179,식료품 제조업,(주)비긴스,"커피(콜드프레소 스틱형, 액상형), 액상커피머신","전북특별자치도 전주시 완산구 천잠로 303, 대학본관 136호 (효자동2가,1080 전주대학교)",35.81616752,127.0888808,,02-6280-8039,
180,식료품 제조업,화니앙금,기타 식료품,전북특별자치도 전주시 완산구 맏내로 158-1 (평화동2가),35.7941447,127.1285599,,,
181,식료품 제조업,참조은식품,육류 가공,전북특별자치도 전주시 덕진구 편운로 54-42 (여의동2가),35.87295978,127.0818978,063-211-9945,063-213-9945,
182,식료품 제조업,(주)노을건설,건강기능식품,"전북특별자치도 전주시 덕진구 노송여울2길 154, 2층 238호 (진북동)",35.8285653,127.1410229,,,
183,식료품 제조업,전주쌀눈쌀현미누룽지,"누룽지, 누룽지과자","전북특별자치도 전주시 완산구 홍산1길 21, 105동 145호 (효자동2가,서희스타힐스)",35.81433174,127.107315,063-225-5002,063-222-6826,
184,식료품 제조업,(유한)바라,식사용 가공처리 조리식품 제조,전북특별자치도 전주시 완산구 유연로 28 (효자동3가),35.82247723,127.0889527,063-224-8866,,
185,식료품 제조업,청식품,수산식물 가공,전북특별자치도 전주시 덕진구 인교9길 19 (우아동1가),35.82612634,127.1750481,063-904-4586,,
186,식료품 제조업,(유한)진대,과실ㆍ채소 가공,"전북특별자치도 전주시 덕진구 우아7길 33-18, 206호 (우아동3가,우아빌)",35.84902363,127.1535449,,,
187,식료품 제조업,㈜누이단팥빵,"단팥빵,쌍화차",전북특별자치도 전주시 완산구 태조로 29-1 (교동),35.81423708,127.1515677,0507-1435-0008,,
188,식료품 제조업,브라스 커피,커피가공,전북특별자치도 전주시 완산구 서학로 12 (서서학동),35.83122595,127.1200535,,,
189,식료품 제조업,농업회사법인 유한회사 홍익영농,과실ㆍ채소 가공,"전북특별자치도 전주시 덕진구 편운로 6, 104호 (동산동)",35.87083159,127.0770389,070-8709-8961,,
190,식료품 제조업,(주)비제이앤월드,건강기능식품,"전북특별자치도 전주시 덕진구 조경단로 74, 1호 (금암동)",35.84080843,127.1389651,,,
191,식료품 제조업,(주)레이버텍,"각종 김, 바이오김원료","전북특별자치도 전주시 완산구 현무3길 98, 5층 (서노송동,종각빌딩)",35.82330094,127.1485387,,,
192,식료품 제조업,금낭,기타 식료품 제조업,"전북특별자치도 전주시 완산구 척동7길 10-6, 태형빌c 101호 (효자동3가)",35.82407668,127.0990829,,,
193,식료품 제조업,(주)이가1967,빵류,"전북특별자치도 전주시 완산구 평화로 181, 1동 202호 (평화동1가,코오롱아파트)",35.79369848,127.1341737,,,
194,식료품 제조업,고향상회,"참기름,들기름",전북특별자치도 전주시 완산구 풍남문1길 9-6 (전동),35.81235403,127.1478365,063-284-2467,,
195,식료품 제조업,진북방앗간,"떡, 고춧가루",전북특별자치도 전주시 덕진구 벚꽃2길 7 (진북동),35.82803524,127.1324623,063-252-7949,,
196,식료품 제조업,가락떡,떡류,전북특별자치도 전주시 완산구 거마평로 20 (삼천동1가),35.79413309,127.1170657,063-227-2253,,
197,식료품 제조업,맛사랑외식산업,도식락,전북특별자치도 전주시 덕진구 석소3길 26,35.83535528,127.1697283,063-244-9890,,
198,식료품 제조업,미락외식산업,"도시락, 출장뷔폐",전북특별자치도 전주시 완산구 정동길 13 (삼천동2가),35.78305386,127.1021557,063-223-8080,063-226-2831,
199,식료품 제조업,전주하나로떡집,떡류,전북특별자치도 전주시 완산구 평화15길 10-6 (평화동2가),35.79127555,127.1369102,063-228-8956,063-236-8956,
200,식료품 제조업,전주하림,육계가공,전북 전주시 완산구 서학로 90 (동서학동),35.80904513,127.1592245,063-285-5450,063-231-5450,
201,식료품 제조업,온고을떡방,떡,"전북특별자치도 전주시 덕진구 솔내로 142 (송천동1가,신일아파트)",35.86272621,127.1286636,063-252-5886,,
202,식료품 제조업,낙원떡집,떡류 제조,전북특별자치도 전주시 완산구 태평3길 44-10 (태평동),35.82420453,127.1425085,063-272-1815,,
203,식료품 제조업,영광슈퍼,기타 식료품,전북특별자치도 전주시 완산구 전룡로 114 (서신동),35.82869324,127.1249955,063-276-9614,,
204,식료품 제조업,상설기름집,식물성 유지,전북특별자치도 전주시 완산구 서신천변12길 3 (서신동),35.83029323,127.1145409,063-254-1249,,
205,식료품 제조업,대보건강원,건강보조용 액화식품,전북특별자치도 전주시 완산구 은행로4,35.81956329,127.151489,063-288-3790,,
206,식료품 제조업,일성,두부 및 유사식품,"전북특별자치도 전주시 완산구 외칠봉1길 7, 외2필지 (효자동1가)",35.83122595,127.1200535,063-282-2962,,
207,식료품 제조업,믿음떡방앗간,"시루떡, 가래떡, 참기름, 고춧가루 외",전북특별자치도 전주시 덕진구 인후4길 28 (인후동1가),35.83205849,127.1557613,063-243-6502,,
208,식료품 제조업,하니비베이커리,빵류 제조,"전북특별자치도 전주시 덕진구 무삼지로 40 (인후동1가,부영2차아파트)",35.82851016,127.1652175,063-246-0044,,
209,식료품 제조업,백제민속한과,"한과, 강정, 유과",전북특별자치도 전주시 덕진구 구총목로 8 (인후동1가),35.8275615,127.1609996,063-245-0053,063-245-2453,
210,식료품 제조업,장수방앗간,"떡,곡물도정",전북특별자치도 전주시 덕진구 호성2길 17-3 (호성동1가),35.85905676,127.1524862,063-245-9949,,
211,식료품 제조업,효자파리바게트,빵류 제조,전북특별자치도 전주시 완산구 효자천변2길 13,35.80491923,127.1142579,0507-0288-8458,,
212,식료품 제조업,떡사랑컴,떡류 제조,전북특별자치도 전주시 완산구 팔달로 43 (서서학동),35.80654276,127.1494254,063-283-9991,063-283-2991,
213,식료품 제조업,보광당한약건강원,건강 보조용 액화식품,"전북특별자치도 전주시 덕진구 조경단로 38, 1층 (금암동)",35.8376283,127.1379146,063-275-5361,,
214,식료품 제조업,양지떡집,"떡, 한과",전북특별자치도 전주시 완산구 태평5길 29-1 (태평동),35.82394109,127.1434853,063-252-2524,,
215,식료품 제조업,종로 떡집,떡류 제조,전북특별자치도 전주시 완산구 풍남문1길 13-6 (전동),35.81256821,127.1475354,063-231-1035,,
216,식료품 제조업,명식품,"명태튀각, 김부각",전북특별자치도 전주시 덕진구 용신길 60 (용정동),35.8791256,127.0598436,063-227-2385,063-277-2842,
217,식료품 제조업,민속맷돌떡방앗간,떡류 제조,전북특별자치도 전주시 완산구 평화18길 25-8 (평화동1가),35.79434165,127.1333702,063-226-6888,,
218,식료품 제조업,진보식품,"냉면, 칼국수",전북특별자치도 전주시 완산구 인정3길 12 (중화산동2가),35.82065438,127.1189306,063-225-6068,063-225-6067,http://www.jinbofood.kr
219,식료품 제조업,맛자랑반찬집,반찬류,전북특별자치도 전주시 완산구 태평동 39번지,35.82518909,127.1428078,063-276-1881,063-252-5132,
220,식료품 제조업,전주전통한과,과자류 및 코코아 제품,전북특별자치도 전주시 덕진구 태진로 125-14 (금암동),35.83252403,127.1350035,063-272-6647,,
221,식료품 제조업,밤드내떡집,떡류,전북특별자치도 전주시 덕진구 모래내4길 3 (인후동2가),35.83307084,127.1434095,063-278-0337,,
222,식료품 제조업,전주식품,어묵,전북특별자치도 전주시 완산구 태평4길 17 (태평동),35.82408784,127.1425762,063-252-3043,,
223,식료품 제조업,밀레오제과,빵류 제조,전북특별자치도 전주시 완산구 서원로 335,35.81289907,127.1307787,063-282-8388,,
224,식료품 제조업,태인식품,호박엿,전북특별자치도 전주시 완산구 난전들로 220-32 (평화동2가),35.7878184,127.1200116,063-253-5530,,
225,식료품 제조업,삼성기름집,식용정유제및가공유,전북특별자치도 전주시 덕진구 건산로 59-1 (인후동2가),35.83279523,127.1439437,063-277-1170,,
226,식료품 제조업,삼우냉동,"용빙과류,만두(냉동만두포함)",전북특별자치도 전주시 덕진구 상리로 29 (팔복동2가),35.85040397,127.1027157,063-214-6728,063-214-6729,
227,식료품 제조업,김제떡방앗간,떡류,전북특별자치도 전주시 완산구 메너머1길 29 (중화산동2가),35.8208312,127.1196922,063-227-0585,,
228,식료품 제조업,믿음건강원,건강보조용 액화식품 제조,전북특별자치도 전주시 완산구 신봉3길 35-7,35.81229552,127.1147405,063-908-7233,,
229,식료품 제조업,민물나라아중점,건강보조용 액화식품 제조,전북특별자치도 전주시 덕진구 석소로 80 (우아동2가),35.83404449,127.1678603,063-245-4747,,
230,식료품 제조업,금미식품농산,절임류,전북특별자치도 전주시 덕진구 상리1길 7 (팔복동2가),35.85362095,127.1026242,063-212-1488,063-212-1116,
231,식료품 제조업,그랑데르과자점,빵류,전북특별자치도 전주시 덕진구 아중로 152,35.82583058,127.1661309,063-241-0482,,
232,식료품 제조업,용진식품,묵,전북특별자치도 전주시 덕진구 아중천1길 32-5 (산정동),35.83545111,127.1718636,063-243-5122,,
233,식료품 제조업,어머니김치,"김치,반찬류","전북특별자치도 전주시 완산구 삼천천변1길 22, 111동 105호 (삼천동1가,남양삼천상가)",35.79500507,127.1130734,063-227-0320,,
234,식료품 제조업,참맛식품,"족발,통닭","전북특별자치도 전주시 덕진구 비석날로 20, 외 15필지 (여의동)",35.85321915,127.0780842,063-273-5633,,
235,식료품 제조업,황해방앗간,"곡물제분,떡",전북특별자치도 전주시 덕진구 하가1길 32 (덕진동2가),35.84676145,127.1134947,063-272-1081,,
236,식료품 제조업,명문인삼제분소,인삼제분,전북특별자치도 전주시 완산구 전라감영로 21 (다가동1가),35.81475405,127.1418465,063-231-0930,,
237,식료품 제조업,미광식품,"떡볶이떡, 떡국떡 외","전북특별자치도 전주시 덕진구 상리1길 7, A동 2층 (팔복동2가)",35.85362095,127.1026242,063-214-7441,063-214-7440,
238,식료품 제조업,동구전자서비스전주자판기,기타 식료품 제조,전북특별자치도 전주시 완산구 맏내2길 13-6,35.79154994,127.1299489,063-241-9666,,
239,식료품 제조업,조은,식육포장처리,전북특별자치도 전주시 완산구 안행9길 29 (효자동1가),35.80282461,127.1323377,063-223-1091,,
240,식료품 제조업,커피작업실,커피 가공업,전북특별자치도 전주시 완산구 전주객사3길 12-21 (고사동),35.81815313,127.1432707,,,
241,식료품 제조업,"위너스에프앤비, 위너스마켓",커피가공업,전북특별자치도 전주시 덕진구 오신2길 24-12 (성덕동),35.88446056,127.0347171,063-213-1883,063-214-1883,
242,식료품 제조업,시루꽃,떡류,전북특별자치도 전주시 완산구 충경로 16 (다가동3가),35.81669585,127.1411395,063-285-6380,,
243,식료품 제조업,탑푸드뱅크,육류 가공,전북특별자치도 전주시 완산구 원서곡길 15 (효자동3가),35.83522636,127.0967433,063-273-6673,,
