단지명,회사명,대표자명,공장대표주소,대표업종번호,업종명,전화번호,팩스번호,종업원수,생산품
군산2국가산업단지,(유)정우산업,김석배,전북특별자치도 군산시 군산산단로 170-24 (오식도동),20499,그 외 기타 분류 안된 화학제품 제조업 외 1 종,,,12,유기산
군산2국가산업단지,(유)정원하이텍,오상진,전북특별자치도 군산시 산단동서로 353 (오식도동),25924,절삭가공 및 유사처리업,000-0000-0000,063-856-8664,9,절삭가공 및 유사처리업
개별입지,(유)정진,김영준,전북특별자치도 군산시 임피면 동군산로 565-1 (정진물산㈜),10219,기타 수산동물 가공 및 저장 처리업 외 1 종,000-0000-0000,063-453-7944,4,수산물 가공
개별입지,(유)제이에스푸드,김진선,전북특별자치도 군산시 대야면 수림로 72 (제이 에스 푸드),10712,빵류 제조업,000-0000-0000,063-451-6954,20,"과자류,빵"
군산2국가산업단지,(유)제일엔지니어링,이충한,"전북특별자치도 군산시 외항로 913-9 (오식도동, (주)지성산업)",25932,일반철물 제조업,063-465-3921,063-465-4921,10,플랜트배관 외
개별입지,(유)제일이앤씨,이미선,전북특별자치도 군산시 미성로 434-12(산북동),25112,구조용 금속 판제품 및 공작물 제조업,063-453-0003,063-453-0037,3,금속난간
군산2국가산업단지,(유)제일테크,박한샘,전북특별자치도 군산시 동가도길 20-30(오식도동),29175,액체 여과기 제조업 외 1 종,070-5057-1867,063-461-7570,5,수처리기계
개별입지,(유)조선이기,박수진,전북특별자치도 군산시 개정면 동화길 3 (유한회사조선),25933,비동력식 수공구 제조업,063-451-5231,063-0451-5230,14,"삽, 낫"
군산서수농공단지,(유)중림산업,홍성근,전북특별자치도 군산시 서수면 상장곤윗길 64,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",063-451-1209,063-451-1208,8,콘크리트타일 기와벽돌 제조업
군산2국가산업단지,(유)지앤지바이오,허은영,전북특별자치도 군산시 산단동서로 138(오식도동),20499,그 외 기타 분류 안된 화학제품 제조업,000-0000-0000,0303-3130-5261,2,황토탄
군산국가산업단지,(유)진테크,진규식,전북특별자치도 군산시 동장산1길 44 (소룡동),29241,건설 및 채광용 기계장비 제조업 외 2 종,063-468-6900,063-468-6901,87,"휠로더 굴삭기 주요부품, 압축점화 피스톤식 엔진 제조(굴삭기, 도저 등), 건설중장비 Sub Ass'y 조립"
군산국가산업단지,(유)진테크,진규식,"전북특별자치도 군산시 외항로 598 (소룡동, 오토젠)",29241,건설 및 채광용 기계장비 제조업,063-468-6900,063-468-6901,10,건설중장비  sub ass'y 조립
군산국가산업단지,(유)진테크,진규식,전북특별자치도 군산시 동장산2길 7-32(소룡동),29241,건설 및 채광용 기계장비 제조업,063-468-6900,063-468-6901,10,건설중장비
군산2국가산업단지,(유)천일테크,박병윤,전북특별자치도 군산시 산단남북로 70 (오식도동),30399,그 외 자동차용 신품 부품 제조업 외 2 종,063-466-1704,063-462-1705,3,자동차 부품
군산2국가산업단지,(유)최고산업,이미형,전북특별자치도 군산시 오식도동 834-15번지,24132,강관 제조업,063-468-0680,063-468-0685,3,열교환기용 파이프
군산2국가산업단지,(유)케이특수선,장승호,전북특별자치도 군산시 무역로 80 (오식도동),31112,합성수지선 건조업 외 6 종,063-471-1300,063-471-1301,8,"선박, 항공기 부품, 특장차 개조(예정)"
개별입지,(유)태국목재,김국희,"전북특별자치도 군산시 공항로 309 (산북동, 태국목재)",16101,일반 제재업,063-448-3852,063-468-3863,10,목재제재품
개별입지,(유)태성목재,권영배,"전북특별자치도 군산시 공항로 223 (산북동, (유)태성목재)",16101,일반 제재업,063-462-4700,063-462-4078,11,목재
군산서수농공단지,(유)태영케미칼,송정임,전북특별자치도 군산시 서수면 상장곤윗길 90-9,20203,혼성 및 재생 플라스틱 소재 물질 제조업 외 2 종,063-451-0186,063-451-0187,9,재생플라스틱수지
군산2국가산업단지,(유)태진목재,황만수,"전북특별자치도 군산시 무역로 149 (오식도동, (유)연일)",16101,일반 제재업,063-467-7492,063-467-7198,10,각재
개별입지,(유)태창산업개발,이천진,전북특별자치도 군산시 옥구읍 상평로 164,16101,일반 제재업,063-453-8485,063-453-8484,3,우드칩
개별입지,(유)테라파인,김준,전북특별자치도 군산시 성산면 둔덕1길 7,33999,그 외 기타 달리 분류되지 않은 제품 제조업 외 2 종,063-452-5756,,3,"천연광물지압발판, 한지아트보드                                                                     "
군산옥구농공단지,(유)티에스산업개발,장종철,전북특별자치도 군산시 옥구읍 광월안길 16,25994,금속 표시판 제조업 외 3 종,063-465-2773,063-465-2750,9, 
군산2국가산업단지,(유)티엘테크,진혜영,"전북특별자치도 군산시 산단동서로 44-24 (오식도동, (유)티엘테크)",25113,육상 금속 골조 구조재 제조업 외 1 종,063-463-6031,063-464-6032,10,철구조물
개별입지,(유)평강한돈,채민수,전북특별자치도 군산시 임피면 항쟁로 54,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,063-453-5600,063-453-5400,18,돈육가공
개별입지,(유)프리라인,마상훈,"전북특별자치도 군산시 임피면 호원대3길 64, 105호(호원대학교, 산학협력관)",29299,그 외 기타 특수목적용 기계 제조업,063-452-4780,063-453-4780,2,차선도색 기계설비 제조
군산2국가산업단지,(유)피에이치에너지,박인식,전북특별자치도 군산시 자유무역로 166-12(오식도동),16102,표면 가공 목재 및 특정 목적용 제재목 제조업,063-465-8671,063-465-8673,9,우드칩
개별입지,(유)하나,강경희,"전북특별자치도 군산시 해망로 490 (소룡동, 하나제재소)",16101,일반 제재업,063-453-9211,063-453-9215,14,가공목재
개별입지,(유)한미동부철강,조창연,"전북특별자치도 군산시 해망로 516 (소룡동, (유)한미동부철강)",25119,기타 구조용 금속제품 제조업,063-465-9000,063-465-9590,4,금속가공품
개별입지,(유)한빛산기,전원식,"전북특별자치도 군산시 양촌1길 38 (조촌동, 한빛산기)",25113,육상 금속 골조 구조재 제조업 외 5 종,063-0442-2909,063-0442-7806,2,구조금속제품
개별입지,(유)한빛페이퍼,이성남,전북특별자치도 군산시 옥산면 산성로 58-3 (자동차 부품),17110,펄프 제조업,063-463-2558,063-463-9113,3,화장지
개별입지,(유)한성산기,백대준,전북특별자치도 군산시 칠성3길 65 (산북동),29131,액체 펌프 제조업 외 1 종,063-471-9318,063-441-9199,9,"펌프, 전동기"
군산옥구농공단지,(유)한성산기,백대준,전북특별자치도 군산시 옥구읍 광월안길 26 (총 2 필지) 외 1필지,29131,액체 펌프 제조업 외 9 종,063-441-9100,063-441-9191,37,"펌프, 모터"
군산2국가산업단지,(유)한솔라산업,이광근,전북특별자치도 군산시 무역로 123 (오식도동),25113,육상 금속 골조 구조재 제조업,000-0000-0000,,6,"태양광구조물, 브라켓 외"
군산2국가산업단지,(유)한신수출포장,이광석,"전북특별자치도 군산시 가도로 105 (오식도동, 코리아BENDER)",16231,목재 깔판류 및 기타 적재판 제조업,063-467-4840,063-471-4840,5,목재 파렛트
군산2국가산업단지,(유)한신수출포장,이광석,전북특별자치도 군산시 중가도길 43(오식도동),16231,목재 깔판류 및 기타 적재판 제조업,063-467-4840,063-471-4840,17,목재 파렛트
군산2국가산업단지,(유)한인스틸,박재현,전북특별자치도 군산시 자유무역로 166-26 (오식도동),25122,금속탱크 및 저장용기 제조업,063-465-8809,063-466-1830,5,압력탱크
군산자유무역지역,(유)한일온열기,강규봉,전북특별자치도 군산시 자유무역1길 100 (오식도동) 외 1필지,28512,가정용 전기 난방기기 제조업,063-471-9807,063-471-9805,14,가정용전기난방기기
군산2국가산업단지,(유)한창에너지,김규환,"전북특별자치도 군산시 산단남북로 56, A동 204호(오식도동, 한국산업단지공단)",28123,배전반 및 전기 자동제어반 제조업,063-831-7072,063-832-7072,3,"접지선, 배전반 및 자동제어반"
군산2국가산업단지,(유)해강산업,변경문,"전북특별자치도 군산시 자유무역로 143-32 (오식도동, (유)동화테크)",25122,금속탱크 및 저장용기 제조업 외 1 종,063-467-1950,063-467-1951,7,산업용 탱크
개별입지,(유)해양전자장비,오백순,"전북특별자치도 군산시 해망로 142-1 (금암동, (주)해양전자장비)",26429,기타 무선 통신장비 제조업 외 4 종,063-0443-0011,063-0442-8131,5,"CCTV,무선통신응용장치,스피커복합셋트"
군산임피농공단지,(유)해은,이혜은,전북특별자치도 군산시 임피면 항쟁로 43-9,28903,교통 신호장치 제조업 외 4 종,063-453-5157,0504-267-7720,5,"교통신호장치, 음향기기,  ,  ,  "
군산2국가산업단지,(유)협성,안병근,"전북특별자치도 군산시 외항로 905-11(오식도동, (유)협성)",23991,아스팔트 콘크리트 및 혼합제품 제조업,063-463-7920,063-453-8116,3,아스콘
군산서수농공단지,(유)호식식품,이창희,전북특별자치도 군산시 서수면 용천로 334-9,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,063-451-7078,063-451-7079,37,돈1차 부산물
개별입지,(유)호원레미콘,최고산,전북특별자치도 군산시 임피면 남산로 181-19 (임피면),23322,레미콘 제조업,063-453-7945,063-453-7949,6,"레미콘,수로관"
개별입지,(유)홍문수산,장홍석,전북특별자치도 군산시 설림길 57-6 (소룡동),10212,수산동물 건조 및 염장품 제조업,063-468-2991,063-468-2991,2,"건해삼,자국해삼"
군산임피농공단지,(유)화인애드,유명환,전북특별자치도 군산시 임피면 동군산로 810-46,33910,간판 및 광고물 제조업 외 9 종,063-466-9060,063-466-9061,6,"광고판,철구조물"
개별입지,(유)효송그린푸드,김낭주,전북특별자치도 군산시 회현면 남군산로 863,10212,수산동물 건조 및 염장품 제조업 외 4 종,063-468-3917,063-468-3911,17,젓갈
개별입지,(유)흥진기계,최오옥,전북특별자치도 군산시 옥산면 산성로 58-2 (제조업),29169,기타 물품 취급장비 제조업 외 25 종,063-464-4994,063-464-4996,3,철구조물제작
군산2국가산업단지,(유)희경메카텍,은희경,전북특별자치도 군산시 자유무역로 152 (오식도동),29210,농업 및 임업용 기계 제조업,063-581-5155,063-581-5158,33,"색채선별기, plc판넬"
군산2국가산업단지,(자)해양선박,김경호,전북특별자치도 군산시 외항로 925-22(오식도동),30203,트레일러 및 세미트레일러 제조업,041-951-2200,041-953-0712,2,트레일러
군산2국가산업단지,(주) 노엔지테크,임현미,전북특별자치도 군산시 외항로 961(오식도동),25923,도장 및 기타 피막처리업,000-0000-0000,,4,주물도장
군산임피농공단지,(주) 태광엔텍,심원두,전북특별자치도 군산시 임피면 항쟁로 43-21,29173,산업용 송풍기 및 배기장치 제조업 외 10 종,031-744-8844,031-744-8845,5,슬러지수집기 외
군산자유무역지역,(주)BTX  KOREA,박성준,"전북특별자치도 군산시 자유무역로 265 (오식도동, ㈜대한통운)",52109,기타 보관 및 창고업,063-468-8922,,41,기타 창고업
개별입지,(주)INOVENTUS,은범수,"전북특별자치도 군산시 임피면 호원대3길 64, 호원대학교 창업보육센터 103호",28111,전동기 및 발전기 제조업 외 2 종,063-451-0530,063-451-0531,6,"하이브리드(풍력,태양광) 가로등"
군산서수농공단지,(주)NS테크,유세곤,"전북특별자치도 군산시 서수면 용천로 334-12, (마룡리 93-25, 93-26번지)",30332,자동차용 신품 전기장치 제조업,041-742-0288,063-451-0289,110,와이어하네스
군산일반산업단지,(주)SH에너지화학,정케빈규봉,"전북특별자치도 군산시 외항7길 20 (소룡동, (주)SH에너지화학)",20202,합성수지 및 기타 플라스틱 물질 제조업,063-469-1604,063-469-1519,117,합성수지
군산2국가산업단지,(주)가나피엔엘 군산공장,이상범,전북특별자치도 군산시 동가도길 81 (오식도동),16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",062-945-4105,062-945-4108,8,수출용 목재박스
군산2국가산업단지,(주)거광,문수용,전북특별자치도 군산시 산단로 15 (오식도동),25119,기타 구조용 금속제품 제조업,063-465-1010,063-465-0220,10,모듈러 하우스 
군산임피농공단지,(주)건우에코월드,이정임,전북특별자치도 군산시 임피면 동군산로 810-19,28429,기타 조명장치 제조업 외 2 종,063-452-3545,,5,축광야간 경관제품
개별입지,(주)경기화학약품상사,김재웅,"전북특별자치도 군산시 해망로 166, (주)경기화학약품상사 (신영동)",10801,배합 사료 제조업 외 1 종,063-445-2204,032-351-0198,7,단미사료
군산국가산업단지,(주)경덕산업,오인근,전북특별자치도 군산시 소룡동번지 1645-3번지,22241,운송장비 조립용 플라스틱제품 제조업 외 1 종,032-562-4277,032-562-4279,8,자동차 도어핸들 외
군산서수농공단지,(주)경신,"이승관, 니시다미츠오",전북특별자치도 군산시 서수면 용천로 352 (경신공업㈜),30331,자동차용 신품 동력전달장치 제조업 외 1 종,063-730-3300,063-730-3333,64,자동차배선조립
