연번,시군,회사명,공장대표주소(도로명),전화번호,주생산품
218,청주시,(주)대흥전기공업,충청북도 청주시 청원구 오창읍 성산리 98-1번지,043-213-9311,변압기
219,청주시,(주)더난,충청북도 청주시 서원구 남이면 외천리 547-0,043-651-0020,"징크,외벽자재"
220,청주시,(주)더맘,충청북도 청주시 흥덕구 복대동 100-5번지 4층 401 4층 401호,043-235-7884,"쌀 가공식품, 누룽지 외"
221,청주시,(주)더블에스테크,충청북도 청주시 흥덕구 송정동 279-5번지 4층 404,043-263-3705,PCB 생산용 기계
222,청주시,(주)더비젼시스템,충청북도 청주시 흥덕구 송정동 407 청주 테크노 S타워 704호 704호 외 2필지,043-903-6056,"LED조명, 조명제어장치, 출입통제시스템, 전자기 측정기기 등 "
223,청주시,(주)더치탑,충청북도 청주시 흥덕구 옥산면 환희리 27-25번지,043-716-1300,더치커피 원액
224,청주시,(주)더클탑 ,충청북도 청주시 흥덕구 송정동 407번지 1동 3층 315,043-233-4695,"유무선통신장비, 동보장치, 스피커 등 "
225,청주시,(주)더하이브,충청북도 청주시 청원구 오창읍 두릉리 470-8번지,051-644-5100,"전동,공구 등(수동드라이버, 반자동드라이버)"
226,청주시,(주)더하이브,충청북도 청주시 청원구 내수읍 내수리 258-31,,전동드라이버
227,청주시,(주)덕성기업사,충청북도 청주시 서원구 현도면 중삼리 322번지,043-271-8714,"모터, 펌프, 수처리기계, 공조기계, 전동기, 인버터, 감속기, 변압기"
228,청주시,(주)덕성타이어,충청북도 청주시 청원구 북이면 추학리 5-8번지 외 1필지,043-273-4800,고무밧줄
229,청주시,(주)덕성페인텍,충청북도 청주시 서원구 현도면 죽전리 97-1번지,043-262-7729,철구조물 도장
230,청주시,(주)데시존,충청북도 청주시 청원구 오창읍 양청리 810-13 청주미래누리터(지식산업센터) 4층 409호 4층 409호 외 1필지,043-216-2371,"탈취제, 습기제거제"
231,청주시,(주)도우인시스,충청북도 청주시 흥덕구 옥산면 호죽리 920-0,043-214-1614,"터치디스플레이, 커버글라스 "
232,청주시,(주)도원창호,충청북도 청주시 서원구 현도면 중삼리 290-1번지,042-931-2991,pvc창호
233,청주시,(주)도이치뮬러침대,충청북도 청주시 상당구 가덕면 삼항리 266-1,,"침대,토퍼매트리스"
234,청주시,(주)도토미식품,충청북도 청주시 청원구 북이면 장재리 211-1번지 외 3필지,043-211-6100,돈까스
235,청주시,(주)도현테크,충청북도 청주시 청원구 내수읍 풍정리 237-2번지,043-216-4626,누릉지
236,청주시,(주)동남일렉콤 ,충청북도 청주시 흥덕구 송정동 123번지,043-250-6403,마그네트콘텍트
237,청주시,(주)동림,충청북도 청주시 상당구 낭성면 호정리 산 87번지 외 1필지,043-253-7733,목재벽돌
238,청주시,(주)동명에이치앤디,충청북도 청주시 서원구 남이면 구미리 1-5번지 외 1필지,043-221-6800,"골재,모래"
239,청주시,(주)동명이엔지,충청북도 청주시 상당구 문의면 남계리 305-4,043-236-6715,LED 조명장치
240,청주시,(주)동방정공,충청북도 청주시 서원구 남이면 가마리 147번지,043-291-8888,방화문
241,청주시,(주)동보포장,충청북도 청주시 서원구 남이면 척산리 34-4 번지,043-269-3465,골판지
242,청주시,(주)동부산업기계,충청북도 청주시 흥덕구 옥산면 덕촌리 123-2번지,043-236-9221,기계제작 부품가공
243,청주시,(주)동서엔지니어링,충청북도 청주시 청원구 오창읍 괴정리 666-1번지,043-215-4786,산업기계
244,청주시,(주)동서엔지니어링,충청북도 청주시 청원구 오창읍 괴정리 666-3번지,043-215-4786,산업기계
245,청주시,(주)동신프라텍,충청북도 청주시 청원구 북이면 장재리 424-3번지,043-217-4844,"플라스틱운반상자,파렛트,인조잔디조경,안전모등"
246,청주시,(주)동아축산유통,충청북도 청주시 청원구 정상동 71-3 B동,043-211-1222,돼지고기 포장육
247,청주시,(주)동아하이텍,충청북도 청주시 흥덕구 옥산면 호죽리 926번지,043-715-5555,고전압 파워서플라이 및 전기변환장치
248,청주시,(주)동아한돈미트상신지점,충청북도 청주시 흥덕구 상신동 75-3,043-211-1222,돈육
249,청주시,(주)동양연합엔지니어링,충청북도 청주시 서원구 남이면 구미리 221-23,,태양광 발전장치
250,청주시,(주)동양인터내셔날,충청북도 청주시 서원구 현도면 중삼리 산 20-2 외 6필지,042-933-8237,알루미늄 가공품
251,청주시,(주)동양특수주강,충청북도 청주시 서원구 현도면 죽전리 280-1번지,043-269-2977,"철도차량부품, Bearing Housing Sprocket"
252,청주시,(주)동양하이폴,충청북도 청주시 흥덕구 강내면 다락리 110-28번지,043-231-1557,아크릴
253,청주시,(주)동양하이폴 제2공장,충청북도 청주시 흥덕구 강내면 태성리 142-2번지,033-231-1557,접착섬유테이프
254,청주시,(주)동우이앤에스,충청북도 청주시 서원구 남이면 양촌리 200-1번지 주2동 2층,043-286-3615,방송 및 유무선 통신장비
255,청주시,(주)동원레미콘 청주,충청북도 청주시 흥덕구 강내면 연정리 205-2번지,043-904-5000,레미콘
256,청주시,(주)동원레미콘 청주공장,충청북도 청주시 서원구 남이면 부용외천리 1028-5번지,043-904-5000,레미콘
257,청주시,(주)동원에프앤비 청주공장,충청북도 청주시흥덕구 복대1동 100-17번지,043-268-1288,조미김
258,청주시,(주)동원화학,충청북도 청주시 흥덕구 향정동 43-2번지,043-273-1807,부동산임대
259,청주시,(주)동인,충청북도 청주시 흥덕구 송정동 277-7,043-273-2600,"공작기계, 세라믹 브러쉬"
260,청주시,(주)동인건설,충청북도 청주시 서원구 현도면 시동리 441번지 청원석재,070-8243-2402,미끄럼방지포장재
261,청주시,(주)동인산업,충청북도 청주시 청원구 오창읍 두릉리 675-0 외 1필지,043-715-5042,
262,청주시,(주)동인산전,충청북도 청주시 서원구 남이면 척산리 357번지 외 1필지,043-234-2151,누전차단기
263,청주시,(주)동일,충청북도 청주시 청원구 사천동 114-5번지,043-216-4455,"배전반,보행자감지기,태양광발전장치"
264,청주시,(주)동일,충청북도 청주시 상당구 낭성면 문박리 74번지,043-216-4455,"분전반및배전반,육상금속골조구조재,태양광발전장치등"
265,청주시,(주)동진냉동판넬,충청북도 청주시 청원구 북이면 내추리 273-1,043-211-1710,단열판넬
266,청주시,(주)동해식품,충청북도 청주시 상당구 남일면 신송리 94-1,043-294-4500,"건어물, 다시팩, 천연조미료"
267,청주시,(주)동헌기업,충청북도 청주시 흥덕구 오송읍 연제리 610번지 연제리 610,043-238-0348,의료용 멸균장치
268,청주시,(주)동화,충청북도 청주시흥덕구 봉명동 371-18번지,043-273-0937,"핫도그, 정육"
269,청주시,(주)두드림,충청북도 청주시 흥덕구 강내면 학천리 184-1번지,,마스크팩
270,청주시,(주)두리산업,충청북도 청주시 청원구 내수읍 구성리 20-1번지,043-233-2649,알루미늄 복합판넬
271,청주시,(주)두본,충청북도 청주시 흥덕구 강내면 태성리 357-6번지,043-235-2307,"하이드로탈사이트,무독난연제,삼염기성인산칼슘,스테아린산나트륨,복합고분자첨가제"
272,청주시,(주)드림시스템,충청북도 청주시 흥덕구 옥산면 오산리 590-42,043-263-6159,"광학기기, 조명"
273,청주시,(주)드림켐테크놀로지,충청북도 청주시 흥덕구 강내면 태성리 117-7번지,043-235-4251,"핸드폰 BATTERY, TRAY, 자동차부품, 플라스틱성형"
274,청주시,(주)드림테크,충청북도 청주시 흥덕구 서촌동 589-2번지 제1동,043-233-4182,"금속문,창,셔터"
275,청주시,(주)디더블유바이오,충청북도 청주시 흥덕구 옥산면 남촌리 1108-5번지,043-715-8883,의료용마스크
276,청주시,(주)디씨아이테크,충청북도 청주시 서원구 남이면 가좌리 165-6번지,043-267-3121,자동제어기기
277,청주시,(주)디아이코리아,충청북도 청주시 서원구 현도면 죽전리 356-4,,롤스크린부품 및 방충망부품(플라스틱)
278,청주시,(주)디아이테크,충청북도 청주시 청원구 오창읍 일신리 221-47,031-2540-070,산업용정수장치 
279,청주시,(주)디알에스산전,충청북도 청주시 청원구 주중동 447-8번지,043-216-1555,자동제어반
280,청주시,(주)디앤디에코텍,충청북도 청주시 상당구 미원면 중리 24-1번지 외 2필지,043-218-6010,"옹벽블록,수도관맨홀"
281,청주시,(주)디앤아이코퍼레이션,충청북도 청주시 청원구 북이면 내추리 284번지,043-266-2750,"차선분리대,조형물,금속구조물,간판, 콘크리트보강섬유"
282,청주시,(주)디앤티,충청북도 청주시 흥덕구 옥산면 남촌리 1112-1,042-360-8024,"의료용 모니터, 게임용 모니터, 교육용 모니터"
283,청주시,(주)디어포스멤브레인스,충청북도 청주시 상당구 가덕면 한계리 94-1번지 외 1필지,043-287-0108,정수시스템설비
284,청주시,(주)디에스앤,충청북도 청주시 청원구 북이면 석성리 380-2 외 4필지,043-836-3880,PVC창호
285,청주시,(주)디에스이에스 ,충청북도 청주시 청원구 오창읍 후기리 산 115-2번지,043-263-5961,"화분받침대, 재생수지원료"
286,청주시,(주)디에스테크노,충청북도 청주시 흥덕구 옥산면 남촌리 1112-12번지 ㈜플라윅스,070-7120-7360,QUARTZ(석영) 가공품
287,청주시,(주)디에이치아이에스,충청북도 청주시 청원구 오창읍 복현리 419-3번지 외 2필지,043-716-2235,변압기
288,청주시,(주)디에프텍,충청북도 청주시흥덕구 송정동 123-2번지,043-272-1421,"반도체장비부품/세정, 전자기계부품"
289,청주시,(주)디엠,충청북도 청주시 서원구 현도면 시동리 394-4번지 동명산업,043-272-9838,주방상판 등 석제품
290,청주시,(주)디엠,충청북도 청주시 서원구 현도면 시동리 393,043-269-0478,주방씽크상판
291,청주시,(주)디엠비피,충청북도 청주시 청원구 오창읍 농소리 51-5번지,043-278-4001,PCB세정장비 및 주변장치
292,청주시,(주)디엠씨케이컴퍼니,충청북도 청주시 청원구 오창읍 양청리 810-13 청주미래누리터(지식산업센터) 403호 403호,02-868-0870,화장품
293,청주시,(주)디엠이,충청북도 청주시 흥덕구 송정동 19-9,043-268-9811,PCB
294,청주시,(주)디엠창호패널,충청북도 청주시 청원구 오창읍 가곡리 47-1,,하이샤시문틀
295,청주시,(주)디엠케이,충청북도 청주시 흥덕구 옥산면 호죽리 925,043-236-8688,"Opical Bonding, Syringe 충진, 전자재료, 의약품중간체"
296,청주시,(주)디엠케이홀딩스,충청북도 청주시 흥덕구 옥산면 호죽리 925,043-236-8689,옵티컬본딩(디스플레이용)
297,청주시,(주)디오스,충청북도 청주시 상당구 가덕면 금거리 109번지,070-8864-7765,엑스레이 윈도우
298,청주시,(주)디원옵텍,충청북도 청주시 흥덕구 송정동 70-73 직지스마트타워 1동 10층 1009호 1동 10층 1009호,043-211-4880,콘택트 렌즈
299,청주시,(주)디자인 공감,충청북도 청주시 서원구 사직동 221-9번지,043-287-4752,"디오라마, 안내판"
300,청주시,(주)디자인명성,충청북도 청주시 청원구 정상동 30-11,043-216-6388,"현수막, 광고판, 실물모형, 인쇄물"
301,청주시,(주)디자인셀,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리 1동 4층 411호 외 5필지,043-264-3359,줄기세포 배양액
302,청주시,(주)디자인플랜트,충청북도 청주시 청원구 오창읍 중신리 134번지,,금속탱크
303,청주시,(주)디케이인터내셔널,충청북도 청주시 흥덕구 서촌동 603-2,043-231-8885,"주방용가구, 소형가구"
304,청주시,(주)디투에이스,"충청북도 청주시 흥덕구 송정동 279-5번지 1동 12층 1201, 1202호  1동 12층 1201, 1202호호 외 1필지",043-276-7231,"반도체장비부품, 기계 사후관리"
305,청주시,(주)떡과풍경,충청북도 청주시 상당구 문의면 남계리 119,043-288-6015,"가래떡, 떡볶이떡"
306,청주시,(주)똥광미곡처리장,충청북도 청주시 흥덕구 강내면 월탄리 222-6 외 1필지,043-231-7356,"백미, 현미"
307,청주시,(주)라온솔루션,"충청북도 청주시 청원구 오창읍 양청리 810-13 청주미래누리터(지식산업센터)  101호, 303호",1533-2132,반도체 테스트용 PCB
308,청주시,(주)라온테크놀로지,충청북도 청주시 청원구 내수읍 구성리 344-4,,2차전지 자동화 설비
309,청주시,(주)라이트로닉스,충청북도 청주시 청원구 내덕동 771-1번지,043-250-1110,정류기
310,청주시,(주)라인통신,충청북도 청주시 청원구 오창읍 양청리 733-11번지,043-217-0412,"CCTV,방송장비"
311,청주시,(주)랩엔텍,충청북도 청주시 서원구 남이면 부용외천리 1001-1 2층,043-272-2220,"실험실 안전 시약장(상온, 냉장, 냉동용)"
312,청주시,(주)랩코,충청북도 청주시 흥덕구 복대동 100-5 1동 지상9층 907호 외 2필지,070-8780-3566,미세먼지 측정기 등
313,청주시,(주)러셀,충청북도 청주시 흥덕구 옥산면 호죽리 921번지,043-532-8818,반도체 장비
314,청주시,(주)럭키광고산업,충청북도 청주시 서원구 미평동 272번지,043-231-0972,간판 외 기타 광고물 
315,청주시,(주)럭키산업,충청북도 청주시 청원구 북이면 금암리 441-5번지,043-297-8197,창호
316,청주시,(주)레오,충청북도 청주시 서원구 남이면 척산리 323-4번지,043-236-6740,"LED조명, 전기전자부품, 태양광부품, 의료용 전기장비외"
317,청주시,(주)로가닉코리아,충청북도 청주시 청원구 오창읍 기암리 65-3번지,043-212-7645,수처리 필터
