시도,시군구,회사명,공장구분,전화번호,생산품,업종명,공장대표주소(도로명)
충청남도,천안시 동남구,(주)대성라이팅,개별입지,,LED가로등 LED보안등+LED다운조명등+LED실내조명,일반용 전기 조명장치 제조업,충청남도 천안시 동남구 성남면 대흥1길 206-20 ((주)I.S.T)
충청남도,천안시 서북구,(주)대성스틸랜드,개별입지,,앵커브라켓+후크봉스티프너,볼트 및 너트류 제조업 외 2 종,충청남도 천안시 서북구 성진로 1324 (입장면)
충청남도,천안시 서북구,(주)대성스틸랜드,개별입지,031-403-0545,산업용 파스너+강파일용 부품,그 외 금속파스너 및 나사제품 제조업 외 1 종,충청남도 천안시 서북구 입장면 연곡길 180-4
충청남도,천안시 서북구,(주)대성이앤지,계획입지,041-412-2600,부품전착,도장 및 기타 피막처리업,충청남도 천안시 서북구 직산읍 2공단5로 117-16
충청남도,천안시 서북구,(주)대성이앤지 두정공장,개별입지,041-561-2637,도장및 피막처리특수목적용기계,도장 및 기타 피막처리업,충청남도 천안시 서북구 두정동 403-4번지
충청남도,천안시 서북구,(주)대성이앤지 직산2공장,계획입지,041-412-2615,전착도장부품,도장 및 기타 피막처리업,충청남도 천안시 서북구 직산읍 2공단5로 97-30
충청남도,천안시 서북구,(주)대성파인텍,개별입지,055-289-4885,라미네이팅,플라스틱 접착처리 제품 제조업 외 1 종,충청남도 천안시 서북구 성거읍 모전리 33-36번지
충청남도,천안시 서북구,(주)대성파인텍,개별입지,055-289-4885,자동차용 시트부품,그 외 자동차용 신품 부품 제조업,충청남도 천안시 서북구 성환읍 천안대로 2166-74 외 3필지
충청남도,천안시 서북구,(주)대성하이테크,개별입지,041-410-7005,자동차부품,그 외 자동차용 신품 부품 제조업 외 5 종,충청남도 천안시 서북구 입장면 용정리 304-2
충청남도,천안시 동남구,(주)대승프론티어,개별입지,070-7439-3783,가정용유리제품+포장용유리용기,가정용 유리제품 제조업 외 2 종,충청남도 천안시 동남구 수신면 발산리 298번지 외 8필지 외 8필지
충청남도,천안시 동남구,(주)대신제과 천안공장,개별입지,041-555-4180,호도과자+팥앙금,곡물 혼합분말 및 반죽 제조업 외 1 종,충청남도 천안시 동남구 목천읍 성남로 103
충청남도,천안시 서북구,(주)대신테크,개별입지,041-587-8807,금형품,주형 및 금형 제조업,충청남도 천안시 서북구 입장면 위례산길 84
충청남도,천안시 서북구,(주)대아테크,개별입지,041-588-9990,컨넥터+산업용 오픈 부품,그 외 기타 전자부품 제조업 외 3 종,충청남도 천안시 서북구 성환읍 신방로 302-12 ((주)대아테크) 외 1필지
충청남도,천안시 서북구,(주)대영수출포장,개별입지,041-584-7406,목재 상자,"목재 포장용 상자, 드럼 및 유사용기 제조업",충청남도 천안시 서북구 입장면 독정4길 8
충청남도,천안시 동남구,(주)대영오앤이,개별입지,041-629-4500,LCD BLU,액정 표시장치 제조업,충청남도 천안시 동남구 성남면 화성리 444-26번지 진입도로 외 10필지
충청남도,천안시 동남구,(주)대영토건,개별입지,041-554-6118,거적(볏집),코르크 및 조물제품 제조업,충청남도 천안시 동남구 풍세면 태학산로 56
충청남도,천안시 서북구,(주)대영팜피코,개별입지,02-6914-5656,단미사료,반려동물용 사료 제조업 외 1 종,충청남도 천안시 서북구 직산읍 성진로 162
충청남도,천안시 동남구,(주)대우포장,개별입지,041-557-3133,골판지상자,골판지 제조업 외 1 종,충청남도 천안시 동남구 목천읍 성남로 97-50 (태우포장)
충청남도,천안시 동남구,(주)대정,개별입지,041-554-0742,먹는샘물(생수)+물통,생수 생산업 외 1 종,충청남도 천안시 동남구 성남면 대정1길 19-11 ((주)대정)
충청남도,천안시 동남구,(주)대정고분자산업,개별입지,041-582-7142,TFT-LCD용 정밀박판유리+자동차 에어컨 콤프레샤 부품+자동차용 고무부품,그 외 자동차용 신품 부품 제조업 외 4 종,충청남도 천안시 동남구 목천읍 진주골길 33
충청남도,천안시 동남구,(주)대정피드텍,개별입지,041-564-0558,단미사료,반려동물용 사료 제조업 외 2 종,충청남도 천안시 동남구 성남면 성남신덕1길 343 (대정산업(주))
충청남도,천안시 서북구,(주)대지개발,개별입지,041-581-4432,유기질비료,복합비료 및 기타 화학비료 제조업 외 1 종,충청남도 천안시 서북구 성환읍 와룡길 97-71
충청남도,천안시 동남구,(주)대진,개별입지,041-415-0301,플라스틱 시트,플라스틱 필름 제조업 외 1 종,충청남도 천안시 동남구 북면 양곡1길 38-11
충청남도,천안시 동남구,(주)대진글라스,개별입지,041-568-3020,복층유리+강화유리,안전유리 제조업 외 1 종,충청남도 천안시 동남구 성남면 신사운전길 45-15 (대진글라스공장)
충청남도,천안시 동남구,(주)대진글라스2공장,개별입지,041-568-3020,복층유리,기타 판유리 가공품 제조업,충청남도 천안시 동남구 성남면 신사리 산 69-1번지 외 4필지
충청남도,천안시 서북구,(주)대진테크,개별입지,041-582-8887,생활용품(휴지통 및 분리수거함),그 외 기타 플라스틱 제품 제조업,충청남도 천안시 서북구 입장면 외유리1길 23 외 4필지
충청남도,천안시 서북구,(주)대진테크(지점),개별입지,041-582-8887,쓰레기통+분리수거함,그 외 기타 플라스틱 제품 제조업 외 2 종,충청남도 천안시 서북구 입장면 외유리1길 50
충청남도,천안시 서북구,(주)대창,개별입지,041-581-7396,젓갈,수산동물 건조 및 염장품 제조업 외 1 종,충청남도 천안시 서북구 성환읍 성환21길 33 (미원청정원)
충청남도,천안시 서북구,(주)대창기업,개별입지,041-588-6866,의자몸체부품(고속철도 및 자동차),자동차용 신품 의자 제조업 외 2 종,충청남도 천안시 서북구 성환읍 수향리 432-21 번지
충청남도,천안시 서북구,(주)대풍환경개발,개별입지,02-456-7456,밸브류,"탭, 밸브 및 유사장치 제조업",충청남도 천안시 서북구 입장면 신두리 91-11번지 외 1필지
충청남도,천안시 동남구,(주)대한씨에스씨,개별입지,,공조용casing,산업용 냉장 및 냉동 장비 제조업,"충청남도 천안시 동남구 동면 화복로 559, 3동"
충청남도,천안시 동남구,(주)대한터링협회,개별입지,,터링(놀이형 운동기구),놀이터용 장비 제조업,"충청남도 천안시 동남구 백석대학로 1-9, 창업보육센터 302호(안서동, 백석대학교(학생복지관))"
충청남도,천안시 동남구,(주)대현이엔지,개별입지,041-415-0065,PC암거용 몰드(거푸집),육상 금속 골조 구조재 제조업 외 1 종,충청남도 천안시 동남구 삼성3길 8 -25(목천읍)
충청남도,천안시 서북구,(주)대화정공,개별입지,041-588-5600,자동차부품,그 외 자동차용 신품 부품 제조업 외 3 종,충청남도 천안시 서북구 직산읍 군수1길 206-17 ((주)대화정공) 외 11필지
충청남도,천안시 서북구,(주)대흥,개별입지,041-565-5001,자동차 정비 외,건설 및 채광용 기계장비 제조업 외 1 종,충청남도 천안시 서북구 두정동 488번지
충청남도,천안시 서북구,(주)더경엔터프라이즈,개별입지,042-934-1703,자동차부품+전력량계부품,운송장비 조립용 플라스틱제품 제조업 외 1 종,충청남도 천안시 서북구 입장면 성진로 1126 (대한공조) 외 1필지
충청남도,천안시 서북구,(주)더리더스,개별입지,041-425-0033,OPP 접착 테이프,플라스틱 접착처리 제품 제조업,충청남도 천안시 서북구 성환읍 왕림길 123-26
충청남도,천안시 서북구,(주)더블류제이,개별입지,041-567-7433,반도체 기계용 알루미늄 프로파일 프레임,반도체 제조용 기계 제조업,충청남도 천안시 서북구 성환읍 율금1길 100-2
충청남도,천안시 서북구,(주)더에스엠,개별입지,,목재칩외,표면 가공 목재 및 특정 목적용 제재목 제조업,충청남도 천안시 서북구 성환읍 각금2길 153-48
충청남도,천안시 서북구,(주)더이엔지,계획입지,041-551-8581,반도체 장비 분전반 외,배전반 및 전기 자동제어반 제조업,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 207, 436, 440호 (백석동)"
충청남도,천안시 서북구,(주)더존테크,개별입지,041-581-7600,돌망태+용접철망,금속선 가공제품 제조업,충청남도 천안시 서북구 입장면 삼사로 2028-13
충청남도,천안시 서북구,(주)더하연,개별입지,031-432-9351,악취저감 천연 탈취제,표면광택제 및 실내가향제 제조업,충청남도 천안시 서북구 성환읍 성환신흥3길 9
충청남도,천안시 동남구,(주)덕산테코피아,계획입지,041-903-9700,inter10(디스플레이액정원료),그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청남도 천안시 동남구 풍세면 풍세산단2로 39
충청남도,천안시 동남구,(주)덕산테코피아 천안사업장,계획입지,041-533-5660,반도체광섬유원료,그 외 기타 분류 안된 화학제품 제조업 외 3 종,"충청남도 천안시 동남구 성남면 5산단3로 30, (주)덕산테코피아 천안사업장 외 1필지"
충청남도,천안시 서북구,(주)덕산하이켐,개별입지,041-571-4475,가공 정제염,가공 및 정제염 제조업,충청남도 천안시 서북구 수레터1길 27(차암동)
충청남도,천안시 동남구,(주)덕신이피씨,개별입지,041-558-4461,데크+플레이트,구조용 금속 판제품 및 공작물 제조업,충청남도 천안시 동남구 수신면 수신로 485-34 외 22필지
충청남도,천안시 서북구,(주)덕신프라텍,개별입지,041-584-6800,플라스틱포장용 플라스틱 성형용기,포장용 플라스틱 성형용기 제조업,충청남도 천안시 서북구 입장면 양대리 270번지 외 3필지
충청남도,천안시 동남구,(주)덕영철강산업,개별입지,041-554-1820,모형절단+기계제작,금속 절삭기계 제조업,충청남도 천안시 동남구 성남면 대흥1길 173-64 외 1필지
충청남도,천안시 서북구,(주)덕흥산업,개별입지,041-557-0147,파쇄기,기타 물품 취급장비 제조업,충청남도 천안시 서북구 성거읍 소우리 37-74번지
충청남도,천안시 서북구,(주)데이비드텍,계획입지,070-8265-1434,전자제품(전자파 차폐용+열전도체),그 외 기타 전자부품 제조업 외 1 종,"충청남도 천안시 서북구 직산읍 직산로 136, 208호(충남테크노파크 차세대에너지센터)"
충청남도,천안시 서북구,(주)데이타큐브,계획입지,041-557-7007,컴퓨터시스템 통합자문 및 구축,컴퓨터 제조업,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 809호 (백석동)"
충청남도,천안시 동남구,(주)데임,개별입지,041-562-1792,전자기타 등,기타 악기 및 전자 악기 제조업,충청남도 천안시 동남구 목천읍 교천지산길 262 ((주)해강휀스타천안공장)
충청남도,천안시 서북구,(주)데카시스템,계획입지,041-589-0310,GPS골프거리측정기,기타 무선 통신장비 제조업,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 벤처관 3205호"
충청남도,천안시 동남구,(주)데코팔,개별입지,041-523-3030,하이펫트,플라스틱 필름 제조업 외 1 종,충청남도 천안시 동남구 동면 충절로 1995
충청남도,천안시 동남구,(주)덴탈맥스,계획입지,041-523-3580,절삭가공용 치과도재,치과기공물 제조업 외 2 종,충청남도 천안시 동남구 풍세면 보성리 710번지
충청남도,천안시 서북구,(주)도경시스템,개별입지,,반도체 장비 부품(LASER MARKING+STAGE),반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 양당리 216-2
충청남도,천안시 동남구,(주)도성이엔에이,개별입지,041-567-6699,아스콘,아스팔트 콘크리트 및 혼합제품 제조업,충청남도 천안시 동남구 광덕면 차령고개로 645-9 (총 8 필지) 외 7필지
충청남도,천안시 서북구,(주)도일코리아,개별입지,,사료운반차+TMR운반차,차체 및 특장차 제조업,
충청남도,천안시 서북구,(주)돈가식품,계획입지,041-556-2000,족발+김치,육류 기타 가공 및 저장처리업 (가금류 제외) 외 3 종,충청남도 천안시 서북구 백석동 555-23번지
충청남도,천안시 서북구,(주)동광이엔티,개별입지,041-581-4124,자동차부품,기타자동차부품제조업,충청남도 천안시 서북구 성환읍 와룡길 260 (동광이엔티)
