연번,벤처기업명,벤처확인유형,간략주소,업종분류(기보),업종명(10차),주생산품,벤처확인기관
1104,(주)자연과환경,혁신성장유형,충청남도 공주시,제조업,그 외 기타 콘크리트 제품 및 유사 제품 제조업,"콘크리트블럭, 프리캐스트콘크리트, 토양정화업, 일반건축공사업 등",벤처기업확인기관
30,주식회사 케이에스씨,혁신성장유형,충청남도 논산시,제조업,그 외 기타 콘크리트 제품 및 유사 제품 제조업,콘크리트2차제품,벤처기업확인기관
320,한산콘크리트,혁신성장유형,충청남도 서천군,제조업,콘크리트 관 및 기타 구조용 콘크리트제품 제조업,콘크리트 블럭,벤처기업확인기관
963,주식회사 일진하이콘,혁신성장유형,충청남도 부여군,제조업,"콘크리트 타일, 기와, 벽돌 및 블록 제조업","콘크리트 보도 블럭, 옹벽 블럭",벤처기업확인기관
156,㈜플랜이엔씨,연구개발유형,충청남도 논산시,건설운수,콘크리트 및 철근 공사업,콘크리트 거더,벤처기업확인기관
543,주식회사 엠팸,혁신성장유형,충청남도 천안시,제조업,요업용 도포제 및 관련제품 제조업,코팅제 제조,벤처기업확인기관
1190,주식회사 램아이티,벤처투자유형,충청남도 천안시,도소매업,"컴퓨터 및 주변장치, 소프트웨어 도매업","컴퓨터, 소프트웨어 유통",벤처기업확인기관
830,주식회사 나눔정보,혁신성장유형,충청남도 천안시,정보처리S/W,컴퓨터 시스템 통합 자문 및 구축 서비스업,컴퓨터 운영서비스 등,벤처기업확인기관
704,㈜예인에프에스,혁신성장유형,충청남도 천안시,제조업,기타 구조용 금속제품 제조업,컨트롤박스,벤처기업확인기관
504,주식회사 유니트,혁신성장유형,충청남도 홍성군,제조업,기타 구조용 금속제품 제조업,"컨테이너하우스,모듈러하우스",벤처기업확인기관
27,한국물류설비제작소㈜,혁신성장유형,충청남도 서천군,제조업,그 외 기타 달리 분류되지 않은 운송장비 제조업,컨베이어장치,벤처기업확인기관
708,어라운더블 주식회사,벤처투자유형,충청남도 천안시,정보처리S/W,응용 소프트웨어 개발 및 공급업,커뮤니티 셰어링 플랫폼,벤처기업확인기관
790,주식회사 모아프렌즈,벤처투자유형,충청남도 천안시,도소매업,전자상거래 소매 중개업,커뮤니티 서비스,벤처기업확인기관
767,렉스온주식회사,혁신성장유형,충청남도 아산시,제조업,트레일러 및 세미 트레일러 제조업,캠핑카 트레일러,벤처기업확인기관
921,경일아이엔디주식회사,연구개발유형,충청남도 천안시,제조업,액체 펌프 제조업,캔드타입모터펌프 엘피지가스펌프,벤처기업확인기관
591,주식회사 동해,혁신성장유형,충청남도 논산시,제조업,전시용 모형 제조업,칼라강판으로 제작한 초가지붕재,벤처기업확인기관
585,오에스시스템,혁신성장유형,충청남도 논산시,제조업,매트리스 및 침대 제조업,"침대,매트리스,환풍기",벤처기업확인기관
788,주식회사 클린베딩,벤처투자유형,충청남도 천안시,도소매업,전자상거래 소매업,침구류 렌탈 및 세탁,벤처기업확인기관
283,㈜삼한,혁신성장유형,충청남도 금산군,제조업,일반용 도료 및 관련제품 제조업,친환경페인트,벤처기업확인기관
90,㈜대덕바이오,혁신성장유형,충청남도 금산군,제조업,생물 살균ㆍ살충제 및 식물보호제 제조업,"친환경생물농약, 기능성신소재",벤처기업확인기관
275,㈜남영산업,혁신성장유형,충청남도 청양군,제조업,그 외 기타 분류 안된 금속 가공제품 제조업,친환경돌망태 외,벤처기업확인기관
581,에코바스,혁신성장유형,충청남도 천안시,제조업,벽 및 바닥 피복용 플라스틱 제품 제조업,친환경 욕실 천장재 LED 조명,벤처기업확인기관
958,주식회사 상경에프앤비,혁신성장유형,충청남도 논산시,제조업,기타 식품 첨가물 제조업,"치킨 소스, 파우더, 염지제, 시즈닝",벤처기업확인기관
1052,주식회사 토마스톤,혁신성장유형,충청남도 천안시,제조업,의료용품 및 기타 의약 관련제품 제조업,치면착색제,벤처기업확인기관
331,주식회사 두리안컴퍼니,혁신성장유형,충청남도 논산시,제조업,그 외 기타 특수 목적용 기계 제조업,충격완화장치,벤처기업확인기관
825,㈜라온텍,연구개발유형,충청남도 아산시,제조업,축전지 제조업,축전지팩및ESS부품설계개발제조,벤처기업확인기관
1056,주식회사 제이비이에스티,벤처투자유형,충청남도 아산시,제조업,축전지 제조업,"축전지, 전극",벤처기업확인기관
423,농업회사법인 토심바이오주식회사,혁신성장유형,충청남도 예산군,제조업,그 외 기타 분류 안된 화학제품 제조업,"축산환경개선제, 토양개량제, 작물생육제",벤처기업확인기관
715,이안스,혁신성장유형,충청남도 천안시,제조업,배합 사료 제조업,축산배합사료,벤처기업확인기관
225,㈜려암,혁신성장유형,충청남도 부여군,제조업,농업 및 임업용 기계 제조업,축산기기,벤처기업확인기관
333,힐링시스템주식회사,혁신성장유형,충청남도 천안시,제조업,농업 및 임업용 기계 제조업,축산기계 스마트팜IC무인자동급이기,벤처기업확인기관
371,㈜퓨어스피어,혁신성장유형,충청남도 논산시,제조업,그 외 기타 분류 안된 화학제품 제조업,"촉매, 구형탄소",벤처기업확인기관
287,㈜선영푸드,혁신성장유형,충청남도 천안시,제조업,과자류 및 코코아 제품 제조업,"초코스틱, 초콜릿 가공 제품",벤처기업확인기관
694,코론(주),연구개발유형,충청남도 천안시,제조업,기타 가공 공작기계 제조업,"초정밀 고속가공기(공작기계),초정밀 방전가공기, 초정밀 레이저가공기,가공사업",벤처기업확인기관
703,주식회사 소닉스비오엠,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전기장비 제조업,초음파 홀가공,벤처기업확인기관
260,주식회사 씨케이소닉,혁신성장유형,충청남도 아산시,제조업,그 외 기타 의료용 기기 제조업,초음파 세척기,벤처기업확인기관
789,웨스글로벌㈜,혁신성장유형,충청남도 천안시,제조업,산업 처리공정 제어장비 제조업,초음파 계측기기,벤처기업확인기관
957,주식회사 에이치앤제이,혁신성장유형,충청남도 천안시,제조업,액체 여과기 제조업,"초순수, 순수, 정수 장치 제조 및 유지보수",벤처기업확인기관
141,㈜씨알디,혁신성장유형,충청남도 논산시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,초고강도 콘크리트 거더,벤처기업확인기관
1079,블러드체크업 주식회사,연구개발유형,충청남도 아산시,도소매업,의료 기기 도매업,체외진단의료기기,벤처기업확인기관
1005,농업회사법인 주식회사 아삭,벤처투자유형,충청남도 공주시,"농,어,임,광업",채소작물 재배업,"청상추, 유러피안",벤처기업확인기관
1023,(주)아리수철강,혁신성장유형,충청남도 당진시,제조업,그 외 기타 금속 가공업,철판모형절단,벤처기업확인기관
1137,씨엠스코주식회사,혁신성장유형,충청남도 당진시,제조업,구조용 금속 판제품 및 공작물 제조업,"철판가공업(절단,가공)",벤처기업확인기관
57,㈜대호토탈,혁신성장유형,충청남도 당진시,제조업,철강선 제조업,철망철선돌망태금속제울타리,벤처기업확인기관
133,㈜지에스티,혁신성장유형,충청남도 금산군,제조업,철도 차량 부품 및 관련 장치물 제조업,철도차량 내장제 부품제조 및 가공업,벤처기업확인기관
1229,㈜천지건업,혁신성장유형,충청남도 아산시,제조업,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",철근받침대,벤처기업확인기관
982,(주)정광스틸,혁신성장유형,충청남도 보령시,제조업,그 외 기타 1차 철강 제조업,철근가공,벤처기업확인기관
288,㈜성진산업,혁신성장유형,충청남도 당진시,제조업,기타 구조용 금속제품 제조업,철구조물제작,벤처기업확인기관
1027,유한회사 럭키중공업,혁신성장유형,충청남도 논산시,건설운수,철골 및 관련 구조물 공사업,"철강구조물,철골구조물공사",벤처기업확인기관
1157,(주)제이원이엔씨,벤처투자유형,충청남도 당진시,건설운수,기타 비주거용 건물 건설업,"철강구조물 제작설치, 모듈러제작설치",벤처기업확인기관
1290,제이원에스케이 주식회사,벤처투자유형,충청남도 당진시,제조업,일반 철물 제조업,철 구조물 제작및설치,벤처기업확인기관
40,마이칼라페인트,연구개발유형,충청남도 논산시,제조업,천연수지 및 나무 화학 물질 제조업,천연수지등,벤처기업확인기관
960,농업회사법인(주)쉐어그린,혁신성장유형,충청남도 천안시,제조업,화학 살균ㆍ살충제 및 농업용 약제 제조업,"천연농약(유기농업자재)제조, 유통, 판매, 화훼류 및 식물재배, 식물판매",벤처기업확인기관
787,(주)미래이피,혁신성장유형,충청남도 천안시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,챔버 탱크반도체부품,벤처기업확인기관
402,주식회사 진영,혁신성장유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,챔버,벤처기업확인기관
313,㈜씨에스테크,혁신성장유형,충청남도 천안시,제조업,주형 및 금형 제조업,창호용하드웨어,벤처기업확인기관
134,㈜윈테크코리아,혁신성장유형,충청남도 천안시,제조업,자동차용 금속 압형제품 제조업,창호용 부품자동차용 부품,벤처기업확인기관
357,삼덕시스템(주),혁신성장유형,충청남도 아산시,제조업,"금속 문, 창, 셔터 및 관련제품 제조업","창호보강재,C형강,스틸하우스",벤처기업확인기관
229,주식회사 위로보틱스,벤처투자유형,충청남도 천안시,제조업,산업용 로봇 제조업,착용형 로봇,벤처기업확인기관
412,주식회사 서광산업아산,혁신성장유형,충청남도 아산시,제조업,화물 자동차 및 특수 목적용 자동차 제조업,차제 및 특장차,벤처기업확인기관
674,주식회사 비가림,혁신성장유형,충청남도 논산시,건설운수,기타 건물 관련설비 설치 공사업,차양,벤처기업확인기관
349,주식회사 조은기술,혁신성장유형,충청남도 천안시,제조업,교통 신호장치 제조업,차번인식 카메라,벤처기업확인기관
658,지엔에스티㈜,혁신성장유형,충청남도 천안시,제조업,그 외 자동차용 신품 부품 제조업,차량용음성인식 마이크 모듈,벤처기업확인기관
713,에스올텍 주식회사,벤처투자유형,충청남도 천안시,제조업,그 외 자동차용 신품 부품 제조업,"차량용DC에어컨,배터리자동충전기",벤처기업확인기관
1242,주식회사 진이어스,벤처투자유형,충청남도 천안시,연구개발서비스,의학 및 약학 연구개발업,"질병진단연구개발,연구개발,유전자공학",벤처기업확인기관
765,알파플러스,연구개발유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,진공증발원,벤처기업확인기관
780,㈜지우기술,연구개발유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,진공승화정제기,벤처기업확인기관
650,주식회사 브이에스엘,혁신성장유형,충청남도 아산시,정보처리S/W,응용 소프트웨어 개발 및 공급업,진공 기술 컨설팅 시뮬레이션 서비스,벤처기업확인기관
