순번,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,전화번호,팩스번호,외국인(남),외국인(여),종업원수,생산품
523,케이씨전기,부산광역시 영도구 해양로79번길 24(청학동),부산광역시 영도구 청학동 217-158,선박 구성 부분품 제조업,051-415-1208,,,,8,선박전기설비수리 및 판넬 제작
524,케이엠이(KME),"부산광역시 영도구 해양로123번길 7 (청학동, 코리아마린엔지니어링)",부산광역시 영도구 청학동 1-94번지 코리아마린엔지니어링,"레이더, 항행용 무선기기 및 측량기구 제조업",051-413-6599,051-412-6599,,,7,항해통신장비
525,케이엠티써브마린 주식회사,부산광역시 영도구 해양로135번길 10 (청학동),부산광역시 영도구 청학동 1-126번지,선박 구성 부분품 제조업,051-418-7666,051-413-1230,,,4,잠수함용 장비류(제관)
526,케이제이,부산광역시 영도구 대평로28번길 12 (대평동1가),부산광역시 영도구 대평동1가 23-3,선박 구성 부분품 제조업 외 24 종,051-415-6769,051-415-6719,,,0,"강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강, 강"
527,코스타,부산광역시 영도구 해양로 69 (청학동),부산광역시 영도구 청학동 217-92번지,기타 일반 기계 및 장비 수리업,051-414-5551,051-414-5552,,,1,선박용 부품 및 기자재
528,킴테크,부산광역시 영도구 해양로188번길 16 (청학동),부산광역시 영도구 청학동 1-190,선박 구성 부분품 제조업 외 3 종,051-417-9316,051-404-9317,,,3,"선박부품, 일반기계 및 장비 수리업, 선박기관, 선박수리"
529,탑마린엔지니어링앤드서비스(주),부산광역시 영도구 해양로65번길 12 (청학동),부산광역시 영도구 청학동 217-144번지,선박 구성 부분품 제조업,051-415-0877,051-415-0705,,,4,"밸브, 볼트, 커버"
530,태건기업사,"부산광역시 영도구 남항남로9번길 15, (일부) (남항동3가)",부산광역시 영도구 남항동3가 21-1번지,선박 구성 부분품 제조업,051-413-0246,051-413-6824,0,0,3,선박의장품(Shackle)
531,태광전기공업사,부산광역시 영도구 남항서로82번길 54-1 (남항동3가) 외 1필지,부산광역시 영도구 남항동3가 62-4 번지 외 1필지,배전반 및 전기 자동제어반 제조업,051-415-0229,051-413-0254,,,2,전기판넬
532,태림이엔지,부산광역시 영도구 해양로 24-11 (청학동),부산광역시 영도구 청학동 322-12,선박 구성 부분품 제조업,051-415-0305,051-415-0605,,,4,"선박파이프제작, 의장품제작"
533,태성선박,부산광역시 영도구 남항서로82번길 23 (남항동2가),부산광역시 영도구 남항동2가 111-2번지,선박 구성 부분품 제조업,051-417-8028,051-413-3687,,,4,선박엔진수리등
534,태승엔지니어링,부산광역시 영도구 남항서로 12-10 (남항동3가),부산광역시 영도구 남항동3가 141-120번지,선박 구성 부분품 제조업,051-412-0493,051-415-2185,0,0,3,선박용 케이싱
535,태양전공,부산광역시 영도구 대평북로 49 (대평동2가),부산광역시 영도구 대평동2가 127-6 번지 127-6,배전반 및 전기 자동제어반 제조업 외 4 종,051-416-9956,051-415-0067,,,5,"배전반 제작, 판넬"
536,태언기전,"부산광역시 영도구 남항서로 6-10 (남항동3가, 태언기전공장)",부산광역시 영도구 남항동3가 141-196번지,선박 구성 부분품 제조업,051-413-6454,051-415-5533,0,0,2,"특수모터, 일반모터 수리"
537,태영엔지니어링,부산광역시 영도구 대평남로 56 (대평동2가),부산광역시 영도구 대평동2가 65-2번지,선박 구성 부분품 제조업,051-414-2827,051-414-2829,,,3,선박수리 및 선박부품 제작
538,태원엔지니어링,부산광역시 영도구 해양로 69 (청학동),부산광역시 영도구 청학동 217-92번지,선박 구성 부분품 제조업,051-418-8885,051-418-8886,,,1,선박부품
539,태인종합상사,부산광역시 영도구 청학동 217-107번지 외 1필지,부산광역시 영도구 청학동 217-107번지 외 1필지,금속선 가공제품 제조업,051-415-1194,051-415-1191,,,4,와이어로프슬링
540,태진선박공업사,부산광역시 영도구 대평로28번길 7 (대평동1가),부산광역시 영도구 대평동1가 39번지,선박 구성 부분품 제조업,051-418-2883,051-418-2884,,,2,선박부품
541,태화냉동,"부산광역시 영도구 남항서로82번길 29-13(남항동2가, 태화냉동설비)",부산광역시 영도구 남항동2가 111 태화냉동설비,선박 구성 부분품 제조업,051-415-3077,051-415-3078,,,2,선박수리(냉동기유니트)
542,토탈마린주식회사,부산광역시 영도구 해양로 61 (청학동),부산광역시 영도구 청학동 217-78번지,철강선 제조업,051-413-9787,051-413-9788,2,,10,와이어로프
543,토탈서비스 주식회사,부산광역시 영도구 해양로 22(청학동),부산광역시 영도구 청학동 326-6,기타 일반 기계 및 장비 수리업,055-311-477,055-311-1311,,,1,선박수리(선박내연기관)
544,티.엔.에스(T.N.S),"부산광역시 영도구 태종로 289, A동 2층 (청학동)",부산광역시 영도구 청학동 322-9번지,그 외 기타 달리 분류되지 않은 제품 제조업 외 2 종,051-743-2272,051-743-5602,,,2,"광고물 부착 방지물, 간판"
545,티와이선박,부산광역시 영도구 대평북로 49 (대평동2가),부산광역시 영도구 대평동2가 127-6,배전반 및 전기 자동제어반 제조업 외 4 종,051-412-9957,051-416-9906,,,3,"배전반, 엔진부품, 모터수리"
546,티제이전기산업,부산광역시 영도구 태종로89번길 41(봉래동2가),부산광역시 영도구 봉래동2가 95-2,선박 구성 부분품 제조업,,051-418-9368,,,2,선박수리(전기)
547,파인테크,부산광역시 영도구 해양로 69 (청학동),부산광역시 영도구 청학동 217-92번지,선박 구성 부분품 제조업,051-246-2153,051-246-2150,,,4,선박부품
548,퍼시픽워터,"부산광역시 영도구 해양로 90, 1층(청학동)",부산광역시 영도구 청학동 12-37 1층,선박 구성 부분품 제조업,051-412-7062,,,,2,선박구성부분품
549,평화엔지니어링 주식회사,부산광역시 영도구 대평남로31번길 21 (대평동1가),부산광역시 영도구 대평동1가 157-20번지,선박 구성 부분품 제조업,051-418-6080,051-418-6082,,,3,선박부품
550,풍산마린기전,"부산광역시 영도구 남항서로82번길 29-13, 3층(남항동2가, 태화냉동설비)",부산광역시 영도구 남항동2가 111 태화냉동설비 3층,선박 구성 부분품 제조업,051-417-8466,051-417-8468,,,1,선박전기 수리 및 제작
551,프로엠 주식회사,부산광역시 영도구 해양로 33-9 (청학동),부산광역시 영도구 청학동 330-145번지,선박 구성 부분품 제조업,051-418-1782,051-418-1783,,,4,선박엔진등
552,하나기전,부산광역시 영도구 대평로6번길 10-4 (남항동1가),부산광역시 영도구 남항동1가 28-2번지,유압기기 제조업,051-415-1210,051-415-1211,,,2,전기유압제품
553,하이머신,부산광역시 영도구 남항서로92번길 26 (남항동2가),부산광역시 영도구 남항동2가 119번지,선박 구성 부분품 제조업,051-418-1213,051-418-1218,,,4,선박수리 및 산업용 펌프 수리
554,하이씨텍 주식회사,부산광역시 영도구 해양로 121 (청학동),부산광역시 영도구 청학동 1-93번지,내연기관 제조업,051-417-5588,051-417-5509,,,8,선박용 엔진 및 발전기
555,하이원텍 주식회사,"부산광역시 영도구 해양로 121 (청학동, 유진선박의장)",부산광역시 영도구 청학동 1-93 번지,선박 구성 부분품 제조업,051-415-0073,051-415-3384,,,5,선박의장품 제조
556,한국메탈기계(주),부산광역시 영도구 남항남로9번길 11 (남항동3가) 외 1필지,부산광역시 영도구 남항동3가 21-5번지 외 1필지,구름베어링 제조업 외 1 종,051-417-7008,051-416-3142,0,0,25,메탈베어링
557,한국선등공업사,부산광역시 영도구 대교로 34-6 (봉래동2가),부산광역시 영도구 봉래동2가 98-6번지,선박 구성 부분품 제조업,051-414-9255,051-414-9256,0,0,2,항해등
558,한국선박공업사,부산광역시 영도구 해양로87번길 14 (청학동),부산광역시 영도구 청학동 217-165번지,선박 구성 부분품 제조업,051-412-5341,051-412-5340,,,3,선박부품
559,한국컴포짓 주식회사,부산광역시 영도구 해양로57번길 17 (청학동) 한국컴포짓주식회사 공장,부산광역시 영도구 청학동 217-124 한국컴포짓주식회사 공장,오락 및 스포츠용 보트 건조업,051-704-4778,,0,0,10,오락 및 스포츠용 보트
560,한국해양바이오클러스터 주식회사,"부산광역시 영도구 태종로 727, 한국해양대 해양산업연구동(아산관) 동삼동 (동삼동)",부산광역시 영도구 동삼동 1번지 한국해양대 해양산업연구동(아산관) 동삼동,그 외 기타 분류 안된 화학제품 제조업 외 2 종,051-405-1228,,,,2,냄세제거용 제품
561,한라시스템,부산광역시 영도구 대평로 37-3 (대평동2가),부산광역시 영도구 대평동2가 36-15번지,선박 구성 부분품 제조업,051-416-7626,051-416-7627,0,0,4,선박엔진수리
562,한비마린테크,부산광역시 영도구 대평남로 6-7 (대평동1가),부산광역시 영도구 대평동1가 79번지,선박 구성 부분품 제조업,051-416-9205,051-416-9206,,,2,선박부품
563,한성냉동엔지니어링,부산광역시 영도구 대평로27번길 23 (대평동1가),부산광역시 영도구 대평동1가 128-13번지,산업용 냉장 및 냉동 장비 제조업,051-413-9712,051-413-9887,0,0,3,냉동기부품
564,한성선박공업사,부산광역시 영도구 대평로19번길 20 (대평동1가),부산광역시 영도구 대평동1가 148-0번지,선박 구성 부분품 제조업,051-414-7792,051-414-7791,0,0,3,선박기관 수리
565,한스오토메이션,부산광역시 영도구 동삼동 1번지 해양대학교 S319호,부산광역시 영도구 동삼동 1번지 해양대학교 S319호,유압기기 제조업,051-410-4894,051-403-1333,0,0,3,"센서내장형 유압실린더, 각종 콘트롤러"
566,한신전자(주),부산광역시 영도구 남항남로 45 (영선동4가) 외 1필지,부산광역시 영도구 영선동4가 34번지 외 1필지,유선 통신장비 제조업 외 2 종,051-412-5551,051-412-6660,0,0,63,"선박용교환기,무전기제조"
567,한영기업(주),부산광역시 영도구 해양로 206 (동삼동) 외 1필지,부산광역시 영도구 동삼동 201-26번지 외 1필지,선박 구성 부분품 제조업 외 2 종,051-403-4787,051-404-1952,1,1,50,"해상구난장비, 산업용 가스"
568,한일광학,부산광역시 영도구 청학남로59번길 32 (청학동),부산광역시 영도구 청학동 55-10번지,안경 및 안경렌즈 제조업,,,0,0,1,안경테 제조
569,한일종합해사,부산광역시 영도구 남항서로 4 (남항동3가),부산광역시 영도구 남항동3가 141-204,선박 구성 부분품 제조업 외 1 종,051-417-0008,051-413-0044,,,3,"선박 기관용 터보차져 부속품, 일반 터보차져 부속품"
570,한진상사,"부산광역시 영도구 태종로50번길 39, 외 1필지 (대교동1가)",부산광역시 영도구 대교동1가 76-2번지 외 1필지,선박 구성 부분품 제조업,051-416-1866,051-416-0500,0,0,3,고무박킹
571,한진종합산업(주),부산광역시 영도구 해양로 63 (청학동),부산광역시 영도구 청학동 217-81번지,철강선 제조업 외 1 종,051-418-5421,051-418-5423,,,6,와이어슬링
572,한진종합서비스,부산광역시 영도구 남항서로70번길 30 (남항동3가),부산광역시 영도구 남항동3가 29-179번지,선박 구성 부분품 제조업,051-417-2692,051-417-4016,,,4,선박엔진등
573,한진항해전기,부산광역시 영도구 대평로 25-1 (대평동1가),부산광역시 영도구 대평동1가 100-5번지,"레이더, 항행용 무선기기 및 측량기구 제조업 외 1 종",051-418-3078,051-418-3161,0,0,2,"항해계기, 배전반"
574,한진화학,부산광역시 영도구 일산봉로37번길 17 (청학동),부산광역시 영도구 청학동 84-44번지,그 외 기타 플라스틱 제품 제조업 외 1 종,051-417-6448,051-416-6597,,,3,플라스틱 LED제품
575,항도유압기계,부산광역시 영도구 대평남로 26 (대평동1가),부산광역시 영도구 대평동1가 113-11번지,선박 구성 부분품 제조업,051-412-6124,051-415-6124,,,2,선박부품
576,해강테크,"부산광역시 영도구 산업로 23 (청학동, 일신빌딩)",부산광역시 영도구 청학동 3-29번지 일신빌딩,선박 구성 부분품 제조업,,,,,2,선박구성부분품
577,해광터보,부산광역시 영도구 남항남로19번길 62 (남항동2가),부산광역시 영도구 남항동2가 149-1번지,선박 구성 부분품 제조업,051-418-8392,051-416-8310,,,1,"터빈, 선박수리"
578,해광토탈,부산광역시 영도구 해양로182번길 16 (청학동),부산광역시 영도구 청학동 1-218번지,선박 구성 부분품 제조업,,051-414-1413,,,3,선박부품
579,해동마린써비스 주식회사,부산광역시 영도구 대평로53번길 6 (대평동2가),부산광역시 영도구 대평동2가 89-21번지,강선 건조업 외 1 종,051-418-2062,051-418-4062,0,0,11,실린더라이너 부속품제조
580,해동정공,부산광역시 영도구 대평남로 36 (대평동2가),부산광역시 영도구 대평동2가 28-3번지,선박 구성 부분품 제조업 외 2 종,051-412-3054,051-415-5020,,,3,"터빈케이싱, 쿨러커버등"
581,해동종합 주식회사,부산광역시 영도구 해양로 186 (청학동),부산광역시 영도구 청학동 1-183번지,금속선 가공제품 제조업,051-415-2452,051-415-1455,,,8,선박용 와이어 제품
582,해상유압,"부산광역시 영도구 대평로 36-1, 1층 (대평동2가)",부산광역시 영도구 대평동2가 171번지,선박 구성 부분품 제조업,051-416-1556,051-415-1556,0,0,3,선박 윈치류
583,해성공업사,부산광역시 영도구 남항서로70번길 24 (남항동3가),부산광역시 영도구 남항동3가 29-1번지,선박 구성 부분품 제조업,051-417-4657,051-413-2121,0,0,6,"제조업, 선구용품, 선박구성부분품"
584,해성전기공업사,부산광역시 영도구 대평로45번길 7 (대평동2가),부산광역시 영도구 대평동2가 57-7번지,선박 구성 부분품 제조업,051-412-4795,051-415-3927,0,0,5,선박구성부분품
585,해양전기,"부산광역시 영도구 대평로19번길 12, 대동아파트 110호 111호 (대평동1가)",부산광역시 영도구 대평동1가 119번지,선박 구성 부분품 제조업,051-415-0352,051-412-0715,0,0,1,선박 수리
586,해일산업,부산광역시 영도구 산업로 15 (청학동),부산광역시 영도구 청학동 5-20번지,선박 구성 부분품 제조업,051-418-6263,051-418-6264,,,3,선박용 노즐
587,해종엔지니어링,부산광역시 영도구 남항남로19번길 2 (남항동3가),부산광역시 영도구 남항동3가 74번지,기타 일반 기계 및 장비 수리업,051-415-1641,051-415-1641,,,0,"선박부품,선박수리"
588,해주마린엔진,부산광역시 영도구 대평남로 38 (대평동2가),부산광역시 영도구 대평동2가 28-4번지,선박 구성 부분품 제조업,051-417-9955,051-417-9956,,,1,선박부품
589,해천전기공업사,부산광역시 영도구 남항서로70번길 49 (남항동3가),부산광역시 영도구 남항동3가 72-2번지,선박 구성 부분품 제조업,051-415-4368,051-415-4358,,,1,선박부품
590,행한선박ENG,부산광역시 영도구 봉래나루로 184 (봉래동2가),부산광역시 영도구 봉래동2가 145-8,선박 구성 부분품 제조업,,051-417-3659,,,2,선박부품
591,현광전기 주식회사,부산광역시 영도구 남항서로70번길 8 (남항동3가),부산광역시 영도구 남항동3가 21-10번지,"전기회로 개폐, 보호장치 제조업 외 1 종",051-412-0334,051-412-0486,,,5,"선박부품, 판넬제작"
592,현광전기산업,부산광역시 영도구 해양로 33-50 (청학동),부산광역시 영도구 청학동 330-120번지,배전반 및 전기 자동제어반 제조업,051-415-6246,051-415-6247,,,0,선박배전등
593,현금전자산업,부산광역시 영도구 대평로34번길 5-17 (대평동2가),부산광역시 영도구 대평동2가 165-1번지,기타 무선 통신장비 제조업,051-416-4244,051-416-4664,0,0,5,청류기
594,현대종합상사,"부산광역시 영도구 해양로195번길 30 (동삼동, 현대종합)",부산광역시 영도구 동삼동 201-41번지,선박 구성 부분품 제조업,051-414-9542,051-414-9380,4,0,19,선박의장품
595,협력공업사,부산광역시 영도구 대평로27번길 21 (대평동1가),부산광역시 영도구 대평동1가 128-4번지,그 외 기타 금속가공업,051-413-0276,,,,1,선박기관부품
596,협성기업,부산광역시 영도구 남항서로 76-4 (남항동3가),부산광역시 영도구 남항동3가 1-25,선박 구성 부분품 제조업,,051-415-4269,,,2,선박 목가공품
597,협진공업사,"부산광역시 영도구 해양로195번길 66 (동삼동, 협진공업사)",부산광역시 영도구 동삼동 201-39번지,선박 구성 부분품 제조업,051-0405-6249,051-405-6248,0,0,4,선박의장품
598,형제엔지니어링,부산광역시 영도구 해양로 33-28 (청학동),부산광역시 영도구 청학동 330-140번지,선박 구성 부분품 제조업,051-415-0616,,,,3,기관제작 외
599,혜인선박공업사,부산광역시 영도구 대평남로51번길 8-5 (대평동2가),부산광역시 영도구 대평동2가 11번지,강선 건조업 외 2 종,051-418-1988,051-416-6174,,,6,"강선건조, 선박수리"
600,호건실업,"부산광역시 영도구 와치로 163, 1층 (동삼동)",부산광역시 영도구 동삼동 225-13번지 1층,어망 및 기타 끈 가공품 제조업,051-417-4875,051-417-4876,0,0,5,"골프망,어망"
601,홍진시스콘,"부산광역시 영도구 대평로 16, 제1동 제24호 (대평동1가, 대동대교맨션아파트)",부산광역시 영도구 대평동1가 1번지 대동대교맨션아파트 제1동 제24호,선박 구성 부분품 제조업,051-417-8933,051-626-8777,,,2,"전기, 전자수리(PCB)"
602,화성테크,"부산광역시 영도구 해양로195번길 68(동삼동, 씨티에스)",부산광역시 영도구 동삼동 201-40 씨티에스,선박 구성 부분품 제조업,051-414-4851,051-414-4850,,,1,"선박수리, 유압기계"
603,화진전기공업사,부산광역시 영도구 대평남로 42-1 (대평동2가) (총 2 필지) 외 1필지,부산광역시 영도구 대평동2가 38-15번지 외 1필지,선박 구성 부분품 제조업,051-416-7272,051-415-1023,0,0,1,배전반외 전기품목
604,휘광전기,부산광역시 영도구 절영로94번길 4 (남항동3가),부산광역시 영도구 남항동3가 112-5,선박 구성 부분품 제조업,051-412-6227,051-412-6228,,,1,선박부품(전기) 제작 및 수리
605,흥일기업,"부산광역시 영도구 대평남로31번길 21, 1층 (대평동1가)",부산광역시 영도구 대평동1가 157-20 1층,선박 구성 부분품 제조업 외 1 종,051-416-9797,051-413-9799,,,1,선박수리 및 내연기관
