연번,회사명,주소,종업원수,전화번호,팩스번호,업종명,생산품,외국인종업원수,데이터기준일자
653,에스케이라이텍주식회사(SK LITEC CO.,부산광역시 사하구 구평로 5 (구평동),22,051-415-5599,051-415-5636,전구 및 램프 제조업 외 1 종,집어등+안정기+소켓+LED램프,0,2025-07-01
654,에스티엠(STM),부산광역시 사하구 하신중앙로27번길 17 301호 ,2,051-265-5203,051-265-5208,그 외 기타 전기장비 제조업,분전함,0,2025-07-01
655,에스티테크(주),부산광역시 사하구 감천항로419번길 46 ,12,051-266-1872,051-266-1874,선박 구성 부분품 제조업 외 2 종,선박기계,1,2025-07-01
656,에이알엔지니어링,부산광역시 사하구 감천로 58 ,4,051-204-3366,051-204-9711,산업용 냉장 및 냉동 장비 제조업 외 1 종,냉동 공조장치,0,2025-07-01
657,에이치에스인슐텍,부산광역시 사하구 장림번영로84번길 34 ,6,051-264-1966,051-264-1968,천막·텐트 및 유사 제품 제조업 외 1 종,단열재,0,2025-07-01
658,에코파워(주),부산광역시 사하구 장평로132번길 12 ,8,051-417-8884,051-416-8890,일반용 전기 조명장치 제조업 외 4 종,태양광가로등+이동식충전장치(태양광)+일반용 전기 조명장치 외,0,2025-07-01
659,엑스레드,부산광역시 사하구 보덕포1길 93 2층 ,0,,,기타 일반 기계 및 장비 수리업 외 1 종,선박 철구조물 제작 및 수리,0,2025-07-01
660,엔에이치파워,부산광역시 사하구 감천항로 477 ,4,051-266-4510,051-266-4512,전동기 및 발전기 제조업 외 1 종,발전기+선박구성품,0,2025-07-01
661,엠스코,부산광역시 사하구 하신번영로 438-4 ,2,051-717-2899,,배전반 및 전기 자동제어반 제조업,산업용 핸들 흰지(배전반),0,2025-07-01
662,영남기계,부산광역시 사하구 장림번영로 90 ,3,051-261-3170,,산업용 오븐·노 및 노용 버너 제조업 외 1 종,수산물가공 기계,0,2025-07-01
663,영남기업사,부산광역시 사하구 다대로354번안길 25 ,0,051-261-8326,,가정용 유리제품 제조업,가정용 유리제품,0,2025-07-01
664,영보산업,부산광역시 사하구 을숙도대로755번길 79 ,7,051-263-1178,051-266-0294,제판 및 조판업,인쇄(무늬 도각),0,2025-07-01
665,영신정밀,부산광역시 사하구 을숙도대로569번길 35 ,5,051-203-7975,,절삭가공 및 유사처리업,기계부품,0,2025-07-01
666,영어조합법인 마리솔,부산광역시 사하구 감천항로 451,5,051-442-0467,051-442-0469,수산동물 냉동품 제조업,냉동수산물 가공품,0,2025-07-01
667,영진식품,부산광역시 사하구 장평로 10 외 2필지,35,051-265-2036,051-265-2038,수산동물 훈제·조리 및 유사 조제식품 제조업,어묵,0,2025-07-01
668,영진파워텍,부산광역시 사하구 하신중앙로 100 ,3,051-261-4289,051-911-4290,금속 스프링 제조업 외 2 종,금속스프링,0,2025-07-01
669,영화산업,부산광역시 사하구 하신중앙로3번가길 28 ,6,051-972-8014,051-972-8015,그 외 기타 고무제품 제조업,고무제품,0,2025-07-01
670,예스패키지,부산광역시 사하구 장림번영로104번길 110 ,1,051-262-4714,051-973-7024,오프셋 인쇄업,기타 인쇄물,0,2025-07-01
671,오복F&C,부산광역시 사하구 을숙도대로 867 ,13,051-205-8911,051-207-4674,장류 제조업,장류,0,2025-07-01
672,오복F&G,부산광역시 사하구 을숙도대로 867 ,3,051-205-8911,051-207-4674,그 외 기타 플라스틱 제품 제조업 외 1 종,간장용기+고춧가루,0,2025-07-01
673,오션마린,부산광역시 사하구 을숙도대로755번길 15-6 2층 ,4,051-205-5597,051-205-5598,액체 여과기 제조업,액체여과기 제조,0,2025-07-01
674,와이씨테크주식회사,부산광역시 사하구 낙동대로550번길 37 창업관 103-3호·101호,4,051-220-7558,051-220-7559,선박 구성 부분품 제조업,Ballast 시스템용 Ejector+압력용기 차단용 엔드플러그 등,0,2025-07-01
675,와이에이치테크,부산광역시 사하구 구평로 21-5 ,2,051-266-3617,051-266-3618,선박 구성 부분품 제조업,실린더헤드+밸브 및 가공품,0,2025-07-01
676,와이케이스틸 주식회사,부산광역시 사하구 을숙도대로 760 ,388,051-260-2114,051-262-2294,열간 압연 및 압출 제품 제조업,철근,0,2025-07-01
677,와조,부산광역시 사하구 하신중앙로 148 외 1필지,20,051-291-1988,051-203-8217,배합 사료 제조업 외 1 종,낚시용사료,0,2025-07-01
678,우성공업사,부산광역시 사하구 하신중앙로3번길 56 ,4,051-266-2572,,설치용 및 위생용 플라스틱제품 제조업,위생용품,0,2025-07-01
679,우성기계공업사,부산광역시 사하구 장평로 79,14,051-264-6341,051-264-6343,핵반응기 및 증기보일러 제조업,열교환기+고주파 핀듀프,0,2025-07-01
680,우영냉동,부산광역시 사하구 두송로 210 2층,1,051-266-1149,0504-210-1149,기타 일반 기계 및 장비 수리업,선박용 기계 및 장비 수리,0,2025-07-01
681,우일판금공업사,부산광역시 사하구 다대로354번안길 62 ,5,051-262-5566,051-262-9795,육상 금속 골조 구조재 제조업 외 1 종,전기판넬,0,2025-07-01
682,우주머신,부산광역시 사하구 감천항로 155,21,051-418-0227,051-418-0228,선박 구성 부분품 제조업,윈치+윈들러스+파워팩+라인툴라,10,2025-07-01
683,우주엔텍(주),부산광역시 사하구 감천항로 155,9,051-418-0882,051-418-0228,선박 구성 부분품 제조업,윈치+윈들러스+파워팩+라인툴라,0,2025-07-01
684,우주엠앤이(주),부산광역시 사하구 다대로300번길 14 ,18,051-200-9114,051-200-9119,배전반 및 전기 자동제어반 제조업,배전반외,0,2025-07-01
685,우주전자산업사,부산광역시 사하구 장평로299번길 26-5 ,12,051-204-0153,051-206-1635,전구 및 램프 제조업,전구제조업,0,2025-07-01
686,우주정보통신(주),부산광역시 사하구 오작로 46 4-103 201,10,051-987-5006,051-987-5009,유선 통신장비 제조업 외 7 종,CCTV+영상감시장치+방송장비+기타주변기기+자동제어장치,0,2025-07-01
687,우진금속공업사,부산광역시 사하구 장림번영로104번길 38 ,7,051-263-2858,051-263-3058,동 압연·압출 및 연신제품 제조업 외 1 종,파이프(황동+동+스텐레스+알루미늄),0,2025-07-01
688,우진기공,부산광역시 사하구 감천항로190번안길 14-1 ,0,051-264-3681,051-264-2177,구조용 금속 판제품 및 공작물 제조업,구조용 금속판 제품 제조,0,2025-07-01
689,우진수산,부산광역시 사하구 다대로354번안길 52 ,12,051-262-8940,051-264-5166,기타 수산동물 가공 및 저장 처리업,어육+연육,0,2025-07-01
690,우진특수산업사,부산광역시 사하구 장림로 118 ,7,051-266-1190,,금속 가구 제조업 외 1 종,신발장+옷장+보관함+우산보관대,0,2025-07-01
691,우진하드웨어,부산광역시 사하구 감천항로419번길 40 ,9,051-310-1600,051-310-1604,기타 구조용 금속제품 제조업,선박용전장품,0,2025-07-01
692,원우수산,부산광역시 사하구 감천항로429번길 5 ,10,051-266-2086,051-266-2083,배합 사료 제조업 외 1 종,단미사료,0,2025-07-01
693,원흥에스앤디(주),부산광역시 사하구 낙동대로516번길 56 101호,5,051-291-2746,070-7589-1199,기타 주변기기 제조업,산업용 컴퓨터 및 NAS,0,2025-07-01
694,월드테크,부산광역시 사하구 하신중앙로3번가길 64 ,11,051-265-5300,051-265-5362,볼트 및 너트류 제조업 외 2 종,관이음쇠,0,2025-07-01
695,월성기계공업사,부산광역시 사하구 신산북로 37 ,8,051-292-7924,051-202-4013,선박 구성 부분품 제조업,조선기자재,0,2025-07-01
696,위러브잇컴퍼니,부산광역시 사하구 감천항로190번길 2 ,2,051-642-8883,051-639-8883,위생용 종이제품 제조업,위생용품,0,2025-07-01
697,유덕공업사,부산광역시 사하구 다대로354번안길 69 ,5,051-265-8552,051-265-8515,폴리스티렌 발포 성형제품 제조업 외 1 종,플라스틱 완구+바스켓+조선 자재,0,2025-07-01
698,유림기업,부산광역시 사하구 다대로300번길 34 ,9,051-262-4294,051-262-4276,식초·발효 및 화학 조미료 제조업 외 2 종,식초+계면활성제+차아염소산나트륨,0,2025-07-01
699,유림산업,부산광역시 사하구 하신중앙로3번길 60-7 ,13,051-264-9696,051-317-3394,도장 및 기타 피막처리업,도장,0,2025-07-01
700,유승산업,부산광역시 사하구 보덕포1길 85-6 ,4,051-262-2851,051-262-2852,낚시 및 수렵용구 제조업,낚시바늘,0,2025-07-01
701,유신화학,부산광역시 사하구 을숙도대로755번길 94 ,1,051-893-7319,051-893-7315,플라스틱 필름 제조업 외 1 종,합성수지 비닐,0,2025-07-01
702,유원,부산광역시 사하구 감천항로190번안길 14-1 ,1,,051-266-6364,낚시 및 수렵용구 제조업,어도구(연승 주낙),0,2025-07-01
703,유원산업(주),부산광역시 사하구 을숙도대로677번길 23 외 2필지,64,051-205-8541,051-205-8540,내연기관 제조업 외 2 종,선박기자재(조타기+유류여과기등..),0,2025-07-01
704,유원산업(주),부산광역시 사하구 을숙도대로677번길 26 외 3필지,34,051-205-8541,051-205-8540,선박 구성 부분품 제조업,조타기+휠터+윈치,0,2025-07-01
705,유원이엔씨 주식회사,부산광역시 사하구 승학로 45-1 ,3,051-294-9171,051-294-9173,유선 통신장비 제조업 외 5 종,감시용카메라(CCTV)+영상감시장치+방송장비+기타주변기기,0,2025-07-01
706,유일S.A,부산광역시 사하구 감천로109번길 24 ,2,051-245-0561,051-245-0461,선박 구성 부분품 제조업,씨앙카+천막,0,2025-07-01
707,유진SRT,부산광역시 사하구 다대로354번안길 95 ,8,051-263-2018,051-263-2019,플라스틱 선·봉·관 및 호스 제조업,밸브시트+실리콘 고무제품,0,2025-07-01
708,유진금속,부산광역시 사하구 보덕포1길 91 ,5,051-264-9145,,자동차 엔진용 신품 부품 제조업 외 1 종,자동차엔진부품,0,2025-07-01
709,유진금속,부산광역시 사하구 보덕포1길 93 ,5,051-264-9145,,자동차 엔진용 신품 부품 제조업 외 1 종,자동차엔진부품,0,2025-07-01
710,유진기계공업사,부산광역시 사하구 하신중앙로17번길 26 ,3,051-201-3547,051-201-3547,고무·화학섬유 및 플라스틱 성형기 제조업 외 1 종,재생압출기+분쇄기,0,2025-07-01
711,유진기술(주),부산광역시 사하구 을숙도대로569번길 33 ,0,051-972-2701,051-972-2702,탭·밸브 및 유사장치 제조업,선박용 밸브 및 조선기자재+플랜트 밸브,0,2025-07-01
712,유진에스알 주식회사,부산광역시 사하구 다대로354번안길 100 ,3,,051-263-2019,고무패킹류 제조업 외 3 종,고무+실리콘,0,2025-07-01
713,유진텍스타일,부산광역시 사하구 장림로 283 1층 101호 102호 ,25,051-204-6257,051-204-6257,기타 직물제품 제조업 외 20 종,근무복+작업복,0,2025-07-01
714,유진특수인쇄사,부산광역시 사하구 장평로195번길 6 ,6,051-261-4114,051-262-9919,기타 인쇄업 외 2 종,신발부품+전사용지,0,2025-07-01
715,유창산업,부산광역시 사하구 다대로300번길 25 ,9,051-831-1264,051-831-1265,플라스틱 포대·봉투 및 유사제품 제조업 외 1 종,포장용 비닐,0,2025-07-01
716,은광산업사,부산광역시 사하구 하신중앙로3번길 61 ,8,051-266-5075,051-264-5076,도장 및 기타 피막처리업,도장제품,0,2025-07-01
717,은후전력전자,부산광역시 사하구 하신중앙로27번길 17 310호,2,051-262-7532,051-262-7534,기타 전기 변환장치 제조업 외 1 종,컨버터+인버터,0,2025-07-01
718,이원냉열,부산광역시 사하구 장림번영로104번길 38 ,3,051-262-9575,051-262-9576,산업용 냉장 및 냉동 장비 제조업 외 1 종,산업용 냉장 냉동 장비 제조,0,2025-07-01
719,이즈텍,부산광역시 사하구 장림로 78-8 ,3,051-263-5302,051-263-5303,그 외 기타 일반목적용 기계 제조업,산업기계+운반장비+시험장비,0,2025-07-01
720,이투아이,부산광역시 사하구 다대로1066번길 56 4층 ,2,051-265-6757,,전자기 측정·시험 및 분석기구 제조업,교육장비(PLC실습장비외),0,2025-07-01
721,이화유지공업(주),부산광역시 사하구 하신중앙로 133 ,19,051-291-4208,051-204-1169,식용 정제유 및 가공유 제조업 외 3 종,아마인유+양어사료,0,2025-07-01
722,일광기획,부산광역시 사하구 다대로 260 ,11,051-266-8793,051-266-8795,스크린 인쇄업 외 2 종,금속특수인쇄,0,2025-07-01
723,일성스텐,부산광역시 사하구 하신중앙로 106 ,6,051-204-7008,,절삭가공 및 유사처리업,스텐레스 파이프,0,2025-07-01
724,일성스텐,부산광역시 사하구 하신중앙로 106 ,3,051-204-7008,051-207-6809,절삭가공 및 유사처리업 외 1 종,스텐레스 제품,0,2025-07-01
725,일성유압,부산광역시 사하구 장림로 78-10 ,4,051-261-4499,051-261-4200,유압기기 제조업 외 1 종,유압기기 및 안전밸브,0,2025-07-01
726,일성정밀,부산광역시 사하구 을숙도대로755번길 65 ,4,051-201-4843,,주형 및 금형 제조업,금형 및 임가공,0,2025-07-01
727,일성지기,부산광역시 사하구 장평로 122-2 ,11,051-264-8040,051-264-8042,판지 상자 및 용기 제조업,신발BOX,0,2025-07-01
728,일성화학,부산광역시 사하구 신산북로 29 ,6,051-293-6988,051-293-8357,그 외 기타 플라스틱 제품 제조업,낚시용품(플라스틱),0,2025-07-01
729,일신산업,부산광역시 사하구 을숙도대로 584 외 1필지,10,051-292-8224,051-292-8226,육상 금속 골조 구조재 제조업 외 1 종,철구조물,0,2025-07-01
730,일신산업,부산광역시 사하구 을숙도대로 584 외 1필지,8,051-263-4211,051-263-4212,육상 금속 골조 구조재 제조업 외 1 종,철구조물,0,2025-07-01
731,일신테크,부산광역시 사하구 감천항로 493 ,3,051-207-6996,051-203-0999,선박 구성 부분품 제조업,선박 구성 부분품 수리+제조,0,2025-07-01
732,일윤전장,부산광역시 사하구 감천항로419번길 51 ,5,051-863-2528,051-863-2529,배전반 및 전기 자동제어반 제조업,전기변환장치,0,2025-07-01
733,일진산업(주),부산광역시 사하구 하신중앙로 111 ,14,051-266-1084,051-262-8906,날붙이 제조업,주방용품 손잡이,4,2025-07-01
734,일진정밀,부산광역시 사하구 을숙도대로724번길 10 ,1,051-266-6936,051-266-6937,주형 및 금형 제조업,금형,0,2025-07-01
735,임나물산(주),부산광역시 사하구 하신중앙로17번길 11 ,16,051-261-4905,051-263-5841,라이터·연소물 및 흡연용품 제조업,패각단추,0,2025-07-01
736,장호정밀,부산광역시 사하구 하신중앙로53번길 8 ,25,051-202-8157,051-202-8171,자동차 엔진용 신품 부품 제조업 외 2 종,자동차엔진부품+금형,0,2025-07-01
737,정공사,부산광역시 사하구 보덕포1길 108,7,051-291-7970,051-2937-7970,알루미늄주물 주조업,알루미늄 주조품,0,2025-07-01
738,정도전기,부산광역시 사하구 구평로 19-1 ,5,051-415-2137,051-413-5316,배전반 및 전기 자동제어반 제조업 외 1 종,배전반+모터권선,0,2025-07-01
739,정아사,부산광역시 사하구 장림번영로103번길 25 ,4,051-263-2280,051-263-2279,선박 구성 부분품 제조업,선박용 사디리,0,2025-07-01
740,정안기업,부산광역시 사하구 감천항로405번길 22-1 ,4,051-265-7854,051-263-7854,절삭가공 및 유사처리업,선박용 배관,0,2025-07-01
741,정우실업,부산광역시 사하구 장림번영로84번길 34 ,5,051-261-7181,051-261-7183,어망 및 기타 끈 가공품 제조업 외 1 종,어망,0,2025-07-01
742,정우이앤지주식회사,부산광역시 사하구 하신중앙로27번길 17 301호,5,051-264-2091,051-264-2092,배전반 및 전기 자동제어반 제조업,배전반+자동제어,0,2025-07-01
743,정우정밀,부산광역시 사하구 장평로83번길 28 ,3,051-262-3606,051-266-0607,주형 및 금형 제조업,금형,0,2025-07-01
744,정진수산,부산광역시 사하구 감천항로405번길 16,20,051-265-6268,051-265-6269,수산동물 냉동품 제조업,수산물 가공품,0,2025-07-01
745,정현아이스텍(주),부산광역시 사하구 감천항로 250 ,26,051-265-6631,051-265-6662,수산동물 냉동품 제조업,수생동물 냉동 냉장보관,0,2025-07-01
746,제기씨월드(ENG),부산광역시 사하구 을숙도대로755번길 98 ,10,051-266-6308,051-266-6309,선박 구성 부분품 제조업,산업기계,0,2025-07-01
747,제동정밀,부산광역시 사하구 장림로161번길 16 ,7,051-262-7933,051-261-1477,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,가스밸브 볼트너트,0,2025-07-01
748,제스트,부산광역시 사하구 장림번영로104번길 28 2층 ,12,051-202-2886,051-202-2633,근무복·작업복 및 유사의복 제조업 외 4 종,근무복+작업복 등,0,2025-07-01
749,제이아이산업(주),부산광역시 사하구 다대로320번길 20 ,2,051-263-2740,051-263-2741,그 외 기타 일반목적용 기계 제조업 외 1 종,절단기,0,2025-07-01
750,제이에스케이퍼시픽(주),부산광역시 사하구 구평로16번길 11 외 3필지,5,051-292-2063,051-292-2065,선박 구성 부분품 제조업,선박부품,0,2025-07-01
751,제이에이치 테크놀러지,부산광역시 사하구 하신번영로 78 1층,1,,,제판 및 조판업 외 3 종,금속 및 아크릴 지그+인쇄물제작+필름+박스,0,2025-07-01
752,제이이에스테크,부산광역시 사하구 감천항로 221-8,2,051-261-0927,051-261-0928,그 외 기타 분류 안된 금속 가공 제품 제조업,컨테이너 내장+외장제,0,2025-07-01
753,제일일렉트릭 주식회사,부산광역시 사하구 을숙도대로 555 ,299,051-209-9111,051-292-9111,전자부품 실장기판 제조업 외 4 종,PCB ASSY+전자 감지장치,0,2025-07-01
754,제일전공,부산광역시 사하구 을숙도대로569번길 15 ,27,051-205-7277,051-208-1369,전기회로 개폐·보호장치 제조업 외 3 종,전기배선기구류(콘센트 및 스위치),0,2025-07-01
755,제일화학(주),부산광역시 사하구 장평로146번길 9 ,25,051-263-7111,051-263-7113,그 외 기타 플라스틱 제품 제조업,플라스틱제품,0,2025-07-01
756,제천산업,부산광역시 사하구 사하로 74-1 ,15,051-264-1023,051-264-0192,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품+전기전자부품,3,2025-07-01
757,제현정밀,부산광역시 사하구 장평로 62 ,8,051-201-4627,,유압기기 제조업,유압부품,0,2025-07-01
758,조성씨앤피,부산광역시 사하구 하신중앙로3번길 100 ,0,051-266-2807,051-311-9165,날염 가공업,날염가공품,0,2025-07-01
759,조은식품,부산광역시 사하구 장평로71번길 36-4 외 1필지,4,051-263-9388,051-263-6288,과자류 및 코코아 제품 제조업,곡분과자,0,2025-07-01
760,주식회사 뉴택산전,부산광역시 사하구 하신중앙로3번길 60-7,14,051-261-1628,,승강기 제조업,승강기 및 부품,0,2025-07-01
761,주식회사 다오케미칼,부산광역시 사하구 하신중앙로 109  2층,2,051-202-5777,051-202-5777,그 외 기타 분류 안된 화학제품 제조업,표면처리 약품,0,2025-07-01
762,주식회사 다정플러스,부산광역시 사하구 하신번영로 294 202호 ,2,070-5208-8880,070-5208-8889,경 인쇄업,인쇄품,0,2025-07-01
763,주식회사 동천씨푸드,부산광역시 사하구 장평로71번길 47 ,10,051-263-8552,051-263-8552,기타 수산동물 가공 및 저장 처리업,수산물 가공품(오징어),0,2025-07-01
764,주식회사 동하,부산광역시 사하구 감천항로 151 ,34,051-256-1774,051-256-1775,강선 건조업,선박 수리,0,2025-07-01
765,주식회사 동하엔지니어링,부산광역시 사하구 감천항로 151 ,0,051-256-1772,051-256-1776,기타 일반 기계 및 장비 수리업 외 1 종,선박수리부품,0,2025-07-01
766,주식회사 맑은나라,부산광역시 사하구 하신중앙로 88 ,7,051-207-0180,051-207-0182,치약·비누 및 기타 세제 제조업,합성세제+화장품 비누 및 세정제,2,2025-07-01
767,주식회사 명성리프레쉬,부산광역시 사하구 장림번영로104번길 112  2층,9,051-261-5784,051-264-4884,수산동물 건조 및 염장품 제조업,수산동물건조 및 염장품,0,2025-07-01
768,주식회사 부산냉장,부산광역시 사하구 원양로 328 외 1필지,22,051-208-6242,051-208-6246,수산동물 냉동품 제조업,수산동물 냉동품,0,2025-07-01
769,주식회사 부산참식품,부산광역시 사하구 감천항로429번길 21 ,23,051-266-6468,051-266-6471,수산동물 훈제·조리 및 유사 조제식품 제조업,어묵,0,2025-07-01
770,주식회사 분도이엔지,부산광역시 사하구 하신중앙로3번길 75,4,051-262-1959,051-442-5511,기타 목재가구 제조업,시스템가구+목재가공품,0,2025-07-01
771,주식회사 삼진네트,부산광역시 사하구 장평로 48 ,12,051-263-7931,051-263-7933,어망 및 기타 끈 가공품 제조업,어망,3,2025-07-01
772,주식회사 서브원,부산광역시 사하구 장평로15번길 3-1,27,051-711-8226,051-711-8227,고무 의류 및 기타 위생용 비경화 고무제품 제조업 외 1 종,잠수복+오리발 등 다이빙용품,0,2025-07-01
773,주식회사 세인,부산광역시 사하구 하신번영로 159 2층 ,6,051-804-3272,051-804-3276,기타 음향기기 제조업 외 2 종,구내방송장치+CCTV+CCTV브라켓,0,2025-07-01
774,주식회사 스타코프,부산광역시 사하구 을숙도대로 555 ,0,02-1833-4903,,속도계 및 적산계기 제조업 외 2 종,전기자동차치충전장치(차지콘),0,2025-07-01
775,주식회사 아미글로벌,부산광역시 사하구 장림번영로104번길 22 ,42,070-4816-3302,051-293-6474,정형외과용 및 신체보정용 기기 제조업 외 1 종,정형외과용품 등,0,2025-07-01
776,주식회사 에스 앤 더블류,부산광역시 사하구 을숙도대로 749 ,10,051-205-7411,051-205-7417,내연기관 제조업,선박엔진부품,0,2025-07-01
777,주식회사 에스앤피,부산광역시 사하구 하신중앙로3번길 24 ,6,051-941-3303,051-941-3307,탭·밸브 및 유사장치 제조업,배관자재,0,2025-07-01
778,주식회사 에이치지테크,부산광역시 사하구 옥천로 76-6 ,0,051-205-3105,051-206-7060,선박 구성 부분품 제조업,선박용 EGCS Water Monitoring System+De-bubbler,0,2025-07-01
779,주식회사 에이치지테크,부산광역시 사하구 다대로354번길 36-1 3동,3,051-205-3105,051-206-7060,선박 구성 부분품 제조업 외 1 종,선박용 EGCS Water Monitoring System+De-bubbler,0,2025-07-01
780,주식회사 엔콘글로벌,부산광역시 사하구 장림로196번길 11 ,1,051-205-5644,,그 외 기타 특수목적용 기계 제조업 외 1 종,유증기 액화장치,0,2025-07-01
781,주식회사 엘아이비에너지,부산광역시 사하구 하신중앙로 92 ,13,051-623-0320,051-623-0321,산업처리공정 제어장비 제조업 외 6 종,환경설비+ 2차전지+자동화설비,0,2025-07-01
782,주식회사 여는(부산지점),부산광역시 사하구 장평로195번길 6 1층,5,051-208-5674,051-208-5675,그 외 기타 금속가공업,소화용기구,0,2025-07-01
783,주식회사 예감 부산지점,부산광역시 사하구 다대로354번안길 20 1층 ,7,031-796-0869,070-8290-1580,그 외 기타 봉제의복 제조업,의류,0,2025-07-01
784,주식회사 유강티에스,부산광역시 사하구 원양로398번길 7 ,4,051-208-3639,051-208-3602,그 외 기타 고무제품 제조업,선박용 기자재 부속품,0,2025-07-01
785,주식회사 유왕,부산광역시 사하구 을숙도대로677번길 10 ,43,051-202-6622,051-202-6612,기타 수산동물 가공 및 저장 처리업,냉동횟감용 참치,0,2025-07-01
786,주식회사 이씨푸드,부산광역시 사하구 장평로76번길 22 2층,20,051-754-0355,051-262-0355,기타 수산동물 가공 및 저장 처리업,수산물 가공품(동태+참치+연어 등),0,2025-07-01
787,주식회사 장원금속,부산광역시 사하구 두송로 215 ,10,051-313-8402,051-313-8494,선철주물 주조업,선박부품+자동차 기계부품,0,2025-07-01
788,주식회사 장원피앤에이치,부산광역시 사하구 다대로354번길 36 ,10,051-263-3118,051-265-3118,육상 금속 골조 구조재 제조업,방수턱거푸집고정구+먹줄슬리브,0,2025-07-01
789,주식회사 재성엔지니어링,부산광역시 사하구 감천항로 367 외 1필지,11,051-413-7356,051-413-7357,선박 구성 부분품 제조업,선박수리+선박구성부분품제조업,0,2025-07-01
790,주식회사 적토마,부산광역시 사하구 다대로605번길 9 ,10,051-266-3367,051-266-3368,기타 수산동물 가공 및 저장 처리업,냉동수산물,0,2025-07-01
791,주식회사 적토마,부산광역시 사하구 다대로605번길 9 2층 ,14,051-248-2487,051-248-2426,수산동물 건조 및 염장품 제조업,고등어 자반,0,2025-07-01
792,주식회사 정우푸드,부산광역시 사하구 장평로132번길 16-2 ,17,051-711-9437,070-4007-9437,떡류 제조업,증편+바람떡+꿀떡,0,2025-07-01
793,주식회사 제원엔지니어링,부산광역시 사하구 감천항로 439 ,19,051-264-1377,051-264-1374,기타 기관 및 터빈 제조업,조속기+공압System,0,2025-07-01
794,주식회사 제이이에스테크,부산광역시 사하구 감천항로 221-8,0,051-261-0927,051-261-0928,그 외 기타 분류 안된 금속 가공 제품 제조업,컨테이너 및 내외장제,0,2025-07-01
795,주식회사 주은씨푸드,부산광역시 사하구 구평로 17,13,051-241-7893,051-241-7894,기타 수산동물 가공 및 저장 처리업,침조기 역걸이,0,2025-07-01
796,주식회사 진양티엔에프,부산광역시 사하구 감천항로 221-5,30,051-256-0553,051-256-0559,수산동물 냉동품 제조업,냉동 수산품,0,2025-07-01
797,주식회사 키치너스,부산광역시 사하구 다대로354번안길 18 2층 ,3,051-892-9995,051-896-9998,금속 위생용품 제조업,스테인레스 밀폐용기,0,2025-07-01
798,주식회사 태은,부산광역시 사하구 보덕포1길 115 ,2,051-261-5436,051-264-1498,그 외 기타 분류 안된 화학제품 제조업 외 1 종,공업용세제,0,2025-07-01
799,주식회사 하모니헬스케어,부산광역시 사하구 장평로 13 ,4,070-4647-4003,070-8224-6969,기타 직물제품 제조업 외 1 종,마스크,2,2025-07-01
800,주식회사 해복,부산광역시 사하구 다대로320번길 18 ,26,051-265-8999,051-265-3374,수산동물 훈제·조리 및 유사 조제식품 제조업,수산물(장어구이),0,2025-07-01
801,주식회사 현대마린테크,부산광역시 사하구 감천항로 6,0,051-417-6706,051-417-6708,내연기관 제조업,선박기관부품,0,2025-07-01
802,주윤테크,부산광역시 사하구 하신중앙로3번나길 16-6 ,1,051-911-7055,051-912-7056,전투용 차량 제조업 외 13 종,자동차 부품+군수품+방현재+선박용+범퍼류+핀류+케이지류+밸브류+볼트+너트류+엔진피스톤+풀리류+여과기 필터류+노즐류+밴드류+엔진부품류(축)+구동축+롤러+어댑터류+브래킷류,0,2025-07-01
803,중앙섬유(주),부산광역시 사하구 다대로320번길 15 ,52,051-985-6440,051-263-4207,편조원단 제조업 외 1 종,신발용 원단,0,2025-07-01
804,지바마린코리아(주),부산광역시 사하구 구평로 21-1 ,12,051-418-8998,051-418-5880,선박 구성 부분품 제조업,선박배관류,0,2025-07-01
805,지성할피,부산광역시 사하구 다산로208번길 32 101호 ,2,051-266-3831,051-266-3831,모피 및 가죽 제조업,가죽제품,0,2025-07-01
806,지엠지랩 주식회사,부산광역시 사하구 낙동대로550번길 37 3층 302호 ,7,070-3411-7899,051-831-8199,농업 및 임업용 기계 제조업,수경재배기,0,2025-07-01
807,지오덴트,부산광역시 사하구 하신번영로 173 ,3,051-207-2804,051-293-9152,치과용 기기 제조업,의료기기,0,2025-07-01
808,지원냉열시스템,부산광역시 사하구 장림번영로104번길 38 ,2,051-262-6708,051-262-6709,용기 세척·포장 및 충전기 제조업 외 1 종,증발기+코일 外,0,2025-07-01
809,진광금형,부산광역시 사하구 감천항로182번길 43 ,3,051-264-4492,051-264-4492,그 외 기타 플라스틱 제품 제조업 외 1 종,사출 금형,0,2025-07-01
810,진명사,부산광역시 사하구 장림번영로84번길 15 ,13,051-261-4983,,기타자동차부품제조업,기타자동차부품,0,2025-07-01
811,진성,부산광역시 사하구 사리로 84 501호 ,0,051-714-3590,,메모리용 전자집적회로 제조업 외 16 종,전자부품(회로),0,2025-07-01
812,진성정밀공업사,부산광역시 사하구 을숙도대로748번길 14 외 1필지,1,051-264-4738,051-264-4738,탭·밸브 및 유사장치 제조업,엔진부품(선박용) 임가공,0,2025-07-01
813,진승수산(주),부산광역시 사하구 을숙도대로873번길 25,0,051-202-3441,051-202-3448,수산동물 냉동품 제조업,자반고등어,0,2025-07-01
814,진양상사,부산광역시 사하구 장림번영로84번길 45 ,10,051-266-4555,051-263-4585,어망 및 기타 끈 가공품 제조업,어망+어구,0,2025-07-01
