순번,회사명,공장주소,전화번호,대표업종번호,업종명,종업원수,생산품
3154,선경화학,부산광역시 강서구 녹산산단290로 21 (송정동),051-831-3003,22251,폴리스티렌 발포 성형제품 제조업 외 1 종,4,완구용 플라스틱 사출용
4415,주식회사 아라이피에스,부산광역시 강서구 대저로171번길 181 (대저1동),051-506-3434,22251,폴리스티렌 발포 성형제품 제조업 외 1 종,5,스티로폼 성형제품
5115,하이셀(주),부산광역시 강서구 녹산산단290로 43 (송정동),051-743-1776,22251,폴리스티렌 발포 성형제품 제조업 외 1 종,4,우레탄 발포시트 
694,(주)성창,부산광역시 강서구 미음국제8로 35 (생곡동),051-316-6300,22232,포장용 플라스틱 성형용기 제조업 외 1 종,18,seal
659,(주)성광프라,부산광역시 강서구 녹산산단262로13번길 48 (송정동),051-832-0015,22232,포장용 플라스틱 성형용기 제조업,26,플라스틱용기
2260,대성화학,부산광역시 강서구 호계로145번길 40-1 (죽동동),,22232,포장용 플라스틱 성형용기 제조업,3,플라스틱용기
2362,대한진공성형 주식회사,부산광역시 강서구 식만로179번가길 45(식만동),051-941-7029,22232,포장용 플라스틱 성형용기 제조업,8,포장용기
2470,동신화학,부산광역시 강서구 대저중앙로 360-11 (대저1동),051-972-4040,22232,포장용 플라스틱 성형용기 제조업,3,프라스틱 마개
2916,부산프라스틱공업(주),부산광역시 강서구 녹산산업중로168번길 3 (송정동),051-832-2211,22232,포장용 플라스틱 성형용기 제조업,21,"포장용 프라스틱 CPP,PAD"
3092,삼화프라스틱,부산광역시 강서구 녹산산단262로 27 (송정동),051-1588-5456,22232,포장용 플라스틱 성형용기 제조업,35,플라스틱용기
3557,아진산업,부산광역시 강서구 녹산산업중로 122 (송정동),,22232,포장용 플라스틱 성형용기 제조업,9,아이스박스
3747,영신단플라스틱,부산광역시 강서구 강동동 83-15번지,,22232,포장용 플라스틱 성형용기 제조업,1,포장용플라스틱용기
4068,일성테크,부산광역시 강서구 평강로345번길 53(대저1동),,22232,포장용 플라스틱 성형용기 제조업,1,플라스틱 용기
2886,부산녹산표면처리사업협동조합,부산광역시 강서구 녹산산단261로31번길 10 (송정동),051-831-4291,37012,폐수 처리업 외 1 종,0,도금센터 폐수처리
286,(주)덕성,부산광역시 강서구 녹산산단261로13번길 56 (송정동),051-973-6591,13300,편조원단 제조업,10,편조원단
2006,금강섬유,부산광역시 강서구 과학산단2로19번길 100-62 (지사동),051-972-2766,13300,편조원단 제조업,5,원단
2037,금오섬유,부산광역시 강서구 녹산산단261로13번길 56 (송정동),051-202-5250,13300,편조원단 제조업,26,편조원단
3471,신진산업,부산광역시 강서구 녹산산단381로12번길 13-12 (송정동),051-205-5606,13300,편조원단 제조업,4,"신발 외피, 내피"
5254,한진섬유,부산광역시 강서구 과학산단2로43번길 14 (지사동),051-971-9737,13300,편조원단 제조업,7,섬유제품
2744,명진판지,부산광역시 강서구 공항로 1263 (대저1동),051-973-0380,17101,펄프 제조업,6,골판지
5386,화신패키지,부산광역시 강서구 녹산산업중로 410 (송정동),051-262-3700,17222,판지 상자 및 용기 제조업 외 2 종,11,종이 상자 등
4011,은산수출포장(주),부산광역시 강서구 녹산산단382로 13-19 (송정동),051-661-3381,17222,판지 상자 및 용기 제조업,7,포장박스
1193,(주)정암안전유리,부산광역시 강서구 녹산산단407로 48 (송정동),051-831-6161,23111,판유리 제조업 외 1 종,28,"강화유리, 접합안전유리, 발열유리"
5232,한송엠택스(주),부산광역시 강서구 신덕길2번길 39 (대저1동),051-324-4565,13219,특수 직물 및 기타 직물 직조업 외 1 종,4,야자황마 보행매트
129,(주)기하정밀,"부산광역시 강서구 녹산산단382로14번길 55, 305호 (송정동, 부산광역시 신발산업진흥센타)",051-831-2136,13219,특수 직물 및 기타 직물 직조업,2,"인솔, 매트"
3472,신진상사,부산광역시 강서구 식만로 13-44 (죽림동),051-972-2215,13219,특수 직물 및 기타 직물 직조업,3,"신끈, 실 가공"
826,(주)썬인터네셔날,부산광역시 강서구 대저중앙로286번길 103 (대저1동),051-205-1345,30203,트레일러 및 세미트레일러 제조업 외 5 종,0,이동식 트레일러
212,(주)대명컨테이너상사,부산광역시 강서구 낙동남로683번길 1 (녹산동),,30203,트레일러 및 세미트레일러 제조업 외 4 종,4,컨테이너 제작
167,(주)다이레카,부산광역시 강서구 평강로 11 (강동동),051-322-0041,30203,트레일러 및 세미트레일러 제조업 외 1 종,6,동력 운반차
2053,금호기업,부산광역시 강서구 봉죽길238번길 181 (봉림동),,30203,트레일러 및 세미트레일러 제조업,8,컴테이너 부품 및 컨테이너 제작
168,(주)다이아몬드,부산광역시 강서구 대저로 64-1 (대저1동),051-971-8782,25934,톱 및 호환성 공구 제조업,6,건설드릴제조
1413,(주)탑디원,부산광역시 강서구 생곡산단2로11번길 47 (생곡동),051-977-8080,25934,톱 및 호환성 공구 제조업,6,절삭공구
2019,금명툴링,부산광역시 강서구 평강로171번길 38 (대저1동),051-302-0922,25934,톱 및 호환성 공구 제조업,3,초경 공구
2031,금아기공,부산광역시 강서구 낙동남로605번길 24-9 (녹산동),051-831-3321,25934,톱 및 호환성 공구 제조업,5,절삭공구
2363,대한톱(A-one),부산광역시 강서구 대저중앙로348번길 8-13 (대저1동),051-301-3753,25934,톱 및 호환성 공구 제조업,4,기계부품(톱날)
3354,수정초경,부산광역시 강서구 공항로1347번길 88-7 (대저1동),051-973-3953,25934,톱 및 호환성 공구 제조업,2,목공용 톱
3462,신일기계(주) 화전지점,부산광역시 강서구 녹산화전로 126-37 (화전동),051-974-1818,25934,톱 및 호환성 공구 제조업,9,건드릴공구
3879,우영산업(주)부산지점,부산광역시 강서구 미음산단3로 149 (미음동),051-317-8841,25934,톱 및 호환성 공구 제조업,17,톱 및 톱날
4165,제일톱.칼상사,부산광역시 강서구 대저중앙로348번길 20 (대저1동),051-314-1377,25934,톱 및 호환성 공구 제조업,3,"전기톱,밴드쇼"
4181,조은초경,부산광역시 강서구 죽동길 109 (죽동동),051-972-3490,25934,톱 및 호환성 공구 제조업,4,원형톱날
4765,진초경산업,부산광역시 강서구 식만로 191 (식만동),051-528-2364,25934,톱 및 호환성 공구 제조업,5,톱날
1912,경진산업,부산광역시 강서구 가리새1로17번길 17 (생곡동),051-305-6471,29133,"탭, 밸브 및 유사장치 제조업 외 7 종",11,밸브 및 산업기계
2538,동인워터솔루션(주),부산광역시 강서구 화전산단6로66번길 9 (화전동),051-831-9636,29133,"탭, 밸브 및 유사장치 제조업 외 6 종",13,"자동유량 조절장치, 비점오염 저감장치"
4042,이환산업,부산광역시 강서구 녹산산단361로 20 (송정동),051-832-0661,29133,"탭, 밸브 및 유사장치 제조업 외 4 종",19,"신축관,강관,밸브,수문권양기,문틀등"
12,(유)프라이그파이스트,부산광역시 강서구 녹산산단27로 19 (송정동),051-831-6985,29133,"탭, 밸브 및 유사장치 제조업 외 3 종",42,선박용 밸브 원격제어장치
531,(주)부산피팅,부산광역시 강서구 녹산산단46로 39 (송정동),051-832-2100,29133,"탭, 밸브 및 유사장치 제조업 외 3 종",37,"엘보,슬리브"
726,(주)세진에프에스,부산광역시 강서구 미음국제1로가길 9 (미음동),051-832-6652,29133,"탭, 밸브 및 유사장치 제조업 외 3 종",5,"밸브, 밸브셔터, 밸브, 밸브"
1130,(주)은광이노텍,부산광역시 강서구 미음산단3로 93 (미음동),051-941-2627,29133,"탭, 밸브 및 유사장치 제조업 외 3 종",20,상하수도밸브
2262,대신금속,부산광역시 강서구 낙동북로125번길 96-1 (강동동),051-973-0115,29133,"탭, 밸브 및 유사장치 제조업 외 3 종",1,밸브 핸들 외
4631,주식회사 한국산업코어,부산광역시 강서구 공항로339번길 156 (대저2동),051-971-5665,29133,"탭, 밸브 및 유사장치 제조업 외 3 종",10,"수도미터기보호통,밸브류,계측기"
783,(주)신성컨트롤,부산광역시 강서구 미음산단로37번길 9 (구랑동),051-266-5426,29133,"탭, 밸브 및 유사장치 제조업 외 2 종",9,펌프 밸브 외
2213,대림메탈산업주식회사,부산광역시 강서구 녹산산단261로59번길 38 (송정동),051-941-8411,29133,"탭, 밸브 및 유사장치 제조업 외 2 종",9,"밸브, 일반산업기계"
3308,세진밸브공업(주),부산광역시 강서구 화전산단2로133번길 16(화전동),051-831-7747,29133,"탭, 밸브 및 유사장치 제조업 외 2 종",70,"탭, 밸브, 수문 등"
3739,영도산업(주),부산광역시 강서구 녹산산업중로 22 (송정동),051-200-9000,29133,"탭, 밸브 및 유사장치 제조업 외 2 종",110,"가스용 밸브, 가스용 밸브, 가스용밸브"
3912,원광밸브(주),부산광역시 강서구 녹산산업북로 285 (송정동),051-831-9932,29133,"탭, 밸브 및 유사장치 제조업 외 2 종",20,"밸브,스트레이너"
5137,한국산업,부산광역시 강서구 녹산산업중로 67 (송정동),051-972-4800,29133,"탭, 밸브 및 유사장치 제조업 외 2 종",4,수도부품
591,(주)삼영피팅,부산광역시 강서구 낙동남로533번길 63 (녹산동),051-832-0211,29133,"탭, 밸브 및 유사장치 제조업 외 12 종",90,"탭,밸브"
78,(주)광동산업기계,부산광역시 강서구 녹산산단77로 20 (송정동),051-831-1833,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",9,밸브류 등
120,(주)금우정공,부산광역시 강서구 미음국제5로나길 27(미음동),051-971-0120,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",3,"버터블라이밸브, 게이트밸브, 밸브실, 전기"
172,(주)다흥,부산광역시 강서구 녹산산단261로87번길 22 (송정동),051-311-1882,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",28,선박용 벨브
254,(주)대창솔루션,부산광역시 강서구 화전산단1로 155 (화전동),051-899-5684,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",8,"산업용밸브, 압축용기"
265,(주)대한콘트롤,부산광역시 강서구 가달1로 39 (생곡동),051-974-1221,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",33,버터플라이 밸브
928,(주)에쓰엠메탈,부산광역시 강서구 과학산단로369번길 33 (지사동),051-831-8751,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",23,"VALVE BODY,CAP"
1105,(주)유니플로,"부산광역시 강서구 미음산단5로41번길 21, 402호(미음동, 첨단융복합소재센터)",031-498-1577,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",14,산업용 밸브
1476,(주)투와이젠,"부산광역시 강서구 낙동남로549번길 24, 1동 일부(녹산동)",070-4143-6203,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",6,"발전설비, 탭, 밸브 유사장치"
1643,(주)해성이엔티,부산광역시 강서구 미음산단1로15번길 39 (구랑동),051-974-1388,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",9,냉동밸브
1730,D.H.V,부산광역시 강서구 공작길 52 (강동동),051-266-7711,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",4,"밸브,수문권양기"
1793,㈜동아코퍼레이션,부산광역시 강서구 미음국제5로라길 43(미음동),051-988-7540,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",9,고압용밸브 및 배관연결이음새
1897,경신밸브,"부산광역시 강서구 미음산단3로 14, 경신밸브 (미음동)",051-327-4476,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",4,"밸브스테인레스 밸브 제조, 태양력발전업"
2476,동아밸브공업사,부산광역시 강서구 녹산산단289로 93 (송정동),051-831-1505,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",89,"조선해양요밸브, 스트레이나, 볼밸브, 저온밸브 등"
3651,에이원산업,부산광역시 강서구 미음산단1로15번길 11 (구랑동),051-971-5665,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",4,"탭, 밸브"
3859,우성밸브(주),부산광역시 강서구 녹산산단335로 46 (송정동),051-831-1251,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",38,밸브류
4485,주식회사 와이케이코퍼레이션,부산광역시 강서구 녹산산단361로 20 (송정동),051-941-0799,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",4,배관용 밸브 등
4702,지에이치피시스템(주),부산광역시 강서구 미음산단로199번길 41 (미음동),051-941-3575,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",12,"유압기계, 산업기계, 자동화설비"
5252,한주레벨,부산광역시 강서구 맥도길 587 (대저2동),051-303-0538,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",4,제어계측기
36,(주)가야특수강,부산광역시 강서구 과학산단로 509 (지사동),051-831-9041,29133,"탭, 밸브 및 유사장치 제조업",10,"특수밸브, 후렌지 등"
99,(주)그린켐텍,부산광역시 강서구 녹산산업북로 200 (송정동),051-832-1618,29133,"탭, 밸브 및 유사장치 제조업",2,밸브류
100,(주)그린켐텍,부산광역시 강서구 낙동남로549번길 12 (녹산동),051-832-1616,29133,"탭, 밸브 및 유사장치 제조업",20,"탭, 밸브 및 유사장치 제조"
171,(주)다흥,부산광역시 강서구 화전산단5로84번길 22 (화전동),051-311-1882,29133,"탭, 밸브 및 유사장치 제조업",15,밸브
264,(주)대한콘트롤,부산광역시 강서구 미음동 0번지 부산신항배후 국제산업물류도시(1단계) 일반산업단지 I36블록 3놋트,051-974-1221,29133,"탭, 밸브 및 유사장치 제조업",0,밸브
