연번,업체명,소재지,업종구분,산업분류코드,전화번호,팩스번호,고용인원수,데이터기준일자
174,(주)금호기공,광주광역시 광산구 평동산단5번우로 40 (월전동),자동차 차체용 신품 부품 제조업  ,30320,062-959-3400,062-943-3080,35,2025-09-04
175,(주)금호에이치티,광주광역시 광산구 용아로 717 (오선동),그 외 자동차용 신품 부품 제조업  ,30399,062-958-2700,062-958-2710,250,2025-09-04
176,(주)금호조리기,광주광역시 광산구 하남산단7번로 135-16 (오선동),수동식 식품 가공기기 및 금속 주방용기 제조업  ,25992,062-952-2883,,7,2025-09-04
177,(주)금화이엔씨,"광주광역시 광산구 하남산단6번로 57,  (오선동) 산업동 6층 601호",배전반 및 전기 자동제어반 제조업,28123,,,4,2025-09-04
178,(주)기공산업,"광주광역시 광산구 소촌로85번길 27, (648-1) (소촌동)",금속 절삭기계 제조업,29223,062-941-3001,062-941-1330,5,2025-09-04
179,(주)기람,광주광역시 광산구 용아로 631-11 (오선동),기타 가공 공작기계 제조업,29229,062-961-7808,062-961-7809,14,2025-09-04
180,(주)기백건업,광주광역시 광산구 사암로106번길 89-10 (우산동),"금속 문, 창, 셔터 및 관련제품 제조업",25111,062-944-6242,062-942-6242,10,2025-09-04
181,(주)기본이앤지,광주광역시 광산구 빛그린18로 19(삼거동) 외 1필지,기타 물품 취급장비 제조업  ,29169,,061-323-8848,12,2025-09-04
182,(주)기성정공,광주광역시 광산구 하남산단9번로 117 (안청동),그 외 자동차용 신품 부품 제조업  ,30399,062-955-9308,062-953-9305,17,2025-09-04
183,(주)기영테크,광주광역시 광산구 하남산단8번로 127-30 (안청동),자동차용 금속 압형제품 제조업  ,25913,062-954-0603,,2,2025-09-04
184,(주)기왕하이텍,"광주광역시 광산구 하남산단4번로 95-25, 2동 (장덕동)",주형 및 금형 제조업,29293,062-961-5596,062-961-5597,2,2025-09-04
185,(주)기준테크,광주광역시 광산구 하남산단8번로 127-30 (안청동),그 외 자동차용 신품 부품 제조업  ,30399,062-956-0870,,4,2025-09-04
186,(주)기현 ,광주광역시 광산구 진곡산단2번로 39-25 (오선동),농업 및 임업용 기계 제조업,29210,062-956-8813,,8,2025-09-04
187,(주)길상일렉트릭,"광주광역시 광산구 진곡산단5번로 60(진곡동, (주)길상엔지니어링)",기타 전기 변환장치 제조업  ,28119,062-956-7483,,3,2025-09-04
188,(주)길성산업,광주광역시 광산구 도천남길 40 (도천동),육상 금속 골조 구조재 제조업  ,25113,062-956-0967,062-956-0968,2,2025-09-04
189,(주)나눔테크,광주광역시 광산구 하남산단6번로 46-14 (오선동),방사선 장치 제조업,27111,062-955-8588,062-955-8589,7,2025-09-04
190,(주)나래에스앤아이,"광주광역시 광산구 하남산단6번로 57,(오선동) 산업동 4층 412호 외 1필지",배전반 및 전기 자동제어반 제조업,28123,062-956-9989,,3,2025-09-04
191,(주)나산산업,광주광역시 광산구 임곡로 606 (안청동),기타 가정용 전기기기 제조업,28519,062-956-0301,,80,2025-09-04
192,(주)나산산업,광주광역시 광산구 하남산단10번로 25 (안청동) 외 1필지,기타 가정용 전기기기 제조업,28519,062-956-0301,062-956-0610,93,2025-09-04
193,(주)나우시스템,광주광역시 광산구 비아로24번길 56-4 (비아동),방송장비 제조업  ,26421,062-366-7541,062-366-7548,15,2025-09-04
194,(주)나전,광주광역시 광산구 평동산단로 239-20 (옥동) (총 4 필지) 외 3필지,자동차 차체용 신품 부품 제조업  ,30320,062-951-9251,062-945-9260,84,2025-09-04
195,(주)남경글라시스,광주광역시 광산구 신가동 200-50번지 외 1필지,기타 판유리 가공품 제조업,23119,,062-574-8547,5,2025-09-04
196,(주)남경테크,"광주광역시 광산구 진곡산단3번로 59-42, 임차기업 (진곡동)",주형 및 금형 제조업,29293,062-956-5398,,2,2025-09-04
197,(주)남도,광주광역시 광산구 임곡로 794 (도천동) (총 4 필지) 외 3필지,레미콘 제조업,23322,062-954-5782,062-954-5783,14,2025-09-04
198,(주)남도아그로텍,광주광역시 광산구 상무대로 431 (신촌동),복합비료 및 기타 화학비료 제조업,20312,,,3,2025-09-04
199,(주)남도창호산업,"광주광역시 광산구 풍영철길로 106-8, 외2필지(609-3,604-8) (운남동)",목재문 및 관련제품 제조업  ,16221,062-953-8033,062-953-8035,5,2025-09-04
200,(주)남도프린테크,광주광역시 광산구 평동로803번안길 93-10 (용동),기타 인쇄업  ,18119,062-943-0135,062-943-0134,18,2025-09-04
201,(주)남성수지,광주광역시 광산구 소촌로 97 (소촌동),가공 및 재생 플라스틱원료 생산업,20303,062-941-6100,062-941-1104,4,2025-09-04
202,(주)남양냉동식품,광주광역시 광산구 소촌로85번길 2 (소촌동),기타 과실ㆍ채소 가공 및 저장 처리업  ,10309,062-941-0711,062-941-0715,29,2025-09-04
203,(주)남양스틸,"광주광역시 광산구 진곡산단2번로 39-28, A26-2 (오선동)",주형 및 금형 제조업,29294,062-954-9400,062-954-9403,4,2025-09-04
204,(주)남양에스티엔,광주광역시 광산구 풍영철길로 123 (운남동),방송장비 제조업  ,26421,062-949-9800,062-949-9829,8,2025-09-04
205,(주)남양에스티엔,광주광역시 광산구 하남산단9번로 186-45(도천동),컴퓨터 제조업  ,26310,062-949-9800,062-949-9829,25,2025-09-04
206,(주)남영자동화,"광주광역시 광산구 임곡로 425-21, 임차기업 (고룡동)",산업처리공정 제어장비 제조업,27216,062-953-9597,,10,2025-09-04
207,(주)남영전구  광주공장,광주광역시 광산구 하남산단5번로 61 (장덕동),전구 및 램프 제조업  ,28410,062-956-8560,062-956-8563,14,2025-09-04
208,(주)남주실업,광주광역시 광산구 하남산단3번로 14-61 (장덕동),도금업  ,25922,062-956-1477,062-956-1479,36,2025-09-04
209,(주)남주실업 제2공장 ,광주광역시 광산구 하남산단3번로 14-57 (장덕동),도금업  ,25922,062-956-1477,062-955-1471,6,2025-09-04
210,(주)네이쳐,광주광역시 광산구 하남산단6번로 32 (오선동),주방용 및 음식점용 목재가구 제조업  ,32021,062-953-0830,062-961-0833,4,2025-09-04
211,(주)노바스이지,광주광역시 광산구 용아로 647 (오선동),전자부품 실장기판 제조업,26224,062-955-0801,062-955-1080,80,2025-09-04
212,(주)노바스이지,광주광역시 광산구 삼도로 29(삼거동),전자부품 실장기판 제조업,26224,062-955-0801,062-955-1080,152,2025-09-04
213,(주)노텍코리아,광주광역시 광산구 평동산단2번로 25 (용동),자동차 엔진용 신품 부품 제조업  ,30310,062-951-0035,062-951-0033,12,2025-09-04
214,(주)뉴그린코리아,광주광역시 광산구 평동산단7번로 132-7 (연산동),일반용 전기 조명장치 제조업  ,28422,062-941-4646,062-941-4647,14,2025-09-04
215,(주)뉴런모터스,광주광역시 광산구 진곡산단6번로 33 (고룡동),구조용 금속 판제품 및 공작물 제조업  ,25112,062-962-0061,,15,2025-09-04
216,(주)뉴런모터스,광주광역시 광산구 하남산단천변좌로 39 (안청동),농업 및 임업용 기계 제조업  ,29210,062-962-0061,,27,2025-09-04
217,(주)뉴원이앤씨 ,광주광역시 광산구 진곡산단5번로 57-10 (진곡동),자동차 구조 및 장치 변경업   ,30202,062-714-3440,,3,2025-09-04
218,(주)뉴카닉,광주광역시 광산구 월전동 938-1,벽 및 바닥 피복용 플라스틱제품 제조업,22221,070-4006-1811,070-4032-2961,16,2025-09-04
219,(주)뉴코애드윈드,광주광역시 광산구 평동로803번길 43-7 (옥동),그 외 기타 플라스틱 제품 제조업,22299,062-365-7258,062-372-7890,12,2025-09-04
220,(주)뉴테크산업,광주광역시 광산구 운남동 534-4번지,금속 캔 및 기타 포장용기 제조업,25991,,,5,2025-09-04
221,(주)뉴테크정공,광주광역시 광산구 하남산단천변좌로 113 (안청동),그 외 기타 분류 안된 금속 가공 제품 제조업  ,25999,062-953-3760,062-953-3762,8,2025-09-04
222,(주)다모기업,광주광역시 광산구 평동산단2번로 131 (옥동),차체 및 특장차 제조업  ,30201,062-945-1562,062-945-1565,28,2025-09-04
223,(주)다물플라스틱산업,광주광역시 광산구 하남산단9번로 37 (안청동),폴리스티렌 발포 성형제품 제조업  ,22251,062-956-7991,,9,2025-09-04
224,(주)다성이엔지,"광주광역시 광산구 진곡산단중앙로 278, (주)다성이엔지(고룡동)",전동기 및 발전기 제조업  ,28111,062-971-4271,,3,2025-09-04
225,(주)다성이엔지,"광주광역시 광산구 진곡산단중앙로 278, (주)다성이엔지(고룡동)",전동기 및 발전기 제조업  ,28111,062-971-4271,,8,2025-09-04
226,(주)다온스,광주광역시 광산구 고봉로 415 (등임동),기타 목재가구 제조업  ,32029,062-952-3938,062-974-3938,5,2025-09-04
227,(주)다온테크,광주광역시 광산구 손재로 436-22(오선동),운송장비 조립용 플라스틱제품 제조업  ,22241,062-959-5280,062-959-5281,7,2025-09-04
228,(주)다옴전자,광주광역시 광산구 평동산단10번로 26 (연산동),기타 가정용 전기기기 제조업,28519,,031-5175-3079,5,2025-09-04
229,(주)다우이엔지,광주광역시 광산구 용아로 681 (오선동),기타 기계.장비 조립용 플라스틱 제품 제조업,22249,062-953-5925,062-953-5925,17,2025-09-04
230,(주)다우정밀,광주광역시 광산구 평동산단5번좌로 67(월전동),기타 절연선 및 케이블 제조업,28302,051-832-0970,051-832-0980,13,2025-09-04
231,(주)다울이엔지,광주광역시 광산구 상완길 191-1 (수완동),유압기기 제조업,29120,062-710-5001,062-710-5003,10,2025-09-04
232,(주)다원,광주광역시 광산구 하남산단천변우로 108 (도천동),기타 인쇄업  ,18119,062-955-6811,,15,2025-09-04
233,(주)다이나믹 오토,광주광역시 광산구 평동산단로169번길 56 (월전동),자동차 차체용 신품 부품 제조업  ,30320,062-941-8247,062-942-8246,27,2025-09-04
234,(주)다일,"광주광역시 광산구 하남산단8번로 144(오선동, (주)다일)",배전반 및 전기 자동제어반 제조업,28123,062-954-1590,,1,2025-09-04
235,(주)다일시스템,"광주광역시 광산구 평동로803번길 43-8, 본관 2층 (옥동)",유선 통신장비 제조업  ,26410,061-722-5235,050-5043-5235,2,2025-09-04
236,(주)단아,광주광역시 광산구 평동산단2번로 37-9 (용동),사무 및 회화용품 제조업,33920,062-943-6712,,6,2025-09-04
237,(주)대경산업,광주광역시 광산구 하남산단천변좌로 53-5 (안청동),폴리스티렌 발포 성형제품 제조업  ,22251,061-336-1501,061-336-1503,11,2025-09-04
238,(주)대경산업,광주광역시 광산구 하남산단천변좌로 53-7 (안청동),폴리스티렌 발포 성형제품 제조업  ,22251,062-952-1501,062-952-1503,20,2025-09-04
239,(주)대경산업,광주광역시 광산구 하남산단천변좌로 49 (안청동),그 외 기타 일반목적용 기계 제조업,29199,062-952-1501,,2,2025-09-04
240,(주)대경산업기계,광주광역시 광산구 평동산단8번로 110-10 (연산동),그 외 기타 특수목적용 기계 제조업,29299,062-710-3448,062-710-3449,3,2025-09-04
241,(주)대경푸드,광주광역시 광산구 상무대로 507-15 (우산동),육류 포장육 및 냉동육 가공업 (가금류 제외),10122,,062-945-7503,3,2025-09-04
242,(주)대광도금 ,광주광역시 광산구 하남산단2번로 103 (하남동),도금업,25922,062-952-2012,062-952-2016,2,2025-09-04
243,(주)대광창호 ,광주광역시 광산구 하남산단3번로 14-52(장덕동),"금속 문, 창, 셔터 및 관련제품 제조업  ",25111,063-862-9950,062-572-9970,4,2025-09-04
244,(주)대광테크,광주광역시 광산구 평동산단5번좌로 29 (월전동),그 외 기타 일반목적용 기계 제조업  ,29199,062-944-5530,062-944-5531,5,2025-09-04
245,(주)대광테크 ,광주광역시 광산구 진곡산단6번로 25-78 (고룡동),차체 및 특장차 제조업,30201,062-944-5530,062-944-5531,7,2025-09-04
246,(주)대길산업,광주광역시 광산구 임곡로 783-2(도천동),육상 금속 골조 구조재 제조업  ,25113,,062-513-0686,3,2025-09-04
247,(주)대능,광주광역시 광산구 사암로57번길 20-9 (신촌동),액체 펌프 제조업 외 32 종,29131,062-944-6011,062-944-6012,9,2025-09-04
248,(주)대덕디엠씨,광주광역시 광산구 진곡산단4번로 5 (진곡동),그 외 기타 특수목적용 기계 제조업,29299,062-945-2628,062-945-2629,7,2025-09-04
249,(주)대덕아이엠티,광주광역시 광산구 진곡산단중앙로 178 (진곡동),차체 및 특장차 제조업,30201,042-936-2390,042-936-2392,11,2025-09-04
250,(주)대동 광주공장,광주광역시 광산구 하남산단8번로 53-1 (안청동),농업 및 임업용 기계 제조업,29210,062-956-6301,062-955-6302,23,2025-09-04
251,(주)대동광고,광주광역시 광산구 풍영정길 393-2 (산월동),간판 및 광고물 제조업  ,33910,062-953-9914,062-953-9916,10,2025-09-04
252,(주)대림신소재,광주광역시 광산구 진곡산단5번로 59 (진곡동),금속선 가공제품 제조업  ,25944,062-710-3131,062-710-3132,2,2025-09-04
253,(주)대림와이에스,광주광역시 광산구 평동로913번길 52 (월전동),주방용 및 음식점용 목재가구 제조업  ,32021,,,7,2025-09-04
254,(주)대명벤딩 ,광주광역시 광산구 하남산단5번로 9 (장덕동),자동차용 금속 압형제품 제조업  ,25913,062-955-8553,062-955-8552,2,2025-09-04
255,(주)대명엘리베이터서비스,광주광역시 광산구 하남산단10번로 115-5 (안청동),승강기 제조업,29162,,,15,2025-09-04
256,(주)대명테크,광주광역시 광산구 하남산단2번로 126 (하남동),기타 기계.장비 조립용 플라스틱 제품 제조업,22249,062-952-0744,062-962-9960,5,2025-09-04
257,(주)대명특장,"광주광역시 광산구 진곡산단중앙로 122, A24-2 (고룡동)",차체 및 특장차 제조업  ,30201,062-951-1727,062-951-1780,6,2025-09-04
258,(주)대상패션,광주광역시 광산구 월전동 1031-4번지,속옷 및 잠옷 제조업,14120,,062-682-7503,7,2025-09-04
259,(주)대성디앤에스,광주광역시 광산구 평동로803번길 26 (옥동),세폭직물 제조업  ,13991,,,3,2025-09-04
260,(주)대성이노텍,광주광역시 광산구 비아로135번길 23 (비아동),주형 및 금형 제조업,29293,062-952-0096,062-952-0097,13,2025-09-04
261,(주)대성테크,광주광역시 광산구 안청동 1-10번지,음ㆍ식료품 및 담배 가공기계 제조업  ,29250,,,5,2025-09-04
262,(주)대성포장산업,광주광역시 광산구 평동산단로 140 (월전동),기타 인쇄업  ,18119,062-374-0011,062-374-0105,65,2025-09-04
263,(주)대성화학,광주광역시 광산구 하남산단2번로 30 (하남동),기타 기초 무기 화학물질 제조업  ,20129,062-951-7988,062-951-7989,9,2025-09-04
264,(주)대성화학 ,광주광역시 광산구 하남산단2번로 34 (하남동),그 외 기타 분류 안된 화학제품 제조업  ,20499,062-951-7988,062-951-7989,7,2025-09-04
265,(주)대신물산,"광주광역시 광산구 진곡산단3번로 41-24, A20-6 (진곡동)",그 외 기타 전자부품 제조업  ,26299,070-7785-7717,062-945-7700,8,2025-09-04
266,(주)대신육가공,광주광역시 광산구 상무대로 541 (우산동),육류 기타 가공 및 저장처리업 (가금류 제외)  ,10129,062-572-9913,062-946-9967,32,2025-09-04
