 연번 , 업종 ,업체명,소재지,주생산품,종업원수(명),전화번호
260,29171,(유)광일산업,광주광역시 광산구 평동산단3번로 185  ,"지아이철판, EGI0.5T철판 폼임, 트리밍",27,062-951-6466
261,29294,주식회사 천복금형,광주광역시 광산구 평동로803번안길 30  ,"철강특수강 주조, 단조",30,062-946-1228
262,25112,(주)우리이엔씨,광주광역시 광산구 평동산단7번로 16-24 주식회사 우리이엔씨 ,알루미늄교량난간,9,062-953-3285
263,10613,(주)효동식품,광주광역시 광산구 평동로803번길 89  ,"밀가루, 이스트 배합, 1차배합",39,062-944-6060
264,29171,남강엔지니어링,광주광역시 광산구 평동로 1035  ,제작 설치 시공,3,062-373-6051
265,33910,다올컴퍼니,광주광역시 광산구 산정공원로82번길 10  4층 ,명판.아크릴 각인,1,
266,14419,왕관장갑,광주광역시 광산구 산정공원로82번길 11-13  ,"장갑, 모자, 숄, 의무 부속품 등 제조",1,
267,14192,(주)반도아이엔씨광주,광주광역시 남구 백운로 50-1  ,의류제조,7,
268,10711,떡고을방앗간,광주광역시 남구 광복마을7길 28  ,떡.제분가루,1,062-372-1655
269,25924,준 스틸,광주광역시 광산구 손재로 512-39  ,금속압형제품,4,062-955-9065
270,25914,하남정공 주식회사,광주광역시 광산구 진곡산단2번로 52  ,전자부품(컴프레스),9,
271,32029,한일가구공업사,광주광역시 광산구 용곡길12번길 84-1  ,"목제 침대, 목제 캐비닛, 나전칠기 가구 등 제조",2,
272,29294,티케이하이테크,광주광역시 광산구 하남산단6번로 73-7  ,"철강 철강, 절단",10,
273,34019,주식회사 우리종합기계,광주광역시 광산구 하남산단4번로 95-23  ,기계장비수리,4,
274,30399,대국하이테크,광주광역시 광산구 하남산단8번로 67  ,자동차용신품,2,062-962-2438
275,30399,(주)신뢰기업,광주광역시 광산구 평동공단산정로 12  가동 ,"알루미늄 알루미늄, 주조",14,062-941-0036
276,25112,하늘공조,광주광역시 광산구 평동매화길 85  ,함석 제조,13,062-942-0766
277,10220,우성종합식품,광주광역시 광산구 평동산단2번로 45  ,조미식품,1,
278,29294,(주)이레정공,광주광역시 광산구 평동로803번길 43-11  ,"자동차금형(주형 틀, 산업용 모형 등 )제조",8,062-972-0121
279,10121,농업회사법인 주식회사 세움푸드,광주광역시 광산구 평동영천안길 51  ,"훈제품, 햄 등 제조",4,062-974-1540
280,10751,주식회사 굿모닝푸드시스템,광주광역시 광산구 평동산단외로 107  ,도시락 제조,5,
281,24221,대창,광주광역시 광산구 평동영천안길 46  ,동파이프제조,2,
282,22241,주식회사 디에이치글로벌서비스,광주광역시 광산구 평동로803번길 158-13  ,"플라스틱 원재료입고, 사출,성형",29,062-942-8901
283,18112,서경실업,광주광역시 광산구 평동산단로 225-8  ,실크스크린인쇄,1,062-945-8770
284,28511,(유)미앤텍이앤씨,광주광역시 광산구 산정로38번길 13-3  ,냉장고 제조(냉장고 부품 중 도어),9,
285,10611,새참방앗간,광주광역시 광산구 산정로6번길 10  ,고추가루.참기름,2,062-954-2233
286,10129,코끼리푸드,광주광역시 광산구 하남산단6번로 57 kbi하남 지식산업센터 산업동 301호,돈가스 등,4,
287,28123,광산이앤씨,광주광역시 광산구 하남산단6번로 2  ,접속장치,1,
288,29171,(주)신흥*,광주광역시 광산구 하남산단7번로 24  ,가정용세탁기，가정용선풍기，가정용냉장고,29,062-959-0754
289,25924,인성테크,광주광역시 광산구 하남산단4번로 101  ,"산업기계부품생산(축,카라,와샤)",1,
290,25913,성수테크 주식회사,광주광역시 광산구 손재로 376-8  ,도색(금속),5,062-572-8131
291,25913,청산정공,광주광역시 광산구 하남산단4번로 131-22  ,금형 부품가공,1,
292,25924,광동기계,광주광역시 광산구 하남산단7번로 145  1동 ,기계부품절삭가공,1,062-955-0610
293,17212,태성산업주식회사,광주광역시 광산구 하남산단5번로 117  ,"원지 원지공급, 편면및표면지접합",198,062-960-9090
294,30320,성우AP(주),광주광역시 광산구 평동산단2번로 124  ,"프라스틱 사출, 본딩",12,062-943-7075
295,30320,기광산업(주),광주광역시 광산구 평동산단3번로 194  ,"자동차차체용부품 제조 공장 철판, 사각파이프 자재입고, 절단",70,062-952-7400
296,30393,(주)씨에스지시스템,광주광역시 광산구 평동산단로 170-8  ,입고 조립,3,062-956-4081
297,22211,(주)광명바이오산업,광주광역시 광산구 평동로803번길 117-84  ,파이프 제조,7,062-943-4274
298,28119,한국전지,광주광역시 광산구 평동산단3번로 30-1  ,차량밧데리및발전기,1,
299,28122,경원전자(주),광주광역시 광산구 평동산단외로 142-17  ,"전자용터미널, TUL 원재료연결, 제품생산.프레스",48,062-945-8783
300,24199,일신철강(주),광주광역시 광산구 평동산단5번좌로 109  ,강관(철) 절단,12,062-946-1162
301,22249,(주) 두리테크,광주광역시 광산구 평동산단2번로 80  ,냉장고 내장품,5,
302,22292,(주)세정하이텍,광주광역시 광산구 평동로803번길 117-78  ,금속도포 플라스틱 필름 등 특수용 플라스틱 표면 가공품 제조,9,
303,29294,미르정밀,광주광역시 광산구 진곡산단5번로 17-10  ,선반 금형,1,
304,29223,부성정공,광주광역시 광산구 손재로 368  ,산업기계부품,6,062-956-7122
305,29221,에스원테크,광주광역시 광산구 하남산단5번로 42-1  ,레이저 응용 절삭기계 등 제조,9,062-959-9510
306,25924,한호정밀,광주광역시 광산구 임곡로 635  ,기계부품,2,062-952-0977
307,29120,주식회사 에코플레임,광주광역시 광산구 하남산단천변좌로 19  1층 비지니스룸호,버너제조,4,
308,29294,샤프테크,광주광역시 광산구 하남산단7번로 66  ,금형,1,062-959-8845
309,29299,케이엔티이엔지,광주광역시 광산구 하남산단9번로 148  ,제작,1,062-955-8304
310,28202,세방전지(주)광주공장,광주광역시 광산구 손재로 287  ,"연, 격리판 STRIP, 연분",500,062-601-6370
311,25924,대경테크정공,광주광역시 광산구 고봉로 56  ,"철강, 비철금속제품 생산",1,062-952-9281
312,17211,태은,광주광역시 광산구 하남산단2번로 125 D ,골판지상자제조,1,
313,22292,케이비전테크 주식회사 광주지점,광주광역시 광산구 하남산단2번로 23  ,플라스틱 표면 가공품 제조,4,
314,24311,(주)서광테크공장*,광주광역시 광산구 진곡산단2번로 39-25  A동 ,기계부품,9,062-956-4740
315,22232,광주목금형시스템,광주광역시 광산구 하남산단6번로 32-12  ,"플라스틱제 포장.운반용 용기, 마개, 뚜껑 등 제조",11,062-951-2872
316,29294,CAM21C,광주광역시 광산구 하남산단10번로 109  ,금형가공,1,
317,29294,알앤에프(R&F),광주광역시 광산구 하남산단8번로 63  ,반도체금형 제조,6,062-954-0423
318,29229,제이테크(주),광주광역시 광산구 하남산단천변좌로 119  가동 ,공작기계부품,6,
319,30310,주식회사 삼호시스텍,광주광역시 광산구 하남산단천변좌로 51  나동 ,"철판 설계, 가공",10,062-961-3275
320,24290,기승테크,광주광역시 광산구 하남산단천변좌로 119  ,비철금속 표면처리 강재 생산,1,
321,25924,우창티디 주식회사,광주광역시 광산구 하남산단7번로 135-22  ,금형부품,5,062-952-6220
322,25924,코리아엔지니어링,광주광역시 광산구 하남산단2번로 77  가동 ,기계부품,1,062-956-0229
323,34019,동곡농기구,광주광역시 광산구 동곡로 159  ,기계수리,1,
324,30310,창원산업,광주광역시 광산구 진곡산단3번로 41-34  ,"지그,피스톤 링 밸브",3,
325,25922,서광도금,광주광역시 광산구 하남산단3번로 34 공장라동 ,도금업,1,062-955-0713
326,25111,이룸도어 광주지사 중문,광주광역시 광산구 동곡로 382  1층 ,현관중문 설치공사,2,062-945-5857
327,29169,유한회사 한성호이스트,광주광역시 광산구 평동로 812  ,호이스트크레인 제조,1,062-956-9694
328,29294,선진기업,광주광역시 광산구 평동산단로169번길 32  ,금형,1,062-952-7400
329,29292,주식회사 영주실업,광주광역시 광산구 평동로803번길 83-26  ,플라스틱 사출 성형기 생산,8,
330,24191,서림철강,광주광역시 광산구 월전로 40  ,"냉연코일 냉연코일을생산설비에투입, 절단가공",12,062-952-2205
331,29294,고려와이어,광주광역시 광산구 진곡산단3번로 59-41 고려정밀(주) ,자동차브라이컷트),2,062-953-0910
332,29294,엘케이테크,광주광역시 광산구 진곡산단4번로 51-11  ,"주형 틀, 산업용 모형 등 제조",4,
333,29294,정윤테크,광주광역시 광산구 하남산단3번로 32  ,"기계부품, 프레스, 가공",1,
334,25924,NBS,광주광역시 광산구 장안길 59  ,공작기계부품 절삭,7,062-956-6637
335,25924,동강와이어,광주광역시 광산구 하남산단7번로 54  ,와이어가공,2,
336,29223,유평산업,광주광역시 광산구 하남산단천변좌로 63-10  에이동 ,금속제타공울타리,6,062-954-3083
337,29210,제일 더블유(주),광주광역시 광산구 용아로 552-19  ,농기계 제작,4,
338,29223,배웅정밀,광주광역시 광산구 하남산단8번로 128  ,금속절삭기계,1,062-942-2103
339,28511,에스피엠이SPME,광주광역시 광산구 손재로 170  ,식기 세척기,1,
340,29294,와이에스제이(YSJ),광주광역시 광산구 진곡산단4번로 51-25  ,"W/C,MC 연마.금형제조",3,062-956-8014
341,18119,거성테크,광주광역시 광산구 하남산단3번로 33  ,라벨인쇄,7,062-382-9301
342,25111,대아이앤씨,광주광역시 광산구 하남산단2번로 23  ,철문제조,4,
343,29169,(주)반도기연,광주광역시 광산구 용아로 627  ,철구조물,5,062-954-3247
344,29132,성원 콤프레샤,광주광역시 광산구 하남산단3번로 14-22  가동 ,콤프레샤,3,
345,25923,진테크,광주광역시 광산구 손재로287번길 78  ,배터리,1,062-959-1561
346,25924,주식회사 효명이엔지,광주광역시 광산구 하남산단9번로 47  ,자동차부품가공,3,
347,26121,와이에스씨,광주광역시 광산구 손재로 436-8  2층층 ,LED Module,6,062-605-9726
348,18113,동양인쇄,광주광역시 광산구 하남산단6번로 14-6  ,포장지인쇄,3,
349,29294,우진테크,광주광역시 광산구 하남산단4번로 101  ,자동차 전자금형부품(프레임),4,062-955-0203
350,29294,제이위드,광주광역시 광산구 용아로 583  ,"주형 틀, 산업용 모형 등 제조",1,
351,22251,(주)대경산업,광주광역시 광산구 하남산단천변좌로 53-7  ,스치로폴EPS 원재료발포,26,062-952-1501
352,29223,스타연마,광주광역시 광산구 하남산단7번로 135-16  ,"연삭,연마",1,
353,28909,원탑시스템ONETOPSYSTEM,광주광역시 광산구 진곡산단3번로 41-30  ,"전기,전자부품",5,
354,29294,오티디이엔지OTDENG,광주광역시 광산구 손재로 474  ,금형.주형,1,062-953-2052
355,29210,친화테크,광주광역시 광산구 진곡산단2번로 47-13  ,"경운기,양액기계, 콤바인, 양봉용기계, 잔디깎는 기계 등 제조",3,
356,25111,가나ENG,광주광역시 광산구 장수길 9  ,자동문샷다제작,3,
357,29294,필테크,광주광역시 광산구 하남산단6번로 73-12  ,"주형 틀, 산업용 모형 등 제조",1,062-714-2098
358,29223,미래정밀,광주광역시 광산구 본안길 14-3  ,기계부품,2,
359,29210,한아테크,광주광역시 광산구 진곡산단5번로 70  ,기계부품조립,4,062-959-4397
360,25924,한일,광주광역시 광산구 용아로 534-18  ,기계공구 제조,1,
361,29294,에이원테크,광주광역시 광산구 진곡산단4번로 51-12  ,금형부품,3,062-955-6062
362,28111,하남전기(주)1공장,광주광역시 광산구 손재로287번길 134-16  ,"철판, 냉열강판 원자재입고, 프레스가공",92,070-8622-1549
363,29172,오텍캐리어(주),광주광역시 광산구 하남산단3번로 55  ,"패키지에어컨, 철도차량용에어컨",227,062-958-0721
364,29171,주식회사 신흥(광주2공장),광주광역시 광산구 손재로 436-27  ,냉장고용부품,23,062-959-0754
365,25913,창신기공,광주광역시 광산구 용아로 645  1동 ,자동차용 부분품 제조,1,
366,25924,진우정공,광주광역시 광산구 용아로 493  1동 ,산업기계 부품가공,1,062-973-3966
367,22251,노바텍(주),광주광역시 광산구 진곡산단2번로 39-11  ,"플라스틱 원재료입고, 사출서형",14,062-953-6561
368,30399,기품테크,광주광역시 광산구 진곡산단2번로 39-32  ,기타 자동차용 신품 부품을 제조,1,
369,25924,하진테크,광주광역시 광산구 하남산단2번로 57  ,금형부품 제조,1,
370,25924,신화테크,광주광역시 광산구 하남산단4번로 129  ,쓰리축 제작 A/S 전문,1,062-956-3022
371,29294,에스에스티,광주광역시 광산구 진곡산단2번로 39-28  ,자동차부품(프레스금형),1,
372,25112,주식회사 선일이엔씨,광주광역시 광산구 임곡로 604  비동 ,"금속 지붕, 발코니, 베란다, 계단 등 제조",4,
373,29210,한경씨앤피,"광주광역시 광산구 하남산단2번로 125  D동 ,D-2-3호","경운기,콤바인, 양봉기계 등 제조",8,062-719-1070
374,25924,수테크,광주광역시 광산구 하남산단2번로 125  C동 ,부품가공,1,
375,25924,믿음레이저 주식회사,광주광역시 광산구 하남산단7번로 64  ,"스틸, 알미늄을 가지고 원재료입고, 절단",10,062-952-6057
376,25113,일광에너지,광주광역시 광산구 진곡산단중앙로 52  D동 ,제작,1,062-955-4355
377,26529,진테크,광주광역시 광산구 진곡산단3번로 41-8  ,"스피커, 이어폰, 확성기 등 제조",5,
378,31114,(주)케이알엔티,광주광역시 광산구 하남산단8번로 35-1  ,선박구성품,5,062-416-4551
379,25924,창현테크,광주광역시 광산구 하남산단2번로 57  ,금형부품가공,4,062-956-1718
380,25924,은성정밀,광주광역시 광산구 하남산단2번로 124  A동 ,금형부품 제작,1,
381,25924,형제정밀,광주광역시 광산구 하남산단2번로 125  C동 ,전봇대부품,1,062-955-4865
