회사명,전화번호,팩스번호,공장대표주소,업종명
(주)멜리오유니온랜드,052-265-2044,052-265-7227,울산광역시 울주군 삼동면 은현공단4길 18 외 13필지,놀이터용 장비 제조업 외 2 종
(주)명광,052-264-1902,052-264-0902,울산광역시 울주군 두서면 서하구량길 196-25,표면 가공 목재 및 특정 목적용 제재목 제조업
(주)명보엔지니어링,052-211-4064,052-211-9064,울산광역시 울주군 범서읍 새밭등길 55,구조용 금속 판제품 및 공작물 제조업
(주)명신기업,052-254-2773,,울산광역시 울주군 삼동면 보은로 248,육상 금속 골조 구조재 제조업 외 1 종
(주)명신비료,052-264-8951,052-264-8956,울산광역시 울주군 삼동면 은현작동로 335-6 (총 4 필지),복합비료 및 기타 화학비료 제조업 외 1 종
(주)명신정유,055-364-6604,055-364-6644,울산광역시 울주군 삼남읍 공암공단로 16-21 외 6필지,윤활유 및 그리스 제조업 외 1 종
(주)명신플라텍,,052-225-7885,울산광역시 울주군 웅촌면 와지공단1길 9-34,운송장비 조립용 플라스틱제품 제조업 외 1 종
(주)명신플라텍 2공장,052-225-7883,052-225-7885,울산광역시 울주군 웅촌면 와지공단1길 9-38,운송장비 조립용 플라스틱제품 제조업
(주)명일,052-239-9505,,울산광역시 울주군 온양읍 덕망로 254,자동차용 금속 압형제품 제조업 외 1 종
(주)명진TSR,052-257-8325,051-832-0006,울산광역시 울주군 상북면 길천산업로 103-25 (상북면),기타 물품 취급장비 제조업 외 2 종
(주)명진TSR,052-257-8322,052-257-8326,울산광역시 울주군 상북면 길천산업로 103-25,육상 금속 골조 구조재 제조업 외 1 종
(주)모던텍,052-254-1094,052-262-2771,울산광역시 울주군 상북면 길천산업로 317,운송장비 조립용 플라스틱제품 제조업 외 1 종
(주)모터트로닉스인터내셔날코리아,052-237-5805,052-237-5806,울산광역시 울주군 청량읍 처용산업4길 41,배전반 및 전기 자동제어반 제조업
(주)무주골재,052-245-5252,052-246-5253,울산광역시 울주군 온양읍 광청로 746,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
(주)무학 울산공장,070-7576-2040,050-2291-2230,울산광역시 울주군 삼남읍 반구대로 716,소주 제조업
(주)미래유지,052-716-2330,,울산광역시 울주군 삼동면 암리하방길 76,동물성 유지 제조업 외 1 종
(주)미시간기술,052-249-3533,052-249-3523,울산광역시 울주군 웅촌면 곡천검단로 208,액체 여과기 제조업
(주)미진스틸,070-4100-3836,052-254-0080,울산광역시 울주군 두서면 활천산업로 39-30,차체 및 특장차 제조업
(주)미진축산,052-265-3721,052-271-3729,울산광역시 울주군 웅촌면 서리길 12-1,육류 포장육 및 냉동육 가공업 (가금류 제외)
(주)미트마루,052-254-0765,052-254-0763,"울산광역시 울주군 삼남읍 후평길 90, 2층",가금류 가공 및 저장 처리업 외 3 종
(주)믿음열처리,,052-255-6344,"울산광역시 울주군 두동면 봉계농공길 8, (봉계리 954) 외 2필지",자동차용 신품 동력전달장치 제조업 외 1 종
(주)백두엠텍,052-247-3479,052-277-5564,울산광역시 울주군 청량읍 죽전건너길 16-14 (백두엠텍),기타 구조용 금속제품 제조업
(주)범개산업,052-258-1192,052-258-1193,울산광역시 울주군 웅촌면 고연공단5길 57-13,도장 및 기타 피막처리업
(주)범기플랜트,052-238-4500,052-238-1466,울산광역시 울주군 온양읍 덕망로 257,금속탱크 및 저장용기 제조업 외 1 종
(주)베바스토코리아홀딩스,070-7093-6713,052-257-0171,울산광역시 울주군 온산읍 처용산업로 6,자동차 차체용 신품 부품 제조업
(주)베스트미디어,052-262-1487,052-262-1489,울산광역시 울주군 두서면 활천산업로 197-8,차체 및 특장차 제조업 외 2 종
(주)벡테크,052-716-5071,052-716-5072,"울산광역시 울주군 온산읍 화산로 151, (주)벡테크",주형 및 금형 제조업 외 1 종
(주)벨류체인,052-965-9171,051-914-9174,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업1동 4층 일부",유압기기 제조업
(주)보생산업,052-0258-4555,052-0258-4558,울산광역시 울주군 웅촌면 고연공단1길 15,그 외 자동차용 신품 부품 제조업 외 3 종
(주)보성정유,052-237-0017,052-238-0017,울산광역시 울주군 온산읍 화산로 121-1,윤활유 및 그리스 제조업 외 1 종
(주)보스코,052-249-1418,052-249-1480,울산광역시 울주군 웅촌면 저리1길 20,자동차 차체용 신품 부품 제조업 외 3 종
(주)보승하이텍,052-262-3764,,울산광역시 울주군 삼남읍 가천공단2길 29,자동차용 금속 압형제품 제조업
(주)볼로랜드,070-4001-0220,0504-030-0220,울산광역시 울주군 청량읍 율리영해2길 24-6,무인 항공기 및 무인 비행장치 제조업
(주)봉기산업,052-238-7895,052-238-7896,울산광역시 울주군 서생면 용연길 64,가정용 및 장식용 도자기 제조업
(주)부경비엔지,052-265-0775,052-265-0776,울산광역시 울주군 웅촌면 고연로 157,그 외 자동차용 신품 부품 제조업 외 3 종
(주)부광,052-266-7760,052-266-7761,울산광역시 울주군 온양읍 광청로 366-127,강관 제조업
(주)부광산업,052-265-3360,052-925-3390,울산광역시 울주군 온산읍 처용산업로 107,도장 및 기타 피막처리업
(주)부광화섬,052-264-8716,052-264-8245,울산광역시 울주군 삼남읍 반구대로 199,합성섬유 제조업
(주)부성창호,052-254-8125,052-254-8127,울산광역시 울주군 웅촌면 당고개1길 42-34,"금속 문, 창, 셔터 및 관련제품 제조업 외 2 종"
(주)부승화학,052-239-4744,052-239-4742,울산광역시 울주군 온산읍 회학3길 28,기타 기초 무기 화학물질 제조업 외 2 종
(주)부영산업,052-277-8170,052-277-8173,울산광역시 울주군 웅촌면 와지공단길 56,그 외 자동차용 신품 부품 제조업 외 3 종
(주)부영산전,052-265-1725,,울산광역시 울주군 청량읍 청량천변로 115-1,배전반 및 전기 자동제어반 제조업
(주)부일레미콘,052-249-7041,052-249-7058,울산광역시 울주군 웅촌면 대복리 681-2번지,레미콘 제조업
(주)부창기술,052-955-1991,052-955-1995,울산광역시 울주군 웅촌면 웅촌로 610,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종"
(주)부형,052-998-3910,052-998-3911,울산광역시 울주군 두서면 활천산업로 39-1,그 외 금속파스너 및 나사제품 제조업
(주)부호,052-262-0266,052-262-5101,울산광역시 울주군 언양읍 동부리 398-2번지,그 외 자동차용 신품 부품 제조업 외 3 종
(주)비봉케미칼,052-272-3822,052-272-3823,울산광역시 울주군 온산읍 화산로 219,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업 외 1 종
(주)비앤지하이스코,051-971-1305,051-971-1305,울산광역시 울주군 온산읍 처용산업로 51-5,"증류기, 열교환기 및 가스발생기 제조업"
(주)비앤케이,052-265-3447,052-265-3448,울산광역시 울주군 삼남읍 신안2길 27,플라스틱 접착처리 제품 제조업 외 1 종
(주)비에스케미칼,,,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업2동 4층",부직포 및 펠트 제조업
(주)비엘씨,052-263-1333,052-263-1332,울산광역시 울주군 상북면 봉화로 339 외 4필지,그 외 기타 분류 안된 화학제품 제조업 외 2 종
(주)비엠산업,,,울산광역시 울주군 웅촌면 와지공단길 52,암면 및 유사제품 제조업 외 1 종
(주)비즈웨이테크,052-913-5501,052-913-5503,울산광역시 울주군 온산읍 처용산업로 51-20,내연기관 제조업 외 1 종
(주)비케이랜드,052-263-7100,052-264-8245,울산광역시 울주군 삼남읍 신안1길 36-1,일반 제재업
(주)비케이랜드 제1공장,052-263-7100,052-263-9100,울산광역시 울주군 삼남읍 상천리 504-64번지,놀이터용 장비 제조업 외 1 종
(주)비투케이,052-269-0552,052-269-0772,울산광역시 울주군 언양읍 반천산업로 41,그 외 기타 달리 분류되지 않은 운송장비 제조업 외 1 종
(주)빅텍스,032-561-4016,032-561-4016,울산광역시 울주군 서생면 에너지산업1로 22,산업용 로봇 제조업 외 4 종
(주)빅플라워,052-248-1577,052-263-1599,울산광역시 울주군 웅촌면 웅촌로 93,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종
(주)산양화학,052-264-2605,052-264-2607,울산광역시 울주군 삼남읍 가천지내길 21-3 외 3필지,그 외 자동차용 신품 부품 제조업 외 3 종
(주)삼부ATC,052-264-6468,052-264-6470,울산광역시 울주군 상북면 길천산업3길 28-10,고무패킹류 제조업 외 1 종
(주)삼산케미칼,052-256-9930,052-256-9932,울산광역시 울주군 웅촌면 은현공단1길 24-2,그 외 기타 분류 안된 화학제품 제조업
(주)삼선정공,052-917-5500,052-917-5501,"울산광역시 울주군 상북면 길천산업2길 36-17, (거리 1170-5)",자동차용 금속 압형제품 제조업 외 1 종
(주)삼성금속,052-275-0758,052-271-7079,울산광역시 울주군 온산읍 처용리 2-3번지,선박 구성부분품 제조업
(주)삼성케미칼,,,울산광역시 울주군 웅촌면 당고개1길 42-17,"플라스틱 선, 봉, 관 및 호스 제조업"
(주)삼성하우징,052-227-6370,052-227-6372,울산광역시 울주군 웅촌면 은현공단1길 28 (총 3 필지) 외 2필지,비내화 모르타르 제조업
(주)삼신에프에이,052-261-8303,052-261-1108,울산광역시 울주군 웅촌면 고연로 164,육상 금속 골조 구조재 제조업 외 10 종
(주)삼영이엔지,052-271-0732,052-271-1125,울산광역시 울주군 온산읍 처용산업1길 81,"증류기, 열교환기 및 가스발생기 제조업"
(주)삼영지관,052-258-9440,052-267-7480,울산광역시 울주군 웅촌면 고연공단4길 9,기타 종이 및 판지 제조업 외 2 종
(주)삼영지관제2공장,052-257-1550,052-261-1545,울산광역시 울주군 웅촌면 은현공단2길 18 외 1필지,그 외 기타 종이 및 판지 제품 제조업
(주)삼영폴리테크,052-264-9647,052-264-5287,울산광역시 울주군 두서면 미호하동길 142 외 2필지,그 외 기타 특수목적용 기계 제조업 외 4 종
(주)삼오,052-254-8901,052-335-8935,울산광역시 울주군 상북면 길천산업로 103-26 (총 2 필지) 외 1필지,자동차 차체용 신품 부품 제조업 외 1 종
(주)삼오,055-335-8901,,울산광역시 울주군 상북면 길천산업로 111,자동차용 신품 조향장치 및 현가 장치 제조업 외 2 종
(주)삼원하이텍,052-267-1654,051-267-1656,울산광역시 울주군 언양읍 반천산업로 199-36,자동차 차체용 신품 부품 제조업 외 1 종
(주)삼일비앤씨,052-716-1308,052-257-6543,울산광역시 울주군 웅촌면 고연공단2길 147,암면 및 유사제품 제조업
(주)삼전,052-240-0082,052-264-1860,울산광역시 울주군 삼동면 삼동로 89 (총 4 필지) 외 3필지,그 외 기타 전자부품 제조업 외 5 종
(주)삼정하이테크,052-265-9871,,"울산광역시 울주군 상북면 길천산업로 121, (길천리 1238-3)",자동차 차체용 신품 부품 제조업 외 18 종
(주)삼창,,050-228-5199,울산광역시 울주군 두서면 활천내와로 30-15,"증류기, 열교환기 및 가스발생기 제조업 외 1 종"
(주)삼풍케미텍,052-260-7601,052-260-7689,울산광역시 울주군 웅촌면 고연공단2길 15,그 외 자동차용 신품 부품 제조업 외 4 종
(주)삼협,055-382-2242,052-254-6323,울산광역시 울주군 두서면 전읍농공길 7,자동차 엔진용 신품 부품 제조업
(주)삼협정밀,055-382-2242,052-254-6323,울산광역시 울주군 두서면 전읍농공길 7,그 외 자동차용 신품 부품 제조업
(주)상일전자,052-264-3131,052-264-3132,울산광역시 울주군 삼남읍 마산보들길 130,그 외 기타 전자부품 제조업 외 1 종
(주)새한하이테크,052-260-2694,,울산광역시 울주군 청량읍 용암길 51,산업처리공정 제어장비 제조업
(주)샐빛,052-967-6080,052-967-6090,울산광역시 울주군 언양읍 반천산업로 113-15,일반용 전기 조명장치 제조업 외 1 종
(주)서경테크,052-268-6021,,울산광역시 울주군 청량읍 처용산업4길 61,그 외 기타 특수목적용 기계 제조업 외 1 종
(주)서림,052-912-5503,052-912-5504,울산광역시 울주군 온산읍 처용산업2길 30,"연 및 아연 제련, 정련 및 합금 제조업"
(주)서연씨엔에프 제1공장,052-255-8012,052-255-8009,울산광역시 울주군 두서면 전읍농공길 13,폴리스티렌 발포 성형제품 제조업 외 1 종
(주)서연씨엔에프 제2공장,052-255-8012,052-255-8009,울산광역시 울주군 두서면 전읍농공길 1-38 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종
(주)서연이화 두서공장,052-219-5119,052-219-5115,울산광역시 울주군 두서면 활천산업로 118,그 외 자동차용 신품 부품 제조업 외 3 종
(주)서일산업,052-275-5838,052-275-5879,울산광역시 울주군 언양읍 울밀로 1853,항공기용 부품 제조업
(주)선경화성,052-239-4343,052-239-4340,울산광역시 울주군 온산읍 화산1길 18,기타 기초 무기 화학물질 제조업 외 2 종
(주)선실업,052-254-0300,052-254-0347,울산광역시 울주군 삼동면 보은로 11 (총 4 필지) 외 3필지,구두류 제조업 외 1 종
(주)성림,052-263-7746,052-263-7747,울산광역시 울주군 삼남읍 강당로 45 (총 2 필지) 외 1필지,그 외 기타 분류 안된 섬유제품 제조업
(주)성보텍,052-977-0037,052-977-0039,울산광역시 울주군 두서면 활천산업로 38,그 외 기타 특수목적용 기계 제조업
(주)성산브이씨씨,052-707-5860,052-223-5864,울산광역시 울주군 청량읍 처용산업4길 69,자동차용 신품 전기장치 제조업
(주)성안시스템,052-264-2327,052-264-2328,울산광역시 울주군 두서면 구량차리로 167,배전반 및 전기 자동제어반 제조업 외 2 종
(주)성우,052-238-9501,,울산광역시 울주군 삼동면 은현작동로 389,컨베이어장치 제조업 외 1 종
(주)성운철강,052-237-1883,052-237-1884,울산광역시 울주군 온양읍 광청로 379-50,그 외 기타 1차 철강 제조업 외 2 종
(주)성일HR,052-716-0855,052-716-0856,울산광역시 울주군 온산읍 공단로 85-1,수상 금속 골조 구조재 제조업 외 1 종
(주)성일아이엔티,052-255-3000,052-255-3229,울산광역시 울주군 두서면 옥동길 47 (총 3 필지) 외 2필지,그 외 기타 전자부품 제조업 외 1 종
(주)성진정밀,052-263-0515,052-264-3943,울산광역시 울주군 상북면 길천산업로 473-3 성진정밀,주형 및 금형 제조업
