회사명,업종명,소재지도로명주소,소재지지번주소,전화번호,팩스번호,데이터기준일자
주식회사 정명 2공장,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 농공단지3길 24 (달천동 한동산업),울산광역시 북구 달천동 210-2번지,052-295-8262,052-295-8266,2025-11-27
주식회사 진우기술,그 외 기타 특수목적용 기계 제조업 외 1 종,울산광역시 북구 매곡산업4길 75 (매곡동),울산광역시 북구 매곡동 874-1,052-915-3353,,2025-11-27
주식회사 진흥기술,전동기 및 발전기 제조업 외 3 종,울산광역시 북구 매곡산업로 127(매곡동),울산광역시 북구 매곡동 351-13,052-286-2058,052-700-2058,2025-11-27
주식회사 청호,비동력식 수공구 제조업,울산광역시 북구 진장17길 21 1층(진장동),울산광역시 북구 진장동 707-1 1층,052-272-5454,052-271-7090,2025-11-27
주식회사 청호테크,자동차용 신품 조향장치 및 현가 장치 제조업,울산광역시 북구 중산산업2길 35(중산동 삼영기계),울산광역시 북구 중산동 1266-6 삼영기계,052-710-4658,052-295-4658,2025-11-27
주식회사 태강산업,선박 구성 부분품 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 7층 723호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 7층 723호,052-283-1469,052-283-2469,2025-11-27
주식회사 퍼펙트플러스,금속탱크 및 저장용기 제조업 외 1 종,울산광역시 북구 농공단지2길 13 (달천동),울산광역시 북구 달천동 210-7번지,052-290-5140,052-282-9100,2025-11-27
주식회사 한로직스,자동차 재제조 부품 제조업,울산광역시 북구 매곡산업5길 35 (매곡동),울산광역시 북구 매곡동 883-4,052-288-1700,,2025-11-27
주식회사 현대중기,건설.광업용 기계 및 장비 수리업 외 1 종,울산광역시 북구 효암로 292 외 12필지 (연암동),울산광역시 북구 연암동 816-5 외 12필지,,052-272-4399,2025-11-27
주식회사 혜성엠에이,주형 및 금형 제조업,울산광역시 북구 농공단지4길 40 (달천동),울산광역시 북구 달천동 206-1,,070-8668-0046,2025-11-27
주식회사 호영,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업4길 56 (매곡동),울산광역시 북구 매곡동 873-4,052-293-5025,,2025-11-27
주식회사엠티스,그 외 기타 일반목적용 기계 제조업 외 2 종,울산광역시 북구 농공단지3길 40 (달천동),울산광역시 북구 달천동 210-5번지,052-977-1800,052-977-1803,2025-11-27
㈜씨앤투스,기체 여과기 제조업,울산광역시 북구 중산산업3길 11(중산동 대건산업),울산광역시 북구 중산동 1268-1 대건산업,052-716-2503,052-292-2503,2025-11-27
㈜아이제이,그 외 기타 일반목적용 기계 제조업 외 1 종,울산광역시 북구 중산산업2길 28(중산동 주식회사 아이제이),울산광역시 북구 중산동 1265-4 주식회사 아이제이,052-294-2295,052-294-2297,2025-11-27
㈜알에스인더스트리,선박 구성 부분품 제조업,,울산광역시 북구 달천동 5B-3L 모바일테크밸리 일반산업단지,052-700-1454,052-700-1455,2025-11-27
㈜어스,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 매곡산업6길 48 (매곡동),울산광역시 북구 매곡동 887-1,052-292-5820,052-266-7324,2025-11-27
주영산업,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 1층 122호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 1층 122호,052-288-9929,052-288-9927,2025-11-27
주은테크(주),주형 및 금형 제조업,울산광역시 북구 매곡산업1길 16 (매곡동 (주)화산),울산광역시 북구 매곡동 347-2번지 (주)화산,052-286-7900,052-286-7910,2025-11-27
㈜일신테크,그 외 기타 특수목적용 기계 제조업,,울산광역시 북구 달천동 1B-2L,052-288-6400,052-288-6401,2025-11-27
㈜평창,자동차용 신품 의자 제조업 외 1 종,,울산광역시 북구 달천동 2B-5L 모바일테크밸리일반산업단지,054-701-2345,054-701-2346,2025-11-27
㈜햇빛일루콤,운송장비용 조명장치 제조업,,울산광역시 북구 달천동 5B-4L 모바일테크밸리일반산업단지,052-295-7100,052-295-7101,2025-11-27
중남엔지니어링,주형 및 금형 제조업,울산광역시 북구 매곡산업1길 10 (매곡동 중남엔지니어링(주)),울산광역시 북구 매곡동  346-5번지,052-281-3818,052-296-0431,2025-11-27
중앙금속(주),볼트 및 너트류 제조업 외 2 종,울산광역시 북구 농공단지5길 28 (달천동 동연),울산광역시 북구 달천동 205-5번지,052-294-6600,052-282-9200,2025-11-27
지성솔루션(주),산업용 로봇 제조업,울산광역시 북구 매곡산업6길 17-1 (매곡동),울산광역시 북구 매곡동 884-3번지,052-283-4271,052-288-3272,2025-11-27
지씨테크(주),자동차용 신품 동력전달장치 제조업 외 1 종,울산광역시 북구 효암로 96 (명촌동 (주)지씨테크) 외 9필지,울산광역시 북구 명촌동 649-1번지 외 9필지,052-268-5656,052-268-5656,2025-11-27
지아이티(주),배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 2층 215호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 2층 215호,052-287-5972,,2025-11-27
진광산업기계(주),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,울산광역시 북구 매곡산업로 75 (매곡동 진광산업기계(주)),울산광역시 북구 매곡동  351-5번지,052-295-7444,052-295-3624,2025-11-27
진명산업,자동차용 신품 전기장치 제조업 외 2 종,울산광역시 북구 명촌15길 10 (명촌동 평창리비에르3차),울산광역시 북구 명촌동 759-0번지,052-287-6392,052-287-6373,2025-11-27
진성공업(주),그 외 자동차용 신품 부품 제조업 외 4 종,울산광역시 북구 중산산업3길 50 (중산동),울산광역시 북구 중산동 1263-1번지,052-282-4381,052-282-4383,2025-11-27
진성정공,주형 및 금형 제조업,울산광역시 북구 매곡산업6길 17 (매곡동),울산광역시 북구 매곡동 884-4번지,052-282-9801,052-282-9803,2025-11-27
진영산업,증류기 열교환기 및 가스발생기 제조업,울산광역시 북구 중산산업로 85-1 (중산동 공장),울산광역시 북구 중산동 1256-5 번지,052-296-2663,052-293-2665,2025-11-27
진우제이아이에스,자동차 차체용 신품 부품 제조업,울산광역시 북구 모듈화산업로 226(연암동 (주)엠에스오토텍),울산광역시 북구 연암동 1364 (주)엠에스오토텍,052-289-4513,052-289-4547,2025-11-27
진흥공업(주),자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 매곡산업1길 29 (매곡동 진흥공업(주)),울산광역시 북구 매곡동  354-6번지,052-700-6060,,2025-11-27
창성,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업로 52(매곡동 창성),울산광역시 북구 매곡동 350-1 창성,052-289-5024,052-232-5025,2025-11-27
창신기공,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업1길 8 (매곡동 창신기공),울산광역시 북구 매곡동  346-4번지,052-293-9293,052-293-9295,2025-11-27
창신기공,기타 가공 공작기계 제조업,울산광역시 북구 중산산업2길 49 (중산동),울산광역시 북구 중산동 1263-4번지,052-293-9293,052-293-9295,2025-11-27
천하계전,그 외 기타 전기장비 제조업,울산광역시 북구 염포로 238-8(효문동),울산광역시 북구 효문동 670-12,052-287-3927,052-287-3926,2025-11-27
청우계전,배전반 및 전기 자동제어반 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 3층 313호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 3층 313호,052-296-5028,052-281-0553,2025-11-27
청우테크(주),차체 및 특장차 제조업,울산광역시 북구 매곡산업6길 36(매곡동),울산광역시 북구 매곡동 887-3,052-276-4084,052-276-5084,2025-11-27
청운기업,육상 금속 골조 구조재 제조업 외 1 종,울산광역시 북구 송도길 60 (효문동),울산광역시 북구 효문동 418-1번지,052-287-6787,052-289-5427,2025-11-27
캔스,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업6길 15 (매곡동),울산광역시 북구 매곡동 885-3번지,052-282-0803,052-282-0802,2025-11-27
케이디테크,내연기관 제조업,울산광역시 북구 농공단지3길 56(달천동 진산개발),울산광역시 북구 달천동 211-4 진산개발,052-293-7383,052-297-5686,2025-11-27
케이비아이동국실업(주) 울산공장,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 108(효문동),울산광역시 북구 효문동 981,052-287-7411,052-287-6566,2025-11-27
케이비아이동국실업(주)울산공장,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 효자로 133 (연암동),울산광역시 북구 연암동 714-9번지,052-287-7411,,2025-11-27
케이엠오테크 (KMO TECH),그 외 기타 금속가공업,울산광역시 북구 중산산업2길 65(중산동),울산광역시 북구 중산동 1262-6,052-911-3012,,2025-11-27
케이엠텍(주),그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 책골길 48 (효문동),울산광역시 북구 효문동 158-3번지,052-289-4254,052-289-4256,2025-11-27
코스마(주),기타 직물제품 제조업,울산광역시 북구 매곡산업1길 10 (매곡동 중남엔지니어링(주)),울산광역시 북구 매곡동  346-5번지,052-700-3663,,2025-11-27
코어라인(주),그 외 기타 전기장비 제조업 외 1 종,울산광역시 북구 매곡산업1길 18 (매곡동 성원전기(주)),울산광역시 북구 매곡동  347-3번지,052-285-1903,052-285-1904,2025-11-27
코어라인(주),주형 및 금형 제조업,울산광역시 북구 매곡산업6길 38 (매곡동),울산광역시 북구 매곡동 887-2번지,052-285-1903,052-285-1904,2025-11-27
코오롱인더스트리(주) 울산2공장,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업1길 6(중산동 (주)대원산업),울산광역시 북구 중산동 1271-3 (주)대원산업,041-590-7433,041-590-7420,2025-11-27
코오롱인더스트리(주) 울산2공장 ,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업1길 18(중산동 (주)화진기업),울산광역시 북구 중산동 1271-2 (주)화진기업,041-590-7433,041-590-7420,2025-11-27
태광테크(주),기타 가공 공작기계 제조업,울산광역시 북구 중산산업로 31-8 (중산동),울산광역시 북구 중산동 1257-2번지,052-287-8040,052-287-8048,2025-11-27
태산산업,자동차용 신품 의자 제조업 외 2 종,울산광역시 북구 무룡로 42 (연암동),울산광역시 북구 연암동 496번지,052-292-3801,052-292-3802,2025-11-27
태산정공,그 외 자동차용 신품 부품 제조업 외 4 종,울산광역시 북구 효문동 213,울산광역시 북구 효문동 213,052-288-6984,052-288-6985,2025-11-27
태성기계,기어 및 동력전달장치 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 3층 311호 외 2필지,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 3층 311호 외 2필지,052-288-4779,052-288-4781,2025-11-27
태원정밀,물질 검사 측정 및 분석기구 제조업,울산광역시 북구 농공단지4길 26(달천동),울산광역시 북구 달천동 207-3,052-708-0701,052-708-0702,2025-11-27
태진산업전기,일반용 전기 조명장치 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 1층 111호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 1층 111호,052-267-6868,052-267-6858,2025-11-27
티오테크,기타 가공 공작기계 제조업,울산광역시 북구 농공단지2길 32-10 (달천동),울산광역시 북구 달천동 211-5번지,,052-281-5683,2025-11-27
파웰테크윈(주),배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 6층 621호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 6층 621호,052-288-5421,052-288-5423,2025-11-27
푸른,기체 여과기 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 7층 716호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 7층 716호,,,2025-11-27
퓨텍스(주),그 외 기타 달리 분류되지 않은 운송장비 제조업,,울산광역시 북구 진장동 1052 외 2필지,052-288-9311,052-288-9310,2025-11-27
하남중공업(주),내연기관 제조업,울산광역시 북구 매곡산업1길 25 (매곡동 하남중공업(주)),울산광역시 북구 매곡동  354-5번지,052-292-6066,052-292-5066,2025-11-27
하이원기업,전기회로 개폐 보호장치 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 B1층 B-117호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 B1층 B-117호,052-289-8873,,2025-11-27
하이테크,그 외 자동차용 신품 부품 제조업,울산광역시 북구 농공단지4길 20 (달천동),울산광역시 북구 달천동 207-2번지,052-286-5501,052-286-5502,2025-11-27
학남엔지니어링(주),그 외 기타 일반목적용 기계 제조업 외 1 종,울산광역시 북구 염포로 260-21 (진장동),울산광역시 북구 진장동 947-5번지,052-221-1956,052-221-6227,2025-11-27
한국교정시험기술 주식회사,물질 검사 측정 및 분석기구 제조업,울산광역시 북구 약수8길 14 (중산동),울산광역시 북구 중산동 1009-0,052-289-9107,052-289-9209,2025-11-27
한국무브넥스주식회사 효문공장,자동차용 신품 동력전달장치 제조업 외 1 종,울산광역시 북구 효천1길 41 (효문동 경민산업),울산광역시 북구 효문동 520-2번지,052-250-5051,052-235-8548,2025-11-27
한국상사공업,주형 및 금형 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 1층 108호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 1층 108호,052-288-0195,052-288-0197,2025-11-27
한국아이티더블유 유한책임회사,플라스틱 필름 제조업 외 1 종,울산광역시 북구 송도길 45 (효문동),울산광역시 북구 효문동 422-1번지,052-219-0155,052-287-2935,2025-11-27
한국특수산업,디지털 적층 성형기계 제조업 외 1 종,울산광역시 북구 연암동 933번지,울산광역시 북구 연암동 933번지,052-289-4701,052-289-4700,2025-11-27
한맥기연(주),자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 매곡산업1길 19 (매곡동 한맥기연(주)),울산광역시 북구 매곡동  354-2번지,052-291-3033,052-291-3034,2025-11-27
한빛산업기계,액체 펌프 제조업,울산광역시 북구 제내5길 78-5 (신천동),울산광역시 북구 신천동 82-2번지,052-295-3636,052-295-4923,2025-11-27
한성STC,전동기 및 발전기 제조업,울산광역시 북구 농공단지1길 88 (달천동),울산광역시 북구 농공단지1길 88 (달천동),052-293-3100,052-293-3101,2025-11-27
한성TEC(주),물질 검사 측정 및 분석기구 제조업 외 3 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 2층 211호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 2층 211호,052-288-0551,052-288-0554,2025-11-27
한세로오토로지스,자동차 차체용 신품 부품 제조업,울산광역시 북구 효문1로 45(효문동),울산광역시 북구 효문동 196-3,052-233-4185,052-233-4187,2025-11-27
한일금속,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 제내5길 100 (매곡동 한일금속) (총 2 필지) 외 1필지,울산광역시 북구 매곡동 738-2번지 외 1필지,052-295-0788,052-285-1500,2025-11-27
한주특장,차체 및 특장차 제조업,울산광역시 북구 송도길 5 (효문동),울산광역시 북구 효문동 609-1번지,,,2025-11-27
해동기업,금속 절삭기계 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 1층 107B호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 1층 107B호,052-288-0344,052-288-0343,2025-11-27
해성공조주식회사,가정용 및 산업용 공기 조화장치 제조업 외 1 종,울산광역시 북구 진장4길 22 1층 (진장동),울산광역시 북구 진장동 578-1 1층,052-257-9594,052-265-4549,2025-11-27
해종하이텍(주),배전반 및 전기 자동제어반 제조업,울산광역시 북구 효문동 1028번지,울산광역시 북구 효문동 1028번지,054-777-4024,,2025-11-27
해창아이텍,기타 선박 건조업,울산광역시 북구 농공단지4길 54 (달천동),울산광역시 북구 달천동 206-12번지,052-298-9300,052-298-9302,2025-11-27
현대글로비스 주식회사,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 모듈화산업로 161 (연암동 글로비스),울산광역시 북구 연암동  1391-0번지,052-283-5314,052-283-1270,2025-11-27
현대글로비스(주),통관 대리 및 관련서비스업 외 3 종,울산광역시 북구 연암동 1427번지,울산광역시 북구 연암동 1427번지,02-6393-9718,,2025-11-27
현대금속,주형 및 금형 제조업,울산광역시 북구 농공단지1길 68 (달천동 현대금속),울산광역시 북구 달천동 210-1번지,052-288-2000,052-282-9903,2025-11-27
현대기연(주),운송장비 조립용 플라스틱제품 제조업 외 1 종,울산광역시 북구 농공단지1길 46 (달천동) (총 2 필지) 외 1필지,울산광역시 북구 달천동 212-5번지 외 1필지,052-287-1331,052-287-1330,2025-11-27
현대모비스(주),자동차 차체용 신품 부품 제조업 외 2 종,울산광역시 북구 염포로 706 (염포동 현대하이스코(주)) (총 2 필지) 외 1필지,울산광역시 북구 염포동  265-8번지 외 1필지,052-215-7111,052-280-7114,2025-11-27
현대목재산업,일반 제재업,울산광역시 북구 제내6길 12 (신천동 현대목재),울산광역시 북구 신천동 74번지,052-295-1771,052-295-1772,2025-11-27
현대산전(주),배전반 및 전기 자동제어반 제조업,울산광역시 북구 중산산업로 89 (중산동 현대파워텍(주)),울산광역시 북구 중산동 1257-1번지,052-201-8801,,2025-11-27
현대세신(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 252 (연암동),울산광역시 북구 연암동 1368번지,052-271-5614,052-271-5615,2025-11-27
현대스틸파이프(주),강관 제조업,울산광역시 북구 염포로 706(염포동 현대제철(주)),울산광역시 북구 염포동 265 현대제철(주),052-280-0129,,2025-11-27
현대자동차(주),내연기관 승용차 및 기타 여객용 자동차 제조업 외 7 종,울산광역시 북구 염포로 700 (양정동 (주)현대자동차),울산광역시 북구 양정동 700번지,052-215-2106,052-280-7145,2025-11-27
현대자동차(주)상용시트,자동차용 신품 의자 제조업 외 2 종,울산광역시 북구 율동2길 13 외 1필지 (효문동),울산광역시 북구 효문동 595-1번지 외 1필지,052-280-2123,052-280-7145,2025-11-27
현대자동차(주)시트사업부,자동차용 신품 의자 제조업 외 2 종,울산광역시 북구 효산1길 35(효문동),울산광역시 북구 효문동 260,052-215-2106,052-280-7145,2025-11-27
현대종합공구상사,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 1층 101호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 1층 101호,052-287-2800,052-287-2316,2025-11-27
현성특장종합정비,차체 및 특장차 제조업 외 1 종,울산광역시 북구 효문동 683-4번지,울산광역시 북구 효문동 683-4번지,,052-288-6470,2025-11-27
현재C.N.C,그 외 자동차용 신품 부품 제조업 외 4 종,울산광역시 북구 이화산업1길 6 (중산동),울산광역시 북구 중산동 1261-1번지,052-295-9605,052-295-9604,2025-11-27
현진산업,자동차용 신품 의자 제조업 외 2 종,울산광역시 북구 호계9길 45 (호계동),울산광역시 북구 호계동 358-1번지,052-298-6603,052-295-0740,2025-11-27
현진산업,자동차용 신품 조향장치 및 현가 장치 제조업,울산광역시 북구 농공단지5길 14(달천동),울산광역시 북구 달천동 205-1,,054-624-7734,2025-11-27
현진산업,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 달천동 모바일테크밸리 일반산업단지 1블럭 8롯트,052-298-6603,052-298-6602,2025-11-27
형일시스템,배전반 및 전기 자동제어반 제조업,울산광역시 북구 분통골길 31 (천곡동),울산광역시 북구 천곡동 245-6번지,052-296-9357,,2025-11-27
호강기계,절삭가공 및 유사처리업 외 2 종,울산광역시 북구 매곡산업1길 8-1(매곡동),울산광역시 북구 매곡동 346-7 (주)호강기계 창신기공,052-292-8874,052-292-8875,2025-11-27
호상테크,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 152 (연암동),울산광역시 북구 연암동 1393-1,052-287-9650,052-271-5615,2025-11-27
홍익산업매곡,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업로 71 (매곡동 청보기계),울산광역시 북구 매곡동 351-4번지,,,2025-11-27
화천ETC,금속 절삭기계 제조업 외 1 종,울산광역시 북구 효산1길 32 (효문동 세계MT) (총 2 필지) 외 1필지,울산광역시 북구 효문동 272-1번지 외 1필지,052-289-6003,052-289-5530,2025-11-27
효신기전,전동기 및 발전기 제조업,울산광역시 북구 농공단지4길 52 (달천동),울산광역시 북구 달천동 206-5번지,052-282-8001,052-282-8002,2025-11-27
효원아스콘(주),아스팔트 콘크리트 및 혼합제품 제조업,울산광역시 북구 대안1길 125 (대안동 효원산업),울산광역시 북구 대안동 26번지,052-298-0230,052-298-0233,2025-11-27
휘문기연(주),디지털 적층 성형기계 제조업 외 1 종,울산광역시 북구 매곡산업1길 6 (매곡동 휘문기연),울산광역시 북구 매곡동  346-3번지,052-291-2680,052-291-2681,2025-11-27
휴먼테크,그 외 기타 특수목적용 기계 제조업,울산광역시 북구 매곡산업4길 52 (매곡동),울산광역시 북구 매곡동 875-1번지,052-295-7766,052-295-7780,2025-11-27
휴아트,기타 인쇄업 외 1 종,울산광역시 북구 중산1길 11 (중산동),울산광역시 북구 중산동 1286-8번지,1688-1643,052-970-0109,2025-11-27
희구정밀,절삭가공 및 유사처리업,울산광역시 북구 농공단지4길 51 (달천동),울산광역시 북구 달천동 205-12번지,052-296-1549,052-292-5480,2025-11-27
희성산전,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 5층 512호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 5층 512호,052-287-4410,052-287-4411,2025-11-27
