회사명,업종명,생산품,주소,연락처,출처파일
고진산업,건설 및 채광용 기계장비 제조업 외 1 종,휠로더 및 굴삭기 주요부품,전북특별자치도 군산시 동장산1길 44 (소룡동),063-468-6900,전북특별자치도 군산시_제조업공장현황_20250623.csv
고진인더스트리(유),건설 및 채광용 기계장비 제조업 외 3 종,"건설기게부품, 도로공사 충격완충장치, 안전띠 체험기, 도로공사 자동차 제작",전북특별자치도 군산시 동장산1길 44 (소룡동),063-468-6900,전북특별자치도 군산시_제조업공장현황_20250623.csv
군산보광모터스,건설 및 채광용 기계장비 제조업 외 2 종,"적재함, 자동덮게, 특장차","전북특별자치도 군산시 외항로 245-9 (산북동, 군산보광모터스)",063-471-0020,전북특별자치도 군산시_제조업공장현황_20250623.csv
군산중기부품공업,건설 및 채광용 기계장비 제조업,중기부품,"전북특별자치도 군산시 공항로 346-60 (산북동, 군산공업)",063-465-4410,전북특별자치도 군산시_제조업공장현황_20250623.csv
금성산업,그 외 기타 금속가공업,중기부품 Frame,"전북특별자치도 군산시 동가도길 50(오식도동, (주)우광산업)",000-0000-0000,전북특별자치도 군산시_제조업공장현황_20250623.csv
남양테크(주),그 외 자동차용 신품 부품 제조업 외 5 종,중장비 부품,전북특별자치도 군산시 가도로 147 (오식도동),063-463-1691,전북특별자치도 군산시_제조업공장현황_20250623.csv
다온기계,절삭가공 및 유사처리업 외 1 종,기계부품,전북특별자치도 군산시 가도로 149-17 (오식도동),063-471-3776,전북특별자치도 군산시_제조업공장현황_20250623.csv
대림기계,절삭가공 및 유사처리업,자동차부품등,"전북특별자치도 군산시 산단남북로 154-13 (오식도동, 대림기계)",063-471-6801,전북특별자치도 군산시_제조업공장현황_20250623.csv
대본정공,농업 및 임업용 기계 제조업,농기계부품,전북특별자치도 군산시 서수면 서라로 108-8,063-464-3319,전북특별자치도 군산시_제조업공장현황_20250623.csv
대산산업,그 외 자동차용 신품 부품 제조업,미러,"전북특별자치도 군산시 산단동서로 268 (오식도동, 제1동)",063-462-9636,전북특별자치도 군산시_제조업공장현황_20250623.csv
대수산업기계,금속 절삭기계 제조업,절삭기계부품,전북특별자치도 군산시 외항로 967 (오식도동),063-467-8693,전북특별자치도 군산시_제조업공장현황_20250623.csv
대승금형,주형 및 금형 제조업,"자동차,농기계,중장비 금형","전북특별자치도 군산시 산단로 42, 304호 (오식도동)",063-731-2801,전북특별자치도 군산시_제조업공장현황_20250623.csv
대영테크,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품,전북특별자치도 군산시 임피면 축산리 611-1번지,063-464-4708,전북특별자치도 군산시_제조업공장현황_20250623.csv
대한소재산업,플라스틱 접착처리 제품 제조업 외 1 종,자동차용 트렁크 매트,"전북특별자치도 군산시 동장산로 106-5 (소룡동, 대한소재산업)",063-468-9115,전북특별자치도 군산시_제조업공장현황_20250623.csv
대한테크,절삭가공 및 유사처리업 외 1 종,농기계 및 자동차 부분품 등,전북특별자치도 군산시 동장산로 130-12 (소룡동),063-467-2137,전북특별자치도 군산시_제조업공장현황_20250623.csv
대한통운(주),일반 화물자동차 운송업 외 20 종,일반화물 자동차운송,"전북특별자치도 군산시 자유무역로 265 (오식도동, ㈜대한통운)",063-460-7100,전북특별자치도 군산시_제조업공장현황_20250623.csv
동명스틸(주),그 외 기타 1차 철강 제조업,"철강재부품, 철판","전북특별자치도 군산시 산단로 33 (오식도동, (주)동명스틸)",063-469-9000,전북특별자치도 군산시_제조업공장현황_20250623.csv
동양기계공업(주),건설 및 채광용 기계장비 제조업 외 3 종,"중장비부품, 산업기계",전북특별자치도 군산시 소룡동번지 1641번지,063-461-8001,전북특별자치도 군산시_제조업공장현황_20250623.csv
동휘벤딩,그 외 자동차용 신품 부품 제조업 외 3 종,시트프레임,전북특별자치도 군산시 산단동서로 173 (오식도동),063-462-3496,전북특별자치도 군산시_제조업공장현황_20250623.csv
두이엔지(주),그 외 기타 특수목적용 기계 제조업,"3D 자동검사장비, 로봇 자동화설비, 소재부품개발","전북특별자치도 군산시 산단남북로 56, A동 106호(오식도동, 한국산업단지공단)",063-462-1217,전북특별자치도 군산시_제조업공장현황_20250623.csv
드림디자인,기타 목재가구 제조업 외 1 종,"목재가구(방음부스), 자동차범퍼 홀가공",전북특별자치도 군산시 소룡동번지 1640-2번지,063-452-9610,전북특별자치도 군산시_제조업공장현황_20250623.csv
디에스,운송장비 조립용 플라스틱제품 제조업,자동차 플라스틱 부품,전북특별자치도 군산시 동가도길 20-31 (오식도동),063-463-1704,전북특별자치도 군산시_제조업공장현황_20250623.csv
디에이치산업,그 외 자동차용 신품 부품 제조업,자동차 부품(내장제),전북특별자치도 군산시 동장산로 106-8 (소룡동),063-467-8982,전북특별자치도 군산시_제조업공장현황_20250623.csv
디젠스(주)군산공장,그 외 자동차용 신품 부품 제조업 외 3 종,자동차 머플러,"전북특별자치도 군산시 성산면 동군산로 136-3, 외 1필지",063-453-3001,전북특별자치도 군산시_제조업공장현황_20250623.csv
모빌텍(주),자동차 차체용 신품 부품 제조업 외 1 종,"계기판, 범퍼",전북특별자치도 군산시 산단로 109-8(소룡동),063-471-8343,전북특별자치도 군산시_제조업공장현황_20250623.csv
미래기업,자동차용 신품 동력전달장치 제조업 외 1 종,"자동차,중장비부품",전북특별자치도 군산시 외항로 971 (오식도동),063-463-9821,전북특별자치도 군산시_제조업공장현황_20250623.csv
바이크하우스,자전거 및 환자용 차량 제조업,자전거 및 환자용차량,전북특별자치도 군산시 미성로 470 (산북동),063-468-0121,전북특별자치도 군산시_제조업공장현황_20250623.csv
벽진(주),자동차 차체용 신품 부품 제조업 외 2 종,T.G CASE 등,전북특별자치도 군산시 군산산단로 146-25(오식도동),063-731-1010,전북특별자치도 군산시_제조업공장현황_20250623.csv
벽진(주),그 외 자동차용 신품 부품 제조업 외 2 종,자동차부품 외,전북특별자치도 군산시 산단남북로 153-21(오식도동),063-731-1010,전북특별자치도 군산시_제조업공장현황_20250623.csv
부경하이텍,그 외 자동차용 신품 부품 제조업,자동차 부품,"전북특별자치도 군산시 산단남북로 56(오식도동, 한국산업단지공단)",063-453-3117,전북특별자치도 군산시_제조업공장현황_20250623.csv
삼보기계,그 외 자동차용 신품 부품 제조업 외 4 종,브라켓트 외,"전북특별자치도 군산시 산단동서로 90-23(오식도동, 삼보기계) 외 1필지",063-467-0431,전북특별자치도 군산시_제조업공장현황_20250623.csv
삼성공업(주)군산공장,자동차 차체용 신품 부품 제조업 외 6 종,"자동차연료용 탱크, 차체부품",전북특별자치도 군산시 소룡동번지 1645-2번지,063-468-7100,전북특별자치도 군산시_제조업공장현황_20250623.csv
삼우중공업(주)군산공장,자동차 차체용 신품 부품 제조업 외 1 종,"액슬, 에어서스펜션",전북특별자치도 군산시 소룡동번지 1597-2번지,063-468-2912,전북특별자치도 군산시_제조업공장현황_20250623.csv
서해엔진보링사,자동차용 신품 동력전달장치 제조업 외 1 종,크랭크축,전북특별자치도 군산시 소룡동 1019-147,063-445-9645,전북특별자치도 군산시_제조업공장현황_20250623.csv
서해테크,선박 구성 부분품 제조업,기타 선박 구성 부품 제작,"전북특별자치도 군산시 산단남북로 189, 606호(전북산학융합원) (오식도동)",063-447-5472,전북특별자치도 군산시_제조업공장현황_20250623.csv
성신이엔지(ENG),도금업 외 2 종,"도금, 자동차부품 도금",전북특별자치도 군산시 가도로 129-20 (오식도동),032-572-3334,전북특별자치도 군산시_제조업공장현황_20250623.csv
성준산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차 부품(제동장치 부분품),전북특별자치도 군산시 외항로 728 (소룡동),063-732-5672,전북특별자치도 군산시_제조업공장현황_20250623.csv
세명중기,건설 및 채광용 기계장비 제조업,중기부품,"전북특별자치도 군산시 해망로 528 (소룡동, 대우버스)",063-467-0303,전북특별자치도 군산시_제조업공장현황_20250623.csv
신영기업,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품(범퍼),전북특별자치도 군산시 옥산면 산성로 58-6 (금화기공),063-464-4708,전북특별자치도 군산시_제조업공장현황_20250623.csv
신우테크,그 외 자동차용 신품 부품 제조업,"자동차부품, 산업기계부품","전북특별자치도 군산시 가도로 126, 1동 1호 (소룡동)",063-464-9316,전북특별자치도 군산시_제조업공장현황_20250623.csv
씨아이티(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,전북특별자치도 군산시 가도로 149-14 (오식도동),063-466-3284,전북특별자치도 군산시_제조업공장현황_20250623.csv
씨아이티(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차 부품,전북특별자치도 군산시 오식도동 859-6번지,063-466-3284,전북특별자치도 군산시_제조업공장현황_20250623.csv
씨앤디,그 외 기타 분류 안된 비금속 광물제품 제조업,자동차내장재,전북특별자치도 군산시 산단남북로 154-21(오식도동),000-0000-0000,전북특별자치도 군산시_제조업공장현황_20250623.csv
에스더블유테크,주형 및 금형 제조업,자동차 금형,"전북특별자치도 군산시 산단로 42, 302호 (오식도동)",000-0000-0000,전북특별자치도 군산시_제조업공장현황_20250623.csv
에스에스 테크(ss tech),그 외 자동차용 신품 부품 제조업,전기상용차 배터리 케이스,전북특별자치도 군산시 자유무역로 160(오식도동),000-0000-0000,전북특별자치도 군산시_제조업공장현황_20250623.csv
에스엠산업,건설 및 채광용 기계장비 제조업,굴삭기부품(소모품),전북특별자치도 군산시 중가도길 82 (오식도동),000-0000-0000,전북특별자치도 군산시_제조업공장현황_20250623.csv
에스와이코리아,그 외 자동차용 신품 부품 제조업 외 2 종,"자동차 사이드 미러, 도어 안전장치, 자동차용 금형","전북특별자치도 군산시 산단남북로 56, A동 201호(오식도동, 한국산업단지공단)",000-0000-0000,전북특별자치도 군산시_제조업공장현황_20250623.csv
에스티에스(주),"물질 검사, 측정 및 분석기구 제조업 외 11 종","특장차(청소차), 특수목적 자동차(소방차 4륜구동/6륜 구동), Fixture, Test Jig 차량시험, FPTO, AWD(4륜,6륜구동)","전북특별자치도 군산시 동장산2길 6, 1106호(소룡동, (재)자동차융합기술원)",063-471-4118,전북특별자치도 군산시_제조업공장현황_20250623.csv
에스티에스월드 주식회사,그 외 자동차용 신품 부품 제조업 외 2 종,자동차 부품 제조,전북특별자치도 군산시 임피면 수반들길 8,063-466-2236,전북특별자치도 군산시_제조업공장현황_20250623.csv
에이치에스리미테크(주),기타자동차부품제조업,기타자동차부품제조업,"전북특별자치도 군산시 자유무역2길 15 (오식도동, DAT SYSTEM)",063-464-5720,전북특별자치도 군산시_제조업공장현황_20250623.csv
에코너지 오토모티브(주),그 외 자동차용 신품 부품 제조업 외 1 종,라디에이터 등,전북특별자치도 군산시 산단로 42 (오식도동),070-8866-8042,전북특별자치도 군산시_제조업공장현황_20250623.csv
에프이산업,그 외 기타 금속가공업,중기부품 FRAME,전북특별자치도 군산시 동가도길 50 (오식도동) (주)우광산업,000-0000-0000,전북특별자치도 군산시_제조업공장현황_20250623.csv
