연번,업체명,도로명주소,지번주소,산업분류코드,업종명,전화번호,팩스번호,종업원수
138,(주)세명,경상북도 성주군 선남면 관용로 497 (세명),경상북도 성주군 선남면 오도리 1-3번지,"20202, ",합성수지 및 기타 플라스틱 물질 제조업,054-931-9027,054-931-9023,8
139,(주)세미부스터,"경상북도 성주군 선남면 유서리길 174-12, (유서리 365-5) 외 3필지",경상북도 성주군 선남면 유서리 365-5번지 (유서리 365-5) 외 3필지,"26299, 26294",그 외 기타 전자부품 제조업 외 1 종,054-930-2521,054-931-8521,1
140,(주)세민테크,경상북도 성주군 용암면 운용로 1478-25,경상북도 성주군 용암면 문명리 530-28번지,"13104, ",연사 및 가공사 제조업,,054-933-9769,2
141,(주)세영,경상북도 성주군 선남면 선남농공단지길 42 외 1필지,경상북도 성주군 선남면 도성리 732-13번지 외 1필지,"13104, 13213, 13224, 13229",연사 및 가공사 제조업 외 3 종,054-931-2267,054-931-2269,36
142,(주)세원콘크리트,경상북도 성주군 선남면 나선로 1002-13 (총 5 필지),경상북도 성주군 선남면 선원리 21-16번지,"23324, 23326","콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",054-933-0686,054-933-0688,10
143,(주)세원콘크리트 2공장,경상북도 성주군 선남면 나선로 1002-13 (총 2 필지) 외 1필지,경상북도 성주군 선남면 선원리 70-1번지 외 1필지,"23324, 23326","콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",054-933-0686,054-933-0688,4
144,(주)세종플랜트,경상북도 성주군 성주읍 성산9길 116-2,경상북도 성주군 성주읍 성산리 221,"29174, ",산업용 송풍기 및 배기장치 제조업,053-312-3230,053-312-3231,2
145,(주)세진케미칼,경상북도 성주군 용암면 사곡공단1길 37,경상북도 성주군 용암면 사곡리 1000번지,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,054-931-1800,054-931-2778,8
146,(주)세화이앤씨,경상북도 성주군 선남면 명관로 337-42,경상북도 성주군 선남면 동암리 528번지,"25929, ",그 외 기타 금속가공업,,054-933-5156,9
147,(주)소포스,경상북도 성주군 선남면 신부길 81-28 (총 3 필지) 외 2필지,경상북도 성주군 선남면 신부리 53-9번지 외 2필지,"23112, ",안전유리 제조업,054-931-9478,054-931-9480,9
148,(주)솔상스틸,경상북도 성주군 선남면 도흥리 791-1번지 외 1필지 외 1필지,경상북도 성주군 선남면 도흥리 791-1번지 외 1필지 외 1필지,"25929, ",그 외 기타 금속가공업,053-586-4405,053-586-4406,5
149,(주)수복,"경상북도 성주군 용암면 상언공단길 24-6, 702-2",경상북도 성주군 용암면 상언리 702-1번지,"13104, ",연사 및 가공사 제조업,054-931-3210,054-931-4301,7
150,(주)수성이앤씨,경상북도 성주군 선남면 선노로 55-45 외 1필지,경상북도 성주군 선남면 도성리 861-1 외 1필지,"29199, 29210",그 외 기타 일반목적용 기계 제조업 외 1 종,053-958-0004,053-710-7204,14
151,(주)수촌임산,경상북도 성주군 벽진면 성주로 2318,경상북도 성주군 벽진면 매수리 455번지,"20112, 20499, 21301",바이오매스계 기초 화학물질 제조업 외 2 종,054-931-2257,054-931-2259,4
152,(주)수향케미칼,경상북도 성주군 선남면 선노로 121,경상북도 성주군 선남면 소학리 814,"20499, 21301",그 외 기타 분류 안된 화학제품 제조업 외 1 종,,053-563-3144,6
153,(주)승한기계,경상북도 성주군 용암면 사곡길 192,경상북도 성주군 용암면 사곡리 산 113-6번지,"29210, ",농업 및 임업용 기계 제조업,054-931-1332,054-931-1334,1
154,(주)신광하이텍,경상북도 성주군 선남면 용신리 571번지,경상북도 성주군 선남면 용신리 571번지,"26112, ",비메모리용 및 기타 전자집적회로 제조업,054-933-0787,054-933-0788,20
155,(주)신성아이돌,경상북도 성주군 선남면 성주로 4133 외 2필지,경상북도 성주군 선남면 도성리 606-1번지 외 2필지,"28119, ",기타 전기 변환장치 제조업,,054-933-9753,8
156,(주)신우산업,경상북도 성주군 선남면 도성2길 144-30 외 1필지,경상북도 성주군 선남면 도성리 43 외 1필지,"25941, 25912",볼트 및 너트류 제조업 외 1 종,,054-931-9928,6
157,(주)쓰리디코리아,경상북도 성주군 선남면 선노로 371-36,경상북도 성주군 선남면 용신리 392번지,"22249, 29222",기타 기계.장비 조립용 플라스틱 제품 제조업 외 1 종,,054-931-5668,4
158,(주)아성산업,경상북도 성주군 선남면 동암리 410번지,경상북도 성주군 선남면 동암리 410번지,"13999, ",그 외 기타 분류 안된 섬유제품 제조업,,054-933-7769,10
159,(주)아세아기어,"경상북도 성주군 선남면 문방1길 87 생명샘교회, 아세아MCT","경상북도 성주군 선남면 문방리 901-1 생명샘교회, 아세아MCT","29210, 30399",농업 및 임업용 기계 제조업 외 1 종,,,3
160,(주)아이에스전자,경상북도 성주군 선남면 신부리 507-1,경상북도 성주군 선남면 신부리 507-1,"28302, ",기타 절연선 및 케이블 제조업,,053-568-6002,7
161,(주)아이엔씨하이텍,경상북도 성주군 선남면 용신공단길 10-15 ((주)아이엔씨하이텍),경상북도 성주군 선남면 용신리 806-15번지,"25923, ",도장 및 기타 피막처리업,054-931-7708,054-931-7706,5
162,(주)아이엔텍,경상북도 성주군 성주읍 성주농공단지길 72,경상북도 성주군 성주읍 성산리 1447-16번지,"29176, 22299, 25111, 29133, 29163, 29169, 29261, 29299",액체 여과기 제조업 외 7 종,053-591-3720,053-591-3723,5
163,(주)아진스틸,경상북도 성주군 선남면 나선로 987-37 외 7필지,경상북도 성주군 선남면 선원리 649-4 대광산업 외 7필지,"25113, ",육상 금속 골조 구조재 제조업,054-932-0500,054-932-0501,16
164,(주)아천공업사,경상북도 성주군 초전면 초전공단길 59 (아천공업사),경상북도 성주군 초전면 용봉리 297-0번지,"25111, 22223, 23112","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",054-931-0495,054-932-0923,7
165,(주)알바테크앤모터스,경상북도 성주군 선남면 선노로 357-19 외 2필지,경상북도 성주군 선남면 용신리 320-1 외 2필지,"30310, ",자동차 엔진용 신품 부품 제조업,054-931-8666,054-933-3879,15
166,(주)알알이푸드,경상북도 성주군 초전면 용소길 192-3 외 1필지,경상북도 성주군 초전면 소성리 30번지 외 1필지,"10833, ",장류 제조업,,054-932-0110,10
167,(주)알찬,경상북도 성주군 초전면 문덕로 147,경상북도 성주군 초전면 문덕리 1148 번지,"20313, ",유기질 비료 및 상토 제조업,054-931-9876,054-931-9981,19
168,(주)앞선환경,경상북도 성주군 선남면 선노로 545-37 ((주)앞선),경상북도 성주군 선남면 용신리 643-6번지 (주)앞선,"10901, 10903",반려동물용 사료 제조업 외 1 종,054-931-8077,054-931-8512,6
169,(주)에스아이산업,경상북도 성주군 성주읍 용산리 159번지,경상북도 성주군 성주읍 용산리 159번지,"25113, ",육상 금속 골조 구조재 제조업,054-931-1930,,8
170,(주)에스아이티,경상북도 성주군 월항면 주산로 540 (봉림전자),경상북도 성주군 월항면 유월리 304-2번지,"26299, ",그 외 기타 전자부품 제조업,054-931-8350,054-931-8354,40
171,(주)에스알,경상북도 성주군 선남면 관화리 776-3번지 외 1필지,경상북도 성주군 선남면 관화리 776-3번지 외 1필지,"22299, ",그 외 기타 플라스틱 제품 제조업,,054-931-6037,5
172,(주)에스에이치,경상북도 성주군 월항면 유월공단길 60 (세흥휴프텍),경상북도 성주군 월항면 유월리 175-6번지 세흥휴프텍,"29210, 25123",농업 및 임업용 기계 제조업 외 1 종,054-933-7696,054-933-7698,26
173,(주)에스엘다이아몬드,경상북도 성주군 선남면 선노로 55-41 (선남면 도성리 860 공장 ((주)에스엘다이아) 외 1필지,경상북도 성주군 선남면 도성리 860번지 선남면 도성리 860 공장 ((주)에스엘다이아 외 1필지,"25911, ",분말 야금제품 제조업,054-931-9083,054-933-9083,15
174,(주)에스엠,경상북도 성주군 선남면 명관로 337-31 ((주)티피엠켐),경상북도 성주군 선남면 취곡리 233번지,"20132, ","염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",054-931-4713,054-931-4714,7
175,(주)에스엠테크,경상북도 성주군 월항면 월항농공단지1길 69 외 3필지,경상북도 성주군 월항면 장산리 458-1번지 외 3필지,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,054-933-8646,054-933-8648,20
176,(주)에스와이티컴퍼니,경상북도 성주군 선남면 선노로 26-6,경상북도 성주군 선남면 소학리 1122번지,"25122, ",금속탱크 및 저장용기 제조업,,054-931-1526,19
177,(주)에스지테크툴,경상북도 성주군 선남면 명관로 346,경상북도 성주군 선남면 동암리 770-1번지,"25934, ",톱 및 호환성 공구 제조업,,054-931-0150,7
178,(주)에이엔티,경상북도 성주군 선남면 신부길 6 (총 3 필지),경상북도 성주군 선남면 신부리 316-1번지,"30399, 30320",그 외 자동차용 신품 부품 제조업 외 1 종,054-933-7198,054-933-5439,77
179,(주)에이치케이이노베이션,경상북도 성주군 월항면 보암공단길 26-29 (월항면) 외 1필지,경상북도 성주군 월항면 보암리 720번지 외 1필지,"13104, ",연사 및 가공사 제조업,054-931-3830,054-931-1830,3
180,(주)에코드림,경상북도 성주군 용암면 동락2길 54 (용암면),경상북도 성주군 용암면 기산리 142-1번지,"33302, 25112, 25119, 33301",놀이터용 장비 제조업 외 3 종,055-231-1509,055-231-1508,5
181,(주)에프앤에이,경상북도 성주군 금수강산면 성주로 1941-15 외 2필지,경상북도 성주군 금수강산면 광산리 162번지 외 2필지,"14200, ",모피제품 제조업,054-435-5538,070-7016-0488,3
182,(주)에프엠텍,경상북도 성주군 선남면 선노로 361,경상북도 성주군 선남면 용신리 229-3번지,"29176, 29163, 29169, 29299",액체 여과기 제조업 외 3 종,054-933-7865,054-933-7864,3
183,(주)엔에스피앤피,경상북도 성주군 용암면 사곡공단2길 6,경상북도 성주군 용암면 사곡리 849 번지,"22211, 22299","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",054-932-0186,054-932-3010,8
184,(주)엘티,경상북도 성주군 선남면 도성리 68번지 외 1필지,경상북도 성주군 선남면 도성리 68번지 외 1필지,"30399, 25929",그 외 자동차용 신품 부품 제조업 외 1 종,,054-931-4626,6
185,(주)엠아이스틸,경상북도 성주군 월항면 유월2길 40-12,경상북도 성주군 월항면 유월리 393번지,"25113, ",육상 금속 골조 구조재 제조업,,053-527-9335,9
186,(주)엠에스엘,"경상북도 성주군 용암면 사곡공단2길 22, 외 1필",경상북도 성주군 용암면 사곡리 848-6번지 외 1필,"30399, ",그 외 자동차용 신품 부품 제조업,054-933-7722,0507-0321-3516,84
187,(주)엠제이우드,"경상북도 성주군 용암면 운용로 905, (용정리 352) 외 2필지",경상북도 성주군 용암면 용정리 352번지 (용정리 352) 외 2필지,"16102, ",표면 가공 목재 및 특정 목적용 제재목 제조업,,054-933-0431,3
188,(주)엠제이텍스,경상북도 성주군 성주읍 성주농공단지길 14 (성주읍),경상북도 성주군 성주읍 성산리 1447-3번지,"13104, ",연사 및 가공사 제조업,054-933-6601,054-933-6604,11
189,(주)연일,경상북도 성주군 선남면 선노로 161-9 외 1필지,경상북도 성주군 선남면 소학리 757-13 외 1필지,"29223, ",금속 절삭기계 제조업,053-583-4031,053-583-4035,7
190,(주)영남공업,경상북도 성주군 선남면 관용로 190-39 ((주)영남공업) 외 2필지,경상북도 성주군 선남면 관화리 108번지 외 2필지,"25119, ",기타 구조용 금속제품 제조업,054-933-6071,054-933-6073,6
191,(주)영남솔라에너지,경상북도 성주군 선남면 용신공단길 34,경상북도 성주군 선남면 용신리 900-1,"25113, ",육상 금속 골조 구조재 제조업,053-591-0404,053-591-8476,4
192,(주)영승조경랜드,경상북도 성주군 선남면 선노로 540-9 외 2필지,경상북도 성주군 선남면 용신리 750번지 외 2필지,"33302, ",놀이터용 장비 제조업,,054-933-8049,16
193,(주)영원코포레이션,경상북도 성주군 용암면 사곡길 32,경상북도 성주군 용암면 사곡리 943,"13213, ",화학섬유직물 직조업,053-586-5200,053-289-3015,7
194,(주)영일교구,경상북도 성주군 선남면 선원리 660번지,경상북도 성주군 선남면 선원리 660번지,"32029, ",기타 목재가구 제조업,054-932-0148,053-932-0158,4
195,(주)영창첨단소재,,경상북도 성주군 선남면 유서리 365-13 외 1필지,"22291, ",플라스틱 접착처리 제품 제조업,054-931-8110,054-931-8116,15
196,(주)예성,경상북도 성주군 선남면 선노로 161-21 외 1필지,경상북도 성주군 선남면 소학리 757-9 외 1필지,"25119, ",기타 구조용 금속제품 제조업,,054-932-8534,11
197,(주)예안,경상북도 성주군 월항면 세종대왕자태실로 113,경상북도 성주군 월항면 장산리 204번지,"16229, 16101, 16102, 18111, 25112, 25944, 32099, 33301, 33302, 33309, 33910",기타 건축용 나무제품 제조업 외 10 종,054-931-9904,054-931-9905,5
198,(주)오그래 농업회사법인,경상북도 성주군 월항면 유월2길 40-15,경상북도 성주군 월항면 유월리 395-1번지,"10519, 10899",기타 곡물 가공품 제조업 외 1 종,054-956-7272,054-956-7275,19
199,(주)오피엘,경상북도 성주군 용암면 상언공단길 24-5 ((주)중원코리아),경상북도 성주군 용암면 상언리 702-4번지,"22259, ",기타 플라스틱 발포 성형제품 제조업,054-933-0940,054-933-0941,9
200,(주)와이엔씨,경상북도 성주군 성주읍 성주농공단지길 49,경상북도 성주군 성주읍 성산리 1447-7번지,"17229, ",기타 종이 상자 및 용기 제조업,054-931-6544,054-931-6546,27
201,(주)와이엘테크,경상북도 성주군 선남면 명관로 337-79 외 3필지,경상북도 성주군 선남면 취곡리 258-1번지 외 3필지,"30399, ",그 외 자동차용 신품 부품 제조업,,054-933-6256,1
202,(주)와이지테크,경상북도 성주군 선남면 선노로 161-15 외 3필지,경상북도 성주군 선남면 소학리 757-12 외 3필지,"29223, ",금속 절삭기계 제조업,053-583-4032,053-583-4035,22
