업체명,업종구분,소재지,전화번호,팩스번호
정원푸드,식품제조가공업,경상북도 경산시 압량읍 가일길28길 59-9,,
제이와이 에프앤비(JY F&B),식품제조가공업,경상북도 경산시 압량읍 압독2로1길 20-11(1층),,
주식회사 경성상회,식품제조가공업,경상북도 경산시 압량읍 내리길26길 34,,
주식회사 넥타홀딩스,식품제조가공업,경상북도 경산시 남천면 남천로 793(주1동),,
주식회사 뉴밀,식품제조가공업,경상북도 경산시 와촌면 지식산업7로6길 28-28(1층),,
주식회사 메모리인히어,식품제조가공업,경상북도 경산시 원효로26길 22(계양동),,
주식회사 뵤뵤,식품제조가공업,경상북도 경산시 압량읍 압독1로 100-5(1층),,
주식회사 아라오라,식품제조가공업,경상북도 경산시 남산면 설총로 592(A동),,
주식회사 안계농산,식품제조가공업,경상북도 경산시 진량읍 공단12로 78(가동),,
주식회사 워스커피컴퍼니,식품제조가공업,경상북도 경산시 한의대로 94(점촌동),,
주식회사 착한푸드,식품제조가공업,경상북도 경산시 화랑로 160(갑제동),,
주식회사 최가네토탈푸드,식품제조가공업,경상북도 경산시 백천길 73-3(백천동),,
주식회사 큐빈,식품제조가공업,경상북도 경산시 압량읍 가일길24길 16,,
천강푸드,식품제조가공업,경상북도 경산시 둥지로20길 8-4(1층 임당동),,
커피04,식품제조가공업,경상북도 경산시 경청로214길 6-1(백천동),,
커피고래,식품제조가공업,경상북도 경산시 원효로42길 15(사동),,
커피카고,식품제조가공업,경상북도 경산시 중방로 119(계양동),,
태산식품,식품제조가공업,경상북도 경산시 대추마을길9길 17,,
파스마 브레드,식품제조가공업,경상북도 경산시 경청로224길 7-1(1층 백천동),,
페링크코리아,식품제조가공업,경상북도 경산시 압량읍 원효로 549-8(1층),,
풍년애 식품,식품제조가공업,경상북도 경산시 원효로 436(2층 신천동),,
해뜰날식품,식품제조가공업,경상북도 경산시 경청로219길 1-6(1층 백천동),,
해오름에프앤비(F&B),식품제조가공업,경상북도 경산시 압량읍 진등길 88,,
황제푸드,식품제조가공업,경상북도 경산시 성암로15길 13-16(1층 옥산동),,
농업회사법인 주식회사 토향초향,식품제조가공업,경상북도 청송군 청송읍 중앙로 1169,,
범국민식품,식품제조가공업,경상북도 청송군 현서면 청송로 5-4,,
청송사과꽃내음,식품제조가공업,경상북도 청송군 진보면 못안길 16,,
청송생쌩식품,식품제조가공업,경상북도 청송군 주왕산면 마평로 6,,
풀바디,식품제조가공업,경상북도 청송군 주왕산면 부동로 595,,
한국홍삼제조공사,식품제조가공업,경상북도 청송군 파천면 덕천길 54,,
대현수산,식품제조가공업,경상북도 영덕군 강구면 금호샛길 115-43,,
보리식품,식품제조가공업,경상북도 영덕군 병곡면 칠보산1길 251-89,,
(주)감천지,식품제조가공업,경상북도 청도군 이서면 팔조령길 16,,
배가네농장,식품제조가공업,경상북도 청도군 청도읍 원정2길 28,,
숲과벗,식품제조가공업,경상북도 청도군 금천면 방지1길 167(외 1165),,
주식회사 농업회사법인 수,식품제조가공업,경상북도 청도군 화양읍 청려로 1681(1층),,
해심약선가,식품제조가공업,경상북도 청도군 각북면 오산5길 8-1,,
농업회사법인 주식회사 가야식혜옥,식품제조가공업,경상북도 고령군 성산면 운성로 675-9,,
블루앤레드,식품제조가공업,경상북도 고령군 대가야읍 우륵로 54(1층),,
참농꾼,식품제조가공업,경상북도 고령군 안림천길 163,,
하니베누룽지,식품제조가공업,경상북도 고령군 대가야읍 왕릉로 78-1,,
화랑명과주식회사,식품제조가공업,경상북도 고령군 쌍림면 칠등길 27-13,,
(주)케이푸드테크날러지,식품제조가공업,경상북도 성주군 선남면 선노로 90-29,,
농업회사법인 주식회사 에이치앤에이치그룹,식품제조가공업,경상북도 성주군 벽진면 봉흥로 140,,
도담식품,식품제조가공업,경상북도 성주군 선남면 관용로 550,,
사회적협동조합 별동네공동체,식품제조가공업,경상북도 성주군 대가면 참별로 1718-29,,
여정차관,식품제조가공업,경상북도 성주군 가천면 포천계곡로 397(1층),,
주식회사 금배고,식품제조가공업,경상북도 성주군 선남면 유서리길 174-22,,
주식회사 빈커스텀컴퍼니,식품제조가공업,경상북도 성주군 선남면 도흥길 47-15,,
주식회사프롬푸드,식품제조가공업,경상북도 성주군 선남면 명관로 446-2,,
(주)사람들,식품제조가공업,경상북도 칠곡군 동명면 봉암5길 10-1,,
(주)소담푸드,식품제조가공업,경상북도 칠곡군 왜관읍 공단로11길 16,,
(주)해올,식품제조가공업,경상북도 칠곡군 지천면 신동로6길 9,,
금오식품,식품제조가공업,경상북도 칠곡군 북삼읍 외율2길 68-16,,
금오템플푸드,식품제조가공업,경상북도 칠곡군 북삼읍 금곡길 91-15,,
농업회사법인 (주)파인트리,식품제조가공업,경상북도 칠곡군 지천면 금호불동1길 60-45,,
더다담푸드,식품제조가공업,경상북도 칠곡군 약목면 칠곡대로 648,,
복이네 식품 소문난 김치,식품제조가공업,경상북도 칠곡군 지천면 창평로 134-1,,
부촌식품,식품제조가공업,경상북도 칠곡군 지천면 신동로9길 55,,
사운즈커피팩토리,식품제조가공업,경상북도 칠곡군 지천면 신동로5길 44,,
서울식품,식품제조가공업,경상북도 칠곡군 지천면 신동로6길 52,,
신우식품,식품제조가공업,경상북도 칠곡군 지천면 창평로 281-10,,
일호식품,식품제조가공업,경상북도 칠곡군 지천면 창평로 195-11,,
주식회사 산해들,식품제조가공업,경상북도 칠곡군 지천면 금호자원길 16-46,,
주식회사파파쿡,식품제조가공업,경상북도 칠곡군 동명면 송산11길 33,,
패밀리푸드시스템,식품제조가공업,경상북도 칠곡군 동명면 봉암2길 21-73,,
푸드신라,식품제조가공업,경상북도 칠곡군 지천면 송정수정길 39,,
(주)봉화뜰 농업회사법인,식품제조가공업,경상북도 봉화군 명호면 고감길 33-76,,
농업법인 선농원 (주),식품제조가공업,경상북도 봉화군 명호면 봉명로 849-26,,
농업회사법인 (유)한농마을 3공장,식품제조가공업,경상북도 울진군 금강송면 왕피길 35,,
농업회사법인 유한회사 한농마을 2공장,식품제조가공업,경상북도 울진군 금강송면 왕피길 35,,
왕비천하늘,식품제조가공업,경상북도 울진군 근남면 왕피천로 320,,
(주)한샘생활건강,식품제조가공업,경상북도 영천시 청통면 보성공단길 43(A동),0054-336-5700,
너부랑골오미자농원,식품제조가공업,경상북도 영양군 석보면 옥계2길 173,0054-683-0509,
미코(주),식품제조가공업,경상북도 포항시 북구 흥해읍 칠포로 110(1층),02-2038-3550,
(주)어업회사법인바다36포항공장,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로 308-26(A동 1층),02-522-9194,
(주)엘케이 트레이딩,식품제조가공업,경상북도 상주시 외서면 채릉산로 752(1층),02-549-3660,
(주)루왁코리아,식품제조가공업,경상북도 문경시 가은읍 공단강변길 105,02-549-3660,
신성에프엔비(주) 영천지사,식품제조가공업,경상북도 영천시 천문로 692-38(주1동 오미동),031-942-4142,
(주)에그앤씨드 울릉,식품제조가공업,경상북도 울릉군 서면 태하령길 1016-7,043-537-3443,
브이엠피(VMP),식품제조가공업,경상북도 고령군 개진면 개경포로 1536,0502-888-3333,
기산식품 2공장,식품제조가공업,경상북도 경주시 감포읍 감포로 316,052-298-6677,
주식회사 들메내식품,식품제조가공업,경상북도 경주시 내남면 내외로 1090,052-900-8559,
한울 농업회사법인 주식회사,식품제조가공업,경상북도 영천시 청통면 관방길 153-20,053-214-5000,
한울푸드,식품제조가공업,경상북도 영천시 청통면 월성길 7-3,053-214-5000,
다현에프앤비(F&B),식품제조가공업,경상북도 경산시 남천면 산전길 19(주1동),053-215-2799,
도다테크,식품제조가공업,경상북도 칠곡군 가산면 경북대로 1280,053-217-5525,
인포그,식품제조가공업,경상북도 경산시 남산면 삼성현로 902(B동 3층),053-217-5678,
대아종합식품,식품제조가공업,경상북도 칠곡군 지천면 신동로 211-85,053-253-6644,
주)해가,식품제조가공업,경상북도 칠곡군 지천면 창평로 98,053-295-3705,
(주)소울푸드,식품제조가공업,경상북도 칠곡군 지천면 칠곡대로 2233-45,053-311-1980,
맥원푸드,식품제조가공업,경상북도 칠곡군 지천면 신동로7길 17-1,053-311-3774,
그린농산물,식품제조가공업,경상북도 칠곡군 동명면 동명팔거천3길 103-2,053-311-8884,
태영식품,식품제조가공업,경상북도 영천시 대전길 202(녹전동),053-313-3447,
농업회사법인 주식회사 씨앤씨 정,식품제조가공업,경상북도 칠곡군 왜관읍 공단로12길 28-27,053-322-0410,
농부플러스 농업회사법인(주),식품제조가공업,"경상북도 칠곡군 지천면 금호로 172-30(A동, C동)",053-322-5825,
유학산식품,식품제조가공업,경상북도 칠곡군 동명면 봉암2길 21-74,053-326-8829,
주식회사 달구벌명가식품,식품제조가공업,경상북도 경산시 남천면 협석2길 3,053-358-6611,
주식회사 더신전,식품제조가공업,"경상북도 경산시 진량읍 공단13로 112(지1,1,2층)",053-422-6339,
(주)카르투시아,식품제조가공업,경상북도 경산시 성암로13길 25(1층 옥산동),053-427-7783,
발효촌,식품제조가공업,"경상북도 경산시 진량읍 가야로 307(가,나동 1,2층)",053-523-3900,
농업회사법인(주)대풍디앤에프,식품제조가공업,경상북도 칠곡군 동명면 경북대로 503,053-525-4447,
민속식품,식품제조가공업,"경상북도 경산시 봉회길 8(1,2층)",053-558-1977,
유한회사 농업회사법인 삼미식품,식품제조가공업,경상북도 경산시 자인면 자인공단2로4길 8,053-559-1586,
(주)오성에프디,식품제조가공업,경상북도 칠곡군 지천면 창평로 145,053-561-6655,
오성식품,식품제조가공업,경상북도 칠곡군 지천면 창평로 281-6,053-564-0870,
청사초롱,식품제조가공업,경상북도 경산시 와촌면 용천길 74-1,053-566-6453,
(주)아우노,식품제조가공업,경상북도 영천시 청통면 용내길 72-47,053-587-7110,
보보푸드,식품제조가공업,경상북도 영천시 고경면 추곡길 193-40,053-611-7967,
달성참쑥,식품제조가공업,경상북도 경산시 자인면 자인공단로 89(A동 2층),053-617-4505,
덕소식품,식품제조가공업,경상북도 고령군 상곡4길 46-6,053-632-0188,
라그리마커피,식품제조가공업,경상북도 경산시 평산1길 7(평산동),053-637-6688,
행복한감자,식품제조가공업,경상북도 경산시 와촌면 와천동길22길 35-5,053-644-8205,
문화메주,식품제조가공업,경상북도 성주군 참별로 2140,053-656-0520,
에스팩토리,식품제조가공업,"경상북도 경산시 압량읍 압독1로 124(1,2층)",053-719-3797,
주)자두푸드시스템,식품제조가공업,경상북도 영천시 청통면 계포1길 3-2,053-719-4540,
주식회사라망,식품제조가공업,경상북도 칠곡군 지천면 창평로 90(2동),053-721-6723,
농업회사법인(주)청보마을,식품제조가공업,경상북도 칠곡군 가산면 다부거문1길 114,053-741-2989,
(주)커피명가,식품제조가공업,경상북도 경산시 압량읍 임당로 230(주건축물제2동),053-746-0892,
소금과사람들,식품제조가공업,경상북도 경산시 경청로217길 3-10(백천동),053-746-2520,
복어잡는사람들본점,식품제조가공업,경상북도 경산시 대학로 77(3층 정평동),053-752-2102,
에스제이푸드시스템,식품제조가공업,경상북도 경산시 중앙로18길 33-6(삼북동),053-752-2102,
행복이 가득한 효소,식품제조가공업,"경상북도 경산시 장산로1길 5(상가동 지하1층 101~104호 옥곡동, 웰리치성암)",053-762-1515,
