순번,회사명,사업자등록번호,공장대표주소(도로명),위도,경도,업종명,생산품,전화번호,팩스번호,산업단지명,데이터기준일
482,주식회사 연보,3018164610,경상북도 김천시 농공단지2길 40 (신음동),36.13090622,128.131736,"금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",가동보,054-434-5485,,,2025-12-30
528,중앙스텐금속,6816000540,경상북도 김천시 어모면 산업단지2로 5,36.16234952,128.117351,"금속 문, 창, 셔터 및 관련제품 제조업 외 2 종","스텐문 및 금속구조물 외 관련 제품, 건물 및 기타 구축물에 설치 또는 부착되는 각종 구조용 금속 판제품 및 금속 공작물, 조립용 금속 골조 구조재 및 구성 부분품을 생산",054-434-4666,054-436-4660,김천제1일반산업단지,2025-12-30
529,중앙창호,6752500258,경상북도 김천시 대학로 109(교동),36.13576555,128.0922444,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종","알루미늄 문, 창, 플라스틱 문, 창",054-435-0996,054-435-0996,,2025-12-30
216,금영공업,5090194924,경상북도 김천시 남면 농남로 1284-23,36.06091609,128.2912764,금속 단조제품 제조업,"냉간단조품(각종 핀, 볼트류 등)",,,,2025-12-30
339,성우,5100588639,경상북도 김천시 공단1길 11-19 (대광동),36.14051358,128.1400082,"근무복, 작업복 및 유사의복 제조업 외 3 종",부직포 방역복,054-433-0856,054-430-6758,김천대광농공단지,2025-12-30
351,신일사,5101563243,경상북도 김천시 평화장미2길 50 (평화동),36.12615604,128.1147412,"근무복, 작업복 및 유사의복 제조업 외 2 종","일회용 보호복(방제,방역), 일회용 보호복(방제,방역), 일회용 보호복(방제,방역)",054-433-6415,054-430-6415,,2025-12-30
352,신일사 2공장,5101563243,"경상북도 김천시 영남대로 1968, 48동(지좌동)",36.1157951,128.144085,"근무복, 작업복 및 유사의복 제조업 외 2 종","보호복(방역, 방제)",054-433-6415,054-430-6415,,2025-12-30
593,해광씨앤에스,2842701166,경상북도 김천시 농소면 연명2길 165,36.07554877,128.1910746,"근무복, 작업복 및 유사의복 제조업","근무복, 작업복 및 유사 의류",,,,2025-12-30
167,(주)테스크,5108116842,경상북도 김천시 어모면 산업단지로 20,36.15840965,128.1185676,그 외 자동차용 신품 부품 제조업 외 9 종,"자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치",054-437-8101,054-437-8104,김천제1일반산업단지,2025-12-30
314,부광산업 주식회사,3918100695,경상북도 김천시 농공단지2길 70 (신음동),36.13078169,128.1302359,그 외 자동차용 신품 부품 제조업 외 4 종,"주물,맨홀뚜껑",054-432-3991,054-430-7198,,2025-12-30
317,삼금공업(주),5108101238,경상북도 김천시 공단4길 69 (응명동),36.15756398,128.1258016,그 외 자동차용 신품 부품 제조업 외 4 종,자동차부품,054-432-1869,054-433-6779,,2025-12-30
113,(주)예원테크,8538101299,경상북도 김천시 공단1길 11-23 (대광동),36.14104484,128.1404314,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 자동차부품, 자동차부품, 자동차부품",070-7738-2818,054-437-2818,김천대광농공단지,2025-12-30
114,(주)예원테크 제2공장,8538101299,경상북도 김천시 공단로 118 (대광동),36.14338923,128.1395689,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차 도장 부품, 자동차 도장 부품, 자동차 도장 부품, 자동차 도장 부품",054-437-2832,054-437-2818,김천대광농공단지,2025-12-30
168,(주)티케이,5138166579,경상북도 김천시 남면 농남로 620,36.09071682,128.2321434,그 외 자동차용 신품 부품 제조업 외 3 종,자동차문 손잡이 부품 및 자동차 내/외장 제품,054-431-4391,054-431-4392,,2025-12-30
254,대광,5100326283,경상북도 김천시 아포읍 대신길 247-13 외 4필지,36.15474431,128.2029374,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 자동차부품, 자동차부품, 자동차부품",054-436-5474,054-434-7694,,2025-12-30
325,삼영중기정비,5100960376,경상북도 김천시 농공단지2길 12 (신음동),36.13209478,128.1327713,그 외 자동차용 신품 부품 제조업 외 3 종,건설기계정비,054-433-3030,054-432-2477,,2025-12-30
484,주식회사 와이케이테크,2018143367,경상북도 김천시 공단로 111 (대광동),36.14316634,128.1374794,그 외 자동차용 신품 부품 제조업 외 3 종,"Air Compressor Part, Air Compressor Part, Air Compressor Part, Air Compressor Part",054-431-2318,054-431-2319,김천대광농공단지,2025-12-30
500,주식회사 지.씨.에스,6158142719,경상북도 김천시 공단로 111 (대광동),36.14316634,128.1374794,그 외 자동차용 신품 부품 제조업 외 3 종,"Air Compressor Ass'Y, Air Compressor Ass'Y, Air Compressor Ass'Y, Air Compressor Ass'Y",054-439-8960,054-439-8964,김천대광농공단지,2025-12-30
284,동원테크놀러지(주),3128115176,경상북도 김천시 어모면 다남로 268,36.17093824,128.1425417,그 외 자동차용 신품 부품 제조업 외 1 종,"자동차 부품(헤드램프 하우징 외), 조명장치",054-437-1141,054-435-1142,김천제1일반산업단지,2025-12-30
164,(주)태동테크,1498701509,경상북도 김천시 어모면 산업단지8로 16,36.17402451,128.1393014,그 외 자동차용 신품 부품 제조업,"하이그로시 도장, 사출",054-433-9957,054-433-9958,김천제1일반산업단지,2025-12-30
166,(주)태진,3328501145,경상북도 김천시 어모면 산업단지7로 114,36.16955709,128.1367367,그 외 자동차용 신품 부품 제조업,"자동차부품 외장재 및 내장재, 스포일러, 덕트",054-979-3790,054-439-2775,김천제1일반산업단지,2025-12-30
303,미래오토모빌 주식회사,6158129244,경상북도 김천시 어모면 산업단지7로 103,36.16814984,128.1378014,그 외 자동차용 신품 부품 제조업,Turbine Housing(자동차부품),054-435-8867,054-434-8869,김천제1일반산업단지,2025-12-30
454,주식회사 삼송 김천공장,6598501939,경상북도 김천시 공단로 178 (대광동),36.147244,128.1341639,그 외 자동차용 신품 부품 제조업,전기차 배터리팩 쿨링 블록,054-434-0639,054-434-0640,김천대광농공단지,2025-12-30
550,코오롱스페이스웍스(주),4108554184,경상북도 김천시 어모면 산업단지4로 75,36.16109172,128.1307311,그 외 자동차용 신품 부품 제조업,열가소성 복합소재 등,02-3677-3114,02-3677-5339,김천제1일반산업단지,2025-12-30
52,(주)미래,5108112088,경상북도 김천시 개령면 광한1길 497 외 8필지,36.16728572,128.1949001,그 외 기타 플라스틱 제품 제조업 외 8 종,자동차부품 외,054-420-5311,054-437-7588,,2025-12-30
53,(주)미래산업,5108126995,경상북도 김천시 개령면 남전리 881번지 외 3필지,36.1983287,128.1697243,그 외 기타 플라스틱 제품 제조업 외 1 종,플라스틱 제품 원료,054-437-9926,054-437-9924,,2025-12-30
103,(주)에프앤에이,5038184736,경상북도 김천시 아포읍 아포공단길 23,36.16659306,128.2560329,그 외 기타 플라스틱 제품 제조업,인조잔디,054-435-5538,070-7016-0488,김천아포농공단지,2025-12-30
118,(주)용진,5138102726,경상북도 김천시 아포읍 아포공단길 111 ((주)용진),36.16549351,128.2517945,그 외 기타 플라스틱 제품 제조업,자동차 배터리 케이스,054-435-6017,054-435-6023,김천아포농공단지,2025-12-30
185,(주)현강에너지,5348801418,경상북도 김천시 남면 농남로 587-12,36.09252353,128.2300277,그 외 기타 플라스틱 제품 제조업,플라스틱 수지(칩),,054-433-9922,,2025-12-30
207,광승금형,5130769810,경상북도 김천시 아포읍 대신길 490 ((주)곽승),36.15407124,128.2166276,그 외 기타 플라스틱 제품 제조업,LCD부품,054-431-2844,,,2025-12-30
228,넥스포텍 주식회사,8268602097,"경상북도 김천시 농소면 월곡외지길 145 A동, D동, E동",36.10726544,128.160741,그 외 기타 플라스틱 제품 제조업,인조잔디,031-567-5535,031-563-6735,,2025-12-30
516,주식회사 팩솔,5108130432,경상북도 김천시 농소면 농남로 361 외 2필지,36.09611048,128.2055174,그 외 기타 플라스틱 제품 제조업,포장박스,070-4341-7393,054-434-5207,,2025-12-30
565,평정산업,5102061986,경상북도 김천시 새터3길 39 (양천동) 외 1필지,36.10240422,128.1173385,그 외 기타 플라스틱 제품 제조업,악세사리,054-435-1874,054-435-1873,,2025-12-30
567,플라텍주식회사,1288147409,경상북도 김천시 남면 농남로 608,36.09079126,128.2309443,그 외 기타 플라스틱 제품 제조업,"도로청소용 비, 쓰레받기, 제설용 삽",031-946-2004,031-946-3737,,2025-12-30
568,플라텍주식회사,1288147409,경상북도 김천시 남면 농남로 604,36.09096364,128.2303563,그 외 기타 플라스틱 제품 제조업,"도로청소용 빗, 쓰레받기, 제설용삽",,031-936-3737,,2025-12-30
115,(주)오빌,5108115028,경상북도 김천시 농공단지2길 52 (신음동),36.13072635,128.1313801,그 외 기타 특수목적용 기계 제조업 외 2 종,"PLANT, PLANT, 소각로",054-433-9904,054-433-9904,,2025-12-30
397,위드시스템(주),5138125753,경상북도 김천시 혁신로 315-17 (율곡동) 1동 3층 1호 외 7필지,36.12738311,128.1791802,그 외 기타 특수목적용 기계 제조업 외 2 종,OLED 패널 테스트 장비,054-465-7980,054-465-7984,,2025-12-30
337,서진기계,5100461517,경상북도 김천시 개령면 신룡리 618-1 번지,36.1548848,128.1509699,그 외 기타 특수목적용 기계 제조업 외 1 종,"FRP-ROD M/C, FRP-ROD M/C",054-433-4900,054-433-3502,,2025-12-30
123,(주)우삼,5108123076,경상북도 김천시 어모면 산업단지1로 18-23 101호,36.15567966,128.117641,그 외 기타 특수목적용 기계 제조업,무대장치 외,054-439-9339,0502-700-9339,,2025-12-30
401,유진기업,5100127691,경상북도 김천시 남면 초곡리 765-1번지,36.13617343,128.1833337,그 외 기타 콘크리트 제품 및 유사제품 제조업,전주용 콘크리트 근가,,,,2025-12-30
497,주식회사 일진하이콘,8798802149,경상북도 김천시 개령면 개령로 406,36.19861755,128.1694136,그 외 기타 콘크리트 제품 및 유사제품 제조업,콘크리트 제품,041-408-8800,041-408-8801,,2025-12-30
566,풍림산업,5100477284,경상북도 김천시 남면 송곡리 산 69-1번지,36.09173571,128.2454278,그 외 기타 콘크리트 제품 및 유사제품 제조업,전주용 콘크리트 근가 제조업,,,,2025-12-30
446,주식회사 동우페이퍼텍,3128136716,경상북도 김천시 공단1길 11-55 (대광동),36.14378567,128.1396807,그 외 기타 종이 및 판지 제품 제조업,위생용 및 산업용 지관,054-437-5810,054-437-5812,김천대광농공단지,2025-12-30
555,태신지관(주),5108134632,경상북도 김천시 감천면 광기길 100-25,36.07903863,128.1296277,그 외 기타 종이 및 판지 제품 제조업,지관(종이말이),054-432-1100,,,2025-12-30
405,이디에스 주식회사,5048609846,경상북도 김천시 혁신8로 5 (율곡동) 율곡테크노밸리 1동 2층 216호,36.12753253,128.1816803,그 외 기타 전자부품 제조업 외 9 종,"유선통신장비, 경보장치, 비상경보기",054-436-4501,054-434-4501,,2025-12-30
7,(주)골드테크,5678700993,경상북도 김천시 어모면 산업단지3로 57,36.16450574,128.1241011,그 외 기타 전자부품 제조업 외 4 종,"전자부품 성형용기, 전자부품 성형용기, 전자부품 성형용기, 전자부품 성형용기, 전자부품 성형용기",054-910-7337,054-910-7338,김천제1일반산업단지,2025-12-30
35,(주)대화정공,5108103425,경상북도 김천시 아포읍 대신길 330 ((주)대화정공),36.15344685,128.207924,그 외 기타 전자부품 제조업 외 3 종,전자부품,054-430-1701,054-430-4401,,2025-12-30
169,(주)프로트로닉스,5108507638,경상북도 김천시 아포읍 인2길 237 외 5필지,36.16913733,128.2505612,그 외 기타 전자부품 제조업 외 2 종,"비디오, 기타 영상기기 부품, 영상구동용SMD세트부품",054-431-2701,054-431-2704,,2025-12-30
276,덕우전자㈜,5138106227,경상북도 김천시 어모면 산업단지로 320,36.17302074,128.142112,그 외 기타 전자부품 제조업 외 2 종,"Stiffener, Bracket, Chassis, ABS/EPS 모터 부품, 기타 전자 부품 등",054-910-9930,054-910-9925,김천제1일반산업단지,2025-12-30
157,(주)케이 엔 에이치,5048605762,경상북도 김천시 대항면 덕전리 972번지,36.12520248,128.046105,그 외 기타 전자부품 제조업 외 1 종,전원제어장치,053-604-1095,,,2025-12-30
186,(주)화동전자,5138106663,경상북도 김천시 아포읍 아포공단길 35 ((주)화동전자),36.1665666,128.2557661,그 외 기타 전자부품 제조업 외 1 종,mambrane switch,054-431-8321,054-431-8326,김천아포농공단지,2025-12-30
474,주식회사 에이아이프로,6708602266,"경상북도 김천시 혁신8로 5, 514호(율곡동, 율곡테크노밸리) 514호",36.12753253,128.1816803,그 외 기타 전자부품 제조업,산업용 게이트웨이,054-436-6799,02-6499-6799,,2025-12-30
122,(주)우삼,5108123076,경상북도 김천시 공단1길 39 (대광동),36.14031366,128.1413857,그 외 기타 전기장비 제조업 외 4 종,무대기계장치,054-439-9339,,김천대광농공단지,2025-12-30
51,(주)모비크,5838701785,경상북도 김천시 어모면 산업단지로 233,36.16572377,128.1391643,그 외 기타 전기장비 제조업,"각종제어반, 충전시스템, FSW",054-432-3389,054-432-3383,김천제1일반산업단지,2025-12-30
291,리모트솔루션(주),5108103478,경상북도 김천시 남면 아포대로 326-14,36.13234082,128.1846913,그 외 기타 전기장비 제조업,"리모콘,전자제품 등",054-420-4508,054-439-8303,,2025-12-30
539,진영종합기계,5100632243,경상북도 김천시 공단1길 11-15 (대광동),36.14030598,128.1402634,그 외 기타 일반목적용 기계 제조업 외 2 종,"광역살포기, 가정용도정기 등, 광역살포기, 가정용도정기 등, 광역살포기, 가정용도정기 등",054-433-5506,054-433-8594,김천대광농공단지,2025-12-30
170,(주)피엠에스,5138174462,경상북도 김천시 아포읍 아포공단길 81,36.16595043,128.2530853,그 외 기타 일반목적용 기계 제조업 외 1 종,"PLASMA CUTTING M/C, PLASMA CUTTING M/C",054-434-3799,054-435-3799,김천아포농공단지,2025-12-30
2,(주)거화,1378144615,경상북도 김천시 농소면 용암1길 3-82,36.07660038,128.1691938,그 외 기타 일반목적용 기계 제조업,열교환기,,,,2025-12-30
149,(주)준인터내셔널,5108124828,경상북도 김천시 개령면 감문로 474,36.17131528,128.1579604,그 외 기타 일반목적용 기계 제조업,"세척설비, 마사지용 기기틀 받침대",054-434-8805,0504-069-7116,,2025-12-30
277,덕원글러브,5110556732,경상북도 김천시 공단1길 7 (대광동),36.13905283,128.1405501,그 외 기타 의복액세서리 제조업 외 1 종,"장갑, 장갑",054-437-1789,054-437-1795,김천대광농공단지,2025-12-30
87,(주)아이티,6208700519,경상북도 김천시 아포읍 아포공단길 23,36.16659306,128.2560329,그 외 기타 의료용 기기 제조업 외 1 종,"농업용 기계, 재활의료장비, 전자기기, 기계장치 외",054-435-7322,054-435-7522,김천아포농공단지,2025-12-30
514,주식회사 티엠테크,5138113335,경상북도 김천시 아포읍 아포공단길 162,36.16776777,128.2503679,그 외 기타 유리제품 제조업 외 1 종,유리코팅,054-433-1720,054-433-1721,김천아포농공단지,2025-12-30
604,호미푸드,8742500398,경상북도 김천시 어모면 산업단지7로 206,36.16917161,128.1267652,그 외 기타 식료품 제조업 외 1 종,치킨양념소스,054-435-1256,054-435-1255,김천제1일반산업단지,2025-12-30
367,에그마켓,2971501096,경상북도 김천시 지례면 범박골길 127-4,36.00032366,128.0249662,그 외 기타 식료품 제조업,"구운계란, 반숙란, 신선란",054-431-0221,,,2025-12-30
526,주식회사대경에그,5108131955,경상북도 김천시 어모면 남산3길 111 외 2필지,36.17566579,128.1305666,그 외 기타 식료품 제조업,알가공품,054-431-6089,054-433-6089,,2025-12-30
64,(주)새빗켐 2공장,5108509316,경상북도 김천시 공단1길 11-54 (대광동),36.14389238,128.1409033,그 외 기타 분류 안된 화학제품 제조업 외 4 종,"코발트 메탈 외, 코발트 메탈 외, 코발트 메탈 외, 코발트 메탈 외, 코발트 메탈 외",054-431-3586,054-432-4238,김천대광농공단지,2025-12-30
126,(주)유니켐,5108113791,경상북도 김천시 감문면 감문로 1029-38,36.2146576,128.1775232,그 외 기타 분류 안된 화학제품 제조업 외 3 종,"세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품",054-431-4922,054-430-2370,김천감문농공단지,2025-12-30
324,삼연건설화학,5130160516,경상북도 김천시 아포읍 아포공단길 58,36.16721954,128.2538897,그 외 기타 분류 안된 화학제품 제조업 외 2 종,콘크리트 혼화재,054-471-8211,,김천아포농공단지,2025-12-30
343,솔레니스코리아(유),2208879813,경상북도 김천시 공단1길 11-48 (대광동),36.14161194,128.1410325,그 외 기타 분류 안된 화학제품 제조업 외 2 종,"제지용 화학약품, 바이오 디젤 제조, 진단시약 제조",054-433-4801,054-433-4803,김천대광농공단지,2025-12-30
369,에스씨티 주식회사,2088124056,경상북도 김천시 공단1길 29 (대광동),36.13963769,128.1413845,그 외 기타 분류 안된 화학제품 제조업 외 2 종,"탄소제품, 활성탄 ,  바이오 연료와 석유 및 역청유 혼합물, 혈액·소변 검사용 시약",054-437-1947,054-439-1947,김천대광농공단지,2025-12-30
370,에스씨티 주식회사 2공장,2088124056,경상북도 김천시 공단로 110(대광동),36.14275822,128.1396567,그 외 기타 분류 안된 화학제품 제조업 외 2 종,활성탄,054-437-1947,054-439-3947,김천대광농공단지,2025-12-30
390,영진하우징(주),5038181404,경상북도 김천시 어모면 산업단지5로 15,36.16225895,128.134701,그 외 기타 분류 안된 화학제품 제조업 외 2 종,"타일시멘트 및 타일접착제, 타일시멘트 및 타일접착제",053-430-7000,054-430-7700,김천제1일반산업단지,2025-12-30
549,코오롱생명과학(주) 김천 제2공장,5108507787,경상북도 김천시 어모면 산업단지2로 77,36.16339573,128.1254443,그 외 기타 분류 안된 화학제품 제조업 외 2 종,"수처리제, 향균제, 디스퍼전(샴푸첨가제), 수처리제, 향균제, 디스퍼전(샴푸첨가제), 수처리제, 향균제, 디스퍼전(샴푸첨가제)",054-429-1000,054-429-1111,김천제1일반산업단지,2025-12-30
37,(주)동서화학,5108112278,경상북도 김천시 구성면 송죽2길 97-7,36.04184172,128.0632676,그 외 기타 분류 안된 화학제품 제조업 외 1 종,화학제품,054-435-7501,054-435-7503,,2025-12-30
96,(주)에스지케미컬,5108129750,경상북도 김천시 공단4길 6 (응명동),36.15306974,128.1227382,그 외 기타 분류 안된 화학제품 제조업 외 1 종,"점착제, 체외 진단 시약",054-437-4547,054-437-4549,,2025-12-30
173,(주)한국탄소,6898102659,경상북도 김천시 개령면 개령로 298-15,36.19371134,128.1777757,그 외 기타 분류 안된 화학제품 제조업 외 1 종,활성탄,,054-536-4900,,2025-12-30
341,세리오협동조합(제1공장),5108132634,경상북도 김천시 공단1길 11-25 (대광동),36.14149558,128.1403544,그 외 기타 분류 안된 화학제품 제조업 외 1 종,전자케미칼약품,054-432-8850,054-433-8850,김천대광농공단지,2025-12-30
391,영진화학(주),5038107379,경상북도 김천시 어모면 산업단지5로 15,36.16225895,128.134701,그 외 기타 분류 안된 화학제품 제조업 외 1 종,"폴리아크릴 수지 등, 폴리아크릴 수지 등",054-436-8888,054-436-8118,김천제1일반산업단지,2025-12-30
570,필라스트,4122200184,경상북도 김천시 감문면 감문로 1029-30,36.21379126,128.1782664,그 외 기타 분류 안된 화학제품 제조업,"오니활성제, 보일러청관제, 중화제, 응결제",054-431-8101,054-431-8102,김천감문농공단지,2025-12-30
606,히트산업(주),8758100553,경상북도 김천시 어모면 산업단지6로 63,36.16530779,128.1325055,그 외 기타 분류 안된 섬유제품 제조업 외 1 종,"행주, 물티슈 등",054-433-2655,055-583-1191,김천제1일반산업단지,2025-12-30
298,명성정경,5102064756,경상북도 김천시 남면 주천로 1501-6,36.05465946,128.2689098,그 외 기타 분류 안된 섬유제품 제조업,섬유입가공,054-435-5928,054-435-5938,,2025-12-30
473,주식회사 에스케이쿼터스,4808701846,"경상북도 김천시 어모면 산업단지6로 63, 2동",36.16530779,128.1325055,그 외 기타 분류 안된 섬유제품 제조업,부직포가공,054-436-0534,054-436-0532,김천제1일반산업단지,2025-12-30
577,하이론상사(주),5108502841,경상북도 김천시 대광동 1350-1번지,36.14508922,128.1424723,그 외 기타 분류 안된 섬유제품 제조업,치솔모,054-433-6036,054-433-8265,,2025-12-30
54,(주)미래테크,1728700548,경상북도 김천시 어모면 산업단지4로 53,36.1597217,128.1307733,그 외 기타 분류 안된 비금속 광물제품 제조업 외 5 종,"금속 문, 창, 셔터 및 관련제품 제9종, 금속 문, 창, 셔터 및 관련제품 제9종, 금속 문, 창, 셔터 및 관련제품 제9종, 금속 문, 창, 셔터 및 관련제품 제9종, 금속 문, 창, 셔터 및 관련제품 제9종, 금속 문, 창, 셔터 및 관련제품 제9종",054-436-2297,054-430-2298,김천제1일반산업단지,2025-12-30
42,(주)두양씨앤에코,5108123284,경상북도 김천시 감천면 금감로 1222-11,36.03848652,128.1316579,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,친환경 웰빙판재,054-435-2547,054-431-6632,,2025-12-30
162,(주)클린솔루션,3128193721,경상북도 김천시 어모면 옥율리 23 번지 외 1필지,36.17804325,128.1239893,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,실리콘스크랩,041-523-1056,041-522-1056,,2025-12-30
477,주식회사 에코라이프 두양에코스톤,4868701145,경상북도 김천시 구성면 남김천대로 2833-17 외 1필지,36.05588033,128.0699722,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,친환경웰빙판재,,054-497-8900,,2025-12-30
1,(주)가람테크,5108108532,경상북도 김천시 어모면 산업단지로 130,36.15992899,128.1307847,그 외 기타 분류 안된 비금속 광물제품 제조업 외 13 종,"금속 문,창,셔터 및 관련제품, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리, 목재, 울타리",054-437-9898,054-436-0697,김천제1일반산업단지,2025-12-30
204,경휘건설(주),5108133123,경상북도 김천시 어모면 산업단지4로 53,36.1597217,128.1307733,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,"흙콘크리트, 흙콘크리트",054-435-2297,054-430-2298,김천제1일반산업단지,2025-12-30
265,대성플라스틱,1441700671,경상북도 김천시 어모면 남산리 2050번지,36.15940619,128.1308283,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,"플라스틱 금형사출, 플라스틱 금형사출",054-435-0804,054-435-0805,김천제1일반산업단지,2025-12-30
462,주식회사 스마트브레인,5028621581,경상북도 김천시 어모면 산업단지4로 15,36.15846205,128.1288039,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,유아용 PU 의자,ARS-1661-6798,,김천제1일반산업단지,2025-12-30
563,파이콤주식회사,4208602701,경상북도 김천시 남면 농남로 1284-25,36.06087037,128.2915427,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,"콘크리트용 섬유강화폴리머 보강근(GFRP), 콘크리트용 섬유강화폴리머 보강근(GFRP)",054-974-6900,054-974-9944,,2025-12-30
3,(주)건일산업,1868600900,경상북도 김천시 어모면 산업단지5로 166,36.1767403,128.1368049,그 외 기타 분류 안된 비금속 광물제품 제조업,"흑연제조품, 내화단열재",054-716-1191,0504-849-1752,김천제1일반산업단지,2025-12-30
418,자운산업(주),4408600143,경상북도 김천시 어모면 산업단지4로 53,36.1597217,128.1307733,그 외 기타 분류 안된 비금속 광물제품 제조업,"미끄럼방지포장재, 도막형바닥재",054-457-2297,054-430-2298,김천제1일반산업단지,2025-12-30
502,주식회사 카보랩,5138171000,경상북도 김천시 어모면 산업단지4로 243,36.17696296,128.1311913,그 외 기타 분류 안된 비금속 광물제품 제조업,"내화단열재, 탄소복합소재",054-4756-6970,054-475-6990,김천제1일반산업단지,2025-12-30
485,주식회사 우주정밀,4158157247,경상북도 김천시 농공단지2길 71 (신음동),36.12988846,128.131101,그 외 기타 분류 안된 금속 가공 제품 제조업 외 6 종,"금속가공제품, 조립 구조재 , 운송장비용 및 기타 일반용의 철물을 제조, 금속가공제품, 일반용 전기 조명장치, 전기 조명장치, 기타 조명장치",054-436-2121,054-436-2122,,2025-12-30
578,한국로드스타,1680703336,"경상북도 김천시 혁신로 288-5, 203호  (율곡동) 203호",36.1261074,128.182388,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,"도로표지병 등, 도로표지병 등, 도로표지병 등",,,,2025-12-30
263,대성이엔지 2공장,5130596496,경상북도 김천시 아포읍 봉산리 653 번지,36.1547269,128.2178742,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,스텐레스 파이프,054-434-9990,,,2025-12-30
283,동영산업,5102065089,경상북도 김천시 아포읍 지동길 278,36.19153228,128.2428608,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,스텐레스 파이프,054-431-9618,054-431-9619,,2025-12-30
350,신성핸디,5100246792,경상북도 김천시 대항면 대룡1길 169-4,36.12795019,128.049173,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,"수도꼭지, 자물쇠",054-436-7400,054-436-3334,,2025-12-30
395,우주정밀,5101661655,경상북도 김천시 농공단지2길 57 (신음동),36.13019463,128.1313459,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,"전면판, UNIT(방송 통신장비 부품), 금속제",054-436-2121,054-436-2122,,2025-12-30
179,(주)한솔테크,7098703008,경상북도 김천시 구성면 남김천대로 3282-42,36.08026823,128.0974526,그 외 기타 분류 안된 금속 가공 제품 제조업,보수판 제품,,054-436-7366,,2025-12-30
229,논슬립시스템 주식회사,1418303452,경상북도 김천시 아포읍 경상북도 김천시 아포읍 아포공단길 14,36.16777367,128.2560702,그 외 기타 분류 안된 금속 가공 제품 제조업,"안내판, 볼라드 등",054-431-2340,054-431-2342,김천아포농공단지,2025-12-30
464,주식회사 씨에이치테크,4318600310,경상북도 김천시 감천면 금감로 1252 외 1필지,36.04025454,128.1303403,그 외 기타 분류 안된 금속 가공 제품 제조업,금속 가공제품(선거용품 등),053-355-0555,0504-336-5263,,2025-12-30
410,이지파우더 주식회사,5108504378,경상북도 김천시 감남골길 38 (대광동) (총 3 필지) 외 2필지,36.14778049,128.1454443,그 외 기타 봉제의복 제조업,의복 및 분첩,054-433-6604,,,2025-12-30
411,이지파우더 주식회사,5108504378,경상북도 김천시 감남골길 32 (대광동) 외 2필지,36.14740133,128.1459436,그 외 기타 봉제의복 제조업,화장용분첩,054-433-6604,,,2025-12-30
293,마이다스무역주식회사,5858801148,경상북도 김천시 농소면 월곡내지길 244-230,36.0908937,128.1701574,그 외 기타 달리 분류되지 않은 운송장비 제조업,모터사이클 조립,054-435-0238,,,2025-12-30
359,실크로드주식회사,3198700905,경상북도 김천시 농소면 용암리 248 외 2필지,36.08869547,128.1694864,그 외 기타 달리 분류되지 않은 운송장비 제조업,모터사이클,054-714-3588,070-8299-0238,,2025-12-30
171,(주)피움그린,6068630626,경상북도 김천시 구성면 남김천대로 2840 외 3필지,36.0555731,128.0712817,그 외 기타 나무제품 제조업 외 2 종,"톱밥, 우드칩, 톱밥, 우드칩, 톱밥, 우드칩",054-435-7741,054-435-7740,,2025-12-30
83,(주)씨앤피,5638602099,경상북도 김천시 남면 농남로 596-17 외 1필지,36.08965893,128.2292309,그 외 기타 금속가공업 외 1 종,"용접봉 및 피뢰침, 제관(부탄가스)용, 합금 주물용 플레이크 등의 동 가공용품",054-437-8442,054-437-8443,,2025-12-30
86,(주)아이에스텍,3458102967,경상북도 김천시 아포읍 아포공단길 162,36.16776777,128.2503679,그 외 기타 금속가공업,그레이팅 방충망,054-972-7792,054-435-7792,김천아포농공단지,2025-12-30
