업체명,전화번호,본사 소재지(도로명),산업분류,주생산품
(주)티아이,054-474-6370,경상북도 구미시 산동읍 첨단기업5로 48-169,29272,IR CLASS ATTACH(스마트폰 카메라 조립 자동화 설비)
(주)티에스테크,054-463-2085,경상북도 구미시 산호대로 50,25999,양면테이프
(주)티에스티,054-471-5691,경상북도 구미시 산동읍 첨단기업5로 10-95,29299,자동화 기계 제작
(주)티엔아이,,경상북도 구미시 산동읍 성수 4길 21,33130,자동화설비제작
(주)페트렉스,,경상북도 구미시 인동21길19 경혜빌딩3층,22212,필름제조
(주)포메링,054-482-5502,경상북도 구미시 1공단로 6길 103-25,28429,LED조명
(주)한화 구미사업장,054-467-8591,서울특별시 중구 청계천로 86 (장교동),25200,신관
(주)포인트,054-471-0512,경상북도 구미시 수출대로5길15,29223,기계부품(레이저절곡)
(주)포지스,054-463-6171,경상북도 구미시 공단로 7길 24-35,26293,카드원자제
(주)폴리텍,054-461-8133,경상북도 구미시 1공단로 6길 151-30,22191,"자동차 고무부품(오링, 부츠, 패킹)"
(주)퓨리텍,054-473-5617,경기도 평택시 산단로 63-16,14199,방진복
(주)플러스솔루션,,경상북도 구미시 1공단로 6길 103-470,25929,기계부품
(주)피다텍,054-463-9772,경상북도 구미시 산호대로130-21,23996,강화유리
(주)피엔에이,054-463-6886,경상북도 구미시 수출대로1길50,27216,자동화정비
(주)엠소닉,054-476-4800,경상북도 구미시 산동읍 첨단기업 3로 43-18,26299,TV 스피커 부속품
(주)하나이엔지,054-462-4472,경상북도 구미시 수출대로 9길 68-36,26429,핸드폰조립
(주)하이엘스,054-462-9598,"경상북도 구미시 구미대로 350-27, 3D프린팅 제조혁신센터 209-1호(신평동)",29222,3D프린팅
(주)한국레이저,054-463-0043,경상북도 구미시 산동읍 첨단기업7로 122-29,25924,TV BASE 부품
(주)한국비아테크,054-716-1110,대전광역시 대덕구 문평통로 31,26299,인쇄회로 레이져가공
(주)한국온론,,경상북도 구미시 2공단로 1길 11-1,26429,반도체부품
(주)한국이차전지,054-463-7091,경상북도 구미시 1공단로 6길134,28202,산업용축전지
(주)한국플라텍,,경상북도 구미시 산호대로104-116,23111,강화유리보호코팅
(주)한림아이피,054-462-8981,경상북도 구미시 1공단로 6길 108,17211,종이박스
(주)한신산업,054-974-3932,경상북도 구미시 장천면 하장2길 96-19,22299,PC ABS
(주)해성스틸,054-462-4751,경상북도 구미시 1공단로 6길 64-23,29223,기계제작(성형기계)
(주)현대의료산업,053-253-3555,경상북도 칠곡군 동명면 봉암3길 32-1 2동,13229,마스크
(주)현일,054-481-7430,경상북도 구미시 산동읍 산호대로45길14,25924,부품가공
(주)호연,054-471-7790,경상북도 구미시 수출대로 5길 26-9,27213,휴대폰검사기기
(주)화인테크,054-463-4601,경상북도 구미시 산호대로 104-44,28123,배전반
(주)효진,053-355-5008,대구광역시 서구 서대구로 329 (비산동),13229,마스크
(주)휘닉스소재,054-470-0886,경상북도 구미시 산동읍 첨단기업1로 87,26299,반도체 부품
(주)휘닉스에이엠,054-602-3117,경상북도 구미시 산호대로 154-44 (공단동),28909,태양전기용 재료
(주)휘닉스엠에이티,054-461-7506,경상북도 구미시 수출대로9길68-46,26129,잉크9핸드폰소재)
(주)휘닉스테크,054-467-6007,경상북도 구미시 산호대로 422,25912,히트싱크
(주)휴먼코리아,,경상북도 구미시 산호대로 133,33999,마스크
LG디스플레이㈜1공장,054-717-0114,서울특별시 영등포구 여의대로 128,26519,"TFT-LCD, OLED"
AR솔루션,054-717-0114,서울특별시 영등포구 여의대로 128,25924,ATM기 부품
BK SOFT,054-717-0114,서울특별시 영등포구 여의대로 128,28423,전시 및 광고용 조명장치
BL 분체산업,054-462-7763,경상북도 구미시 수출대로3길 68-41,25923,스크린인쇄
BQ tech,054-463-8736,경상북도 구미시 수출대로9길26-26,26294,자동화기계부품가공
C.L솔루션,054-474-7834,경상북도 구미시 비산으로 107-4,29223,자동차부품
CC테크,,경상북도 구미시 비산로 115-18,26299,전자부품조립
CMS엔지니어링,054-464-4408,경상북도 구미시 수출대로 161,29271,PVC
COS (주),054-465-8695,경상북도 구미시 산호대로 142-46 B동,27301,방송용 카메라렌즈
DH TECH,054-474-5258,경상북도 구미시 산호대로 130-78,26212,배터리
DH-테크,054-474-4861,경상북도 구미시 1공단로 6길 53-27,22191,고무패킹
Eastech korea(이스텍코리아),070-7722-4072,경상북도 구미시 시미동 168-26,26262,LCD TV블라켓
ED테크,054-461-4964,경상북도 구미시 비산으로 7길 10,29229,기계부품가공
ER테크,054-600-5152,경상북도 구미시 상사서로 157-6,27301,광학용유리
FM테크,054-464-8280,경상북도 구미시 신비로 180,26422,휴대폰부품
GH신소재㈜,054-460-8132,경상북도 구미시 1공단로 4길 141-54,13992,자동차용내장재(부직포)
GTB신소재,070-7765-8776,경상북도 구미시 1공단로 4길 141-83,17212,MRACK
H N T (에이치엔티),,경상북도 구미시 1공단로 6길 13-7,25929,베어링 하우징
HB테크,,경상북도 구미시 1공단로 6길 64-23,29223,기계부품
HK-그린텍,,경상북도 구미시 수출대로225,17210,종이박스
HK레이져 테크,054-476-0755,경상북도 구미시 4공단로 131,29224,"금속절단,절곡"
HY 하이텍,,경상북도 구미시 수출대로 161 6동,25924,자동화장비제작
H테크,054-471-9244,경상북도 구미시 산동읍 첨단기업7로 122-53(신당리),29299,반도체부품
JD전자,054-713-7159,경상북도 구미시 해마른공원로111 102동703호,26129,2차전지컨트롤회로
JL테크,,경상북도 구미시 1공단로 4길 39-25,26299,핸드폰지그제작
JS켐㈜,054-461-7933,경상북도 구미시 왕산로 3길 7,22299,플라스틱가공(TK합섬실 고정용)
JW원통연삭,054-475-3267,경상북도 구미시 산동읍 임천인덕로 252,25929,기계부품
JY ENG,,경상북도 구미시 비산으로 139,26224,자동화부품임가공
JY금속,054-462-3702,경상북도 구미시 산호대로 92 태평양금속,25999,모타용금속(자석)
KM테크,054-465-4311,경상북도 구미시 비산로 7길 14-18,29294,금형제작(레이저용접)
KS정밀,054-465-9926,경상북도 구미시 산호대로 412,25924,무기부품
KS테크,,경상북도 구미시 1공단로 6길 39-28,30399,자동차금형 부품
KS테크,054-463-1222,경상북도 구미시 산호대로 116-19,31114,정밀가공부품
K-TECH,054-464-4340,경상북도 구미시 비산로 5안길 5,29294,금형제작(레이저용접)
L2B TEC,,경상북도 구미시 1공단로144 구미시창업보육센터308-2호,28119,충전배터리
(주)원익큐엔씨 양포공장,054-478-9514,경상북도 구미시 옥계2공단로 117 (구포동),23129,"QUARTZ, CERAMICS, Cleaning"
"LG디스플레이㈜2,3공장",054-717-0114,서울특별시 영등포구 여의대로 128,26519,"TFT-LCD, OLED"
"LG디스플레이㈜4,5,6공장",054-717-0114,서울특별시 영등포구 여의대로 128,26519,"TFT-LCD, OLED"
LG이노텍(주) campus 4,054-713-8119,서울특별시 강서구 마곡중앙10로 30. 7층,26422,"카메라모듈, 3D sensing 모듈, 반도체기판, 차량용모터 및 통신장비"
LS솔루션,,경상북도 구미시 1공단로 6길 39-28,23999,금형
LT(엘티),,"경상북도 구미시 1공단로 212 한라시그마밸리 1001,1006~7",29199,기계부품조립
M F 솔루션,,경상북도 구미시 오태8길 51-9,25924,방산부품가공
MH 하이텍,054-462-8560,경상북도 구미시 비산로3길 42(경상북도 구미시 비산동),26299,부품가공
MSG(엠에스지),,경상북도 구미시 산동읍 첨단기업로 185-48,29294,금형부품
MS산업,054-476-0377,경상북도 구미시 장천면 학신로 241-16,20203,비닐
MY 솔루션,054-462-0715,경상북도 구미시 1공단로 6길 39-28(KS테트안),26299,자동차 카메라모튤
NST엔에스티,054-464-6654,경상북도 구미시 오태 8길 51-10(오태동),25913,자동차기계부품
NS테크,,경상북도 구미시 산호대로 354-46,29199,기계부품
PI 첨단소재,054-460-3482,충청북도 진천군 이월면 고등1길27,22212,폴리이미드(P1)필름
PRO-ENG,,경상북도 구미시 산동읍 산호대로45길 18,31200,전기판넬
SD테크,054-462-8123,경상북도 구미시 수출대로9길26-39,29169,부품가공
SD테크,054-465-0711,경상북도 구미시 산동읍 첨단기업2로 44,29294,TV부품
SF테크,054-476-6248,경상북도 구미시 수출대로3길68-41,30391,자동차부품
S-HI테크,054-463-8822,경상북도 구미시 옥계2공단로311-6,29299,자동화설비
SIT성일기술,,경상북도 구미시 1공단로212 한라시그마밸리814,28119,전기판넬제작
SI위너스,070-8844-6213,경상북도 구미시 1공단로 6길 151-18,26299,전자부품
SJ 테크,,경상북도 구미시 1공단로 6길 13-26,23122,인듐
SJ테크,054-462-9686,경상북도 구미시 1공단로 6길 65-20,25929,기계장비부품
SMK테크,,경상북도 구미시 4공단로 131 (구포동),25929,프레스금형부품
SM환경산업,054-471-7825,경상북도 구미시 장천면 학신로 278-11,20203,플라스틱PE
TAK마이크로필터(주),054-460-3515,서울특별시 동작구 사당동 헤라피스 빌딩 10층,13999,마이크로필터
TS테크,031-634-1478,경상북도 구미시 산호대로 130-13  201호,30399,라이트금형
YC테크,054-462-4149,경상북도 구미시 1공단로 212 232호 (한라시그마밸리),29299,진공충전기
yes tec (예스텍),,경상북도 구미시 수출대로9길26-26,25924,자동화설비부품
YM 테크,,경상북도 구미시 산동읍 첨단기업로 127-30,22299,의료기 부속
YTM,054-462-2121,경상북도 구미시 산호대로 253 8층 802호,26299,통신전자부품
가경산업,054-975-0975,경상북도 구미시 1공단로6길 151-69 (공단동),13992,부직포(자동차언더커버)
가나테크윈,054-456-1988,경상북도 구미시 고아읍 들성로 9길 32-77,26410,led fdf
가람전자,,경상북도 구미시 3공단 1로 100-20(시미동 17-14),33992,헤드라이트(라이터)
가온TECH,054-475-1911,"대구광역시 달성군 다사읍 달구벌대로 786, 101동 1602호 (강창그린빌)",28121,화재감지기
가온테크(구미지점),,경상북도 구미시 구포동 644-7,26224,반도체
가인테크,054-473-6346,경상북도 구미시 인동가산로 510-20,28410,조명기구
강림이엔지,,경상북도 구미시 산호대로 354-56 ,29272,LCD물류 자동화 장비
강북정밀,054-462-5121,경상북도 구미시 1공단로4길 38-29,25999,반도체
강원산업,,경상북도 구미시 1공단로 7길 58-27,29229,배관
갤럭시아디바이스㈜ 구미2공장,,경기도 수원시 오복천로 132번길 50,26299,ATM 부품
거명ENG,054-462-8225,경상북도 구미시 3공단 3로 46-75,26299,전자부품
거산연마,054-461-9461,경상북도 구미시 비산으로 3길 19-4,26299,장비부품가공
거산테크,,경상북도 구미시 수출대로 161 6동,29299,자동화기계장비부품
거성산업,054-465-6031,경상북도 구미시 왕산로 5길 14-18,22191,고무제품 오링
거성엔지니어링,054-471-6320,경상북도 구미시 1공단로 212 한라시그마밸리 513호,28909,LCD  장비조립
거송,053-562-8197,경상북도 구미시 송동로 73,26519,방송장치
거송기계,054-463-5982,경상북도 구미시 비산으로 5길 28-29,26299,기계부품가공
거송톱밥,054-474-3235,서울특별시 강동구 강동로 1696번지,16299,톱밥
거영테크,,경상북도 구미시 수출대로249,30399,자동차천장
거학엔지니어링,054-462-0278,경상북도 구미시 왕산로 5길 14-33,26229,led 장비부품
건우CNC조각,054-463-9075,"경상북도 구미시 비산으로 138, 7동 ",27193,안경금형부품
건우알미늄건업,054-472-3483,경상북도 구미시 인동 54길 32-10,24212,알미늄창문틀(샷시)
겨레정밀,,경상북도 구미시 1공단로 4길 141-60,25999,기계부품가공
경기산업,054-462-5970,경상북도 구미시 1공단로 6길 124,23999,핸드폰케이스 사출
경남목재합판상사,054-463-9244,경상북도 구미시 수출대로5길50-17,16231,우드파레트박스
경남엔지니어링,054-462-2734,경상북도 구미시 산호대로 104-134,25119,기어및 동력장치
경남이엔지,054-462-2216,경상북도 구미시 비산로 7길 8-27,25924,기계금형부품기공
경도금속,054-471-7718,경상북도 구미시 장천면 송신로 477,20202,비철고철합성수지
경도정밀,,경상북도 구미시 수출대로225-29,29294,자동프레스금형
경동이엔지,054-471-8951,경상북도 구미시 3공단로 1로 285,25259,기계가공
경림테크,,경상북도 구미시 신비로 132,29229,부품가공
경보정밀,054-462-9335,경상북도 구미시 수출대로3길 68-41,29223,알루미늄정밀가공
경북진공열처리,054-461-8185,경상북도 구미시 비산으로 131,25922,"금속열처리(금형,드릴공구,자동차부품)"
경성산업,054-474-5885,경상북도 구미시 수출대로 14길 10 A동 3호 ,29299,자동화설비
경성테크,054-474-7228,경상북도 구미시 장천면 하장2길 274-26,25999,건물철강공사
경영웰딩ENG,054-461-2909,경상북도 구미시 수출대로9길68-28,25924,용접(금속)
경오정밀,054-473-7728,경상북도 구미시 신동읍 첨단기업로 69-20,29212,기계부품
경우정밀,054-461-9062,경상북도 구미시 비산으로 3길 14-2,30399,"금형(자동차 하이트, 래핑, 사상)"
경인전자산업,054-464-2681,경상북도 구미시 1공단로 6길 103-36,26299,ETCHING
경일산업,054-463-9389,경상북도 구미시 1공단로 6길 181-30,26299,TV스탠드
경일정공,,경상북도 구미시 선산읍 선상서로 290-5,29224,자동차용 금형
경일테크,054-461-0375,경상북도 구미시 비산으로 115-20,26229,금형기계부품
경진산업,,경상북도 구미시 1공단로 7길 58-27,29299,기계부품
경호테크,,경상북도 구미시 수출대로249,30399,자동차내.외장제부품
경효정밀,054-473-5547,경상북도 구미시 산동읍 첨단기업로 69-20,29212,기계부품
경흥전자,,경상북도 구미시 고아읍 농공단지길 54-7,26299,하네스
계림지주목,054-473-9226,경상북도 구미시 성산리 10-4,16299,수목보호 지지대
