순번,회사명,주소,전화번호,생산품
1224,SS시스템,"대구광역시 서구 와룡로65길 28, 태백B동 205호",,PAC 제어판 제조
1225,한국가스공사 대구경북지역본부,대구광역시 서구 와룡로73길 55,053-561-4315,가스
1226,동음전자,대구광역시 서구 국채보상로 6길 23,053-382-9900,CCTV+스피커
1227,애니테크,대구광역시 서구 와룡로 385-3,053-357-3006,고주파 유도 가열장치
1228,(주)태성전기제어,대구광역시 서구 국채보상로5길 22,053-572-3388,자동화판넬
1229,익성전자,"대구광역시 서구 와룡로 307, 디센터 B207호",070-8237-5078,RFID 모듈+ NFC리더기
1230,(주)엠피테크,"대구광역시 서구 와룡로 307, 디센터 322호",,스포츠 조명
1231,(주)에스티이코리아,"대구광역시 서구 와룡로 307, 디센터 416호",053-557-8872,발전기 및 전기변환장치 제조업
1232,바른시스템,"대구광역시 서구 와룡로 307, 디센터 421호",070-4228-1983,공장자동화 설비 전기제어반
1233,마이크론스타아이웨어,"대구광역시 서구 와룡로 307, 디센터 522호",070-8880-4764,안경 및 안경렌즈 제조업
1234,(주)베스텍,"대구광역시 서구 와룡로 307, 디센터 714호",053-523-9500,배전반 및 전기 자동제어반 제조
1235,CORI DENT,"대구광역시 서구 와룡로90길 41, B2층 203호",053-351-1772,치과용 임플란트 상부구조물
1236,주식회사 에이닉스,"대구광역시 서구 와룡로90길 41, 507호",,컴퓨터 제조
1237,(주)다래파크텍,"대구광역시 서구 와룡로90길 41, 5층 511호",02-549-8688,주차관제시스템
1238,주식회사 티노,"대구광역시 서구 와룡로90길 61, 7층 702호",042-825-3840,원격제어 추적카메라
1239,주식회사 스필,"대구광역시 서구 와룡로90길 41, 7층 708호",031-8067-8010,배선기구
1240,삼화엔지니어링,"대구광역시 서구 와룡로90길 61, 401호 외 1호",053-604-5817,자동측정 및 제어장치 시스템 제조
1241,알리다그룹(주),"대구광역시 서구 문화로 38-7, 201동",053-565-6844,PVC자재+ 광고 간판+ LED전광판
1242,삼정기업,대구광역시 서구 와룡로98길 33,053-563-0682,건축용강재받침대+ 경량철골자재
1243,태성공업사,대구광역시 서구 문화로19길 28,053-526-5660,주방용품+ 자동차 부품
1244,(주)케이제이이앤지,대구광역시 서구 와룡로 439-6,053-568-2255,방화문
1245,정원금속,대구광역시 서구 와룡로 439-7,053-554-9797,절곡+ 절단(철판)
1246,(주)보경창호금속,대구광역시 서구 와룡로87길 12-7,053-768-5060,금속구조물 창호공사+ 알루미늄샷시
1247,창신오토시스템,대구광역시 서구 문화로14길 8-5,053-571-6266,금속자동문 제작
1248,대경금속,"대구광역시 서구 문화로 38-7, 104동",053-564-8188,금속열처리
1249,(주)대림스틸,대구광역시 서구 와룡로 443,053-556-5579,철강 절단절곡
1250,(주)동신스틸,대구광역시 서구 와룡로 366,053-558-1659,절단+절곡+알루미늄창호
1251,대유특수강,대구광역시 서구 와룡로97길 13,053-588-0230,철강
1252,그린ENG,대구광역시 서구 문화로7길 28-4,053-522-0757,철 구조물
1253,동원파이프(주),대구광역시 서구 북비산로6길 28,053-555-2311,강판
1254,(주)동진,대구광역시 서구 문화로7길 19,053-553-5100,건축자재 받침재(경량철문)
1255,오성산업,대구광역시 서구 와룡로66길 43-1,053-558-1331,철판(절단.절곡)
1256,금호금속,대구광역시 서구 와룡로70길 16-5,053-562-6822,강주물
1257,화성금속,대구광역시 서구 와룡로70길 31,053-561-4948,주물
1258,우주금속,대구광역시 서구 국채보상로7길 21,053-568-4010,비철금속(땜납)
1259,건미산업,대구광역시 서구 당산로 77길17,,철구조물 제작
1260,(주)홍창 제2공장,대구광역시 서구 평리로 33길 17,053-423-7462,볼트+ 너트
1261,(주)홍창 제1공장,대구광역시 서구 와룡로 318,053-524-9292,육각볼트+ 너트
1262,우리배관,대구광역시 서구 국채보상로3길 24,053-523-9901~2,강관홈단관+ 파이프배관 절삭 등
1263,대한종합상사,대구광역시 서구 와룡로 69길 72,053-383-5759,철판 간판
1264,(주)대가이엔지,"대구광역시 서구 와룡로65길 28, 태백B동 307호",053-591-7787,판넬 탱크+ 철강
1265,세영철강,대구광역시 서구 국채보상로5길 5,053-573-7528,철강재
1266,(주)닉스틸,대구광역시 서구 국채보상로7길 17,053-525-6001,스텐파이프
1267,보운산업,대구광역시 서구 국채보상로7길 17,053-524-5001,스텐파이프
1268,신안정밀,대구광역시 서구 국채보상로6길 18-1,053-559-7237,금형 부품
1269,(주)금성산업,"대구광역시 서구 와룡로 307, 디센터 315호",054-977-0047,육상 금속 골조 구조재 제조업
1270,동신강재(주),"대구광역시 서구 와룡로 307, 디센터 902호",053-356-8520,철강+ C형강 도소매 및 제조
1271,주식회사 그린힐 디센터,"대구광역시 서구 와룡로 307, B2층 B208호",,세정제
1272,누리ECS,대구광역시 서구 와룡로99길 40,053-525-4053,자동차 부품
1273,엔그로우,대구광역시 서구 국채보상로7길 25,053-525-6235,이불+ 메트커버
1274,트라이엘,"대구광역시 서구 와룡로 307, 4층 411호",,쇼파
1275,나노이엔지㈜,"대구광역시 서구 와룡로 307, 4층 403호",053-634-3525,자동 제어반
1276,헥스 D&B,"대구광역시 서구 문화로3길 15, 1동 1층 101호, 102호",053-525-8760,개인 발전형 홈 트레이닝 운동기구
1277,(주)로보스,"대구광역시 서구 와룡로 307, 2층 222호",070-8811-0401,PNC 목절개 로봇
1278,혜성파워텍,"대구광역시 서구 국채보상로6길 26, 1층",053-256-5634,엔진 발전기 조립 및 콘트롤 판넬 제작
1279,(주)성일정공,대구광역시 서구 문화로 17,053-551-4476,고속충돌시험기
1280,이마텍스,대구광역시 서구 와룡로69길 22,053-256-8711,커튼
1281,오토아이티(주),"대구광역시 서구 와룡로 307, 5층 518호",053-795-6303,자동차부품
1282,아몽일렉트로㈜,"대구광역시 서구 와룡로90길 41, 9층 914호",070-8797-3562,무인교통단속장비
1283,에본 주식회사,"대구광역시 서구 와룡로 307, 5층 507호",053-268-0138,헬스케어 장비
1284,대현전사,대구광역시 서구 와룡로75길 24 ,053-561-3731,전사나염
1285,경남산업,대구광역시 서구 염색공단천로19길20,053-358-2370,폴리에스텔
1286,㈜고려텍스,대구광역시 서구 염색공단중앙로22길37,053-352-3900,폴리무감량
1287,㈜국제텍,대구광역시 서구 염색공단중앙로122,053-351-9555,폴리에스텔
1288,㈜금강텍스타일,대구광역시 서구 염색공단로21길7,053-341-9034,면T/C
1289,㈜남대동,대구광역시 서구 염색공단천로41,053-356-7474,교직
1290,다이텍연구원,대구광역시 서구 달서천로 92,053-350-3700,기타
1291,㈜다온다이텍,대구광역시 서구 염색공단중앙로61,053-355-1841,사염
1292,달성다이텍㈜,대구광역시 서구 염색공단천로11길33,053-354-0011,폴리에스텔
1293,대구특수나염㈜,대구광역시 서구 염색공단중앙로111,053-351-5833,나염
1294,대동실업,대구광역시 서구 염색공단중앙로77,053-354-2244,사염
1295,(유)대안에이엔씨,대구광역시 서구 염색공단로21길8,053-359-1081,나염
1296,대영염공㈜,대구광역시 서구 염색공단로11길2,053-356-1875,나일론
1297,㈜대일,대구광역시 서구 염색공단로13길33,053-586-1044,면T/C
1298,㈜대진텍스타일,대구광역시 서구 염색공단로13길1,053-564-2111,폴리무감량
1299,대한방직㈜ 대구공장,대구광역시 서구 염색공단로26,053-720-4402,면T/C
1300,도미니코염직,대구광역시 서구 염색공단로21길20,053-354-5946,나일론
1301,동덕섬유,대구광역시 서구 염색공단로21길19-17,053-523-2138,사염
1302,동아산업사,대구광역시 서구 염색공단로91,053-353-8588,니트
1303,동영염직㈜,대구광역시 서구 염색공단중앙로78,053-353-6111,폴리무감량
1304,㈜동진상사 1공장,대구광역시 서구 염색공단로90,053-358-7521,나일론
1305,㈜동진상사 2공장,대구광역시 서구 염색공단천로7길10,053-358-7521,나일론
1306,㈜동화다이텍,대구광역시 서구 염색공단천로45,053-356-4881,폴리에스텔
1307,득산실업,대구광역시 서구 염색공단중앙로65,053-357-8563,면T/C
1308,㈜디엠텍스,대구광역시 서구 염색공단로21길19-5,053-524-2341,나일론
1309,디와이컬러텍㈜,대구광역시 서구 염색공단중앙로22길29,053-353-5556,나일론
1310,디이에이텍스타일,대구광역시 서구 염색공단로13길43,053-359-1550,폴리무감량
1311,㈜명신염색가공,대구광역시 서구 염색공단중앙로12길32,053-358-3646,교직
1312,명준염직,대구광역시 서구 염색공단로13길31,053-359-1241,나일론
1313,㈜명지특수가공,대구광역시 서구 염색공단중앙로106,053-527-0062,폴리에스텔
1314,㈜무길염공,대구광역시 서구 염색공단로107,053-358-9000,폴리무감량
1315,미래섬유,대구광역시 서구 염색공단로63,053-358-0664,교직
1316,㈜미앤부티,대구광역시 서구 염색공단중앙로105,053-563-1320,폴리에스텔
1317,바다섬유,대구광역시 서구 염색공단중앙로59,053-353-9464,나염
1318,부건산업,대구광역시 서구 염색공단천로19길12,053-353-8421,기타
1319,㈜부성,대구광역시 서구 염색공단천로11길30,053-355-1881,면T/C
1320,㈜부성티에프시  대구공장,대구광역시 서구 염색공단천로11길11,053-354-5152,나일론
1321,㈜비케이글로벌,대구광역시 서구 염색공단중앙로22길15,053-581-7111,폴리에스텔
1322,㈜삼광염직,대구광역시 서구 염색공단로21길20-18,053-352-4747,폴리무감량
1323,㈜삼보염공,대구광역시 서구 염색공단중앙로12길27,053-351-1221,면T/C
1324,㈜삼성다이텍,대구광역시 서구 염색공단중앙로22길12,053-593-6230,나일론
1325,삼성염직㈜,대구광역시 서구 염색공단중앙로12길9,053-355-1421,나일론
1326,㈜삼일다이텍,대구광역시 서구 염색공단중앙로12길33,053-563-1208,폴리무감량
1327,삼일염직㈜,대구광역시 서구 염색공단로11길56,053-350-1131,면T/C
1328,삼환염공㈜,대구광역시 서구 염색공단로71,053-353-4746,나일론
1329,㈜서도염직,대구광역시 서구 염색공단중앙로60,053-353-8381,면T/C
1330,서진머티리얼㈜,대구광역시 서구 염색공단중앙로69,053-355-4316,나염
1331,㈜선일텍스,대구광역시 서구 염색공단천로19길31,053-355-7772,폴리무감량
1332,㈜성진텍스타일,대구광역시 서구 염색공단중앙로23길23,053-710-0137,나염
1333,세원섬유,대구광역시 서구 염색공단로13길26,053-582-2783,폴리무감량
1334,㈜세일섬유,대구광역시 서구 염색공단천로19길12,053-356-2994,사염
1335,㈜신경일염직,대구광역시 서구 염색공단로13길38,053-353-3381,면T/C
1336,㈜신영아이앤티,대구광역시 서구 염색공단로47,053-353-4672,폴리무감량
1337,신일염공사,대구광역시 서구 염색공단천로7길30,053-357-4785,나일론
1338,신창염직㈜,대구광역시 서구 염색공단로104,053-354-3221,기타
1339,㈜신화염직,대구광역시 서구 염색공단천로11길14,053-355-0224,니트
1340,쌍호특수가공,대구광역시 서구 염색공단천로11길23,053-351-5833,면T/C
1341,안성염직공업사,대구광역시 서구 염색공단천로19길36,053-353-7227,나일론
1342,㈜앤디아이,대구광역시 서구 염색공단중앙로22길33,053-353-9600,교직
1343,㈜에스엠다이텍,대구광역시 서구 염색공단로11길40-18,053-359-0688,폴리무감량
1344,㈜엠에스원다이텍,대구광역시 서구 염색공단로93,053-573-1544,폴리무감량
1345,엠-에스다이텍,대구광역시 서구 염색공단천로23길33,053-292-1544,폴리무감량
1346,㈜영남염직,대구광역시 서구 염색공단로11길1,053-526-9263,폴리에스텔
1347,㈜영동염직,대구광역시 서구 염색공단천로19길37,053-351-1851,폴리에스텔
1348,㈜영유염직,대구광역시 서구 염색공단중앙로21길38,053-353-9993,교직
1349,우일염직㈜,대구광역시 서구 염색공단로74,053-358-9193,나일론
1350,욱일I.D.C,대구광역시 서구 염색공단로116,053-358-9771,니트
1351,원창머티리얼㈜비산공장,대구광역시 서구 염색공단로11길34,053-715-2260,나일론
1352,유진한일합섬㈜대구지점,대구광역시 서구 염색공단로13길16,053-341-8510,사염
1353,㈜유창염직,대구광역시 서구 염색공단중앙로86,053-359-0745,나일론
1354,유피엔,대구광역시 서구 염색공단천로11길10,053-341-8552,폴리무감량
1355,㈜윤텍스,대구광역시 서구 염색공단천로23길29,053-352-1297,나일론
1356,㈜은성다이텍,대구광역시 서구 염색공단중앙로22길11,053-351-9001,니트
1357,㈜을화 비산공장,대구광역시 서구 염색공단중앙로100,053-356-7673,폴리에스텔
1358,이조디엔씨㈜,대구광역시 서구 염색공단로27,053-358-9111,나일론
1359,㈜이주,대구광역시 서구 염색공단중앙로21길33,053-357-5210,니트
1360,일솔어패럴,대구광역시 서구 염색공단로13길28,053-983-2066,나염
1361,자연W&D,대구광역시 서구 염색공단로13길41,053-341-2928,면T/C
1362,㈜정원아이앤씨,대구광역시 서구 염색공단로13길45,053-358-9823,폴리무감량
1363,㈜조양염직,대구광역시 서구 염색공단로21길19-15,053-353-2531,니트
1364,진성염직,대구광역시 서구 염색공단중앙로23길18,053-557-4582,폴리무감량
1365,㈜진영피앤티,대구광역시 서구 염색공단천로31,053-350-3114,나염
1366,진온,대구광역시 서구 염색공단로68,053-356-5462,면T/C
1367,진호염직㈜,대구광역시 서구 염색공단중앙로70,053-358-5201,교직
1368,진호텍㈜,대구광역시 서구 염색공단중앙로14길12,053-716-5301,나일론
1369,진흥산업,대구광역시 서구 염색공단로53,053-353-8467,면T/C
1370,㈜진흥염직,대구광역시 서구 염색공단중앙로112,053-356-5823,교직
1371,창성산업,대구광역시 서구 염색공단천로11길19,053-358-9846,사염
1372,천명텍스,대구광역시 서구 염색공단로13길29,053-357-6167,교직
1373,㈜청운텍스타일,대구광역시 서구 염색공단천로19길13,053-352-6491,나염
1374,케이지다이텍,대구광역시 서구 염색공단로67,053-352-7622,나일론
1375,태광산업㈜ 대구사업소,대구광역시 서구 염색공단중앙로95,053-356-0567,폴리에스텔
1376,㈜태을염직,대구광역시 서구 염색공단로13길22,053-354-5861,교직
1377,㈜텍스존,대구광역시 서구 염색공단천로11길26,053-583-3000,폴리에스텔
1378,㈜통합,대구광역시 서구 염색공단중앙로21길14,053-351-1002,폴리에스텔
1379,㈜한국파일,대구광역시 서구 염색공단중앙로12길36,053-557-9281,사염
1380,한서실업㈜비산공장,대구광역시 서구 염색공단천로7길34,053-351-0056,기타
1381,한영염직,대구광역시 서구 염색공단로108,053-357-7917,나일론
1382,한우염공,대구광역시 서구 염색공단중앙로12길22,053-358-5221,니트
1383,한진섬유,대구광역시 서구 염색공단천로7길6,053-351-7467,나일론
1384,합동염색㈜,대구광역시 서구 염색공단천로93,053-355-5111,면T/C
1385,현대다이텍㈜,대구광역시 서구 염색공단천로19길30,053-359-1500,면T/C
1386,현대바이오텍㈜,대구광역시 서구 염색공단천로19길23,053-355-5900,교직
1387,㈜협진화학,대구광역시 서구 염색공단중앙로22길7,053-357-9480,기타
1388,㈜혜성섬유,대구광역시 서구 염색공단천로37,053-352-2266,사염
1389,㈜희성다이텍,대구광역시 서구 염색공단중앙로66,053-353-5363,나일론
1390,㈜히그비피,대구광역시 서구 염색공단중앙로23길2,053-562-0032,교직
1391,T.F텍스츄어,대구광역시 서구 염색공단중앙로12길16,053-586-6072,기타
1392,그린힐염직㈜,대구광역시 서구 달서천로144,053-354-5101,교직
1393,㈜대안,대구광역시 서구 달서천로68,053-357-8781,나염
1394,대한기업,대구광역시 서구 달서천로28,053-354-5590,폴리에스텔
1395,㈜명진섬유,대구광역시 서구 달서천로42,053-356-1311,나염
1396,수텍스㈜,대구광역시 서구 달서천로72,053-583-4896,폴리무감량
1397,㈜지승텍스 문일섬유,대구광역시 서구 달서천로 76,053-341-7200,면T/C
1398,㈜영광염직,대구광역시 서구 달서천로142,053-357-5210,폴리무감량
1399,에이치디비글로벌㈜,대구광역시 서구 달서천로34,,나염
1400,㈜에스엔에스,대구광역시 서구 달서천로168,053-351-0190,폴리무감량
1401,월드텍스,대구광역시 서구 달서천로160-25,053-353-8553,나염
1402,㈜유성염직,대구광역시 서구 달서천로158,053-354-2271,교직
1403,유풍섬유공업,대구광역시 서구 달서천로146,053-583-6730,면T/C
1404,㈜은일니트,대구광역시 서구 달서천로164,053-356-7197,니트
1405,㈜은일섬유,대구광역시 서구 달서천로146,053-351-7190,폴리에스텔
1406,인덕염공㈜,대구광역시 서구 달서천로84,053-525-7871,교직
1407,㈜청운다이텍,대구광역시 서구 달서천로160,053-356-3590,폴리에스텔
1408,㈜평안이현공장,대구광역시 서구 달서천로30,053-356-8600,나염
1409,한비염직㈜,대구광역시 서구 달서천로160-27,053-354-3261,폴리에스텔
1410,현대다이텍㈜평리동공장,대구광역시 서구 달서천로 82,053-355-1575,면T/C
1411,경남산업,대구광역시 서구 염색공단천로19길20,053-358-2370,폴리에스텔
1412,㈜고려텍스,대구광역시 서구 염색공단중앙로22길37,053-352-3900,폴리무감량
1413,㈜국제텍,대구광역시 서구 염색공단중앙로122,053-351-9555,폴리에스텔
1414,㈜금강텍스타일,대구광역시 서구 염색공단로21길7,053-341-9034,면T/C
1415,㈜남대동,대구광역시 서구 염색공단천로41,053-356-7474,교직
1416,다이텍연구원,대구광역시 서구 달서천로 92,053-350-3700,기타
1417,㈜다온다이텍,대구광역시 서구 염색공단중앙로61,053-355-1841,사염
1418,달성다이텍㈜,대구광역시 서구 염색공단천로11길33,053-354-0011,폴리에스텔
1419,대구특수나염㈜,대구광역시 서구 염색공단중앙로111,053-351-5833,나염
1420,대동실업,대구광역시 서구 염색공단중앙로77,053-354-2244,사염
1421,(유)대안에이엔씨,대구광역시 서구 염색공단로21길8,053-359-1081,나염
1422,대영염공㈜,대구광역시 서구 염색공단로11길2,053-356-1875,나일론
1423,㈜대일,대구광역시 서구 염색공단로13길33,053-586-1044,면T/C
1424,㈜대진텍스타일,대구광역시 서구 염색공단로13길1,053-564-2111,폴리무감량
1425,대한방직㈜ 대구공장,대구광역시 서구 염색공단로26,053-720-4402,면T/C
1426,도미니코염직,대구광역시 서구 염색공단로21길20,053-354-5946,나일론
1427,동덕섬유,대구광역시 서구 염색공단로21길19-17,053-523-2138,사염
1428,동아산업사,대구광역시 서구 염색공단로91,053-353-8588,니트
1429,동영염직㈜,대구광역시 서구 염색공단중앙로78,053-353-6111,폴리무감량
1430,㈜동진상사 1공장,대구광역시 서구 염색공단로90,053-358-7521,나일론
1431,㈜동진상사 2공장,대구광역시 서구 염색공단천로7길10,053-358-7521,나일론
1432,㈜동화다이텍,대구광역시 서구 염색공단천로45,053-356-4881,폴리에스텔
1433,득산실업,대구광역시 서구 염색공단중앙로65,053-357-8563,면T/C
1434,㈜디엠텍스,대구광역시 서구 염색공단로21길19-5,053-524-2341,나일론
1435,디와이컬러텍㈜,대구광역시 서구 염색공단중앙로22길29,053-353-5556,나일론
1436,디이에이텍스타일,대구광역시 서구 염색공단로13길43,053-359-1550,폴리무감량
1437,명준염직,대구광역시 서구 염색공단로13길31,053-359-1241,나일론
1438,㈜명지특수가공,대구광역시 서구 염색공단중앙로106,053-527-0062,폴리에스텔
1439,㈜무길염공,대구광역시 서구 염색공단로107,053-358-9000,폴리무감량
1440,미래섬유,대구광역시 서구 염색공단로63,053-358-0664,교직
1441,㈜미앤부티,대구광역시 서구 염색공단중앙로105,053-563-1320,폴리에스텔
1442,바다섬유,대구광역시 서구 염색공단중앙로59,053-353-9464,나염
1443,부건산업,대구광역시 서구 염색공단천로19길12,053-353-8421,기타
1444,㈜부성,대구광역시 서구 염색공단천로11길30,053-355-1881,면T/C
1445,㈜부성티에프시  대구공장,대구광역시 서구 염색공단천로11길11,053-354-5152,나일론
1446,㈜비케이글로벌,대구광역시 서구 염색공단중앙로22길15,053-581-7111,폴리에스텔
1447,㈜삼광염직,대구광역시 서구 염색공단로21길20-18,053-352-4747,폴리무감량
1448,㈜삼보염공,대구광역시 서구 염색공단중앙로12길27,053-351-1221,면T/C
1449,㈜삼성다이텍,대구광역시 서구 염색공단중앙로22길12,053-593-6230,나일론
1450,삼성염직㈜,대구광역시 서구 염색공단중앙로12길9,053-355-1421,나일론
1451,㈜삼일다이텍,대구광역시 서구 염색공단중앙로12길33,053-563-1208,폴리무감량
1452,삼일염직㈜,대구광역시 서구 염색공단로11길56,053-350-1131,면T/C
1453,삼환염공㈜,대구광역시 서구 염색공단로71,053-353-4746,나일론
1454,㈜서도염직,대구광역시 서구 염색공단중앙로60,053-353-8381,면T/C
1455,서진머티리얼㈜,대구광역시 서구 염색공단중앙로69,053-355-4316,나염
1456,㈜선일텍스,대구광역시 서구 염색공단천로19길31,053-355-7772,폴리무감량
1457,㈜성진텍스타일,대구광역시 서구 염색공단중앙로23길23,053-710-0137,나염
1458,세원섬유,대구광역시 서구 염색공단로13길26,053-582-2783,폴리무감량
1459,㈜세일섬유,대구광역시 서구 염색공단천로19길12,053-356-2994,사염
1460,㈜신영아이앤티,대구광역시 서구 염색공단로47,053-353-4672,폴리무감량
1461,㈜신우텍스타일,대구광역시 서구 염색공단중앙로12길32,053-358-7631,교직
1462,신일염공사,대구광역시 서구 염색공단천로7길30,053-357-4785,나일론
1463,신창염직㈜,대구광역시 서구 염색공단로104,053-354-3221,기타
1464,㈜신화염직,대구광역시 서구 염색공단천로11길14,053-355-0224,니트
1465,쌍호특수가공,대구광역시 서구 염색공단천로11길23,053-351-5833,면T/C
1466,안성염직공업사,대구광역시 서구 염색공단천로19길36,053-353-7227,나일론
1467,㈜앤디아이,대구광역시 서구 염색공단중앙로22길33,053-353-9600,교직
1468,㈜에스엠다이텍,대구광역시 서구 염색공단로11길40-18,053-359-0688,폴리무감량
1469,㈜엠에스원다이텍,대구광역시 서구 염색공단로93,053-573-1544,폴리무감량
1470,엠-에스다이텍,대구광역시 서구 염색공단천로23길33,053-292-1544,폴리무감량
1471,㈜영남염직,대구광역시 서구 염색공단로11길1,053-526-9263,폴리에스텔
1472,㈜영동염직,대구광역시 서구 염색공단천로19길37,053-351-1851,폴리에스텔
1473,㈜영유염직,대구광역시 서구 염색공단중앙로21길38,053-353-9993,교직
1474,우일염직㈜,대구광역시 서구 염색공단로74,053-358-9193,나일론
1475,욱일I.D.C,대구광역시 서구 염색공단로116,053-358-9771,니트
1476,원창머티리얼㈜비산공장,대구광역시 서구 염색공단로11길34,053-715-2260,나일론
1477,유진한일합섬㈜대구지점,대구광역시 서구 염색공단로13길16,053-341-8510,사염
1478,㈜유창염직,대구광역시 서구 염색공단중앙로86,053-359-0745,나일론
1479,유피엔,대구광역시 서구 염색공단천로11길10,053-341-8552,폴리무감량
1480,㈜윤텍스,대구광역시 서구 염색공단천로23길29,053-352-1297,나일론
1481,㈜은성다이텍,대구광역시 서구 염색공단중앙로22길11,053-351-9001,니트
1482,㈜을화 비산공장,대구광역시 서구 염색공단중앙로100,053-356-7673,폴리에스텔
1483,이조디엔씨㈜,대구광역시 서구 염색공단로27,053-358-9111,나일론
1484,㈜이주,대구광역시 서구 염색공단중앙로21길33,053-357-5210,니트
1485,일솔어패럴,대구광역시 서구 염색공단로13길28,053-983-2066,나염
1486,자연W&D,대구광역시 서구 염색공단로13길41,053-341-2928,기타
1487,㈜정원아이앤씨,대구광역시 서구 염색공단로13길45,053-358-9823,면T/C
1488,㈜조양염직,대구광역시 서구 염색공단로21길19-15,053-353-2531,니트
1489,진성염직,대구광역시 서구 염색공단중앙로23길18,053-557-4582,폴리무감량
1490,㈜진영피앤티,대구광역시 서구 염색공단천로31,053-350-3114,나염
1491,진온,대구광역시 서구 염색공단로68,053-356-5462,면T/C
1492,진호염직㈜,대구광역시 서구 염색공단중앙로70,053-358-5201,교직
1493,진호텍㈜,대구광역시 서구 염색공단중앙로14길12,053-716-5301,나일론
1494,진흥산업,대구광역시 서구 염색공단로53,053-353-8467,면T/C
1495,㈜진흥염직,대구광역시 서구 염색공단중앙로112,053-356-5823,교직
1496,창성산업,대구광역시 서구 염색공단천로11길19,053-358-9846,사염
1497,천명텍스,대구광역시 서구 염색공단로13길29,053-357-6167,교직
1498,㈜청운텍스타일,대구광역시 서구 염색공단천로19길13,053-352-6491,나염
1499,케이지다이텍,대구광역시 서구 염색공단로67,053-352-7622,나일론
1500,태광산업㈜ 대구사업소,대구광역시 서구 염색공단중앙로95,053-356-0567,폴리에스텔
1501,㈜태을염직,대구광역시 서구 염색공단로13길22,053-354-5861,교직
1502,㈜텍스존,대구광역시 서구 염색공단천로11길26,053-583-3000,폴리에스텔
1503,㈜통합,대구광역시 서구 염색공단중앙로21길14,053-351-1002,폴리에스텔
1504,㈜한국파일,대구광역시 서구 염색공단중앙로12길36,053-557-9281,사염
1505,한서실업㈜,대구광역시 서구 염색공단천로7길34,053-351-0056,폴리무감량
1506,한영염직,대구광역시 서구 염색공단로108,053-357-7917,나일론
1507,한우염공,대구광역시 서구 염색공단중앙로12길22,053-358-5221,니트
1508,한진섬유,대구광역시 서구 염색공단천로7길6,053-351-7467,나일론
1509,합동염색㈜,대구광역시 서구 염색공단천로93,053-355-5111,면T/C
1510,현대다이텍㈜,대구광역시 서구 염색공단천로19길30,053-359-1500,면T/C
1511,㈜협진화학,대구광역시 서구 염색공단중앙로22길7,053-357-9480,기타
1512,㈜혜성섬유,대구광역시 서구 염색공단천로37,053-352-2266,사염
1513,㈜희성다이텍,대구광역시 서구 염색공단중앙로66,053-353-5363,나일론
1514,㈜히그비피,대구광역시 서구 염색공단중앙로23길2,053-562-0032,교직
1515,T.F텍스츄어,대구광역시 서구 염색공단중앙로12길16,053-586-6072,기타
1516,그린힐염직㈜,대구광역시 서구 달서천로144,053-354-5101,교직
1517,㈜대안,대구광역시 서구 달서천로68,053-357-8781,나염
1518,대한기업,대구광역시 서구 달서천로28,053-354-5590,폴리에스텔
1519,㈜명진섬유,대구광역시 서구 달서천로42,053-356-1311,나염
1520,수텍스㈜,대구광역시 서구 달서천로72,053-583-4896,폴리무감량
1521,㈜영광염직,대구광역시 서구 달서천로142,053-357-5210,폴리무감량
1522,에이치디비글로벌㈜,대구광역시 서구 달서천로34,053-356-0803,나염
1523,월드텍스,대구광역시 서구 달서천로160-25,053-353-8553,나염
1524,㈜유성염직,대구광역시 서구 달서천로158,053-354-2271,교직
1525,유풍섬유공업,대구광역시 서구 달서천로146,053-583-6730,면T/C
1526,㈜은일니트,대구광역시 서구 달서천로164,053-356-7197,니트
1527,㈜은일섬유,대구광역시 서구 달서천로146,053-351-7190,폴리에스텔
1528,인덕염공㈜,대구광역시 서구 달서천로84,053-525-7871,교직
1529,㈜청운다이텍,대구광역시 서구 달서천로160,053-356-3590,폴리에스텔
1530,태웅섬유,대구광역시 서구 달서천로 76,070-4114-2919,면T/C
1531,㈜평안이현공장,대구광역시 서구 달서천로30,053-356-8600,나염
1532,한비염직㈜,대구광역시 서구 달서천로160-27,053-354-3261,폴리에스텔
1533,현대다이텍㈜평리동공장,대구광역시 서구 달서천로 82,053-355-1575,면T/C
