회사명,업종명,생산품,주소,연락처,출처파일
(주)경북기공사,자동차 종합 수리업,자동차 정비,대구광역시 서구 문화로 21 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)경성화이켐,통신 재판매업 외 1 종,무선통신소재부품,"대구광역시 달성군 현풍면 테크노중앙대로5길 15-9, 414B-3L",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)경안금속,그 외 자동차용 신품 부품 제조업 외 3 종,시동모터 케이스,대구광역시 달성군 구지면 내리 851번지 (달성2차 27B 1L),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)경양시스템,그 외 기타 특수목적용 기계 제조업,자동차부품 자동화설비,"대구광역시 달서구 성서동로53길 26, (1차단지 32B 27L) (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)경원정공,그 외 기타 특수목적용 기계 제조업 외 1 종,자동차램프 금형,"대구광역시 달서구 달서대로95길 102, (3차단지 77B12-1L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)경원정밀,자동차 재제조 부품 제조업,자동차 부품,"대구광역시 달서구 성서서로55길 10, 1차 56B 6L (신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)계명자동차운전학원 서대구지점,운전학원,자동차운전학원,대구광역시 서구 와룡로 490 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)고평,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품부싱제품,대구광역시 달성군 구지면 달성2차3로 17,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)고평,그 외 자동차용 신품 부품 제조업,자동차부품,대구광역시 달성군 구지면 국가산단대로39길 234,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)공성,내연기관 화물자동차 및 특수목적용 자동차 제조업 외 6 종,"차체및특장차, 나사 절삭기, 차체및특장차, 나사 절삭기","대구광역시 달서구 호산로 47, (3차단지 65B 3L) (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)공성,내연기관 화물자동차 및 특수목적용 자동차 제조업 외 3 종,농산업용 수송 모빌리티 외,대구광역시 달성군 구지면 국가산단대로49길 181 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)광덕금속,자동차용 신품 제동장치 제조업 외 2 종,사이드힌지브라켁 등,대구광역시 달서구 성서서로 236 (갈산동) 1차단지 51B 8-3L,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)광명테크,사무용 기계 및 장비 제조업,증명발급 및 사무자동화 시스템,"대구광역시 북구 검단동로 5, 검단테크노밸리 103, 104, 301, 302호 (검단동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)광성공업,그 외 자동차용 신품 부품 제조업 외 3 종,압형자동차부품,대구광역시 북구 검단로31길 15 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)광성테크엠,그 외 자동차용 신품 부품 제조업 외 4 종,자동차부품(스타팅모터커버),대구광역시 북구 검단로31길 56-12 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)광진금속(광진피엔씨),도금업,자동차부품 금속표면처리,"대구광역시 달서구 성서로64길 26, 1차단지 36B 6-1L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)구봉,운송장비 조립용 플라스틱제품 제조업 외 4 종,자동차부품,"대구광역시 달서구 달서대로64길 83, 2차단지 49B 10L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)구봉에스테크,그 외 기타 금속가공업 외 5 종,자동차 브레이크용 캘리퍼 피스톤,대구광역시 북구 팔달로13길 15 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)구영테크,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품,대구광역시 달성군 구지면 창리 1371번지 외 2필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)구영테크,자동차 차체용 신품 부품 제조업 외 1 종,"오일팬, 힌지 롤러암, 시트 외",대구광역시 달성군 구지면 국가산단서로50길 30,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)국제정공,자동차 엔진용 신품 부품 제조업 외 5 종,자동차부품,"대구광역시 달서구 성서공단로21길 19, 2차단지 17B 4L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)극동1급정비공장,자동차 종합 수리업,자동차 종합 수리,대구광역시 북구 노원로1길 76 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)글로스코,분말 야금제품 제조업,자동차부품,대구광역시 달성군 논공읍 논공로87길 128,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금경,그 외 자동차용 신품 부품 제조업 외 2 종,자동차 엔진 부품,"대구광역시 달서구 성서공단남로19길 11, (2차단지 23-2B 9L)(월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금경,그 외 자동차용 신품 부품 제조업,자동차부품,"대구광역시 달서구 호산로 38-15, (3차단지 66B 2-3L)(호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금농정밀,자동차용 금속 압형제품 제조업 외 1 종,자동차차체프레스,"대구광역시 달서구 성서공단북로77길 5, 1차단지 33B 2-4L (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금성정공,그 외 자동차용 신품 부품 제조업,"자동차부품(램프,공조부품)",대구광역시 달성군 구지면 국가산단대로33길 70,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금오텍,그 외 기타 금속가공업,기계부품가공,"대구광역시 달서구 성서공단로39길 27, 뉴비젼지식산업센터 108호 (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금호정공,자동차 엔진용 신품 부품 제조업 외 1 종,베어링캡,"대구광역시 달서구 성서공단로22길 34, 2차단지18B5L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금호정공,자동차 엔진용 신품 부품 제조업 외 2 종,자동차부품,"대구광역시 달서구 성서공단로22길 30, 2차단지 18B 4-1L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)금호콘베어,컨베이어장치 제조업 외 1 종,컨베이어 및 컨베니어 부품,"대구광역시 달서구 성서로36길 4, (2차단지 25B 2-1L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)기산테크,자동차 엔진용 신품 부품 제조업 외 1 종,터보엔진,"대구광역시 북구 검단로31길 66-10, 13동 (검단동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)기정산업,기타 기계.장비 조립용 플라스틱 제품 제조업,"자동차부품 플라스틱 사출, 각종 기계부품 플라스틱 사출","대구광역시 달서구 성서서로25안길 38, (2차단지 8B 3-5L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)꼬떼따블,그 외 기타 가구 제조업 외 3 종,"장식장, 식탁부품, 서랍장, 소품, 침장류",대구광역시 북구 검단공단로 52 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)남일유엔티,자동차 엔진용 신품 부품 제조업,자동차엔진용부품제조업,"대구광역시 달서구 성서공단남로6길 14, (2차단지 55B 6-4L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)노벨오토모티브코리아,그 외 자동차용 신품 부품 제조업,자동차용 연료 및 브레이크 배관,대구광역시 달성군 유가읍 테크노중앙대로 80,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)뉴그린렌트카,자동차 임대업,자동차 렌트,대구광역시 서구 국채보상로 38 (중리동) 302호,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)뉴대한,철도차량 부품 및 관련 장치물 제조업 외 4 종,"철도차량부품,브레이크부품","대구광역시 달서구 성서공단로50길 41, 2차단지 27B 11L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)뉴월드모터스,자동차 종합 수리업,자동차 수리 ,"대구광역시 서구 와룡로 442 (이현동, 뉴월드모터스 정비센터)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)뉴월드모터스,자동차 전문 수리업,정비업,대구광역시 서구 국채보상로7길 16(이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)니즈,디지털 적층 성형기계 제조업,3D 프린트 및 출력물,"대구광역시 달서구 성서공단북로2길 49, 3차 78B 6L (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)다우,그 외 자동차용 신품 부품 제조업 외 5 종,자동차부품,"대구광역시 달서구 호산로2길 7, (3차단지 79B 8L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)다윈프릭션 대구공장,그 외 자동차용 신품 부품 제조업 외 1 종,자동차용브레이크패드,"대구광역시 달서구 달구벌대로250길 42, 1차단지 49B 7L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)다이아몬드스틸,그 외 기타 금속가공업,산업기계부품,"대구광역시 달서구 성서서로 66 (월암동) (월암동, 2차 23-2B 5L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)달성정공,그 외 자동차용 신품 부품 제조업 외 3 종,"절삭가공 부품, 성형부품","대구광역시 달성군 구지면 달성2차1로 52, (달성2차 35B 3L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대건,자동차용 전용 신품 부품 판매업,자동차부품 도매,대구광역시 서구 문화로23길 23 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대경레이저,절삭가공 및 유사처리업,"전자,건설,기계 부품",대구광역시 북구 노원로 53 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대경레이저,절삭가공 및 유사처리업,금속부품 레이저가공,대구광역시 북구 노원로 147 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대경특수산업,그 외 기타 1차 철강 제조업,금형기계부품 특수강,"대구광역시 달서구 달서대로58안길 10, 2차단지 50-1B 7L (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대광디앤씨,그 외 금속 압형제품 제조업,자동차부품,대구광역시 북구 노원로9길 17-17 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대구공돌,그 외 기타 분류 안된 금속 가공 제품 제조업,오토바이 부품,"대구광역시 서구 장산로 322, C동 1호(이현동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대근테크,운송장비용 조명장치 제조업,자동차부품조립(라이트),"대구광역시 달서구 성서공단로 332-10, (2차 34B 1-1L) (월성동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대길,그 외 자동차용 신품 부품 제조업,엑슬조인트 부품,대구광역시 달성군 논공읍 논공로 423,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대동모빌리티,내연기관 승용차 및 기타 여객용 자동차 제조업 외 3 종,"전동골프카트, 전동골프카트, 전기 이륜차, 전기 이륜차",대구광역시 달성군 구지면 국가산단대로39길 30 외 3필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대동엠텍,그 외 기타 금속가공업,자동차부품,"대구광역시 달서구 성서공단북로69길 30, (1차단지 32B 6-2L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대동전자,그 외 기타 전자부품 제조업 외 3 종,휴대폰조립,"대구광역시 달서구 성서4차첨단로 85, (4차단지 2B 4L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대류,체외 진단 시약 제조업 외 2 종,"3G-cast(깁스), 2차전지 검사장비","대구광역시 동구 율암로 149-40, (41059) (주)대류 (상매동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대륜테크,그 외 자동차용 신품 부품 제조업 외 1 종,"열교환기,유체수송장치",대구광역시 달성군 구지면 국가산단대로33길 252,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)대리정공,금속 절삭기계 제조업,"절삭기계,부품","대구광역시 달서구 성서공단북로 161, 5동, 3차단지 60-7B 5-2L (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
