일련번호,시군구명,회사명,업종명,도로명주소,주요생산품명,대표자명,전화번호,팩스번호,직원수,데이터기준일자
140,거제시,주식회사 희망이엔지,배전반 및 전기 자동제어반 제조업,경상남도 거제시 문동1길 16-2(문동동),배전반 및 전기 자동제어반 제조업,김성수,055-635-2735,055-632-2735,15,2024-06-10
141,거제시,중앙수산(주),기타 수산동물 가공 및 저장 처리업,경상남도 거제시 둔덕면 법동어구로 500 외 3필지,"어류가공품, 굴가공품",장욱,055-633-5104,055-633-5086,23,2024-06-10
142,거제시,중앙씨푸드(주),수산동물 냉동품 제조업,경상남도 거제시 둔덕면 법동어구로 500 (중앙수산),"굴, 멍게, 해삼 가공품",장석,055-633-5104,055-633-5086,24,2024-06-10
143,거제시,중용농장,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,경상남도 거제시 사등면 청곡1길 19-1,"유자차, 유자청, 칡즙",박봉원,,055-633-0768,6,2024-06-10
144,거제시,지노주식회사,기타 목재가구 제조업 외 2 종,경상남도 거제시 연초면 거제북로 352-3,"목제 가구, 금속 구조물, 간판 등 광고물",심희섭,055-638-5004,055-638-5031,0,2024-06-10
145,거제시,지오지에스 주식회사,그 외 기타 전기장비 제조업,경상남도 거제시 연초면 송정5길 112-8,스마트 용접기,이봉균,055-638-2590,055-639-2595,7,2024-06-10
146,거제시,진광수산,수산동물 건조 및 염장품 제조업,"경상남도 거제시 칠천로 383-12, (지번:하청면 연구리 810) (하청면) 외 1필지",멸치,이수봉,055-633-9265,055-632-1070,10,2024-06-10
147,거제시,청해수산영어조합법인,수산동물 건조 및 염장품 제조업,경상남도 거제시 거제면 거제남서로 3799-19,젖갈류,정기준,055-632-6667,,1,2024-06-10
148,거제시,칠성식품,수산동물 건조 및 염장품 제조업,경상남도 거제시 둔덕면 법동어구로 670-10 (칠성식당),액젖류,정정애,055-633-2502,055-632-6345,4,2024-06-10
149,거제시,케이에이치엠티(주)A공장,선박 구성 부분품 제조업,경상남도 거제시 하청면 실전해안길 121 외 7필지,"선박구성품(DECK HOUSE, HATCH COVER, MEGA BLOCK)",이수우,055-639-5500,055-636-9349,29,2024-06-10
150,거제시,케이에이치엠티(주)B공장 ,선박 구성 부분품 제조업,경상남도 거제시 하청면 실전해안길 121 외 27필지,선박구성부분품(블럭),이수우,055-686-5500,055-638-4241,12,2024-06-10
151,거제시,평화영농조합법인,곡물 도정업,경상남도 거제시 사등면 오량1길 1-32 외 1필지,"도정미(현미,백미)",이성봉,055-634-2332,,16,2024-06-10
152,거제시,풍어영어조합법인,기타 수산동물 가공 및 저장 처리업,경상남도 거제시 둔덕면 내평1길 50,굴가공류,권도형,,055-243-4777,4,2024-06-10
153,거제시,풍어영어조합법인 제2공장,기타 수산동물 가공 및 저장 처리업,,수산 가공품,권도형,070-4334-4832,055-243-4777,20,2024-06-10
154,거제시,하나단열,암면 및 유사제품 제조업 외 1 종,경상남도 거제시 거제면 산촌명진길 72,암면제품,원장덕,055-634-5511,,3,2024-06-10
155,거제시,하이에어코리아(주),그 외 기타 일반목적용 기계 제조업 외 1 종,경상남도 거제시 사등면 지석로 26-1 (한국하이프레스거제공장),원형통풍관및연결부분품,김근배,055-346-3500,055-346-3501,20,2024-06-10
156,거제시,한미산업(주),구조용 금속 판제품 및 공작물 제조업 외 3 종,경상남도 거제시 사등면 모래실길 58-21,"광고물,금속구조물",주길상,,055-632-0175,9,2024-06-10
157,거제시,한화오션(주),구조용 금속 판제품 및 공작물 제조업 외 13 종,"경상남도 거제시 거제대로 3370, 외 284필지(아주동)",강선,권혁웅,02-2129-0822,02-778-5423,9505,2024-06-10
158,거제시,해금강수산식품,수산동물 건조 및 염장품 제조업,경상남도 거제시 둔덕면 법동어구로 702 외 1필지,멸치액젓,이회재,,055-633-0139,2,2024-06-10
159,거제시,해담영어조합법인,"수산동물 훈제, 조리 및 유사 조제식품 제조업","경상남도 거제시 장승포로 76, 3층(장승포동)",자숙문어,최기성,,055-687-0037,9,2024-06-10
160,거제시,해원,선박 구성 부분품 제조업,경상남도 거제시 사등면 지석로 34 (청유식품),배관용 파이프,"신해균, 서정도, 정원만",055-633-4960,055-633-4962,13,2024-06-10
161,거제시,행복앤거제천년초,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,"경상남도 거제시 아주1로2길 116, 1층 (아주동)",천년초 추출액 외 5종,이미영,055-688-0757,,4,2024-06-10
162,거제시,호진산업(주),선박 구성 부분품 제조업,경상남도 거제시 연초면 연하해안로 725-2 (호진산업(주)),철의장품,천종완,055-633-2708,055-633-2711,27,2024-06-10
163,거제시,효진수산,수산동물 건조 및 염장품 제조업,"경상남도 거제시 장목면 거제북로 1315-18, (구지번:장목리 368-17) 외 2필지",수산물절임 젓갈,강수길,,055-636-2705,4,2024-06-10
164,거제시,효진수산,수산동물 건조 및 염장품 제조업,,"멸치육젓, 멸치액젓","강수길,  정영순,  강용완",,,12,2024-06-10
165,거창군,(사)느티나무경남장애인부모회거창군지부(거창군장애인근로사업장),골판지 제조업 외 1 종,경상남도 거창군 남상면 일반산업길 160 (남상면),골판지 상자,김경회,055-943-2345,055-943-2335,27,2024-06-10
166,거창군,(사)승강기밸리기업협의회,승강기 제조업,경상남도 거창군 남상면 일반산업길 276 (남상면),승강기부품,신양건,055-943-2270,055-943-2280,2,2024-06-10
167,거창군,(재)거창화강석연구센터,건설용 석제품 제조업,경상남도 거창군 위천면 화리골길 15,광촉매코팅석,구인모,055-943-3924,055-943-3942,5,2024-06-10
168,거창군,(주)거창유기,금속 위생용품 제조업 외 1 종,경상남도 거창군 남하면 가조가야로 308 (거창유기공단),유기,이기홍,055-943-4949,055-943-4940,18,2024-06-10
169,거창군,(주)계진푸드 대평리사업장,가금류 가공 및 저장 처리업,경상남도 거창군 거창읍 강남로 267-98 외 3필지,닭고기 가공품(부분육),김태동,055-942-5500,055-944-5510,26,2024-06-10
170,거창군,(주)금강엔지니어링,승강기 제조업,경상남도 거창군 남상면 승강기길 71 외 1필지,승강기 부품,김수자,055-945-4585,033-637-3585,13,2024-06-10
171,거창군,(주)금보엘리베이터,승강기 제조업,경상남도 거창군 남상면 승강기길 91,승강기 ,김영환,,051-326-8011,15,2024-06-10
172,거창군,(주)금산산기 ,승강기 제조업,경상남도 거창군 남상면 일반산업길 175 외 1필지,엘리베이터 부품,조수현,055-343-9501,055-944-9505,48,2024-06-10
173,거창군,(주)금산산기(2공장),승강기 제조업,경상남도 거창군 남상면 승강기단지3길 63,승강기부품,조수현,055-343-9501,055-944-9505,9,2024-06-10
174,거창군,(주)남양이엔지,승강기 제조업,경상남도 거창군 남상면 홍덕길 72,"엘리베이터, 주차장치",김진영,053-527-1260,053-527-1263,5,2024-06-10
175,거창군,(주)남한정비,건설 및 채광용 기계장비 제조업,경상남도 거창군 거창읍 밤티재로 1262 (남한정비),건설기계부품,김복환,055-943-7700,055-943-7704,21,2024-06-10
176,거창군,(주)대륜엘리스,승강기 제조업,경상남도 거창군 남상면 승강기단지3길 9 외 2필지,승강기 및 승강기부품,이기랑,070-4469-3419,02-548-0577,11,2024-06-10
177,거창군,(주)대봉전통공예,동주물 주조업 외 1 종,경상남도 거창군 거창읍 밤티재로 1273-33,생활유기,장우진,055-943-6252,055-945-2600,5,2024-06-10
178,거창군,(주)대창목재,일반 제재업 외 1 종,경상남도 거창군 남상면 대산리 1544-1번지,목재판재,강원용 ,,055-941-0893,7,2024-06-10
179,거창군,(주)더그라운드,천연 및 혼합조제 조미료 제조업 외 2 종,경상남도 거창군 가조면 석강3길 170,고춧가루,이태수,055-945-8694,042-826-8693,1,2024-06-10
180,거창군,(주)동양카본,주형 및 금형 제조업,경상남도 거창군 남상면 홍덕길 110,FRP몰드,김영숙,055-942-9091,055-942-9092,6,2024-06-10
181,거창군,(주)두레방식품,식물성유지제조업 외 3 종,경상남도 거창군 거창읍 수남로 2081-73 (두레방식품),"식혜메이킹, 참기름",김진칠,055-941-0300,055-941-0302,3,2024-06-10
182,거창군,(주)두진테크,승강기 제조업,경상남도 거창군 남상면 일반산업길 255 외 1필지,승강기 부품,전종백,055-587-9193,055-582-9194,16,2024-06-10
183,거창군,(주)땅지기,유기질 비료 및 상토 제조업,경상남도 거창군 남하면 가조가야로 293,피롤땅지기(가축분퇴비),박경희,055-944-0138,055-944-0137,3,2024-06-10
184,거창군,(주)루츠엘리베이터코리아,승강기 제조업,경상남도 거창군 남상면 일반산업길 210,선박용 엘리베이터,JENS UWE RABIUS,051-467-8377,051-467-8376,9,2024-06-10
185,거창군,(주)메이저텍,승강기 제조업 외 2 종,경상남도 거창군 남상면 홍덕길 130,"로프 브레이크, 가이드레일",정오현,055-944-1371,055-944-1374,7,2024-06-10
186,거창군,(주)모동스톤,기타 석제품 제조업,경상남도 거창군 위천면 화리골길 103-13,"석재, 판재, 경계석",김효숙,055-945-9921,055-945-5256,2,2024-06-10
187,거창군,(주)모든엘리베이터,승강기 제조업 외 1 종,경상남도 거창군 남상면 일반산업길 241,승강기,김호일,055-716-0010,055-944-7811,50,2024-06-10
188,거창군,(주)생자연 농업회사법인,인삼식품 제조업 외 2 종,경상남도 거창군 남상면 홍덕길 15,부각,윤형묵,055-945-3701,055-943-8376,5,2024-06-10
189,거창군,(주)서광,승강기 제조업,경상남도 거창군 남상면 일반산업길 191,승강기 부품,김환갑,055-945-9111,055-945-9114,15,2024-06-10
190,거창군,(주)성창석재,건설용 석제품 제조업 외 1 종,경상남도 거창군 위천면 화리골길 103-12,경계석,손명희,055-941-2008,055-941-2006,8,2024-06-10
191,거창군,(주)성훈테크,강관 제조업 외 1 종,경상남도 거창군 남상면 홍덕길 133 ((주)성훈테크),파형강관,김득철,055-945-9700,055-945-9702,9,2024-06-10
192,거창군,(주)세경석재,건설용 석제품 제조업 외 1 종,경상남도 거창군 주상면 빼재로 1032-3,석재품,성영순,051-972-8692,,3,2024-06-10
193,거창군,(주)스트롱플러스,승강기 제조업,경상남도 거창군 남상면 홍덕길 90 외 1필지,승강기 부품,박재민,055-944-0071,055-944-1071,19,2024-06-10
194,거창군,(주)신금성엘리베이터,승강기 제조업,경상남도 거창군 남상면 승강기단지4길 6 외 1필지,승강기,조용래,053-381-4518,053-289-0838,11,2024-06-10
195,거창군,(주)신흥레미콘,레미콘 제조업,경상남도 거창군 거창읍 밤티재로 1303 (신흥레미콘),레미콘,진용현,055-945-2231,055-943-7731,16,2024-06-10
196,거창군,(주)에스엠아이코리아,승강기 제조업,경상남도 거창군 남상면 승강기단지1길 7,와이어로프,이윤기,055-808-7701,055-808-7702,13,2024-06-10
197,거창군,(주)영농 경남지점,포장용 플라스틱 성형용기 제조업,경상남도 거창군 거창읍 밤티재로 1273-12 (거성철망개비온),"과일포장재, 팬캡",김수태,055-945-1291,055-945-1293,10,2024-06-10
198,거창군,(주)오대양글로벌,승강기 제조업,경상남도 거창군 남상면 일반산업길 276 (남상면),승강기 부품,신양건,055-945-5435,055-232-5932,17,2024-06-10
199,거창군,(주)오대양글로벌,승강기 제조업,경상남도 거창군 남상면 승강기길 66-33,"승강기부품, 에스컬레이터 부품",신양건,,,22,2024-06-10
200,거창군,(주)와이엘이,선박 구성 부분품 제조업,경상남도 거창군 남상면 승강기길 171 외 2필지,"선박용부품, 시험용기구",배종국,055-944-0942,055-944-2785,39,2024-06-10
201,거창군,(주)원광산업석재,건설용 석제품 제조업 외 1 종,경상남도 거창군 주상면 주곡로 1065-287 (원광산업석재),경계석 교명주 볼라드,이환희,055-943-1583,055-943-1775,9,2024-06-10
202,거창군,(주)유원이엠티,승강기 제조업 외 2 종,경상남도 거창군 남상면 일반산업길 207,"엘리베이터, 산업용 냉장 및 냉동장비, 공기조화장치",유경종,055-945-9220,055-945-9239,25,2024-06-10
203,거창군,(주)천둥소리,차류 가공업,경상남도 거창군 웅양면 진마루길 107 (삼부농산(연구소)),차(다류),김준성,055-945-2676,055-945-3447,3,2024-06-10
204,거창군,(주)케이에스아이,"금속 문, 창, 셔터 및 관련제품 제조업 외 7 종",경상남도 거창군 위천면 당산농공길 80,"가드레일,파이프,교량난간,조립식구조물 등",채종술,063-634-8686,063-634-8880,18,2024-06-10
205,거창군,(주)코리아엘텍,승강기 제조업,경상남도 거창군 남상면 승강기길 96,승강기,송준호,055-945-9717,055-944-9720,34,2024-06-10
206,거창군,(주)코리아쿼츠하이테크,기타 석제품 제조업,경상남도 거창군 위천면 원학길 94-13,인조대리석,김병구,055-941-0909,055-944-0909,0,2024-06-10
207,거창군,(주)코아패킹,그 외 기타 종이 및 판지 제품 제조업,경상남도 거창군 남상면 일반산업길 190,지관,안재홍,055-945-6787,055-945-6788,20,2024-06-10
208,거창군,(주)푸른농산,김치류 제조업 외 3 종,경상남도 거창군 가조면 석강3길 124 ((주)푸른농산),건양파.건당근.,배종용,055-942-3758,055-942-3760,49,2024-06-10
209,거창군,(주)하늘바이오 농업회사법인 제2부지,과자류 및 코코아 제품 제조업,,"코코아, 과자류",윤효미,055-943-8375,,25,2024-06-10
210,거창군,(주)한텍,복합비료 및 기타 화학비료 제조업,경상남도 거창군 남상면 남진1길 185 (주)한텍,복합 비료 및 친환경농자재,신민주,055-941-2140,050-9439-2140,4,2024-06-10
211,거창군,(합)동진산업,"금속 문, 창, 셔터 및 관련제품 제조업",경상남도 거창군 거창읍 밤티재로 1273-13,"금속문, 금속창호",오영환,,,7,2024-06-10
212,거창군,(합)원광석재,건설용 석제품 제조업 외 1 종,경상남도 거창군 위천면 화리골길 98 (원광석재),경계석.건축석.판재석,허근,055-942-9891,055-942-9825,8,2024-06-10
213,거창군,ST-TECH(에스티테크),승강기 제조업,경상남도 거창군 남상면 승강기단지3길 73 외 1필지,승강기부품,김정태,055-945-2800,055-945-2801,6,2024-06-10
214,거창군,개명목재산업,일반 제재업 외 3 종,경상남도 거창군 위천면 당산농공길 56,"목재펠렛, 조경지 주목, 인삼지 주목, 금속재울타리, 디자인형울타리",홍점순,055-942-2400,055-943-1702,8,2024-06-10
