회사명,전화번호,읍면동,주소,주력생산품,근로자수
세영정기,055-342-5280,진영읍,경상남도 김해시 진영읍 서부로179번길 61-7,전기회로 접속장치,10
(주)경일에프비 제1공장,055-345-1061,진영읍,경상남도 김해시 진영읍 진산대로201번길 46-21,자동차부품 프레스,10
에이토탈서비스,055-601-4700,진영읍,경상남도 김해시 진영읍 본산1로 45,산업용전기판넬,10
제이제이수지산업,055-345-0274,진영읍,경상남도 김해시 진영읍 본산2로 37-21,폴리카보네이트 ,10
대유엔지니어링 주식회사,010-****-****,진영읍,경상남도 김해시 진영읍 본산로241번길 20,선박철구조물제조,10
보림테크,055-345-5900,진영읍,경상남도 김해시 진영읍 본산로269번길 80,냉장고부품 사이클(동파이프사용),10
한영정밀화학,055-345-8302,진영읍,경상남도 김해시 진영읍 본산로110번길 27,안전모 플라스틱 사출성형,10
(주)유성 김해공장,055-342-2043,진영읍,경상남도 김해시 진영읍 본산2로79번길 24-38,자동차 범퍼 사출,10
동아씨앤티,055-343-0267,진영읍,경상남도 김해시 진영읍 본산로 262,금속프레스가공,10
다산테크,055-346-1861,진영읍,경상남도 김해시 진영읍 본산로110번길 31,유압부품CNC가공,10
티엔엠,010-****-****,진영읍,경상남도 김해시 진영읍 서부로396번길 44,터널보링 머신제작,10
(주)태양케미칼,055-345-7000,진영읍,경상남도 김해시 진영읍 서부로378번길 52-9,포장용 플라스틱 전자제품 포장제,10
(주)중원페이퍼김해지점,055-723-2372,진영읍,경상남도 김해시 진영읍 하계로138번길 15,종이,10
영풍정공,055-345-8079,진영읍,경상남도 김해시 진영읍 서부로378번길 78,건설골재구조재 제조,10
형내산업(주),055-346-2765,진영읍,경상남도 김해시 진영읍 서부로378번길 1-2,아파트 문 목재가공,10
(주)한일탑코팅,055-345-6701,진영읍,경상남도 김해시 진영읍 서부로 394-12,테프콘 코팅,10
태신테크,055-342-9599,진영읍,경상남도 김해시 진영읍 서부로378번길 731층 ,금속 스프링부품,10
보금,055-723-2378,진영읍,경상남도 김해시 진영읍 하계로240번길 17-17,자동차부품 (압형),9
지텍(GTEC)주식회사,055-342-3467,진영읍,경상남도 김해시 진영읍 하계로 250,플라스틱사출 포장자재(반도체),9
영진산업,055-345-0535,진영읍,경상남도 김해시 진영읍 하계로240번길 45-14,냉장고 야채박스,9
주식회사 대연플라트,055-345-0791,진영읍,경상남도 김해시 진영읍 하계로240번길 3-42,자동차부품(동력 전달장치),9
주식회사 더원바이오,055-342-3585,진영읍,경상남도 김해시 진영읍 하계로 285,커피 및 차류 가공업,9
(주)서호산업,010-****-****,진영읍,경상남도 김해시 진영읍 서부로179번길 39-86,포크레인 운전석 탑,9
(주)인창테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로179번길 39-86,포크레인 운전석 탑 조립,9
한일스틸(주)진영공장,055-343-7051,진영읍,경상남도 김해시 진영읍 서부로179번길 119,생강 압연압출(마봉강),9
(주)우일팩,055-343-7575,진영읍,경상남도 김해시 진영읍 서부로179번길 71,종이박스,9
(주)애드인더스,055-345-4422,진영읍,경상남도 김해시 진영읍 서부로 283-25,"간판,광고물제작",9
성우산업,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-33,선박용 앵글구조물,9
엔제이스틸,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 197-7,스틸 철강재 절단,9
(주)보원산업죽곡공장,055-342-5288,진영읍,경상남도 김해시 진영읍 서부로179번길 39-111,자동차신품부품 자동변속기,9
유로스틸 주식회사,055-602-0080,진영읍,경상남도 김해시 진영읍 서부로 231-1,판재철판 절단가공,9
(주)동양워너,055-345-3925,진영읍,경상남도 김해시 진영읍 진산대로 113-12,자동차엔진부품제조(밋션기어),9
티엠씨엘에프( TMC LF)주식회사,055-724-9300,진영읍,경상남도 김해시 진영읍 진산대로201번길 46-9,전동지게차,9
삼성테크윈,055-342-3419,진영읍,경상남도 김해시 진영읍 본산2로 63-4,자동차신품,9
예인,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 130,방산품목재포장,9
아신큐앤텍,055-343-8800,진영읍,경상남도 김해시 진영읍 본산로219번길 84-6,자동차자동변속기,9
주식회사 영광씨앤씨,055-346-2229,진영읍,경상남도 김해시 진영읍 한림로 1146,철판절단용접가공,9
(주)오케이메디텍,055-252-5567,진영읍,경상남도 김해시 진영읍 하계로 185,의료보조기(허리보조기),9
BH테크,055-346-7140,진영읍,경상남도 김해시 진영읍 하계로 32,주철관 연결류(배관용),9
동림지엔에프,055-345-9611,진영읍,경상남도 김해시 진영읍 본산2로79번길 24-15,냉동생선까스 생산,9
해광ENG,055-724-0319,진영읍,경상남도 김해시 진영읍 본산로212번길 15,조선기자재 철배관,9
(주)와이디아이(YDI)제2공장,055-342-5001,진영읍,경상남도 김해시 진영읍 본산로269번길 90,상수도이음관,9
대신테크,055-342-2683,진영읍,경상남도 김해시 진영읍 본산로269번길 15-24,자동차엔진부품동캡,9
(주)에프에스티,055-345-9352,진영읍,경상남도 김해시 진영읍 하계로278번길 5-28,자동화 기계설비,8
주식회사대호그린,055-345-3866,진영읍,경상남도 김해시 진영읍 진영읍 하계로278번길 5-20,방역기계,8
(주)케이엠에스,055-265-5606,진영읍,경상남도 김해시 진영읍 하계로240번길 93-11,절곡기(프레스 브레이크)제조,8
큐리텍,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 289,가정용 분전함 차단기,8
(주)근화산업,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 233-7,가전 부품 제조,8
대광테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로179번길 39-86,포크레인 운전석 캡,8
(주)포스원,055-342-2599,진영읍,경상남도 김해시 진영읍 서부로123번길 30-29,자동차모터 냉각팬,8
디케이테크,055-342-5749,진영읍,경상남도 김해시 진영읍 서부로 283-21,"산업용밸브 피팅, cnc,mct가공",8
대성테크,055-342-5914,진영읍,경상남도 김해시 진영읍 서부로202번길 51,선박용사다리,8
주식회사 해륙,055-342-5802,진영읍,경상남도 김해시 진영읍 김해대로 94-31,배전반 및 자동제어반,8
주식회사인큐스,055-343-9806,진영읍,경상남도 김해시 진영읍 진영읍 김해대로 132,업소용 음식물처리기,8
(주)삼흥엔지니어링,055-345-7658,진영읍,경상남도 김해시 진영읍 진산대로 235-3,산업용 세척기,8
(주)엠파워텍,055-343-8050,진영읍,경상남도 김해시 진영읍 김해대로 94-35,공장기계부품절삭가공,8
주식회사 로봇맨,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-37,산업용 로봇자동화,8
SG산업,010-****-****,진영읍,경상남도 김해시 진영읍 본산로 73,크레인 중장비 제작,8
주식회사 해륙2공장,055-342-5802,진영읍,경상남도 김해시 진영읍 김해대로 94-17,배전반 및 자동제어반,8
현진전자,055-343-1523,진영읍,경상남도 김해시 진영읍 김해대로 91,자동차부품에어콘배선(하네스),8
해림ENG,010-****-****,진영읍,경상남도 김해시 진영읍 한림로 1135,열교환기,8
(주)온일4공장,055-343-1491,진영읍,경상남도 김해시 진영읍 진영읍 본산2로 93,자동차용 하우징,8
세인씨엔에스（주）,055-343-4627,진영읍,경상남도 김해시 진영읍 본산로 183,반도체전자 부품,8
가야전기,055-724-9500,진영읍,경상남도 김해시 진영읍 본산로269번길 62-4,"벤추레이타, 와이퍼모터",8
태성로공업,055-346-6715,진영읍,경상남도 김해시 진영읍 본산2로 83,열처리로 제작 설치,8
대림기업,055-342-0113,진영읍,경상남도 김해시 진영읍 본산2로 85,오븐부품 그릴 프레스가공,8
미소담식품,010-****-****,진영읍,경상남도 김해시 진영읍 본산2로79번길 24-15,닭발 가공 포장,8
송암철강,055-345-7942,진영읍,경상남도 김해시 진영읍 본산로 1983층 ,고철비철 산소절단,8
(주)제이엔케이테크,055-723-3452,진영읍,경상남도 김해시 진영읍 서부로396번길 62-17,자동차엔진신품부품,8
연일산업,010-****-****,진영읍,경상남도 김해시 진영읍 서부로378번길 52-21,스폰지발포 자동차부품,8
현대포금,055-343-1710,진영읍,경상남도 김해시 진영읍 서부로378번길 68-4,선박용 밸브,8
대경비에스피,055-345-6984,진영읍,경상남도 김해시 진영읍 서부로396번길 44-1,포장재종이박스,8
주식회사 중앙이앤지,055-345-3017,진영읍,경상남도 김해시 진영읍 진영읍 서부로38번길 83-17,선박구성부분품,8
(주)디에스이엔티,055-266-9052,진영읍,경상남도 김해시 진영읍 서부로346번길 52-40,자동차 차체신품부품,8
（주）진흥이엔지지점,055-324-3000,진영읍,경상남도 김해시 진영읍 서부로396번길 20-6,변압기 건축용 방호구,8
sh산업(에스에치),010-****-****,진영읍,경상남도 김해시 진영읍 진영읍 서부로396번길44 ,산업플랜트철골 구조물 제조,8
주식회사평산금속,055-346-7017,진영읍,경상남도 김해시 진영읍 하계로 232-9,절삭가공(선박용 밸브),7
아카기인터내셔널(주),055-345-9222,진영읍,경상남도 김해시 진영읍 하계로 262-26,건설기계(콘크리트 펌프),7
동화목재(주),010-****-****,진영읍,경상남도 김해시 진영읍 하계로240번길 3-44,목재 포장재,7
신광엔지니어링,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 283,농수산물 세척기계,7
대우패키지(주),055-342-4010,진영읍,경상남도 김해시 진영읍 서부로179번길 39-124,패트병손잡이외 부자재,7
대진산업,055-364-5180,진영읍,경상남도 김해시 진영읍 서부로179번길 39-86,중장비 피막처리,7
백조,055-342-5155,진영읍,경상남도 김해시 진영읍 서부로179번길 6 A동,육류발골작업,7
모리엘Mollier,055-345-1904,진영읍,경상남도 김해시 진영읍 서부로179번길 39-27,실험실 품질관리 ,7
주식회사 제이알,055-326-7740,진영읍,경상남도 김해시 진영읍 서부로179번길 53,리사이클 난연사,7
해린항공우주산업(주）,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-21,항공부품 금형,7
전진하이텍,010-****-****,진영읍,경상남도 김해시 진영읍 서부로179번길 39-111,자동차 변속기,7
(주)세경텍,055-343-6641,진영읍,경상남도 김해시 진영읍 진산대로201번길 46-17,자동차용 후방카메라,7
태광롤테크(주),055-342-2096,진영읍,경상남도 김해시 진영읍 진산대로201번길 46-33,"제지용롤,제철용롤",7
홍지정밀,055-320-6200,진영읍,경상남도 김해시 진영읍 진산대로177번길 19,냉장고부품 플라스틱 사출,7
와이아이시스템,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-43,온도자동제어장치,7
광진전자,055-337-8024,진영읍,경상남도 김해시 진영읍 하계로 65-13,전자부품제조,7
대한리사이클,055-342-2288,진영읍,경상남도 김해시 진영읍 본산1로56번길 42,유기질비료,7
(주)유성케미칼,055-346-3151,진영읍,경상남도 김해시 진영읍 본산로86번길 31-28,세정제(화학물질제조),7
한일루켐주식회사,055-345-9990,진영읍,경상남도 김해시 진영읍 본산1로56번길 22,그리스.윤활유제조,7
미래테크,055-342-2276,진영읍,경상남도 김해시 진영읍 한림로 1147,금형(프레스),7
진성산업,055-342-9701,진영읍,경상남도 김해시 진영읍 본산2로 37-3,파이프(금속)용접가공,7
주식회사 한국이에이씨부산경남,055-346-5991,진영읍,경상남도 김해시 진영읍 본산로241번길 3,친환경차량용자동덮개,7
(주)천일글로벌팩,055-343-6568,진영읍,경상남도 김해시 진영읍 하계로 120 가동,목재상자.파렛트,7
주나구패킹,055-902-0805,진영읍,경상남도 김해시 진영읍 하계로 48,파레트,7
명인산업,010-****-****,진영읍,경상남도 김해시 진영읍 진영읍 하계로 143-2 ,계면활성제(세제류),7
KNC엔지니어링,010-****-****,진영읍,경상남도 김해시 진영읍 진영읍 본산로219번길 76-7 ,선박구성부분품,7
주식회사주승테크,055-346-8585,진영읍,경상남도 김해시 진영읍 본산로110번길 27-27,자동차엔진부품미션생산,7
일등산업,055-346-7008,진영읍,경상남도 김해시 진영읍 본산로110번길 35,공작기계 커버단품 분체도장,7
성신기계,055-346-5783,진영읍,경상남도 김해시 진영읍 본산로110번길 29,자동차오토미션부품 분말야금,7
이텍.코리아 (E-Tec.Korea),055-343-9171,진영읍,경상남도 김해시 진영읍 본산1로 85,광학기기 설계조립,7
우성테크(Woo sung Tech),010-****-****,진영읍,경상남도 김해시 진영읍 본산로269번길 14,자동차엔진부품 오일펌프,7
주식회사 태강테크,055-286-8866,진영읍,경상남도 김해시 진영읍 서부로396번길 26,자동화설비 기타목적용기계 제조,7
삼원정공,055-343-9865,진영읍,경상남도 김해시 진영읍 서부로396번길 62-16,자동차바퀴축,7
(주)키움,055-902-2244,진영읍,경상남도 김해시 진영읍 서부로38번길 83-16,금속레이져절삭,7
BS테크,055-342-4823,진영읍,경상남도 김해시 진영읍 서부로378번길 83,냉장고내장스폰지가공,7
브이맥,055-299-8530,진영읍,경상남도 김해시 진영읍 서부로346번길 62 나동,크레인 휠 가공,7
